MAL_id,Type,Episodes,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Demographics,Year,Season,Is_Finished
129,TV,50.0,"['TV Tokyo', 'Dentsu', 'Group TAC']",['ADV Films'],['Pierrot'],Manga,"['Action', 'Adventure', 'Drama', 'Fantasy']",['Mythology'],23,R - 17+ (violence & profanity),7.54,1822.0,3085,57356,799,21888,"Many years ago, humans and demons lived in harmony. But that unity ended when demons started attacking humans and plotted a mission to unleash Gyumao—an evil demon imprisoned for thousands of years. Now, Genjo Sanzo, a rogue priest, must team up with three demons—Sha Gojyo, Son Goku, and Cho Hakkai—and embark on a perilous journey to the west to stop these demons from resurrecting Gyumao and restore the balance between humans and demons on Earth. ",4,Gensoumaden Saiyuuki,['Shounen'],2000,fall,True
763,TV,67.0,['Shogakukan Productions'],['VIZ Media'],['Xebec'],,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",['Mecha'],25,PG-13 - Teens 13 or older,7.37,2484.0,3240,52091,289,26864,"In a remote desert on the Planet Zi, a boy named Van discovers an abandoned, dilapidated facility. Inside, he finds an opaque cocoon that breaks on its own, and a dinosaur-like robot known as an ""Organoid"" emerges from the shell. Van names the creature Zeke and claims it for himself, but a group of bandits come after him to seize the Organoid. The bandits are equipped with ""Zoids,"" beast-like mechanical units that are used for combat. Van is able to fend off his pursuers by reviving and fusing with an old Zoid dubbed the ""Shield Liger."" Van returns to the facility with Zeke in tow and finds a new cocoon. He is ecstatic that he may have obtained another Organoid, but when the cocoon breaks, a girl emerges from it instead. Unaware of her origins, the girl only remembers that her name is Fiona and that she has to locate an object called the ""Zoid Eve."" Determined to solve the mystery behind her existence, Fiona ventures out alongside Van and Zeke to uncover what the Zoid Eve truly is. The trio runs across many friends and foes in their adventure, encountering various dangers and experiencing slices of light-heartedness as they travel. ",2,Zoids,,2000,fall,True
233,TV,78.0,"['NHK', 'Sogo Vision', 'NHK Enterprises']",[],['J.C.Staff'],Manga,"['Comedy', 'Sci-Fi']",['Childcare'],25,G - All Ages,7.63,1483.0,4553,26883,253,12282,"Miyu is an 8th grade girl, whose parents have been hired by NASA. They take off to America leaving Miyu with Mr. Saionji. Later, Mr. Saionji decides to go on a 1 year long trip to India leaving Miyu alone with his son, Kanata. More complications rise when an Alien baby and his babysitter pet crashes/lands in their house. To make things worse, alien baby starts calling Miyu and Kanata Mom and Dad, also showing ESP power and floating around. ",2,Daa! Daa! Daa!,['Shoujo'],2000,fall,True
351,TV,49.0,['Asahi Broadcasting'],[],['Toei Animation'],,['Comedy'],"['Childcare', 'Mahou Shoujo']",24,G - All Ages,7.46,2127.0,4782,23880,118,11751,"At the end of the first season, Doremi and her friends all had to give up their witch powers and be normal girls again. This also meant that they couldn't see Majorika, Lala, and the fairies again. The MAHO-Dou was also deserted and the door to the Majokai was locked. The Queen, having seen all this through her crystal ball, secretly makes it so that Doremi and co. all end up heading into the Majokai again, with the excuse to return Majorika's hair dryer. However they end up stumbling into a garden, and one of the roses reveals a baby! The Queen tells the girls that they must raise the baby for a whole year. To help them, they receive newer and stronger witch powers than before! The adventure isn't over yet!",2,Ojamajo Doremi Sharp,,2000,fall,True
4052,TV,39.0,"['TV Tokyo', 'Nihon Ad Systems', 'Nelvana']","['ADV Films', 'Discotek Media']",['Trans Arts'],,"['Action', 'Adventure', 'Sci-Fi']",,24,G - All Ages,6.67,6060.0,4954,21901,23,11157,"The sequel to the famous Medabots series, following the continuing adventures of Ikki and Metabee. The two encountered a strange enemy named Jinkai and the so called Death Medabots. Along with Nae and Erica, they will defeat Jinkai and the Death Medabots.",2,Medarot Damashii,,2000,fall,True
3545,TV,373.0,"['Asatsu DK', 'Fuji TV']",[],['Gallop'],Manga,['Comedy'],"['Adult Cast', 'Detective', 'Gag Humor']",25,PG-13 - Teens 13 or older,7.78,1083.0,5111,20334,197,7455,"Ryoutsu, being an underpaid policeman, is always coming up with underhanded schemes in order to make a quick buck. But in the end, his plans (which are ridiculous to begin with) always go wrong and land him in big trouble with the chief.",2,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,['Shounen'],2000,fall,True
1450,TV,26.0,['Bandai Visual'],['Tokyopop'],['Sunrise'],,"['Adventure', 'Comedy', 'Drama', 'Sci-Fi']",['Mecha'],24,PG-13 - Teens 13 or older,7.19,3409.0,5783,14753,149,3977,"Marin is a typical junior high school girl with a sunny disposition and a loving adoptive family. Her life takes a drastic change when a mysterious mirage is seen in the sky above the entire earth. Killer androids called Monomakia descend to earth from the formation in the sky called Brigadoon and begin to hunt down little Marin. She discovers a blue bottle in a shrine as she seeks escape and from the bottle comes a protector, a sword carrying gun slinging alien called Melan Blue, together they must save the earth and deal with family crisis, school prejudice and the police and come to an understanding of Marins past and Melans unexplained mission, as well as learn to trust each other. Set in 1969 Japan with a colorful cast of friends and enemies. ",2,Brigadoon: Marin to Melan,,2000,fall,True
6560,TV,39.0,"['Kids Station', 'Nippon Columbia']",[],['Zuiyo'],,"['Avant Garde', 'Comedy']",['Gag Humor'],4,R - 17+ (violence & profanity),7.27,2980.0,6258,12007,333,5261,"Somewhere in the desert lies the Wolf Zirkus: a strange circus where Popee, a clown in a pink rabbit jumpsuit, shares the stage with Kedamono, a purple creature who wears a mask. Together, they juggle the whims of performing, practicing their acts, and poking fun at each other. In a world where anything seems possible, there is no telling what will happen next during this eccentric spectacle. ",0,Popee the Performer,,2000,fall,True
2907,TV,66.0,"['Public & Basic', 'Imagine']",[],['Studio Bogey'],Manga,"['Comedy', 'Sci-Fi']",,25,PG - Children,7.15,3645.0,6736,10120,66,4846,"Kuro is just an ordinary cat who only wants to protect his owners who are an old couple that can't fend for themselves. One day while on a date with his girlfriend Pooly who is a dog, he is kidnapped by an evil scientist and turned into a robot. Kuro somehow removes the chip that controlled him and notices that people get scared with his new robotic appearance and that he can now talk like a human. He decides to disguise himself with the skin of a stuffed toy and to continue living as a pet. ",2,Cyborg Kuro-chan,,2000,fall,True
2406,TV,,['Fuji TV'],[],['Eiken'],4-koma manga,"['Comedy', 'Slice of Life']",,24,G - All Ages,6.14,9128.0,7129,8811,39,1938,"The main character is a mother named Sazae-san. She lives in a house with her husband, her kids and her parents. The show is the ultimate family program and tends to follow traditional themes. Think of this show as the Japanese equivalent to ""The Partridge Family"" and you'll get a good feel for this show's atmosphere. Don't expect to see things like violence, swearing, kung-fu action or magical girls. The plots are more like ""Today, Sazae-san goes to the new mall and gets lost"". Such ""boring"" plotlines and the simplistic art are often a turn-off to non-Japanese audiences, but most Japanese find the show incredibly good. As a result, it continues to be one of the top ratings grabbers on TV and is one of the few anime that is considered ""acceptable"" by adults. ",2,Sazae-san,,2000,fall,False
1199,TV,,"['NHK', 'Sogo Vision', 'NHK Enterprises']",[],"['Ajia-do', 'Gakken']",Manga,['Comedy'],,10,G - All Ages,7.08,4020.0,7395,8015,77,2550,"Taking place in the Sengoku Period, Rantarou, Kirimaru and Shinbei are young students at Ninjutsu Academy, a school that teaches all kinds of youth how to become ninjas. Known as ""Nintamas"" (a contraction of ninja + tama [egg]), the main trio, and many other students at the school, must learn all sorts of unique skills to achieve their goal. Unfortunately, things aren't that simple, since our protagonists constantly find themselves failing their classes. With strict ninja teachers such as Doi-sensei and Yamada-sensei, the mischievous girls from the Kunoichi class, an entire crew of pirates and dozens more interesting characters, anything can happen in the crazy world of Nintama. The episodes are 7 minutes and thirty seconds long each, and each season (which there's currently 29 of) usually has a range of 60-90 episodes.",2,Nintama Rantarou,['Kids'],2000,fall,False
6149,TV,,"['Ajia-do', 'Fuji TV', 'Sakura Production']",[],['Nippon Animation'],Manga,['Comedy'],['School'],23,G - All Ages,7.34,2627.0,7910,6781,62,2189,"Momoko Sakura is an elementary school student who likes popular idol Momoe Yamaguchi and mangas. She is often called ""Chibi Maruko-chan"" due to her young age and small size. She lives together with her parents, her grandparents and her elder sister in a little town. In school, she has many friends with whom she studies and plays together everyday, including her close pal, Tama-chan; the student committee members, Maruo-kun and Migiwa-san; and the B-class trio: 'little master' Hanawa-kun, Hamaji-Bu Taro and Sekiguchi-kun. This is a fun-loving and enjoyable anime that portrays the simple things in life. ",2,Chibi Maruko-chan (1995),['Shoujo'],2000,fall,False
4962,TV,51.0,[],['Discotek Media'],['Studio Deen'],,"['Adventure', 'Comedy', 'Fantasy']",['Parody'],25,G - All Ages,6.43,7511.0,8351,5945,17,2389,"Two mad scientists, Professor Hiiragi and Count Collection, simultaneously manage to open a dream hole to an alternate world where myths are real, the Sixgate world. Professor Hiiragi recruits his daughter Rokuna and her friend Mondo to be the Mon Colle Knights and help him in obtaining six magical items before Count Collection does. These items which can alter the barriers of dimensions when combined, allowing them to be used to either peacefully have the magic of the Sixgate world cross over in the human world, take over the minds of all monsters, or worse, reformat reality. While this entry only has details based on the Japanese version, it also includes the version aired on Jetix.",2,Rokumon Tengai Mon Colle Knights,['Kids'],2000,fall,True
2284,TV,39.0,"['TV Tokyo', 'NEC Interchannel']","['Hasbro', 'Saban Entertainment']","['Gallop', 'Dongwoo A&E']",,"['Adventure', 'Comedy', 'Sci-Fi']",['Mecha'],23,PG - Children,6.54,6852.0,8464,5785,23,2792,"The evil Gigatron has led his forces of Destrongers to Earth, where they seek to pillage the planet for its vast energy resources in order to fuel their war against the Autobots. If successful, the Destrongers will finally be able to tip the scale of power in the war to their favor, eliminating the Autobots and moving on to conquer the universe. To this end, the Destrongers kidnap the scientist Dr. Ohnishi, Earth's leading scientist on energy and natural resources. Dr. Oonishi's son, Koji, is contacted by none other than Fire Convoy, who takes the boy on a mission to rescue his father. Although Fire Convoy and the other Autobots fight valiantly, they are unable to rescue the doctor from the Destrongers. Now it is up to the Autobots and Koji to rescue Dr. Oonishi and protect the Earth and its resources from Gigatron and his army.",0,Transformers: Car Robots,,2000,fall,True
332,TV,38.0,"['TV Tokyo', 'Sotsu']",[],['Nippon Animation'],Manga,"['Adventure', 'Comedy', 'Fantasy']",,23,G - All Ages,7.12,3818.0,9180,4632,6,1776,"Join the new legend of Guruguru, where Nike, the reluctant hero, and Kukuri, the innocent heroine, return to save the world. The magical adventure that unfolds, with its unique monsters and eccentric characters, is sure to draw you into this curious and exciting realm. To save the world from evil King Giri, Kukuri must locate the monsters in each territory and win them, one by one, over to her side. Meanwhile Nike's task is to be recognized by the Four Kings of Nature and collect their swords. These swords are known as the ""Sword of Wind,"" the ""Sword of Water,"" the ""Sword of Earth"" and the ""Sword of Fire."" Can Nike and Kukuri truly become hero and heroine? Follow their journey and find out! ",2,Dokidoki♡Densetsu: Mahoujin Guruguru,['Shounen'],2000,fall,True
1960,TV,,"['Sotsu', 'Nippon Television Network']",[],['TMS Entertainment'],,"['Comedy', 'Fantasy']",,24,PG - Children,6.58,6587.0,9191,4613,31,1739,"One night, a Star of Life falls down the chimney of a bakery nestled deep in the forest, causing the dough in the oven to come to life. The dough becomes Anpanman, a superhero made of anpan ",0,Sore Ike! Anpanman,['Kids'],2000,fall,False
4375,TV,91.0,"['TV Tokyo', 'Aniplex', 'Nihon Ad Systems']",[],['Group TAC'],,"['Adventure', 'Comedy', 'Fantasy']",,25,PG - Children,7.28,2944.0,10081,3465,26,1740,"While exploring ruins on Angel Island, a doctor finds a myserious newborn bird called Kyoro-chan. Together they form a bond and decide to travel the world together. Three years later when the Doctor and Kyoro-chan try to return to Angel Island they become shipwrecked from a storm. Kyoro-chan was able to make it safely to the island but the Doctor was nowhere to be found. Kyoro-chan prays for his safety and hope he returns as he now starts his new life on Angel Island.",0,Kyoro-chan,,2000,fall,True
7643,TV,37.0,['NHK'],[],['dwarf'],,"['Comedy', 'Slice of Life']",,0,G - All Ages,6.43,7544.0,10462,3086,14,948,"A strange monster hatches from a mysterious egg. He befriends various animals, and takes residence in Osajii's burrow. He discovers new and exciting things about everyday life. As of 2008, there are at least 37 regular TV spot episodes of Domo-kun. These 37 episodes were released on DVD in Japan in July of 2009.",0,Domo-kun,['Kids'],2000,fall,True
4459,TV,,['NHK'],['Enoki Films'],['Gallop'],,"['Adventure', 'Award Winning', 'Comedy', 'Fantasy']",,10,G - All Ages,6.39,7745.0,11559,2229,5,553,"In the Heian era, around 1000 years ago, a young boy of noble family named Ojarumaru is bored with his life of privilege. Meanwhile, three demons steal the power-stick of Enma, king of demons, and then lose it. Ojarumaru finds it, and uses it to transport himself to the present time. Here, he is befriended by a young boy named Kazuma, and becomes a member of his family. As time goes on, Ojarumaru makes many new friends, while dodging the comedic efforts of the three demons, Akane, Kisuke, and Aobee, as they try to recover the stick. (from ANN)",2,Ojarumaru,['Kids'],2000,fall,False
9810,TV,83.0,"['Nagoya Broadcasting Network', 'Tokyu Agency']",[],['Sunrise'],,['Comedy'],,25,PG - Children,6.85,5076.0,12777,1510,9,715,"One day a normal cat boy got a power to transform into a super ""kamen cat."" Whenever he heard people saying ""help"" he would dash right over there and help them fight against enemies.",0,Nyani ga Nyandaa Nyandaa Kamen,['Kids'],2000,fall,True
12361,TV,26.0,[],[],['SBS TV Production'],,['Action'],['Racing'],24,PG - Children,5.94,10244.0,12848,1483,1,546,"Jimmy was a typical boy who liked to play computer games. One day he was playing a game called 'Track City' when suddenly he got transported into the game world! Once he regained consciousness, a woman who apparently is the mayoress of the city explains to him that the world is threaten by a powerful malign virus and her allies and their only hope is to ask for the help of the ""Legendary racer"", the best player of 'Track City"". Things get complicated when Jimmy learns that the game made a mistake and confused him with the Legendary racer! Will Jimmy learn the necessary skills to defeat the viruses that threaten the world? Or will he be erased by the 'big head', the heavenly punisher that annihilates those who cannot achieve victory?",0,Track City,,2000,fall,True
9768,TV,726.0,"['TV Tokyo', 'Azeta Pictures']",[],['Studio Kikan'],,"['Adventure', 'Comedy', 'Fantasy']",['Anthropomorphic'],23,G - All Ages,5.92,10324.0,13250,1323,4,558,"Shimajiro, a preschool-aged tiger boy, has adventures with his friends Mimirin, Ramurin, Nyakki, and Toriipi on Challenge Island.",2,Shima Shima Tora no Shimajirou,['Kids'],2000,fall,True
2566,TV,24.0,['Shogakukan Productions'],['VIZ Media'],['Studio Hibari'],Manga,['Comedy'],['School'],20,G - All Ages,6.05,9655.0,13489,1238,2,488,"Takashi Horimachi is an ordinary curious fifth grader attending ""Anytown"" Elementary School. One day, a very unusual transfer student named Tarou Tanaka joins Takashi's class. Takashi and his classmates have never encountered anyone quite like Taro before. He is blue, has huge glowing eyes, pointy ears, a smooth bald head and one horn. Takashi, obsessed with trying to figure out this strange new visitor, attempts to track Tarou's every move; and in the process he continuously falls victim to Tarou's hilarious assortment of cosmic jokes and traps. ",2,Uchuujin Tanaka Tarou,['Kids'],2000,fall,True
12393,TV,1818.0,['Fuji TV'],[],['Eiken'],,"['Comedy', 'Slice of Life']",,5,G - All Ages,5.47,12201.0,13611,1198,0,442,This anime was running almost 20 years and has over 1800 episodes.,0,Oyako Club,,2000,fall,True
13551,TV,56.0,['Nippon Television Network'],[],"['Nippon Animation', 'VAP', 'Satelight', 'Shin-Ei Animation', 'Tokyo Movie']",,"['Comedy', 'Drama', 'Slice of Life']",,25,PG-13 - Teens 13 or older,6.49,7131.0,13972,1085,0,158,This was an anthology program containing several different anime each week along with some non-animated segments. Several of the animated films were short series including: Nazo no Rouba [謎の老婆] ,0,Shuukan Storyland,['Seinen'],2000,fall,True
5478,TV,68.0,['Studio Comet'],[],[],,"['Adventure', 'Fantasy']",,24,G - All Ages,5.93,10268.0,14362,974,0,400,More adventures of Bikkuriman.,2,Bikkuriman 2000,['Kids'],2000,fall,True
9947,TV,3057.0,['Beijing Sunchime Happy Culture Company'],[],[],,"['Adventure', 'Comedy']",,11,PG - Children,6.05,9678.0,14603,918,0,228,"Adventures include going into deep sea and accompanying dinosaurs. The shows are mainly based on science or science fiction. It has been popular in China, one reason might be the fact that many of the Chinese youth have been sending questions to the studio, and the studio answers them with one of Lan Mao's adventures. Lan Mao is sometimes impulsive, and in the end gets nothing but trouble. ",0,Lan Mao,,2000,fall,True
