,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Themes,Demographic,French,Genre,German,Spanish,Demographics
143,Kaiketsu Zorori (Movie),まじめにふまじめ かいけつゾロリ なぞのお宝大さくせん,,['Movie'],1,Finished Airing,"Mar 11, 2006",,,['Nagoya Broadcasting Network'],"None found,","['Sunrise', 'Ajia-do']",Unknown,"['Adventure', 'Comedy']",,53 min.,G - All Ages,6.43,#7494,#14929,830,2,254,"""Unbelievable"" Zorori is a prankster fox determined to become the Prince of Mischief, with his very own castle and beautiful bride. While is notorious for his prank-making schemes, his ill-meaning plots often backfire against him, and can usually end up even benefiting or cheering up his targets, much to his dismay. Nevertheless, Zorori has the wits and intelligence to wriggle out of the tightest of all spots, and journeys with a pair of twin boars, Ishishi and Noshishi, in order to fulfill his long wished-for goal and at last prove to his deceased mother, Mama Zorori that he truly holds the potential to achieve his dreams. (Source: ANN)",[],Majime ni Fumajime Kaiketsu Zorori: Nazo no Otakara Daisakusen,,,,,,,
144,"Ski Jumping Pairs, Ski Jumping Large-hill Pairs",スキージャンプ・ペア ~Road to TORINO 2006~,,['Movie'],1,Finished Airing,"Jan 28, 2006",,,"None found,","None found,","None found,",Other,"['Comedy', 'Sports']",,4 min.,G - All Ages,5.09,#13105,#16002,626,1,249,A CG animated film by Riichiro Mashima. A new breed of ski jumping has been born: pair ski jumping! This is a promotional movie for the new sport using CG graphics to demonstrate its possibilities.,[],Ski Jumping Pairs: Road to Torino 2006,,,,,,,
145,,Something Great サムシング グレート 地図にない町,,['Movie'],1,Finished Airing,"Feb 4, 2006",,,"None found,","None found,","None found,",Unknown,,,Unknown,G - All Ages,[],#14469,#17619,451,0,,Based on the original story by Mukainakano Yoshio.,[],Something Great Chizu ni Nai Machi,,,,['Slice of Life'],,,
146,Norabittsuminittsu,ノラビッツミニッツ,Norabbits' Minutes,['Movie'],5,Finished Airing,"Feb 25, 2006 to Jun 29, 2007",,,"['Shochiku', 'I.Toon']","None found,","None found,",Unknown,"['Comedy', 'Fantasy']",,3 min. per ep.,PG - Children,[],#20740,#19094,339,1,,Norabbits' Minutes features two young rabbit brothers who live together in the forest and have endearing adventures together... though not without some absurd twists.,[],Norabbits' Minutes,,['Kids'],,,,,
147,,オズのまほうつかい,,['Movie'],1,Finished Airing,"Feb 26, 2006",,,"None found,","None found,","None found,",Unknown,,,Unknown,G - All Ages,[],#20939,#24575,102,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Oz no Mahoutsukai (2006),,['Kids'],,['Adventure'],,,
148,Bleach: Jump Festa 2005,BLEACH The Sealed Sword Frenzy,,['Special'],1,Finished Airing,"Mar 23, 2006",,,['TV Tokyo'],"None found,",['Pierrot'],['Manga'],"['Action', 'Adventure', 'Supernatural']",,33 min.,PG-13 - Teens 13 or older,6.97,#4527,#1933,"121,294",158,65659,A Shinigami named Baishin who was sealed by Soul Society long ago is set free on Earth. On a fateful day Ichigo encounters him and has roughly half of his reiatsu drained. Its now up to Ichigo and the Soul Society to finally put a stop to Baishin and his destruction.,[],Bleach: The Sealed Sword Frenzy,,['Shounen'],,,,,
149,"Shakugan no Shana Specials, Shakugan no Shana-tan Returns, Itadaki no Hecate-tan, Banjou no Carmel-san",灼眼のシャナたん,,['Special'],4,Finished Airing,"Jan 25, 2006 to Apr 4, 2007",,,"None found,",['Funimation'],['J.C.Staff'],['Light novel'],,['Parody'],6 min. per ep.,PG-13 - Teens 13 or older,7.06,#4103,#3997,"35,137",23,18034,"Shana-tan specials bundled with the first and fifth volume pre-orders of the Shakugan no Shana DVD, the limited edition Shakugan no Shana guide book, and the limited edition Shakugan no Shana Movie preview DVD special. Episodes #1: Shakugan no Shana-tan #2: Shakugan no Shana-tan Returns #3: Itadaki no Hecate-tan #4: Banjou no Carmel-san","['Sequel (Special) Shakugan no Shana-tan II (Second)', '']",Shakugan no Shana-tan,,,,['Comedy'],,,
150,Honey & Clover Specials,ハチミツとクローバー,Honey and Clover Specials,['Special'],2,Finished Airing,"Dec 23, 2005 to Feb 24, 2006",,,"None found,",['VIZ Media'],['J.C.Staff'],['Manga'],"['Comedy', 'Drama', 'Romance']",,22 min. per ep.,PG-13 - Teens 13 or older,7.63,#1490,#4184,"31,989",41,16524,Two side stories: Chapter L (or chapter 25) about Lohmeyer/Romaiya senpai. Chapter F (or chapter 26) about Miwako finding ways to make fun of Yamazaki. (Source: momento),"['Prequel (TV) Hachimitsu to Clover', 'Sequel (TV) Hachimitsu to Clover II', 'Adaptation (Manga) Hachimitsu to Clover', '']",Hachimitsu to Clover Specials,"['Adult Cast', 'Visual Arts']",['Josei'],,,,,
151,Loveless: Ohayou Loveless-kun,LOVELESS おはよう ラブレスくーん,,['Special'],6,Finished Airing,"Nov 1, 2005 to Apr 27, 2006",,,"None found,","None found,",['J.C.Staff'],['Manga'],"['Boys Love', 'Comedy', 'Supernatural']",,2 min. per ep.,PG-13 - Teens 13 or older,6.45,#7395,#5203,"19,490",30,7983,A 6-episode special featuring in-character commentary of the series.,[],Loveless Specials,,['Josei'],,,,,
152,"Friagne and Marianne's Why, What, Shana! Ask Anything Question Box",フリアグネ&マリアンヌのなぜなにシャナ!なんでも質問箱!,,['Special'],8,Finished Airing,"Jan 25, 2006 to Aug 25, 2006",,,"None found,",['Funimation'],['J.C.Staff'],['Light novel'],"['Comedy', 'Fantasy']",['Urban Fantasy'],3 min. per ep.,PG-13 - Teens 13 or older,6.57,#6663,#5954,"13,641",3,4527,A series of short specials where Friagne and Marianne explain different terms from the show.,"['Sequel (Special) Shakugan no Shana: Friagne & Marianne no Naze Nani Shana! Nandemo Shitsumonbako! 2', '']",Shakugan no Shana: Friagne & Marianne no Naze Nani Shana! Nandemo Shitsumonbako!,,,,,,,
153,"Onii-sama, Yurayura Kirakira Donburako Korette, Naan Da?, Up and Down, in the Sun, Floating Away? What Is It?","月詠 -MOON PHASE- おにいさま, ゆらゆらきらきらどんぶらこ これって, なーんだ?",,['Special'],1,Finished Airing,"Feb 22, 2006",,,"None found,",['Funimation'],['Shaft'],['Manga'],"['Avant Garde', 'Comedy', 'Slice of Life']",,23 min.,PG-13 - Teens 13 or older,6.61,#6447,#6180,"12,405",4,6262,"Omake Special from the final DVD volume. The Special storyline has very little to do with the original series outside of having some of the same characters, and has a completely different storyline which does not fit into anything which came before it. (Source: AniDB)",[],Tsukuyomi: Moon Phase Special,,,,,,,
154,Kami-chu!: Kami-sama wa Chuugakusei,かみちゅ!,The Goddess is a Middle School Student,['Special'],4,Finished Airing,"Nov 23, 2005 to Mar 29, 2006",,,"['Aniplex', 'Half H.P Studio']",['Geneon Entertainment USA'],"[""Brain's Base""]",Original,"['Slice of Life', 'Supernatural']",,27 min. per ep.,PG - Children,7.44,#2191,#6215,"12,253",3,6764,"Episodes that were only released on the DVD afterwards and didn't air on TV. Episode numbers: 7.5, 9.5, 10.5, 12.5.",[],Kamichu! Specials,"['Iyashikei', 'Mythology', 'School']",,,,,,
155,,ぷにえの里帰り,,['Special'],4,Finished Airing,"Mar 20, 2006 to Mar 21, 2007",,,"None found,","None found,",['Studio Barcelona'],['Manga'],"['Comedy', 'Fantasy']",,1 min. per ep.,R - 17+ (violence & profanity),6.80,#5329,#7226,"8,530",2,4682,Omake (extra) of Dai Mahou Touge.,[],Dai Mahou Touge Omake,"['Gag Humor', 'Mahou Shoujo']",,,,,,
156,The Diary of Tortov Roddle Specials,或る旅人の日記,A Traveller's Diary Specials,['Special'],3,Finished Airing,"Feb 11, 2006",,,['Robot Communications'],"None found,","None found,",Original,"['Adventure', 'Fantasy']",,4 min. per ep.,G - All Ages,6.29,#8323,#7369,"8,094",5,5007,"In a certain distant land, home to numerous intriguing towns and people, many wondrous sights can be found. Traveler Tortov Roddle encounters a curious patch of red berries and after sampling one, happily indulges himself with more. He soon realizes, however, that this delectable fruit has considerable hallucinogenic effects and finds himself partaking in his greatest trip of all. Elsewhere, a little girl finds brief yet fantastical escapes from her everyday life. In yet another city, residents are baffled when giant black apples begin raining down from the sky, but find that they may have use for them. A journey into the extraordinary, Aru Tabibito no Nikki Specials explores the surreal occurrences of its setting, and how the land's inhabitants react to certain dreamlike experiences they encounter. [Written by MAL Rewrite]",[],Aru Tabibito no Nikki Specials,,,,,,,
157,,攻殻機動隊 S.A.C. 2nd GIG Individual Eleven タチコマな日々,Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven - Tachikomatic Days,['Special'],1,Finished Airing,"Jan 27, 2006",,,"None found,",['Bandai Entertainment'],['Production I.G'],['Manga'],"['Comedy', 'Sci-Fi']",['Mecha'],3 min.,PG - Children,6.73,#5695,#7836,"6,933",2,2058,Tachikomatic Days short that was released on the Individual Eleven DVD.,[],Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven - Tachikoma na Hibi,,,,,,,
158,,舞-乙HiME,,['Special'],9,Finished Airing,"Jan 27, 2006 to Sep 26, 2006",,,"None found,","None found,",['Sunrise'],Original,"['Comedy', 'Drama', 'Fantasy']",,3 min. per ep.,PG-13 - Teens 13 or older,6.92,#4743,#8083,"6,411",3,2861,Specials that followed on the Mai-Otome DVD.,[],Mai-Otome Specials,,,,,,,
159,"Makai Senki Disgaea: Makai e no Shoutaijou, Makai Senki Disgaea Trailer",魔界戦記ディスガイア 魔界への招待状,,['Special'],1,Finished Airing,"Feb 23, 2006",,,"None found,","None found,",['OLM'],Game,"['Action', 'Comedy', 'Fantasy']",['Mythology'],5 min.,PG-13 - Teens 13 or older,6.69,#5964,#8876,"5,098",5,2018,"A unique trailer found on both the DVDs and on the Disgaea 2 game advertising the anime. The animation for it is completely new, none is recycled from the show itself. Does a decent job of introducing the major characters and general plot, with new battle scenes and an altered plot so as to not give everything away. There's even a boom in shot at one point!",[],Makai Senki Disgaea: Welcome to Netherworld,,,,,,,
160,,ToHeart Remember my memories: Heart Fighters,,['Special'],7,Finished Airing,"Jan 26, 2006 to Aug 24, 2006",,,"None found,","None found,",['AIC ASTA'],Visual novel,"['Comedy', 'Sci-Fi']",,3 min. per ep.,R+ - Mild Nudity,6.02,#9801,#9892,"3,682",1,1193,"This is a special to To Heart: Remember My Memories, which includes fighting scenes between all the female characters.",[],To Heart: Remember My Memories Specials,"['Martial Arts', 'Parody', 'Samurai', 'Super Power']",,,,,,
161,Looking for a Home,やどさがし,House Hunting,['Special'],1,Finished Airing,"Jan 3, 2006",,,"None found,","None found,",['Studio Ghibli'],Original,"['Adventure', 'Fantasy', 'Slice of Life']",,12 min.,G - All Ages,6.54,#6853,#10083,"3,456",0,697,"A nameless heroine packs up her belongings into a large satchel and heads out of the city. Walking on foot across the countryside, she encounters a strange collection of creepy crawlies and ghostly spirits.",[],Yadosagashi,,['Kids'],,,,,
162,"Jigoku Shoujo Episode 14.5, Hell Girl Recap",地獄少女 14.5,,['TV Special'],1,Finished Airing,"Jan 11, 2006",,,"None found,","None found,",['Studio Deen'],Original,,,24 min.,R - 17+ (violence & profanity),6.45,#7388,#10182,"3,353",3,813,"Recap of the first 14 episodes of Jigoku Shoujo. Originally aired on Kids Station, later included on DVD Vol. 4.",[],Jigoku Shoujo Recap,,,,['Supernatural'],,,
163,"Jinki:Extend Episode 13, Jinki:Extend OVA",ジンキ・エクステンド 第13話 「それから」,Jinki: Extend,['Special'],1,Finished Airing,"Feb 22, 2006",,,"['TV Asahi', 'GANSIS']","['ADV Films', 'Funimation']",['feel.'],['Manga'],"['Action', 'Sci-Fi']",['Mecha'],23 min.,R - 17+ (violence & profanity),6.10,#9355,#10280,"3,240",2,1231,"Aoba is a young girl who loves to build models of robots. She lived alone with her grandmother until her grandmother passes away. Shortly after she is kidnapped and brought to a secret base where she discovers a huge robot. The piloted robots fight against Ancient-Jinki in The Grand Savanna, but the true meaning behind the fights is hidden. Aoba works hard at the base so one day she can pilot one of the robots and discover these secrets.",[],Jinki:Extend - Sorekara,,['Shounen'],,,,,
164,"One Piece New Year Special: Special Report - Secret of the Straw Hat Pirates!, One Piece Recap",お年玉スペシャル 特別報 麦わら海賊団の秘密!,One Piece: New Year's Special - The Secret of the Straw Hat Pirates!,['TV Special'],1,Finished Airing,"Jan 3, 2006",,,"None found,","None found,",['Toei Animation'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,1 hr. 24 min.,PG-13 - Teens 13 or older,6.57,#6657,#10532,"3,020",2,945,A recap that aired as a New Year special. It recaps how the first seven crew members joined.,[],One Piece: Otoshidama Special - Tokubetsu Hou Mugiwara Kaizokudan no Himitsu!,,['Shounen'],,,,,
165,"KK7, Koikoi7, Koi Koi 7, Koikoi Seven, Koi Koi Seven, DVD Omake, DVD Extra 2",こいこい7,Love Love 7 DVD Specials,['Special'],7,Finished Airing,"Jul 22, 2005 to Jan 27, 2006",,,['Studio Flag'],"None found,","None found,",['Manga'],"['Comedy', 'Romance', 'Sci-Fi', 'Ecchi']",['School'],3 min. per ep.,R+ - Mild Nudity,5.79,#10987,#10988,"2,628",0,917,Features super deformed characters and a fake trailer for season 2.,[],Koi Koi 7 Specials,,['Shounen'],,,,,
166,,BLEACH 祝！ルキア奪還！輝け！死神十番勝負！見たい死神ドーンと見せますスペシャル,Bleach: Gathering! Rukia's Rescue! Shining! The Ultimate Shinigami Showdown! Special Showing of the Shinigami Teams!,['Special'],1,Finished Airing,"Jan 10, 2006",,,"None found,","None found,",['Pierrot'],['Manga'],"['Action', 'Supernatural']",,24 min.,PG-13 - Teens 13 or older,6.56,#6701,#10949,"2,663",3,869,"Recap that originally aired with episode 63 of Bleach, then was released on the fifth volume DVD of the Soul Society: The Rescue arc.",[],Bleach: Shuku! Rukia Dakkan! Kagayaku! Shinigami Juuban Shoubu! Mitai Shinigami Doon to Misemasu Special,,['Shounen'],,,,,
167,Doraemon Crayon Shin-chan Haru da! Eiga da! 3-Jikan Anime Matsuri 2,ドラえもん (2005) Specials,,['TV Special'],Unknown,Currently Airing,"Apr 15, 2005 to ?",,,"None found,","None found,",['Shin-Ei Animation'],Unknown,,,45 min.,PG - Children,6.79,#5405,#12794,"1,503",5,469,"59 Doraemon (2005) TV Specials exist as of January 24, 2018.",[],Doraemon (2005) Specials,,['Seinen'],,['Comedy'],,,
168,Patalliro Saiyuuki! Episode 27,パタリロ西遊記！第27話,,['Special'],1,Finished Airing,"Jan 25, 2006",,,"None found,","None found,",['Magic Bus'],['Manga'],"['Adventure', 'Boys Love', 'Comedy', 'Fantasy']",,9 min.,PG-13 - Teens 13 or older,5.93,#10304,#14089,"1,055",0,187,Unaired episode 27 of Patalliro Saiyuuki! that was included in the 5th DVD volume.,"['Prequel (TV) Patalliro Saiyuuki!', '']",Patalliro Saiyuuki! Special,,['Shoujo'],,,,,
169,,クレヨンしんちゃん Specials,,['Special'],Unknown,Currently Airing,"Dec 28, 1992 to ?",,,"None found,","None found,",['Shin-Ei Animation'],['Manga'],"['Comedy', 'Ecchi']",['School'],48 min.,G - All Ages,[],#17447,#15448,712,2,,"87 Crayon Shin-chan TV Specials exist as of August 6, 2022.",[],Crayon Shin-chan Specials,,['Seinen'],,,,,
170,"Happy Seven Chibi Character Theatre, Happy Seven: The TV Manga Specials",はっぴぃセブン ~ざ・テレビまんが~ チビキャラもしも劇場,,['Special'],7,Finished Airing,"Jan 17, 2006 to Jul 28, 2006",,,"None found,","None found,",['Studio Hibari'],['Light novel'],"['Comedy', 'Fantasy']",['Parody'],2 min. per ep.,PG - Children,[],#18443,#16852,522,1,,Chibi specials of Happy Seven: The TV Manga included on the DVD release of the series.,[],Happy Seven: The TV Manga - Chibi Chara Moshimo Gekijou,,,,,,,
171,Gararin and Gororin,ガラリンとゴロリン,,['TV Special'],1,Finished Airing,"Feb 15, 2006",,,['NHK'],"None found,","None found,",Original,,['Music'],5 min.,PG - Children,5.24,#12831,#17240,482,1,222,Catepillar-like Gararin and stone-like Gororin are best friends. One day when they're playing they hear music and Gararin suddenly goes through a transformation.,[],Gararin to Gororin,,['Kids'],,,,,
172,Yuusha Ou GaoGaiGar Picture Drama,勇者王ガオガイガー『プロジェクトZ』,,['Special'],1,Finished Airing,"Mar 24, 2006",,,"None found,","None found,","None found,",Original,,,11 min.,PG-13 - Teens 13 or older,[],#16212,#21296,214,0,,Picture drama released on Yuusha-Ou GaoGaiGar Final Grand Glorious Gathering DVD box.,[],Yuusha Ou GaoGaiGar: Project Z,,,,['Sci-Fi'],,,
