,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,Spanish,Genre,Themes,Demographic,German,French,Demographics
146,カフカ 田舎医者,Franz Kafka's A Country Doctor,['Movie'],1,Finished Airing,"Oct 2, 2007",,,['Shochiku'],"None found,","['Imagica', 'Yamamura Animation, Inc.']",Other,"['Avant Garde', 'Award Winning', 'Drama']",,20 min.,PG-13 - Teens 13 or older,6.66,#6160,#4736,"24,305",74,9933,"A hapless country doctor describes with breathless urgency a night-time summons to attend a young patient. Events soon take on a surreal aspect as ""unearthly horses"" transport him instantaneously to the bedside. The doctor, preoccupied with personal distractions and grievances against those he is employed to care for, fails to find what is revealed to be a vile, fatal wound. He is humiliated by the villagers, who are ""always expecting the impossible from the doctor,"" and doomed to an endless return trip, losing everything. (Source: ANN)",[],Inaka Isha,"Kafka Inaka Isha, Ein Landarzt",,,"['Historical', 'Psychological']",,,,
147,劇場版 空の境界 劇場鑑賞マナーCM,The Garden of Sinners: Manner Movies,['Movie'],7,Finished Airing,"Dec 1, 2007 to Aug 8, 2009",,,['Aniplex'],['Aniplex of America'],['ufotable'],['Light novel'],"['Action', 'Comedy']",,1 min. per ep.,G - All Ages,6.42,#7568,#5983,"13,483",26,5633,Seven cinema intros that were shown with the seven movies of Kara no Kyoukai and included as a bonus with the Blu-ray/DVD release.,[],Kara no Kyoukai: Manner Movies,"Kara no Kyoukai Specials, Kara no Kyoukai: The Garden of Sinners Specials",,,,,,,
148,映画　Yes! プリキュア５　鏡の国のミラクル大冒険！,,['Movie'],1,Finished Airing,"Nov 10, 2007",,,"None found,","None found,",['Toei Animation'],Original,,,1 hr. 10 min.,G - All Ages,7.27,#3018,#7970,"6,671",7,3078,"The five girls plus Coco, Nuts, and Milk all go to visit a castle-themed theme park, where they dress up as princes and princesses and go off to have a fun-filled day. However, Coco and Nuts end up kidnapped! The girls have to save them with the help of two inhabitants of the Mirror Country, Hidarin and Migirin, by battling Shadow, an evil clown, and five girls who are also from the Mirror Country that look very familiar...",[],Yes! Precure 5 Movie: Kagami no Kuni no Miracle Daibouken!,"Eiga Yes! Pretty Cure 5: Kagami no Kuni no Miracle Daibouken!, Yes! Pretty Cure 5 Movie: Great Miraculous Adventure of the Mirror Country!",,['Romance'],"['Mahou Shoujo', 'Music']",,,,
149,シナモン the Movie,Cinnamoroll: The Movie,['Movie'],1,Finished Airing,"Dec 22, 2007",,,['Sanrio'],"None found,",['Madhouse'],Other,,,45 min.,G - All Ages,6.68,#6006,#10019,"3,531",24,1336,"Mocha, Chiffon, Cappuccino, Espresso, and Milk go with Cinnamoroll in this adventure of a lifetime. Join them in their quest, meeting new friends like Anna (the girl who found Cinnamoroll/Cinnamon) and discovering new places like the Forest of Pastries and Bread and the Coffee Waterfalls.",[],Cinnamon the Movie,,,['Fantasy'],,,,,
150,ねずみ物語 ジョージとジェラルドの冒険,,['Movie'],1,Finished Airing,"Dec 22, 2007",,,"['Shochiku', 'Sanrio', 'Bandai', 'Yahoo! Japan']","None found,",['Madhouse'],Picture book,,['Anthropomorphic'],52 min.,G - All Ages,6.43,#7505,#13264,"1,314",0,480,"Nezumi Monogatari is the story of two mice called George and Gerald who embark on a journey together with three friends to find the ""Dragon of Light"".",[],Nezumi Monogatari: George to Gerald no Bouken,Mouse Story: The Adventures of George and Gerald,,['Adventure'],,['Kids'],,,
151,楓ニュータウン,,['Movie'],1,Finished Airing,"Dec 8, 2007",,,['CoMix Wave Films'],"None found,","None found,",Original,"['Comedy', 'Romance', 'Slice of Life']",['School'],28 min.,PG - Children,4.84,#13383,#14363,973,0,474,"Mikio Osawa, an average 5th grade school boy, lives in the suburbs of Osaka. Mikio likes Haruko Tezuka, a cute little girl in his class. However, Mikio is too shy and withdrawn to tell Haruko that he likes her. One day, Mikio's close friend Megane brings news that Haruko is about to move away to another town... Kaede Newtown is a romantic comedy animation created by Naoto Iwakiri, an Osaka-born illustrator. With cute little characters and music created by Japanese band Aprils and singer-songwriter TOMOVSKY, Kaede Newtown takes you back to the good ol' town you lived in during the good ol' days of your childhood. (Source: crunchyroll.com)",[],Kaede New Town,Kaede Newtown,,,,,,,
152,えいがでとーじょー！ たまごっち ドキドキ！うちゅーのまいごっち！？,Tamagotchi: The Movie,['Movie'],1,Finished Airing,"Dec 15, 2007",,,"None found,","None found,",['OLM'],Other,,,1 hr. 27 min.,G - All Ages,6.32,#8126,#14614,911,3,357,"See all your Tamagotchi friends in their first feature-length film! On Tamagotchi planet, Mametchi, an illustrious inventor, has just finished his new creation a Forwarding Machine. But on its first trial run, the mischievous Kuchipatchi somehow manages to throw the machine s aim off course, which results in a child from Earth, Tanpopo, being transported to the Tamagotchi Planet. While the little girl is thrilled to see her favorite Tamagotchis in person, she soon realizes that she can't get home. Mametchi's mum and dad assure her that they will be able to invent a rocket which will take her back to the exact time she left and so, relieved, Tanpopo manages to enjoy the time she will spend living with Mametchi on Tamagotchi Planet until she can return home. But as a series of strange events threaten the planet, Tanpopo and her friends find themselves responsible for much more than her return to Earth. (Source: Amazon.com)","['Prequel (TV) Saa Ikou! Tamagotchi', 'Sequel (Movie) Eiga! Tamagotchi Uchuu Ichi Happy na Monogatari!?']",Eiga de Toujou! Tamagotchi Dokidoki! Uchuu no Maigotchi!?,,,,,['Kids'],,,
153,闪闪的红星—红星小勇士,Sparkling Red Star,['Movie'],1,Finished Airing,"Oct 1, 2007",,,"None found,","None found,",['Puzzle Animation Studio Limited'],Other,,['Historical'],1 hr. 21 min.,G - All Ages,[],#14047,#17581,451,0,,"Adapted from renowned writer Li Xintian's same-titled novel, animated film Sparkling Red Star is a heartwarming, colorful, and patriotic children's story set in 1930s China. Naked Ambition and Love on the Rocks director Lam Chiu Yin makes a rather significant departure from his previous works to present the big adventures of a little comrade. Growing up in a time of chaos, carefree village boy Dongzi greatly admires his brave Red Army soldier father and the Red Guards who have protected his village from the evil landlord. When Dongzi's father leaves for the Long March, he gives a sparkling red star to his son. This red star becomes Dongzi's protector in the subsequent years as he encounters numerous hardships and slowly comes of age during the changing tides of wartime China.",[],Shanshan de Hongxing: Hongxing Xiao Yongshi,Shan Shan de Hong Xing: Hai Zi de Tian Kong,,['Slice of Life'],,['Kids'],,L'Étoile Rouge,
154,histoire d`Etty エティーのものがたり,,['Movie'],1,Finished Airing,"Oct 13, 2007",,,"None found,","None found,","None found,",Unknown,,,15 min.,G - All Ages,[],#18603,#20022,285,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Histoire d'Etty,Etty no Monogatari,,['Slice of Life'],,['Kids'],,,
155,のだめカンタービレ「のだめと千秋の海物語」,,['Special'],1,Finished Airing,"Oct 5, 2007",,,"None found,","None found,",['J.C.Staff'],['Manga'],"['Comedy', 'Romance']",['Adult Cast'],14 min.,G - All Ages,7.34,#2645,#4345,"29,478",13,16346,"World-class conductor Franz von Stresemann sends his favorite music students Shinichi Chiaki, Megumi ""Nodame"" Noda, Ryuutarou Mine, and Masumi Okuyama to the Nina Lutz Music Festival in Nagano to study under other famous masters. During their car ride, Chiaki is irritated by his friends' antics, but later wakes up from a nap to discover that they took a detour to a beach in Niigata. Mine tans under the bright sun while Nodame and Masumi enjoy a refreshing swim; Chiaki sits inside the beach club, trying his best to hide his fear of the sea. When Nodame suggests renting an inflatable boat to row over to a small island, will Chiaki be able to keep his secret? [Written by MAL Rewrite]",[],Nodame Cantabile: Nodame to Chiaki no Umi Monogatari,"Nodame and Chiaki Summer Tales, Nodame Cantabile Special",,,,['Josei'],,,
156,ああっ女神さまっ 闘う翼,Ah! My Goddess: Fighting Wings,['TV Special'],2,Finished Airing,"Dec 9, 2007",,,['Imagine'],"None found,",['AIC'],['Manga'],"['Comedy', 'Romance', 'Supernatural']",['Harem'],24 min. per ep.,PG-13 - Teens 13 or older,7.56,#1727,#4440,"28,223",22,13563,"An Angel Eater has been freed in Heaven. Since Goddesses and Angels share body and soul, losing your angel results in going into shock for the Goddess. Lind goes to Earth to protect Belldandy and the others unknowing that it is a trap. (Source: ANN)","['Prequel (Special) Aa! Megami-sama! Sorezore no Tsubasa Specials', 'Sequel (OVA) Aa! Megami-sama! (2011)', 'Adaptation (Manga) Aa! Megami-sama!', '']",Aa! Megami-sama! Tatakau Tsubasa,Ah! My Goddess: Tatakau Tsubasa,,,,['Seinen'],,Ah! My Goddess: Fighting Wings,
157,一騎当千 Dragon Destiny,,['Special'],6,Finished Airing,"Jun 24, 2007 to Nov 24, 2007",,,['Genco'],['Media Blasters'],['Arms'],['Manga'],"['Action', 'Ecchi']",,3 min. per ep.,R+ - Mild Nudity,6.59,#6521,#4748,"24,168",14,10994,Ikkitousen Dragon Destiny Specials.,[],Ikkitousen: Dragon Destiny Specials,Ikkitousen Dragon Destiny OVA,,,"['Martial Arts', 'School', 'Super Power']",['Seinen'],,,
158,アニ＊クリ15,,['TV Special'],15,Finished Airing,"May 7, 2007 to Dec 10, 2007",,,"None found,","None found,","['Gonzo', 'Gainax', 'Production I.G', 'Madhouse', 'Studio 4°C', 'Satelight', 'CoMix Wave Films']",Original,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Sci-Fi', 'Supernatural']",,1 min. per ep.,PG-13 - Teens 13 or older,6.68,#5997,#4762,"24,050",10,11251,"15 one-minute shorts created by various people from Japan's animation industry. The title of the collection, Ani*Kuri15, is abbreviated from the words ""anime"" and ""creators"". Season One Shinji Kimura (Studio 4°C; Art Director, Steamboy) - title: Attack of Higashimachi Ni Chome/Attack of Higashimachi 2nd Burough Shōjirō Nishimi (Studio 4°C; Character Designer, Tekkonkinkreet) - Uchujin Raikou Hiroshi no Baai/Invasion from Space - Hiroshi's Case Akemi Hayashi (Gainax; Character Designer, Fruits Basket) - Namida no Mukou/From the Other Side of the Tears Osamu Kobayashi (Madhouse; Art/Mecha Desgin, Gungrave) - Sancha Blues/The Aromatic Tea Blues Yasufumi Soejima (Gonzo; 3D/CG Director, Last Exile) - Hyotoko/Blaze Man Season Two Atsushi Takeuchi (Production I.G; Mecha Design, Ghost in the Shell) - Wandaba Kiss Mamoru Oshii (Production I.G; Director, Ghost in the Shell) - Project Mermaid Kazuto Nakazawa (Studio 4°C; First Unit Director, Kill Bill Chapter 3: The Origin of O-Ren from Kill Bill: Volume 1) - ""yurururu"" ~Nichijou Hen~ Ranji Murata (Gonzo; Character Design, Blue Submarine No. 6) and Tatsuya Yabuta (Gonzo; Story Design, Final Fantasy VII) - Gyrosopter Tobira Oda (Original Manga, Danchi Tomō) and Yasuyuki Shimizu (Key Animation, Naruto (movies)) (Studio 4°C) - Supaatsu Taisa/Colonel Sports Season Three Michael Arias (Studio 4°C; Director, Tekkonkinkreet) - Okkakekko Makoto Shinkai (Comix Wave Film; Director, The Place Promised in Our Early Days) - Neko no Shuukai/A Gathering of Cats Shōji Kawamori (Satelight; Director, The Super Dimension Fortress Macross: Do You Remember Love?) - Project Omega Mahiro Maeda (Gonzo; Director, Gankutsuou: The Count of Monte Cristo) - Onmitsu Hime/Princess Onmitsu Satoshi Kon (Madhouse; Director, Paprika) - Ohayō/Good Morning",[],Ani*Kuri15,"Ani*Cre15, Ani Kuri 15, Ani-Kuri 15, Anikuri 15, Neko no Shuukai",,,"['Martial Arts', 'Mecha', 'School', 'Strategy Game', 'Super Power']",,,,
159,ひだまりスケッチ 特別編,,['TV Special'],2,Finished Airing,"Oct 19, 2007",,,"['Lantis', 'Omnibus Promotion']",['Sentai Filmworks'],['Shaft'],['4-koma manga'],,,24 min. per ep.,PG-13 - Teens 13 or older,7.52,#1877,#4995,"21,513",7,11795,"The four girls at Hidamari apartment complex continue her lives having a good time together. On the first episode of this special, they go together to the pool, and on the second episode Hiro receives a love letter on her locker, who could have sent it?","['Prequel (TV) Hidamari Sketch', 'Sequel (TV) Hidamari Sketch x 365', 'Adaptation (Manga) Hidamari Sketch Read Manga', '']",Hidamari Sketch Specials,Hidamari Sketch Tokubetsu-hen,,['Slice of Life'],"['CGDCT', 'Iyashikei', 'School', 'Visual Arts']",,,,
160,sola,,['Special'],2,Finished Airing,"Sep 25, 2007 to Oct 26, 2007",,,['Bandai Visual'],['Bandai Entertainment'],['Nomad'],['Manga'],"['Comedy', 'Romance', 'Supernatural']",,24 min. per ep.,PG-13 - Teens 13 or older,6.90,#4808,#5639,"15,654",4,8606,DVD-exclusive specials. The first takes place between episode 4 and 5 of the main series and and the second is a prologue to the series leading up to the events on the last day before the beginning of episode 1. (Source: AniDB),[],Sola Specials,Sola OVA,,,,,,,
161,マクロスＦ　第1話「クロース・エンカウンター」Deculture edition,,['Special'],1,Finished Airing,"Dec 23, 2007",,,"None found,","None found,",['Satelight'],Original,"['Action', 'Sci-Fi']",,27 min.,PG-13 - Teens 13 or older,7.67,#1378,#6042,"13,113",5,5907,An expanded version of the first episode of Macross Frontier.,[],Macross F: Close Encounter - Deculture Edition,Macross Frontier: Close Encounter - Deculture Edition,,,"['Mecha', 'Military', 'Music', 'Space']",,,,
162,名探偵コナン ブラック ヒストリー 黒の組織と対決の歴史,Detective Conan: Black History,['TV Special'],1,Finished Airing,"Dec 17, 2007",,,"None found,","None found,",['TMS Entertainment'],['Manga'],"['Adventure', 'Comedy', 'Mystery']",['Detective'],24 min.,PG-13 - Teens 13 or older,7.58,#1661,#7136,"8,775",6,3132,"A special episode aired after ep. 490, it summarizes the history of confrontation with the black organization.",[],Meitantei Conan: Kuro no Soshiki to Taiketsu no Rekishi,"Meitantei Conan Episode 490.1, Case Closed: Black History",,,,['Shounen'],,,
163,がくえんゆーとぴあ まなびストレート！夏だ! まなびだ! 強化合宿だ!,,['Special'],1,Finished Airing,"Oct 10, 2007",,,['Starchild Records'],['Discotek Media'],['ufotable'],Original,"['Comedy', 'Sci-Fi', 'Slice of Life']",,24 min.,G - All Ages,7.06,#4109,#7678,"7,284",3,3619,This episode takes place before the actual planning of the School Fair and shows how the girls spend their summer holidays.,[],Gakuen Utopia Manabi Straight!: Natsu da! Manabi da! Kyouka Gasshuku da!,"Gakuen Utopia Manabi Straight! Episode 6.5, Gakuen Utopia Manabi Straight! OVA",,,"['CGDCT', 'School']",,,,
164,もやしもん　菌劇場デラックス,,['Special'],4,Finished Airing,"Dec 21, 2007 to Mar 19, 2008",,,"None found,","None found,",['Shirogumi'],['Manga'],,,5 min. per ep.,G - All Ages,6.73,#5701,#8104,"6,378",2,3046,"Five-minute shorts expanding on the ""Microbe Theatre"" segments of Moyashimon released as bonus episodes on the limited-edition packages of Moyashimon's DVD release.",[],Moyashimon: Kin Gekijou Deluxe,"Moyashimon: Microbe Theatre Deluxe, Moyasimon, Tales of Agriculture",,['Comedy'],,,,,
165,もえたん,Moetan,['Special'],2,Finished Airing,"Dec 21, 2007 to Mar 25, 2008",,,"None found,","None found,",['Actas'],Other,"['Comedy', 'Ecchi']",,26 min. per ep.,R+ - Mild Nudity,6.46,#7314,#8281,"6,049",1,2825,"Moetan DVD-only episodes. #6: ""The First Date"" #13: ""The Supreme Ruler at the End of the Century! The Magical Girls' Combined Attack""","['Adaptation (Manga) Moetan', '']",Moetan Specials,,,,"['Mahou Shoujo', 'School']",,,,
166,お金がないっ,No Money Omake episodes,['Special'],4,Finished Airing,"Feb 9, 2007 to Dec 21, 2007",,,"['KlockWorx', 'Happinet Pictures']",['Media Blasters'],['Lyrics'],['Manga'],"['Boys Love', 'Comedy', 'Erotica']",,1 min. per ep.,R+ - Mild Nudity,5.88,N/A,#8697,"5,393",5,2042,Short specials included with the DVD's of Okane ga Nai series.,[],Okane ga Nai Specials,No Money! DVD Extras,,,,,,,
167,スカイガールズ,,['Special'],9,Finished Airing,"Nov 13, 2007 to Jun 25, 2008",,,"None found,","None found,",['J.C.Staff'],Original,"['Comedy', 'Sci-Fi']",,4 min. per ep.,G - All Ages,6.53,#6885,#9521,"4,125",1,1674,"Fishing Maniac Eika-san! Sky Girls Dynamite Fishing! Special #1: Fierce Battle! Trout Fishing Contest. Special #2: Big Catch! Mudskipper Fishing! Special #3: Seashore Battle! Blackfish Fishing! Special #4: Astonishing! Piranha Fishing! Special #5: Protect the indigenous species! Bass Fishing Contest! Please finish eating the fish that you've caught! Special #6: Fish the porgy with prawns, Black Porgy Fishing! Special #7: The porgy's really tough! Getting poorer by the day! Red tai fishing! Special #8: Tempura, deep-fried food, and sometimes, skates! Pond smelt fishing on top of ice! Special #9: There's no part that should be thrown away! Great battle with the whale of the great deep!",[],Sky Girls Specials,,,,"['Mecha', 'Military']",,,,
168,遙かなる時空の中で3 紅の月,,['TV Special'],1,Finished Airing,"Dec 28, 2007",,,"None found,","None found,",['Yumeta Company'],Visual novel,"['Action', 'Fantasy']",,1 hr.,PG-13 - Teens 13 or older,6.69,#5987,#9526,"4,116",9,1468,"Another 100 years has passed since the end the end of Harukanaru Toki no Naka de 2 (200 years after the original anime). In the past that is, very little time has gone by in the future. One day, Kasuga Nozomi encounters a strange boy at her high school, who sends her across time and space to Kyou, a place in another world that bears a strong resemblance to Kyoto towards the end of the Heian period. There, the Minamoto clan (""Genji""), led by Minamoto no Yoritomo, is at war with the Taira clan (""Heike""), led by Taira no Kiyomori. The Heike hope to defeat the Genji by releasing vengeful spirits to disturb the earth`s natural flow of energy and to terrorize the land. The boy is revealed to be the human form of Hakuryuu, the White Dragon God that protects Kyou, who is weakened by the presence of the vengeful spirits. As the Hakuryuu no Miko (Priestess of the White Dragon God), Nozomi allies herself with the Genji because Hakuryuu cannot send her home until his power is restored... (Source: AniDB)","['Prequel (OVA) Harukanaru Toki no Naka de 2: Shiroki Ryuu no Miko', 'Sequel (TV Special) Harukanaru Toki no Naka de 3: Owarinaki Unmei']",Harukanaru Toki no Naka de 3: Kurenai no Tsuki,"In a Distant Time 3: Crimson Moon, Haruka Naru Toki no Naka de 3: Kurenai no Tsuki",,,"['Historical', 'Isekai', 'Military', 'Time Travel']",,,,
169,8月26日 超ひだまつり,,['Special'],1,Finished Airing,"Nov 18, 2007",,,"['Aniplex', 'Lantis']","None found,",['Shaft'],['4-koma manga'],,,2 min.,PG-13 - Teens 13 or older,6.54,#6854,#9734,"3,865",0,1439,"A mini-episode/promo for Hidamari Sketch X 365 screened at the 2007 ""Chou Hidamatsuri in Nippon Budokan"" event, where the second season of Hidamari Sketch was announced.",[],Hidamari Sketch: Chou Hidamatsuri Special,"Chou Hidamatsuri in Nippon Budokan, August 26: Super Hidamari Festival",,,"['CGDCT', 'Iyashikei', 'Visual Arts']",,,,
170,ゆめだまや奇談,,['TV Special'],1,Finished Airing,"Nov 25, 2007",,,"None found,","None found,",['Production I.G'],Original,"['Drama', 'Fantasy']",,24 min.,PG - Children,6.42,#7566,#10016,"3,535",2,1854,"Naho, an eleven-year-old girl, lives with her father and her two-year-old brother Jun. Her mother died after giving birth to Jun, so Naho has to take care of young Jun at home. Understandingly, this situation is frustrating to little Naho. A girl of her age would be dying to go out and play with friends, but because of Jun, she has to give priority to her duties. One day, a bizarre man, wearing a long coat and with a big suitcase in his hand, turns up in front of Naho. He introduces himself as ""Kotaro the Dreamball Dealer"" and tells Naho he can take her to a dreamland away from her everyday life. But after this encounter, strange phenomena begin to happen to Naho. Now Naho is having fun with her friends, and several different worlds come and go before her eyes. Then she finds herself with his father and mother, only the three of them again... But as she starts feeling anxious, the next moment she finds herself wandering into Jun's dream! Naho is confused. What would she ask to Kotaro? What does she really desire from the deep of her heart? (Source: Production I.G.)",[],Yumedamaya Kidan,"Yume da Maya Kidan, Yumedamaya: The Strange Tale of the Dreamball Dealer, The Strange Story of a Dream Sphere Dealer, The Strange Tale of a Dream Sphere Dealer",,,,,,,
171,コードギアス 反逆のルルーシュ DVDマガジン,Code Geass: Lelouch of the Rebellion DVD Magazine Picture Drama,['Special'],8,Finished Airing,"Dec 21, 2007 to Jan 25, 2008",,,"None found,","None found,","None found,",Original,,,9 min. per ep.,PG-13 - Teens 13 or older,5.65,#11609,#10275,"3,249",1,950,"Short episodes included in the ""Code Geass DVD Magazine.""",[],Code Geass: Hangyaku no Lelouch DVD Magazine Picture Drama,"Lelouch's Britannia History Course, Sayoko's Diary, Sayoko no Nikkichou, Code Geass Secret Note, Code Geass Best Phrase Award",,['Comedy'],,,,,
172,スーパーロボット大戦OG ディバイン・ウォーズ それぞれの路（みち）,Super Robot Wars Original Generation: Divine Wars Special,['Special'],1,Finished Airing,"Oct 26, 2007",,,"['GDH', 'Genco', 'Banpresto']","None found,",['OLM'],Game,"['Action', 'Comedy']",['Mecha'],29 min.,PG-13 - Teens 13 or older,6.71,#5835,#10375,"3,148",4,1286,This is considered episode 26 of the series which was only included on the final DVD. It primarily focuses on the aftermath of the final TV episode (25).,"['Prequel (TV) Super Robot Taisen OG: Divine Wars', 'Sequel (TV) Super Robot Taisen OG: The Inspector']",Super Robot Taisen OG: Divine Wars - Sorezore no Michi,"Super Robot Taisen Original Generation: Divine Wars Special, SRWOG, Episode 26 DVD Special, Sorezore no Michi",,,,,,,
173,金田一少年の事件簿SP,Kindaichi Case Files Special,['TV Special'],2,Finished Airing,"Nov 12, 2007 to Nov 19, 2007",,,"['Dentsu', 'Magic Bus', 'YTV']","None found,",['Toei Animation'],['Manga'],,,48 min. per ep.,PG-13 - Teens 13 or older,7.24,#3133,#10431,"3,109",7,1220,"Kindaichi and the gang are on their way to a hot spring, but get lost and end up at a run down and sinister hotel. They are told that a vampire used to live in the hotel way back. Someone even died (was found with bite marks on the neck). Six years ago a girl was found in the cellar with bite marks on her neck, and the villagers killed her. When one of the guests is killed and Miyuki is attacked by a creature with fangs, it would seem like the vampire is still there...","['Adaptation (Manga) Kindaichi Shounen no Jikenbo - Shin Series', '']",Kindaichi Shounen no Jikenbo Specials,"Kindaichi Shounen no Jikenbo: Kyuuketsuki Densetsu Satsujin Jiken, Kindaichi Case Files: The Case of the Vampire Legend Murder, Operaza Kan Saigo no Satsujin, The Third Opera House Murders",,['Mystery'],,['Shounen'],,,
174,地球へ...,Toward the Terra (TV) Specials,['Special'],3,Finished Airing,2007 to 2008,,,"None found,","None found,",['Minami Machi Bugyousho'],['Manga'],"['Action', 'Drama', 'Sci-Fi']",,3 min. per ep.,PG-13 - Teens 13 or older,6.66,#6119,#10547,"3,005",1,1035,"Episode list: 1: Episode 00 - Pilot Movie 2: TYPE BLUE -the ORIGIN- 3: Epilogue Music video Coming Home to Terra isn't included in the entry as it doesn't contain any new scenes. Recap episode, also known as episode 6.5, is actually a fan-made picture drama; thus, it's also not included.","['Adaptation (Manga) Terra e...', '']",Terra e... (TV) Specials,"Terra e... (2007), Chikyuu e, Towards the Terra... Pilot, Towards the Terra... Epilogue",,,"['Military', 'Space', 'Super Power']",['Shounen'],,,
175,プリズム・アーク ぷりあーく,,['Special'],6,Finished Airing,"Dec 21, 2007 to May 23, 2008",,,"['Front Line', 'Pencil']","None found,","None found,",Unknown,"['Action', 'Comedy', 'Drama', 'Fantasy']",,4 min. per ep.,R+ - Mild Nudity,6.04,#9702,#11280,"2,421",0,783,A series of shorts parodying the main series Prism Ark.,[],Prism Ark Specials,Prism Ark: Pri Ark,,,,,,,
176,ドラえもん (2005) Specials,,['TV Special'],Unknown,Currently Airing,"Apr 15, 2005 to ?",,,"None found,","None found,",['Shin-Ei Animation'],Unknown,,,45 min.,PG - Children,6.79,#5389,#12793,"1,503",5,469,"59 Doraemon (2005) TV Specials exist as of January 24, 2018.",[],Doraemon (2005) Specials,Doraemon Crayon Shin-chan Haru da! Eiga da! 3-Jikan Anime Matsuri 2,,['Comedy'],,['Seinen'],,,
177,,Code Geass: Lelouch of the Rebellion DVD Magazine: Extra Flash - Baba Theater,['Special'],2,Finished Airing,"Dec 21, 2007 to Jan 25, 2008",,,"None found,","None found,","None found,",Original,,['Parody'],1 min. per ep.,PG-13 - Teens 13 or older,5.10,#13101,#13936,"1,095",0,344,"Two flash anime specials included in the ""Code Geass DVD Magazine.""",[],Code Geass: Hangyaku no Lelouch DVD Magazine: Omake Flash - Baba Theater,,,['Comedy'],,,,,
178,クレヨンしんちゃん Specials,,['Special'],Unknown,Currently Airing,"Dec 28, 1992 to ?",,,"None found,","None found,",['Shin-Ei Animation'],['Manga'],"['Comedy', 'Ecchi']",['School'],48 min.,G - All Ages,[],#17447,#15450,712,2,,"87 Crayon Shin-chan TV Specials exist as of August 6, 2022.",[],Crayon Shin-chan Specials,,,,,['Seinen'],,,
179,シュガーバニーズ 大切な友達へ…,,['Special'],1,Finished Airing,"Nov 20, 2007",,,['Sanrio'],"None found,",['Asahi Production'],Original,,,8 min.,G - All Ages,5.99,#9969,#17087,495,0,112,The unaired episode 27 finale of Sugar Bunnies included on the 6th DVD.,"['Prequel (TV) Sugar Bunnies', 'Sequel (TV) Sugar Bunnies Chocolate!']",Sugar Bunnies: Taisetsu na Tomodachi e...,Sugar Bunnies ep 27,,,,['Kids'],,,
180,秘密結社鷹の爪 クリスマス大作戦,,['Special'],1,Finished Airing,"Oct 11, 2007",,,"None found,","None found,","None found,",Original,,,9 min.,PG-13 - Teens 13 or older,5.54,#11986,#17730,442,0,124,"A DVD special of Himitsukessha Taka no Tsume for the Limited Edition Box Set only, chronologically it is episode 10.",[],Himitsukessha Taka no Tsume: Christmas Daisakusen,"The Frogman Show, Eagle Talon",,['Comedy'],"['Parody', 'Super Power']",,,,
181,それいけ!アンパンマン コキンちゃんとなみだのクリスマス,,['TV Special'],1,Finished Airing,"Dec 21, 2007",,,['Tokyo Movie Shinsha'],"None found,","None found,",Unknown,"['Comedy', 'Fantasy']",,48 min.,PG - Children,[],#14536,#18388,393,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Sore Ike! Anpanman: Kokin-chan to Namida no Christmas,,,,,['Kids'],,,
182,古墳ギャルのコフィー クリスマス大作戦,,['Special'],1,Finished Airing,"Oct 11, 2007",,,"None found,","None found,","None found,",Original,,['Parody'],9 min.,PG-13 - Teens 13 or older,[],#17410,#19829,296,0,,"A DVD special of Cofun Gal no Coffy (TV) for the Limited Edition Box Set only, chronologically it is episode 10.",[],Cofun Gal no Coffy (TV): Christmas Daisakusen,"The Frogman Show, Tumulus Gal Coffy, Kofun Gal no Coffy",,['Comedy'],,,,,
183,うごくえほん ~美夜子さんの物語~,,['Special'],1,Finished Airing,"Dec 5, 2007",,,"None found,","None found,","None found,",Unknown,,,10 min.,PG - Children,[],#15129,#22971,139,0,,Picture drama included with the Doraemon Movie 27: Nobita's New Great Adventure into the Underworld Blu-ray.,[],Ugoku Ehon: Miyoko-san no Monogatari,Moving Picture Book: Miyoko's Story,,,,['Kids'],,,
