,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,Theme,Genre,Demographics
231,劇場版 トリニティセブン -天空図書館〈ヘブンズライブラリー〉と真紅の魔王〈クリムゾンロード〉,Trinity Seven: Heavens Library & Crimson Lord,Trinity Seven: Heavens Library & Crimson Lord,Trinity Seven Heavens Library & Crimson Lord,Trinity Seven: Heavens Library & Crimson Lord,['Movie'],1,Finished Airing,"Mar 29, 2019",,,['Sotsu'],"None found,",['Seven Arcs Pictures'],['Manga'],"['Action', 'Comedy', 'Fantasy', 'Romance', 'Ecchi']","['Harem', 'School']",['Shounen'],1 hr.,PG-13 - Teens 13 or older,7.33,#2686,#1979,"117,933",184,54719,"Heavens Library to Crimson Lord brings back Arata, Lilith, and the rest of the Trinity Seven to face off against the greatest enemy in the history of the Trinity Seven; Lilith's own father, who is revealed to be the strongest Demon Lord, challenges Arata who is now a Demon Lord candidate. (Source: Avex Pictures, edited)","['Prequel (Movie) Trinity Seven Movie 1: Eternity Library to Alchemic Girl', 'Adaptation (Manga) Trinity Seven: 7-nin no Mashotsukai']",Trinity Seven Movie 2: Heavens Library to Crimson Lord,"Gekijouban Trinity Seven 2, Trinity Seven Movie 2: Tenkuu Toshokan to Shinku no Maou",,,
232,PSYCHO-PASS サイコパス|SS(Sinners of the System) Case.1「罪と罰」,Psycho-Pass: Sinners of the System Case.1 - Crime and Punishment,Psycho-Pass: Sinners of the System Case 1: Crime and Punishment,Psycho-Pass: Sinners of the System Caso 1: Crimen y Castigo,Psycho-Pass : Crime et Châtiment (Case 1),['Movie'],1,Finished Airing,"Jan 25, 2019",,,"['Dentsu', 'Fuji TV', 'Nitroplus', 'Sony Music Entertainment', 'TOHO animation', 'MAGNET']","None found,",['Production I.G'],Original,"['Action', 'Mystery', 'Sci-Fi', 'Suspense']","['Adult Cast', 'Detective', 'Psychological']",,1 hr.,R - 17+ (violence & profanity),7.16,#3604,#1990,"117,503",96,47539,"A runaway vehicle driven by Izumi Yasaka, en route to the Public Safety Bureau building, is reported shortly before it crashes into the building. Izumi is a counselor who recently ran away while working at a latent criminal isolation and rehabilitation facility known as Sanctuary. Before Inspectors Mika Shimotsuki and Akane Tsunemori get to interrogate the suspect, a sudden request is issued from the facility to promptly bring Izumi back. Interpreted as a direct order from the Chief and the board at Sanctuary, the Inspectors obey, but insist that Izumi be escorted back personally. Tsunemori intends to investigate further with the rest of the team at the Bureau. Now Inspector Shimotsuki has finally been given the opportunity she had been waiting for—to be the primary investigator on an important case. This case follows Shimotsuki and her team of Enforcers as they uncover the secrets of Sanctuary. [Written by MAL Rewrite]","['Prequel (Movie) Psycho-Pass Movie', 'Sequel (Movie) Psycho-Pass: Sinners of the System Case.2 - First Guardian', 'Adaptation (Manga) Psycho-Pass: Sinners of the System Case.1 - Tsumi to Bachi', 'Adaptation (Light Novel) Psycho-Pass: Sinners of the System']",Psycho-Pass: Sinners of the System Case.1 - Tsumi to Batsu,Psycho-Pass SS Case 1: Tsumi to Batsu,,,
233,PSYCHO-PASS サイコパス Sinners of the System Case.3「恩讐の彼方に＿＿」,Psycho-Pass: Sinners of the System Case.3 - On the Other Side of Love and Hate,Psycho-Pass: Sinners of the System Case 3: In the Realm Beyond Is,Psycho-Pass: Sinners of the System Caso 3: Más allá del Bien y del Mal,Psycho-Pass: Par-delà l'amour et la haine (Case 3),['Movie'],1,Finished Airing,"Mar 8, 2019",,,"['Dentsu', 'Fuji TV', 'Nitroplus', 'Sony Music Entertainment', 'TOHO animation', 'MAGNET']","None found,",['Production I.G'],Original,"['Action', 'Mystery', 'Sci-Fi', 'Suspense']","['Adult Cast', 'Detective', 'Psychological']",,1 hr. 7 min.,R+ - Mild Nudity,7.71,#1270,#2169,"103,502",116,42986,"Shinya Kougami continues to wander the Southeast Asian Union (SEAUn) away from the eyes of the Sibyl System in Japan. While traveling through the Tibet-Himalayan Alliance Kingdom, Kougami encounters Guillermo Garcia—commander of a paramilitary group attempting to unite the local factions and bring peace to the war-torn nation. Wary of joining another mercenary group, Kougami declines to join his cause, but agrees to be driven to the nearby Tibetan capital by one of Garcia's men. However, Kougami's plan to remain uninvolved is short-lived when a bus of refugees are ambushed by armed guerrillas. Among them is a half-Japanese, half-Tibetan girl named Tenzing Wangchuck. Impressed with Kougami's fighting prowess as he single-handedly takes the attackers out, Wangchuck requests him to teach her how to fight so she can take revenge against the warlord who murdered her family. Knowing first-hand that there is no turning back to the person you were once you take a human life, Kougami is initially reluctant to accept her request. But faced with the girl's desire for vengeance that mirrors the haunting abyss inside his own heart, will he train her? [Written by MAL Rewrite]","['Prequel (Movie) Psycho-Pass: Sinners of the System Case.2 - First Guardian', 'Sequel (Movie) Psycho-Pass Movie: Providence', 'Adaptation (Manga) Psycho-Pass: Sinners of the System Case.3 - Onshuu no Kanata ni＿＿', 'Adaptation (Light Novel) Psycho-Pass: Sinners of the System']",Psycho-Pass: Sinners of the System Case.3 - Onshuu no Kanata ni＿＿,"Psycho-Pass SS Case 3: Onshuu no Kanata ni, Psycho-Pass SS Case 3: Vengeance's Horizon",,,
234,PSYCHO-PASS サイコパス Sinners of the System Case.2「First Guardian」,,Psycho-Pass: Sinners of the System Case 2: First Gurdian,Psycho-Pass: Sinners of the System Caso 2: Primer Guardián,Psycho-Pass: First Guardian (Case 2),['Movie'],1,Finished Airing,"Feb 15, 2019",,,"['Dentsu', 'Fuji TV', 'Nitroplus', 'Sony Music Entertainment', 'TOHO animation', 'MAGNET']","None found,",['Production I.G'],Original,"['Action', 'Mystery', 'Sci-Fi', 'Suspense']","['Adult Cast', 'Detective', 'Psychological']",,1 hr.,R - 17+ (violence & profanity),7.47,#2078,#2185,"102,678",88,43234,"Enforcer Teppei Sugou, former ace pilot of the National Defence Army's 15th Integrated Task Force, is visited by a scout from the Ministry of Foreign Affairs and invited to rejoin the military. While considering the offer, he recalls his last months of service. His last mission, Operation Foot Stamp, had been a highly classified military strike against the Southeast Asian Union. The operation quickly went south for the ground forces, and Sugou's First Guardian drone was ordered in as air support to drop emergency supplies for the ground units and then return to base. Following orders against his own judgement, Sugou abandoned his comrades on the field. Many lives were lost during the operation, including Itsuki Ootomo, Sugou's commanding officer. However, three months later, following a massacre at the Ministry of Defence, Otomo was spotted at the scene on camera. Now a suspect in an act of terrorism, Sugou cooperates with Enforcer Tomomi Masaoka and Criminal Investigation Department's Division 01 as they hunt his former mentor down. [Written by MAL Rewrite]","['Prequel (Movie) Psycho-Pass: Sinners of the System Case.1 - Tsumi to Batsu', 'Sequel (Movie) Psycho-Pass: Sinners of the System Case.3 - Onshuu no Kanata ni＿＿', 'Adaptation (Manga) Psycho-Pass: Sinners of the System Case.2 - First Guardian', 'Adaptation (Light Novel) Psycho-Pass: Sinners of the System']",Psycho-Pass: Sinners of the System Case.2 - First Guardian,Psycho-Pass SS Case 2: First Guardian,,,
235,グリザイア：ファントムトリガー THE ANIMATION,,Grisaia Phantom Trigger The Animation,,,['Movie'],2,Finished Airing,"Mar 15, 2019",,,"['Magic Capsule', 'Front Wing']","None found,",['Bibury Animation Studios'],Visual novel,,,,49 min. per ep.,R - 17+ (violence & profanity),6.89,#4881,#2518,"81,774",120,19213,"Following the Heath Oslo incident, the existence of the US-Japanese anti-terror organization CIRS has become a matter of public knowledge. CIRS has been rebuilt from the ground up, and its most covert functions spun off to a new agency: SORD (Social Ops, Research & Development). The goal of SORD is to train a new generation of operatives to defend the country against future threats. To that end, the organization has established a series of schools up and down the country. Mihama Academy, more-or-less left to rot after its abrupt closure, has been given new purpose as one such 'specialist training school'. This new incarnation of Mihama Academy is home to a diverse group of students, who every day work to polish their unusual skills – sometimes on the job. Mihama now entrusts the misfit girls who attend it with guns and live ammunition. Paying their own safety no heed, these students are again and again plunged into dangerous extrajudicial missions - all for the good of the realm. ""We've been provided with a place in the world. That alone isn't enough - there wouldn't be any meaning in living, if that was all we had... It's not enough just to be made use of by others. I live by my own strength, and I fight to survive. That's the only way those of us who actually make it through can find forgiveness..."" No matter how much life grinds them down, what future awaits these girls, who've themselves chosen the path of the gun? (Source: Kickstarter)","['Prequel (TV) Grisaia no Rakuen', 'Sequel (Movie) Grisaia: Phantom Trigger The Animation - Stargazer', 'Adaptation (Manga) Grisaia: Phantom Trigger - Sekai no Hate', '']",Grisaia: Phantom Trigger The Animation,,['School'],['Action'],
236,ラブライブ！サンシャイン!!The School Idol Movie Over the Rainbow,,,,,['Movie'],1,Finished Airing,"Jan 4, 2019",,,"['Lantis', 'Shochiku']",['Funimation'],['Sunrise'],Original,,"['Idols (Female)', 'Music', 'School']",,1 hr. 40 min.,PG-13 - Teens 13 or older,7.61,#1558,#3412,"47,438",297,22091,"Following the closure of Uranohoshi Girls' High School, the third-year students—Dia Kurosawa, Kanan Matsuura, and Mari Ohara—have just graduated, leaving Aqours with solely the first and second-years. While searching for a new place the remaining members can use to practice, they decide to visit the new school they will soon enroll in. However, to their surprise, the building seems to be abandoned! It turns out that due to the school board's worries regarding how the freshly transferred Uranohoshi students may burden the clubs, they were instead sent to a branch school. This sets Aqours on a new goal—to prove that Uranohoshi students are serious in their clubs as well. Meanwhile, another problem arises: the third-years have unexpectedly gone missing during their graduation trip! Love Live! Sunshine!! The School Idol Movie: Over the Rainbow revolves around the remaining Aqours members as they venture out to search for their missing seniors and, at the same time, try to figure out a way to change the new school's mind. [Written by MAL Rewrite]","['Prequel (TV) Love Live! Sunshine!! 2nd Season', '']",Love Live! Sunshine!! The School Idol Movie: Over the Rainbow,,,['Slice of Life'],
237,あした世界が終わるとしても,The Relative Worlds,The Relative Worlds,,Les Mondes Parallèles,['Movie'],1,Finished Airing,"Jan 25, 2019",,,"['Shochiku', 'Hakuhodo DY Media Partners', 'Hakuhodo', 'Shochiku Media Division', 'Lawson Entertainment', 'HJ Holdings']","None found,",['Craftar Studios'],Original,"['Action', 'Drama', 'Romance', 'Sci-Fi']",,,1 hr. 33 min.,PG-13 - Teens 13 or older,6.35,#7976,#4488,"27,573",61,7571,"Shin Hazama has shut his heart ever since the mysterious and sudden death of his mother during his childhood. With his scientist father occupied with research, he can only rely on his childhood friend, Kotori Izumi, the popular and good-natured daughter of his father's employer. At the end of their third year of high school with graduation right around the corner, Shin and Kotori finally begin to move forward together, both in life and in love. Everything falls apart again when Shin's father also suddenly dies. But before things can settle down, he and Kotori learn the secret behind his parents' sudden deaths when they encounter agents from a high-tech dystopian Japan existing in a parallel universe. Among them is Jin, Shin's ""relative self,"" who is working against the humanoid weapons Miko and Niko. As the lives of relative selves are linked, Jin has two objectives: defend the vulnerable Shin to protect both their lives, and assassinate Kotori to end the ironclad rule of her relative self, Princess Kotoko—his mortal enemy and the killer of his parents. Confronted with this new reality, Shin and Kotori must honestly face their feelings for each other, even if the world as they know it will end tomorrow. [Written by MAL Rewrite]",[],Ashita Sekai ga Owaru toshitemo,,,,
238,劇場 王室教師ハイネ,The Royal Tutor Movie,The Royal Tutor Movie,The Royal Tutor: La Película,The Royal Tutor Le Film,['Movie'],1,Finished Airing,"Feb 16, 2019",,,['Sotsu'],"None found,",['Tear Studio'],['Manga'],,,['Shounen'],1 hr.,PG-13 - Teens 13 or older,7.35,#2589,#4639,"25,556",41,10023,"The four princes of Grannzreich—Kai, Bruno, Leonhard, and Licht— continue to compete for the right to their kingdom's throne under the guidance of their beloved royal tutor, the competent yet childlike Heine Wittgenstein. One day, during a political visit to Grannzreich, the king of the neighboring Romano Kingdom arrives at the royal palace with his twin sons, Ivan and Eugene. In the hopes of befriending the twins, Heine and the four princes meet their visitors, but their efforts are thwarted instantly when the two twin princes declare that they refuse to address those who will never reach the throne. Dispersing the tension between the boys, Heine reveals that he, upon their father King Victor von Grannzreich's request, will be tutoring the Romano princes alongside the Grannzreichs for the duration of their stay, in hopes of strengthening the future relations between the two kingdoms. [Written by MAL Rewrite]","['Prequel (TV) Oushitsu Kyoushi Heine', 'Adaptation (Manga) Oushitsu Kyoushi Heine']",Oushitsu Kyoushi Heine Movie,Oushitsu Kyoushi Haine Movie,['Historical'],['Comedy'],
239,劇場版 幼女戦記 マナー映像,Saga of Tanya the Evil: The Movie - Manner Movie,,,,['Movie'],1,Finished Airing,"Feb 8, 2019",,,"None found,","None found,",['Studio PuYUKAI'],['Light novel'],,"['Isekai', 'Military', 'Reincarnation']",,2 min.,G - All Ages,6.96,#4574,#4887,"22,495",23,8083,"A manner movie aired before the Youjo Senki Movie. Done in the chibi art style of Youjo Shenki and Isekai Quartet, Tanya and her battalion tell the viewers to refrain from improper theater etiquette such as using phones during the film, talking, and smoking. The manner movie was later included on the DVD/BD release of the film.",[],Youjo Senki Movie: Manner Eizou,Gekijouban Youjo Senki Manner Eizou,,['Comedy'],
240,えいがのおそ松さん,Mr. Osomatsu the Movie,Mr. Osomatsu The Movie,Mr. Osomatsu: The Movie,Osomatsu-san le Film,['Movie'],1,Finished Airing,"Mar 15, 2019",,,['Shochiku'],"None found,",['Pierrot'],['Manga'],,"['Gag Humor', 'Parody']",,1 hr. 48 min.,R - 17+ (violence & profanity),7.88,#875,#5609,"15,920",86,6678,"After an embarrassing high school class reunion with their successful classmates, who have ""proper"" jobs, relationships, and even children, the Matsuno sextuplets return home to sulk about their status as NEETs. They spend the night drinking away their sorrows, eventually falling unconscious, until they awaken in a strange world of memories, centered around one of the brothers' biggest high school regret. As the sextuplets navigate this memory world, they encounter their embarrassing past selves from high school, as well as those of their friends. All the while, they try to uncover whose regret was great enough to trap them in this strange world, so that they can make their way back to reality. However, they're running out of time; this world of memories is unstable, and the sextuplets may lose their chance to make things right if they're too slow....","['Sequel (Movie) Osomatsu-san: Hipipo-Zoku to Kagayaku Kajitsu', '']",Osomatsu-san Movie,"Eiga no Osomatsu-san, Osomatsu-san the Movie",,['Comedy'],
241,劇場版シティーハンター <新宿PRIVATE EYES>,,,,,['Movie'],1,Finished Airing,"Feb 8, 2019",,,"['Aniplex', 'Audio Planning U']",['Discotek Media'],['Sunrise'],['Manga'],"['Action', 'Comedy', 'Mystery']",,['Shounen'],1 hr. 35 min.,PG-13 - Teens 13 or older,7.47,#2059,#6054,"13,041",31,4416,"Ryo Saeba is the top ""City Hunter"" around and he takes on cases with his partner Kaori. A model named Ai Shindo has been attacked and hires him to be her bodyguard. Shinji Mikuni, the president of an IT company that has hired Ai for its ad campaign, turns out to be an old friend of Kaori, and they become involved. Meanwhile, mercenaries are gathering in Shinjuku... and a major arms dealer arrives in Japan with a new weapon, but with Mikuni in the picture, Ryo and Kaori are growing apart... (Source: Official Website)","['Adaptation (Manga) City Hunter', '']",City Hunter Movie: Shinjuku Private Eyes,,['Adult Cast'],,
242,白蛇：缘起,White Snake,,La Serpiente Blanca: El Origen,,['Movie'],1,Finished Airing,"Jan 11, 2019",,,"None found,",['GKIDS'],['Light Chaser Animation Studios'],Other,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']","['Martial Arts', 'Mythology']",,1 hr. 38 min.,PG-13 - Teens 13 or older,7.47,#2058,#6852,"9,681",40,4409,"Xiao-Bai, a white snake demon, is sent on a mission to assassinate the Emperor's Taoist advisor, who has been killing snakes en masse in order to achieve immortality and curry the Emperor's favor. Xiao-Bai, however, is attacked by the advisor's lackeys before she can reach him and is subsequently defeated. Luckily, the demonic hairpin she was granted by the Snake Mother is able to save her life at the cost of her memories. Xiao-Bai awakens in the Snake-catcher village, unaware that she is actually a demon or that she is surrounded by her sworn enemies. She meets Xu Xuan, the man who saved her, and is charmed by him. The two set out on a journey to discover who Xiao-Bai is, and learn the secret of her demonic hairpin. The pair is pursued by Xiao-Qing, Xiao-Bai's sister, who has sworn to the Snake Mother to retrieve Xiao-Bai within three days or die trying. As Taoists, demons, and humans collide, a tale of forbidden romance unfolds. [Written by MAL Rewrite]","['Sequel (Movie) Bai She II: Qing She Jie Qi', '']",Bai She: Yuan Qi,,,,
243,映画 ドラえもん のび太の月面探査記,Doraemon the Movie 2019: Chronicle of the Moon Exploration,,,,['Movie'],1,Finished Airing,"Mar 1, 2019",,,"['TV Asahi', 'Shogakukan-Shueisha Productions', 'Asatsu DK', 'TOHO', 'Fujiko F. Fujio Pro', 'Shogakukan']","None found,",['Shin-Ei Animation'],['Manga'],"['Adventure', 'Fantasy', 'Sci-Fi']",,['Kids'],1 hr. 51 min.,PG - Children,7.39,#2427,#8592,"5,558",15,2990,"One morning, Nobita learns about the mysterious happenings on the Moon, where he tells his classmates that it was the Moon Rabbit, but nobody believes him. He tries to prove by imitating the rabbits by making ricecakes and hits his teacher in the process, where he gets punished. When Nobita tells Doraemon about this, who relucantly takes out ""Divergent View Badge"" gadget and creates an atmosphere on the Moon. Using the animal clay, they creates Moonbit and returns to their home. Later, Nobita's mother tells him to bring Susuki grass for Moon Viewing Ceremony, where he sees a boy and calls him, but the boy suddenly disappeares. The next day, a new student named Luca arrives, and Nobita gets surprised to see that it is the same boy he had seen yesterday. (Source: Wikipedia)",[],Doraemon Movie 39: Nobita no Getsumen Tansaki,,['Space'],,
244,映画プリキュアミラクルユニバース,,,,,['Movie'],1,Finished Airing,"Mar 16, 2019",,,"None found,","None found,",['Toei Animation'],Original,,,,1 hr. 11 min.,G - All Ages,6.44,#7488,#9928,"3,629",3,1443,"So many mysteries☆ The grand adventure to the world of glittering stars!! I'm Hoshina Hikaru! One day, when I was looking at the stars, space just warped before my eyes!? Twincool~☆ Are we really going to the planet that made the Miracle Lights? Wait, what? Huh~!? Suddenly the lights just went out and the stars are being swallowed up by darkness!? If this continues, the world as we know it will become pitch black...that's a huge pinch right there!! But, I definitely won't give up on bringing back the universe's light! So come on everyone, give us your support! (Source: Pretty Cure Wiki)",[],Precure Miracle Universe Movie,"Pretty Cure Miracle Universe, Eiga Precure Miracle Universe",['Mahou Shoujo'],['Action'],
245,ラブライブ！サンシャイン!!フォトセッション,,,,,['Movie'],10,Finished Airing,"Jan 4, 2019",,,"None found,","None found,",['Sunrise'],Original,,,,4 min. per ep.,PG-13 - Teens 13 or older,6.31,#8194,#10828,"2,761",0,584,Short theater manners shown before Love Live! Sunshine!! The School Idol Movie: Over the Rainbow.,[],Love Live! Sunshine!! Photo Session,Love Live! Sunshine!! The School Idol Movie: Over the Rainbow - Manner Movies,['Idols (Female)'],['Comedy'],
246,KING OF PRISM -Shiny Seven Stars- I プロローグxユキノジョウ×タイガ,,,,,['Movie'],1,Finished Airing,"Mar 2, 2019",,,['Avex Pictures'],"None found,",['Tatsunoko Production'],Original,,"['Idols (Male)', 'Music']",,1 hr. 15 min.,PG-13 - Teens 13 or older,6.10,#9372,#11122,"2,527",6,272,The first movie in the four-part King of Prism: Shiny Seven Stars movie series.,"['Prequel (Movie) King of Prism: Pride the Hero', 'Sequel (Movie) King of Prism: Shiny Seven Stars II - Kakeru x Joji x Minato']",King of Prism: Shiny Seven Stars I - Prologue x Yukinojou x Taiga,,,['Sports'],
247,えいがのおそ松さん　前説劇場,Mr. Osomatsu-san the Movie: Prologue Theater,,,,['Movie'],6,Finished Airing,"Mar 15, 2019 to Apr 19, 2019",,,"None found,","None found,","None found,",['Manga'],,,,2 min. per ep.,PG-13 - Teens 13 or older,6.85,#5077,#11130,"2,516",4,867,Osomatsu-san Movie shorts shown weekly in theaters and later included in DVD/BD release. In them the boys break the fourth wall worrying about their own film being released.,[],Osomatsu-san Movie: Zensetsu Gekijou,"Osomatsu-san Movie Prologue, Osomatsu-san Movie: Zensetsu Gekijou",['Parody'],['Comedy'],
248,ある日本の絵描き少年,A Japanese Boy Who Draws,,,,['Movie'],1,Finished Airing,"Mar 2, 2019",,,"None found,","None found,",['Nekonigashi Inc.'],Original,"['Avant Garde', 'Award Winning', 'Comedy']",,,21 min.,R+ - Mild Nudity,6.99,#4411,#13087,"1,373",5,571,"An animated short film that depicts, through experimental methods, the first half of the life of a man who aspires to be a manga artist. The central character, Shinji, is a boy who loves to draw. In elementary school, he encounters Masaru, a strange young boy who also loves drawing, but who draws only masked wrestlers. The two become friends. As they progress through their elementary school grades, however, they gradually grow apart. Years later, Shinji still remains true to his dream of becoming a manga artist, and goes on to study art at the university. When his work is selected for a Best Young Artist Award, he decides to move to Tokyo and soon gets his first breakthrough. What awaits him there, though, is something completely different from the manga artist’s life that he had imagined. One day, for the first time in years, the 30-year-old Shinji comes across some work of his old friend Masaru, who has remained true to his drawing style. The story is a mockumentary (""mock documentary""), and the narration is interspersed with monologues by Shinji's mother. As the central character grows, the animation style evolves from juvenile drawings doodled on random pieces of paper to sketches drawn on specialized manga paper, thus visualizing the flow of time. (Source: Japan Media Arts Festival)",[],Aru Nihon no Ekaki Shounen,Aru Nihon no Egaki Shounen,,,
249,斗え! スペースアテンダントアオイ,,,,,['Movie'],1,Finished Airing,"Mar 9, 2019",,,"None found,","None found,","['Keica', 'Griot Groove']",Original,"['Action', 'Sci-Fi']",,,24 min.,PG-13 - Teens 13 or older,5.64,#11661,#13442,"1,247",1,315,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Toe! Space Attendant Aoi,"Tatakae! Space Attendant Aoi, Anime Tamago 2019",['Space'],,
250,KING OF PRISM -Shiny Seven Stars- II カケルxジョージxミナト,,,,,['Movie'],1,Finished Airing,"Mar 23, 2019",,,"None found,","None found,",['Tatsunoko Production'],Original,,"['Idols (Male)', 'Music']",,1 hr. 10 min.,PG-13 - Teens 13 or older,6.25,#8538,#14124,"1,042",2,141,The second movie in the four-part King of Prism: Shiny Seven Stars movie series.,"['Prequel (Movie) King of Prism: Shiny Seven Stars I - Prologue x Yukinojou x Taiga', 'Sequel (Movie) King of Prism: Shiny Seven Stars III - Leo x Yuu x Alexander']",King of Prism: Shiny Seven Stars II - Kakeru x Joji x Minato,,,['Sports'],
251,ハローウィーゴ!,,,,,['Movie'],1,Finished Airing,"Mar 9, 2019",,,"None found,","None found,",['Wit Studio'],Original,,,,23 min.,PG-13 - Teens 13 or older,5.87,#10597,#15209,761,0,120,"MechatroWeGo are robots that kids can pilot and operate. Satoru pilots an old WeGo that his grandmother gave to him as a gift. When the kids gather in their secret base to race their WeGos, Satoru can't take the first step. Satoru's classmate Akira invites him to race again. This is a story of a boy and his robot, set in a seaside town in the near future. (Source: ANN)",[],Hello WeGo!,Anime Tamago 2019,,,
252,キャプテン・バル,,,,,['Movie'],1,Finished Airing,"Mar 9, 2019",,,"None found,","None found,",['Flying Ship Studio'],Original,,,,23 min.,G - All Ages,5.80,#10966,#15531,698,0,138,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Captain Bal,"Anime Tamago 2019, Captain Bar",,['Adventure'],
253,チャックシメゾウ,Zip! Shimezo,,,,['Movie'],1,Finished Airing,"Mar 9, 2019",,,"None found,","None found,",['Nippon Animation'],Original,"['Drama', 'Supernatural']",,,23 min.,G - All Ages,6.07,#9581,#16048,618,0,148,"A young boy and an unsuccessful zipper spirit become frustrated with their home life and decide to leave home together. The young boy's little sister tags along for the adventure, but what awaits them ahead? (Source: Amazon)",[],Chuck Shimezou,Anime Tamago 2019,,,
254,金星人愛情故事,Kinseijin Love Story,,,,['Movie'],1,Finished Airing,"Feb 24, 2019",,,"None found,","None found,","None found,",Original,"['Comedy', 'Girls Love']",,,20 min.,G - All Ages,5.75,#11165,#17724,440,0,116,"Hsiao-Hsia, a girl in the fifth grade, pretends to be the ""Venusian"" with her closest friends in the summer vacation, and they are planning pranks on the adults who are facing problems in their relationship. (Source: IMDB)",[],Jinxing Ren Aiqing Gushi,,,,
255,映画コラショの海底わくわく大冒険!,,,,,['Movie'],1,Finished Airing,"Feb 1, 2019",,,['Benesse Corporation'],"None found,",['TMS Entertainment'],Other,"['Adventure', 'Fantasy']",,['Kids'],1 hr.,PG - Children,[],#19546,#18638,371,0,,"The character Korosho, a spirit of a randsell backpack, is from Benesse's ""Shinken Zemi Shogaku Kouza"" correspondence course for early elementary schoolers. The film is a collaboration with the Japan Agency for Marine-Earth Science and Technology (JAMSTEC) and Team Kuroshio, a team of researchers and engineers dedicated to studying the ocean floor. (Source: ANN)",[],Korasho no Kaitei Wakuwaku Daibouken! Movie,"Eiga Korasho no Kaitei Wakuwaku Daibouken!, Movie: Korasho's Exciting Under-the-Sea Adventure!",,,
256,映画しまじろう しまじろうとうるるのヒーローランド,,,,,['Movie'],1,Finished Airing,"Mar 15, 2019",,,['Benesse Corporation'],"None found,",['The Answer Studio'],Original,,,['Kids'],58 min.,G - All Ages,[],#14236,#19694,302,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Shimajirou no Wow! Movie 7: Shimajirou to Ururu no Hero Land,,,,
257,熊出沒·原始時代,Boonie Bears: Blast into the Past,,,,['Movie'],1,Finished Airing,"Feb 5, 2019",,,['Fantawild Animation'],"None found,","None found,",Original,"['Adventure', 'Comedy']",,,1 hr. 30 min.,PG - Children,[],#15890,#20212,273,0,,"Vick and the bears find themselves stuck in the ancient past surrounded by gigantic animals who all seem to have one thing in mind-Lunch! When our heroes get separated, Briar meets up with a young wolf named Feifei, who is intent on becoming a brave warrior. Meanwhile, Bramble and Vick run into problems of their own when they are captured by a tribe of primitive humans whose leader falls ahead over heels for Vick. This is an adventure unlike anything they’ve ever faced before! Will they be able to reunite and make it back before they are stuck forever in the past? (Source: Official Site)",[],Xiong Chumo: Yuanshi Shidai,Boonie Bears Movie 6,,,
258,えのしまんず SPIN OFF 『クラゲの相談』,,,,,['Movie'],3,Finished Airing,"Mar 1, 2019",,,"None found,","None found,",['Oddjob'],Original,,,,3 min. per ep.,G - All Ages,[],#17880,#21247,215,0,,"A spin-off of Enoshimans, a web series that was made to promote the Enoshima Aquarium in Fujisawa. We follow Eno from the original series as he interacts with other jellyfish at the aquarium.",[],Enoshimans Spin-off: Kurage no Soudan,,,['Comedy'],
259,僕たちのアメリカンフットボールを,American Football For All of Us,,,,['Movie'],1,Finished Airing,"Mar 4, 2019",,,"None found,","None found,","None found,",Original,"['Avant Garde', 'Sports']",,,2 min.,G - All Ages,[],#17013,#21280,213,0,,"Directed by Atsushi Wada, Silver Bear Winner of 62nd Berlin International Film Festival, the animation to increase the entertainment value and number of new fans for American football in Japan. (Source: YouTube)",[],Bokutachi no American Football,,,,
260,世外,Another World,,,,['Movie'],1,Finished Airing,"Mar 5, 2019",,,"None found,","None found,","None found,",Original,,,,14 min.,PG-13 - Teens 13 or older,[],#14182,#21760,188,1,,"In the realm of ""Another World"", ghosts are told to lead those spirits to the path of rebirth. However, one of these ghosts, Little Ghost, always loses track of what he is supposed to do. Perhaps it is not abnormal as nothing is ever destined to happen in this ""Another World"". In a little forest in ""Another World"", Little Ghost is looking for his designated spirit and a little girl is in search for her younger brother. When Little Ghost who should have lost traits of humanity, encounters Little Girl that is reluctant to give up on finding her lost little brother, there is love and care growing between them. From that moment on, their paths will be bounded as Little Girl tries to right an unforgivable wrong about her lost brother while Little Ghost learns to realize the humanity from her. However, no matter how they are bond together, Little Girl has to leave for rebirth and Little Ghost is desperate to her stay. In ""Another World"", nothing remains unchanged. (Source: iamag.co)",[],Shi Wai,,,['Drama'],
