,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Theme,Demographic,Genre,German,Spanish,French,Demographics
141,Ten Thousand Worlds 2nd Season,万界独尊,Ten Thousand Worlds,['ONA'],224,Finished Airing,"Aug 16, 2022 to Oct 1, 2024",,,"['Tencent Penguin Pictures', 'Liu Cong Animation']","None found,",['Ruo Hong Culture'],Novel,"['Action', 'Adventure', 'Fantasy']","['Historical', 'Martial Arts']",9 min. per ep.,PG-13 - Teens 13 or older,7.26,#3069,#11146,"2,487",12,579,The second season of Wan Jie Du Zun.,"['Prequel (ONA) Wan Jie Du Zun', 'Sequel (ONA) Wan Jie Du Zun 3rd Season']",Wan Jie Du Zun 2nd Season,,,,,,,
142,,神墓,Tomb of Fallen Gods,['ONA'],16,Finished Airing,"Jul 21, 2022 to Oct 27, 2022",,,['Youku'],"None found,","['Rocen', 'Wonder Cat Animation']",Web novel,"['Action', 'Adventure', 'Fantasy']",,19 min. per ep.,PG-13 - Teens 13 or older,7.16,#3560,#11373,"2,339",15,849,"A teenager who was resurrected from the cemetery of the gods and demons, in the new continent formed by the collision of the East and the West ten thousand years later, searches for the truth of the fall of the gods and demons ten thousand years ago, as well as the pursuit of his lover Yuxin, the whereabouts of his parents and the reason for his resurrection. The protagonist develops, and finally leads to a story about the six paths and the chess game of heaven and earth. (Source: Baike Baidu)","['Sequel (ONA) Shen Mu 2nd Season', '']",Shen Mu,['Martial Arts'],,,,,,
143,,神澜奇域无双珠,The Land of Miracles,['ONA'],15,Finished Airing,"Jul 23, 2022 to Oct 15, 2022",,,"['iQIYI', 'CG Year']","None found,",['High Energy Studio'],Web novel,"['Action', 'Fantasy']",,21 min. per ep.,PG-13 - Teens 13 or older,7.51,#1918,#11551,"2,217",23,666,"In the 2501st year of the Glacier Calendar, the asteroid where the demons and the orcs survive flew to and hit the only continent on the phalanx - the fairy continent, known as the cataclysm in history. After the human ancestor Tianxing predicted the cataclysm with the Book of Prophecy, the two great powers, the demons and the spirits, joined all races to refine the seven-sacred artifact to fight against the collision and avoid the destruction of the world. The Fairy Continent was then torn apart and turned into seven seas and six regions. More than 300 years after the cataclysm, the demons gradually awakened and extended their minions to the Seven Seas and Six Regions... By chance, the two human teenagers obtained the Peerless Pearl among the Seven Gods Pearls, giving them the ability to The ability to summon each other. And the fate of mankind is about to be rewritten! (Source: iQIYI)","['Sequel (ONA) Shen Lan Qi Yu Wushuang Zhu: Tianmo Pian', '']",Shen Lan Qi Yu Wushuang Zhu,,,,,,,
144,,ホロライブ・サマー2022,,['ONA'],4,Finished Airing,"Aug 6, 2022 to Aug 29, 2022",,,['Hololive Production'],"None found,","None found,",Other,"['Adventure', 'Comedy']",,3 min. per ep.,PG-13 - Teens 13 or older,6.39,#7741,#11943,"1,967",7,762,"The three artifacts required to bring back hololive Summer have been stolen, and even hololive's leader YAGOO has gone missing. Upon realizing this, staff member Friend A (A-chan) gathers the hololive members, and sets off on a mission to find the three artifacts, rescue YAGOO, and ensure hololive Summer can happen this year. The long-awaited return of hololive Summer... But will that dream be quashed once more this year? Will the joy of the season be stolen again? This summer... the girls' quest begins. (Source: hololivepro.com)",[],Hololive Summer 2022,['Idols (Female)'],,,,,,
145,"I'm the Villainess, So I'm Taming the Final Boss Mini",悪役令嬢なのでラスボスを飼ってみました ミニ,,['ONA'],27,Finished Airing,"Sep 17, 2022 to Dec 19, 2022",,,"None found,","None found,",['AQUA ARIS'],['Light novel'],"['Comedy', 'Fantasy']","['Isekai', 'Reincarnation']",1 min. per ep.,PG-13 - Teens 13 or older,5.76,#11106,#12249,"1,785",1,474,Akuyaku Reijou nanode Last Boss wo Kattemimashita chibi anime released on the official Twitter account.,[],Akuyaku Reijou nanode Last Boss wo Kattemimashita Mini,,['Shoujo'],,,,,
146,,少年白马醉春风,The Young Brewmaster's Adventure,['ONA'],20,Finished Airing,"Jul 27, 2022 to Feb 8, 2023",,,['Youku'],"None found,",['CG Year'],Web novel,"['Action', 'Fantasy']","['Historical', 'Martial Arts']",18 min. per ep.,PG-13 - Teens 13 or older,7.04,#4175,#12318,"1,737",13,411,"The story takes place twenty years before Shaonian Ge Xing. Baili Dongjun, who later became the number one in the world, was still the only grandson of Zhenxihou's mansion who was loved by thousands of people. Although he has a father with peerless kung fu and a mother who is the daughter of the head of the Wen family, he is not good at martial arts and prefers to brew wine. Ten years later, the best wine can be brewed. Finally, he stole a land deed from his home and ran hundreds of miles to Chaisang City to open a wine shop. But a long street is already full of evil stars. Only he is really a young boy who is serious about making wine. Because of this, he was inexplicably involved in the disputes between the two families. On the way, he accidentally met Sikong Changfeng, a vagabond wandering around the rivers and lakes without father and mother, and Lei Mengsha, the son of Zhuo Mo, who rushed from Tianqi City, because they were grateful to each other. He decided to help Lei Mengsha rescue his good brother, Gu Jianmen, the son of Lingyun, who was trapped in his mansion. This is an era in which young talents come forth in large numbers, and no era can surpass it. Xie Xuan, who later became Confucian Sword Immortal, Yan Zhantian, who became Nujian Immortal, and Luo Qingyang, who became Lone Sword Immortal, were all still unknown at this time. They were waiting for the day when they would meet each other and then become famous all over the world. (Source: Bangumi, translated)","['Sequel (ONA) Shaonian Bai Ma Zui Chun Feng 2nd Season', '']",Shaonian Bai Ma Zui Chun Feng,,,,,,,
147,Myth of the Ancients,万古神话,Ancient Myth,['ONA'],Unknown,Currently Airing,"Aug 15, 2022 to ?",,,['iQIYI'],"None found,",['Suoyi Technology'],Web novel,"['Action', 'Adventure', 'Fantasy']",,8 min.,PG-13 - Teens 13 or older,6.73,#5729,#12646,"1,560",7,309,"A small town boy whose spiritual seed was abolished unexpectedly received the favor of an ancient treasure. In a prosperous world of martial arts, in a perilous situation, what should Wang Hao, who is in the center of the whirlpool, do? (Source: iQIYI)",[],Wangu Shenhua,['Martial Arts'],,,,,,
148,,我靠充值当武帝,Make Money To Be King,['ONA'],60,Finished Airing,"Jul 5, 2022 to Dec 31, 2022",,,['Tencent Penguin Pictures'],"None found,",['Suoyi Technology'],Unknown,"['Action', 'Fantasy']",,7 min. per ep.,PG-13 - Teens 13 or older,6.39,#7776,#12976,"1,410",3,251,"The earth's energy was depleted, Lin Yi changed his destiny and participated in the ""Lingshen Continent"" game closed beta, but he lost his memory due to a system failure and was trapped in the game. Plug-in, inexplicably embarked on the cultivation path, the only fly in the ointment is that this system is a bit of a waste of spirits. Cultivation progress is too slow? The exercises are not powerful enough? Weapons too weak? Simple, as long as there are enough spirit stones, any problem can be solved! In this way, relying on the blessing of the sky-defying system, Lin Yi crushed the whole way like a broken bamboo, several times in danger, rescued the mysterious girl Mo Baixue, broke through the army formation of armored soldiers, and defeated the huge boss who condensed the cold jade - guard the tomb. Beast, pass the test of demons... This continent seems peaceful, but in fact it is full of dangers. Lin Yigeng met Zhou Buzheng, who wanted to be his younger brother in danger, and Ji Yunyu, the ice cube-faced who didn't know each other. The mysterious old man Shangguan Hong, who only served roast chicken, has a long way to go. When Lin Yi relies on the system to be invincible, he is kidnapped by the beautiful royal sister Wu Tian and goes deep into the underground tomb to explore... (Source: v.qq.com)","['Sequel (ONA) Wo Kao Chongzhi Dang Wudi 2nd Season', '']",Wo Kao Chongzhi Dang Wudi,['Martial Arts'],,,,,,
149,,极道龙神,Rise of the Dragon,['ONA'],40,Finished Airing,"Jul 2, 2022 to Nov 12, 2022",,,['Youku'],"None found,",['Ruo Hong Culture'],Original,"['Action', 'Fantasy']",,11 min. per ep.,PG-13 - Teens 13 or older,6.52,#6920,#13133,"1,351",5,328,"Legend has it that the Dragon God is sitting in the realm of the gods, and if he is the inheritor of the gods, he will become the new ruler of China. The various sects and gangs are gradually fighting over the inheritance of the Dragon God. The protagonist, Chu Qianye, was regarded as the son of a sinner because of his father's loss of the treasure of the sect. A subtle connection was made. (Source: Youku, translated)",[],Jidao Long Shen,,,,,,,
150,,幻梦山海谣,Fantasy Mountain and Sea Ballad,['ONA'],15,Finished Airing,"Jul 4, 2022 to Sep 26, 2022",,,"['Tencent Penguin Pictures', 'Cloud Art']","None found,","None found,",Original,,,18 min. per ep.,PG-13 - Teens 13 or older,[],#21369,#13196,"1,331",2,,"A girl named Chu Yao was pulled into the mythical world of mountains and seas by an inexplicable force. There are endless magnificent territories and countless magical beings, but also unpredictable dangers and ruthless divine law. Who is it that pulled her into this world, and what will be her fate here? Is it to fight against the whole world and become a legend; or to integrate into this world and make the world of mountains and seas a legend... (Source: v.qq.com)",[],Huanmeng Shan Hai Yao,,,['Fantasy'],,,,
151,Wangu Jian Shen,万古剑神,Everlasting God Of Sword,['ONA'],26,Finished Airing,"Sep 30, 2022 to Mar 17, 2023",,,['Youku'],"None found,",['2:10 Animation'],Web novel,"['Action', 'Adventure', 'Fantasy']",,14 min. per ep.,PG-13 - Teens 13 or older,6.65,#6172,#13416,"1,247",7,294,"In the world of Jiuyou, Shen Zhenyi, the third son of Abandoned Sword Villa, acquired the ancient martial arts ""Wan Zang Sword Sutra"", which attracted the coveted of martial arts in the world. The leader of the Demon Sect, Minyiren, fought with him for the sword, but the third son disappeared. A year later, Abandoned Sword Villa reopened the mountain gate, and Shen Zhenyi asked his disciples to teach the ""Wan Zang Sword Sutra"" in person! The rivers and lakes are shocked by it! Chu Huoluo, a female disciple of Lieyang Mansion, became Shen Zhenyi's apprentice by chance. As the master and apprentice broke the puzzle, the crisis was quietly approaching, and when the final conspiracy surfaced, all the reasons pointed to an ancient legend called ""Zhanyue Feixian"". (Source: Douban, translated)",[],Wangu Jian Shen (2022),['Martial Arts'],,,,,,
152,,ポケットモンスター スカーレット・バイオレット,,['ONA'],3,Finished Airing,"Sep 1, 2022 to Oct 25, 2022",,,"None found,","None found,","None found,",Game,,,1 min. per ep.,G - All Ages,5.83,#10775,#13530,"1,217",1,507,"A certain photographer who was fascinated by the mysterious patterns drawn by Tagingle finally succeeded in shooting a video! Closer to the ecology that you can't usually see, such as the moment you draw a pattern. (Source: Official YouTube Channel)",[],Pokemon Scarlet Violet,,['Kids'],,,,,
153,JX3: Chivalrous Hero Shen Jianxin 3rd Season,剑网3·侠肝义胆沈剑心 第三季,,['ONA'],12,Finished Airing,"Jul 8, 2022 to Sep 9, 2022",,,"['bilibili', 'Seasun Pictures']","None found,",['Shengying Animation'],Game,"['Action', 'Adventure', 'Comedy']","['Historical', 'Martial Arts']",23 min. per ep.,PG-13 - Teens 13 or older,[],#16473,#13594,"1,191",4,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Jian Wang 3: Xia Gan Yi Dan Shen Jianxin 2nd Season', 'Sequel (ONA) Jian Wang 3: Xia Gan Yi Dan Shen Jianxin 3rd Season Part 2']",Jian Wang 3: Xia Gan Yi Dan Shen Jianxin 3rd Season,,,,,,,
154,,仙武苍穹,Martial God Stream,['ONA'],48,Finished Airing,"Jul 3, 2022 to Nov 20, 2022",,,['iQIYI'],"None found,",['Ruo Hong Culture'],Original,"['Action', 'Fantasy']",,7 min. per ep.,PG-13 - Teens 13 or older,6.35,#7971,#13862,"1,103",4,249,"There are many dynasties in Yongxian Continent. In order to strengthen the body and prolong life, the people here have always maintained the tradition of Xianwu fellow practitioners. Once the practitioners reach the peak of martial arts, they will ask about Xiandao. The young Su Yu, who suffered a severe accident at a young age, changed his name and changed his surname, but he was still in a hurry, but he was unexpectedly reborn back to his youth. Foreseeing that the family is about to fall, in order to protect his family and relatives, Su Yu decided to work hard and practice the secret methods of Xianmen he learned in his previous life. (Source: iqiyi.com)",[],Xian Wu Cangqiong,['Martial Arts'],,,,,,
155,Management of Novice Alchemist Mini Anime,新米錬金術師の店舗経営 ミニアニメ,,['ONA'],13,Finished Airing,"Sep 30, 2022 to Dec 23, 2022",,,"None found,","None found,",['ENGI'],['Light novel'],"['Comedy', 'Fantasy']",,30 sec. per ep.,PG-13 - Teens 13 or older,5.94,#10252,#14103,"1,044",1,321,Mini anime episodes posted on the official YouTube channel.,[],Shinmai Renkinjutsushi no Tenpo Keiei Mini Anime,,,,,,,
156,Shanghai Story,上海故事,Shanghai Melody,['ONA'],8,Finished Airing,"Jul 10, 2022 to Aug 21, 2022",,,"['bilibili', 'HM Heros']","None found,","None found,",Original,,,19 min. per ep.,PG-13 - Teens 13 or older,[],#13997,#14160,"1,026",3,,"The story revolves around an ordinary Shanghai family. Feifei Han, who has devoted herself to the advertising industry, encountered a career crisis in her first year. At the same time, her parents are increasingly pressuring her to get married. Under the double attack, Feifei's life fell into a mess. Whenever Feifei fell into confusion, his father Dongliang Han would show up to encourage his daughter. In the intertwined memories, Feifei realizes the love and teachings from her father Dongliang. In the end, with the encouragement of family and friends, Feifei gets rid of her confusion and continues on with new vigor. (Source: bilibili, translated)",[],Shanghai Gushi,,,['Slice of Life'],,,,
157,Master of Star Origin,星源之主,,['ONA'],48,Finished Airing,"Jul 27, 2022 to Jan 1, 2023",,,"['bilibili', 'Liu Cong Animation', 'Craftsman Animation', 'Xuanyuan Network']","None found,",['Ruo Hong Culture'],Original,"['Action', 'Fantasy']",,9 min. per ep.,PG-13 - Teens 13 or older,6.24,#8651,#14214,"1,011",3,215,"Su Jiu, a useless young man, was hit by the divine stone ""Xingyuan"", from an ordinary student without any training qualifications, to become the new master of Xingyuan. The two super beauties of Wanjie, You Yihan and Shen Mengxue, also came to pursue ""Xingyuan"". The two of them borrowed strongly in the name of avoiding the enemy's family. In order to attract Su Jiu to enter their own sect, they temporarily reached an agreement to teach them together. Su Jiu practiced. Unexpectedly, Su Jiuxiu, who has ""Xingyuan"", has made rapid progress, far beyond the imagination of the two girls. (Source: bilibili)",[],Xing Yuan Zhi Zhu,,,,,,,
158,,黑门,Swarm,['ONA'],12,Finished Airing,"Jul 29, 2022 to Oct 7, 2022",,,"['bilibili', 'BeDream']","None found,",['Chosen'],Original,,,24 min. per ep.,PG-13 - Teens 13 or older,6.48,#7195,#14256,"1,000",3,161,"A seemingly ordinary bus accident has caused many forces to be involved. Just as everyone scrambled to investigate the truth, a series of surprises broke out. The crisis hidden behind the unsolved case is far beyond everyone's imagination... While human beings are exploring their own limits, they do not realize that they are once again standing at the crossroads of evolution, and a magnificent era has begun. (Source: bilibili)",[],Hei Men,,,['Sci-Fi'],,,,
159,Warring States Of A Millenia,战千年,Millenniums Of Warring States,['ONA'],16,Finished Airing,"Jul 23, 2022 to Oct 29, 2022",,,['bilibili'],"None found,",['Oriental Creative Color'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,19 min. per ep.,PG-13 - Teens 13 or older,6.72,#5817,#14258,999,0,275,"Ji Qing, the anchor of Gaowan, took the plug-in ""Shaohao Bone"" to travel through the Spring and Autumn Period and the Warring States Period. However, the trajectory of history deviates, Jing Ke succeeded in stabbing Qin in Xianyang Palace, the seven kingdoms rose together, and the Warring States lasted for a thousand years. Heroes and Ren Yong coexist with hundreds of science and technology, and family loyalty and heroes are upholding. Let's see Ji Qing, the immortal, who left Yongcheng, entered the school palace, and used Jiuli's capital to roam the chaotic world. (Source: bilibili)",[],Zhan Qiannian,,,,,,,
