,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,German,Spanish,French,Genre,Theme,Demographic,Demographics
168,猫神やおよろず お花見ゴーストバスターズ,Cat God: Ohanami Ghostbusters,['OVA'],1,Finished Airing,"Mar 21, 2012",,,['Akita Shoten'],"['NIS America, Inc.']",['AIC PLUS+'],['Manga'],"['Comedy', 'Supernatural']",,27 min.,PG-13 - Teens 13 or older,6.64,#6223,#9318,"4,399",1,1562,"According to the official website, an OVA of Nekogami Yaoyorozu was announced to be released on March 21st 2012.","['Adaptation (Manga) Nekogami Yaoyorozu', '']",Nekogami Yaoyorozu: Ohanami Ghostbusters,"Nekogami Yaoyorozu OVA, Cat God OVA",,,,,['CGDCT'],['Seinen'],
169,宇宙兄弟 Apo's Dream,Space Brothers: Apo's Dream,['OVA'],1,Finished Airing,"Mar 23, 2012",,,['Milky Cartoon'],"None found,","None found,",['Manga'],"['Comedy', 'Sci-Fi']","['Pets', 'Space']",16 min.,PG - Children,5.30,#12684,#9385,"4,303",2,1553,"Included on a DVD within the limited edition of the manga's volume 17. Apo, the pet dog from the manga, will star in the anime.",[],Uchuu Kyoudai: Apo's Dream,Uchu Kyodai: Apo's Dream,,,,,,,
170,みのりスクランブル!,,['OVA'],1,Finished Airing,"Feb 15, 2012",,,['Aniplex'],"None found,",['ufotable'],['Manga'],,,39 min.,G - All Ages,6.19,#8878,#9845,"3,734",0,1727,"Tamaki is an elementary school girl. Her father Dr. Yagiyama loves penguins and his excessive lectures about penguins makes Tamaki hate them. In order to get rid of her hatred of penguins, he engineers the penguin-roid ""Minori"". Tamaki and Minori run about the neighborhood to solve troubles caused by her father.",[],Minori Scramble!,,,,,['Comedy'],,,
171,STAR☆jewel なつみオブリビオン,,['OVA'],1,Finished Airing,"Mar 22, 2012",,,"None found,","None found,",['Zyc'],Original,"['Girls Love', 'Hentai']",,31 min.,Rx - Hentai,5.05,N/A,#10597,"2,954",6,900,"A war is being fought between the goddesses of dark and light. While the former try to steal the jewels from innocent women, leaving lifeless husks, the latter hunt the evildoers. Both types of goddesses are equipped with powers to fight, but their strongest weapons are their retractable penises—flooding the enemy with pleasure is the only sure-fire way to win. (Source: AniDB)",[],Star☆Jewel Gaiden: Natsumi Oblivion,Star☆Jewel Special,,,,,,,
172,いじめ 〜いけにえの教室〜,,['OVA'],1,Finished Airing,"Feb 3, 2012",,,['Shogakukan-Shueisha Productions'],"None found,",['SynergySP'],['Manga'],,,14 min.,PG-13 - Teens 13 or older,4.99,#13231,#11867,"2,027",2,1134,The March issue of Shogakukan's Ciao shoujo magazine bundled a DVD with a special anime of Igarashi Kaoru's Ijime manga.,"['Adaptation (Manga) Ijime Series', '']",Ijime: Ikenie no Kyoushitsu,,,,,['Drama'],,['Shoujo'],
173,Peeping Life 5.0ch,,['OVA'],10,Finished Airing,"Feb 3, 2012",,,['CoMix Wave Films'],"None found,","None found,",Original,"['Comedy', 'Slice of Life']",,5 min. per ep.,G - All Ages,5.65,#11593,#15359,728,0,173,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (OVA) Peeping Life: The Perfect Extension', 'Sequel (OVA) Peeping Life: The Perfect Explosion']",Peeping Life 5.0ch,,,,,,,,
174,Happening Star ☆ (ハプニングスター☆),,['OVA'],1,Finished Airing,"Jan 22, 2012",,,"None found,","None found,","None found,",Unknown,"['Comedy', 'Sci-Fi']",,50 min.,G - All Ages,[],#18430,#19896,291,0,,"The science-fiction adventure story takes place 46 million light years away from Earth in the Sombrero Galaxy on a planet named Milky. The alien boy Kid, who refers to himself as Space's #1 Pilot, uses a Power Crystal to modify his spaceship and travel through dimensions. (Source: ANN)",[],Happening Star ☆,,,,,,,,
175,セブンデイズ マジック,7DAYSMAGIC,['OVA'],1,Finished Airing,"Jan 1, 2012",,,['Benesse Corporation'],"None found,","None found,",Unknown,,,28 min.,None,[],#16463,#22922,139,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],7 Days Magic,,,,,['Sports'],['School'],,
176,ベルセルク 黄金時代篇Ⅰ 覇王の卵,Berserk: The Golden Age Arc I - The Egg of the King,['Movie'],1,Finished Airing,"Feb 4, 2012",,,"['VAP', 'Hakusensha', 'Movic', 'Yahoo! Japan', 'Lucent Pictures Entertainment', 'Good Smile Company', 'Beyond C.', 'KDDI']",['VIZ Media'],['Studio 4°C'],['Manga'],"['Action', 'Adventure', 'Drama', 'Fantasy', 'Horror']","['Gore', 'Military', 'Psychological']",1 hr. 16 min.,R+ - Mild Nudity,7.71,#1257,#1095,"237,702","1,043",152665,"In the Kingdom of Midland, a mercenary named Guts wanders the land, preferring a life of conflict over a life of peace. Despite the odds never being in his favor, he is an unstoppable force that overcomes every opponent, wielding a massive sword larger than himself. One day, Griffith, the mysterious leader of the mercenary group Band of the Hawk, witnesses the warrior's battle prowess and invites the wandering swordsman to join his squadron. Rejecting the offer, Guts challenges Griffith to a duel—and, much to the former's surprise, is subsequently defeated and forced to join. Now, Guts must fight alongside Griffith and his crew to help Midland defeat the Empire of Chuder. However, Griffith seems to harbor ulterior motives, desiring something much larger than just settling the war... [Written by MAL Rewrite]","['Sequel (Movie) Berserk: Ougon Jidai-hen II - Doldrey Kouryaku', 'Adaptation (Manga) Berserk']",Berserk: Ougon Jidai-hen I - Haou no Tamago,"Berserk Movie, Berserk Saga, Berserk: Golden Age Arc I - Egg of the Supreme Ruler, The Golden Age Arc I: The High King's Egg",,Berserk: La Edad de Oro I. El Huevo del Rey Conquistador,,,,['Seinen'],
177,ストライクウィッチーズ 劇場版,Strike Witches: The Movie,['Movie'],1,Finished Airing,"Mar 17, 2012",,,"['Kadokawa Shoten', 'Nippon Columbia', 'KlockWorx', 'NTT Docomo', 'Sony PCL']",['Funimation'],['AIC'],Original,"['Action', 'Sci-Fi', 'Ecchi']",,1 hr. 37 min.,PG-13 - Teens 13 or older,7.57,#1674,#3584,"43,723",120,19977,"After fending off the threat of a Neuroi invasion of Romagna and destroying the enemy's nest over Venezia, Yoshika Miyafuji goes back to her home town in the Empire of Fusou. Despite the loss of her magical and healing abilities, the former officer of the 501st Joint Fighter Wing wants to continue studying medicine. This is in order to help those in need, both civilians and those on the front lines alike. She receives an invitation from a prestigious school in Europe and decides to accept the offer, embarking on a journey back to the war-torn continent. However, a new danger arises, as more and more Neuroi manage to break through human defense lines, appearing unnoticed in supposedly safe areas and disturbing the balance of power in Europe. Yoshika's sense of duty collides with her inability to pilot a Striker Unit, but with her friends in peril, it seems that there is only one thing she can do. [Written by MAL Rewrite]","['Prequel (OVA) Strike Witches: Operation Victory Arrow', 'Sequel (TV) Strike Witches: Road to Berlin', 'Adaptation (Light Novel) Strike Witches Gekijouban: Kaeritai Basho', 'Adaptation (Manga) Strike Witches Gekijouban: 501 Butai Hasshin shimasu!']",Strike Witches Movie,Strike Witches Gekijouban,,,,,['Military'],,
178,.hack//The Movie セカイの向こうに,,['Movie'],1,Finished Airing,"Jan 21, 2012",,,"['Bandai', 'flying DOG', 'Asmik Ace']","None found,","['CyberConnect2', 'Anima']",Game,"['Action', 'Adventure', 'Fantasy', 'Mystery', 'Sci-Fi']",,1 hr. 51 min.,PG-13 - Teens 13 or older,7.04,#4182,#5235,"19,100",23,7939,"In 2024, the computer network prevails throughout daily life. Sora Yuuki is a 14-year-old girl. One day, she is invited to an online game ""The World"". After an accident in the game, the real world begins to deform.","['Adaptation (Manga) .hack//Sora: Sekai no Mukou ni', '']",.hack//The Movie: Sekai no Mukou ni,.hack//Beyond the World,,,,,['Video Game'],,
179,ドラゴンエイジ -ブラッドメイジの聖戦-,Dragon Age: Dawn of the Seeker,['Movie'],1,Finished Airing,"Feb 11, 2012",,,"None found,",['Funimation'],['Oxybot'],Game,"['Action', 'Fantasy']",,1 hr. 29 min.,R - 17+ (violence & profanity),6.04,#9727,#6648,"10,375",11,4658,"In a time of darkness and barbarism, the Chantry has arisen - a religious order seeking to bring stability to a world corrupted by sinister magic. Led by the Divine, the Chantry's Templar warriors ruthlessly restrain the Mages and their magical cabals. But when the Templars fail, the most elite order of the Chantry takes charge - the Seekers! (Source: AniDB)",[],Dragon Age: Blood Mage no Seisen,,Dragon Age: Dawn of the Seeker,,Dragon Age: Dawn of The Seeker,,,,
180,マジック・ツリーハウス,,['Movie'],1,Finished Airing,"Jan 7, 2012",,,"['TV Tokyo', 'Dentsu', 'TV Osaka', 'Media Factory', 'GAGA', 'Yahoo! Japan']","None found,",['Ajia-do'],Book,,,1 hr. 45 min.,PG - Children,6.89,#4890,#7445,"7,825",7,2710,"Based on The Magic Tree House series, award winning series of children books written by American author Mary Pope Osborne.",[],Magic Tree House,,,,,['Adventure'],['Time Travel'],,
181,映画 ドラえもん のび太と奇跡の島～アニマル アドベンチャー～,,['Movie'],1,Finished Airing,"Mar 3, 2012",,,['Tokyo Movie Shinsha'],"None found,",['Shin-Ei Animation'],Unknown,"['Adventure', 'Comedy', 'Fantasy']",,1 hr. 40 min.,PG - Children,7.31,#2789,#7428,"7,869",2,4894,"Nobita and his dad buy a big rhinoceros beetle, which he promises to his dad to take good care of it. Later, Doraemon's group finds a strange island where a tribe co-exists with prehistoric creatures long believed to extinct yet preserved by a mythical beetle spirit named Golden Hercules. However, the group has to deal with a group of criminals from the future who intend to capture Golden Hercules for a profit. (Source: Wikipedia)",[],Doraemon Movie 32: Nobita to Kiseki no Shima - Animal Adventure,Doraemon: Nobita and the Miracle Island - Animal Adventure,,Doraemon Película 32: Doraemon en la Isla del Escarabajo Dorado,,,,,"['Kids', 'Shounen']"
182,セイクリッドセブン　銀月の翼,Sacred Seven: Wings of the Silver Moon,['Movie'],1,Finished Airing,"Jan 7, 2012",,,"None found,","None found,",['Sunrise'],Original,"['Action', 'Sci-Fi']","['School', 'Super Power']",59 min.,PG-13 - Teens 13 or older,6.63,#6336,#7886,"6,823",3,1958,A recap special that will feature the battles of Alma and Knight. The past story of Knight will be described with new animations.,[],Sacred Seven: Shirogane no Tsubasa,"Sacred Seven Recap Special, Sacred 7: Night Edition, Sacred Seven: Night Edition, Knight Edition",,,,,,,
183,映画 プリキュアオールスターズNew Stage みらいのともだち,,['Movie'],1,Finished Airing,"Mar 17, 2012",,,['Marvelous AQL'],"None found,",['Toei Animation'],Original,,,1 hr. 13 min.,G - All Ages,7.17,#3532,#7960,"6,687",9,3057,"In the city of Minato Mirai in Yokohama, the news of Fusion's defeat by the Pretty Cures is the hottest topic in town! Girls everywhere are dressing up and acting as their favorite Cures. Only Sakagami Ayumi, the new transfer student, is alone by herself. On her way home from school, Ayumi encounters a strange creature. After naming it Fu-Chan, Ayumi and the creature soon become good friends. However, Fu-Chan is actually a piece of Fusion, and holds the power of darkness. In an effort to make Ayumi happy, Fu-chan swallows up everything that Ayumi dislikes, creating chaos in school and throughout the city! To help bring across Ayumi's true feelings to Fu-Chan, all 28 Pretty Cures gather once more. When everyone's power comes together, a miraculous light starts to shine.","['Sequel (Movie) Precure All Stars Movie New Stage 2: Kokoro no Tomodachi', '']",Precure All Stars Movie New Stage: Mirai no Tomodachi,"Pretty Cure All Stars New Stage Mirai no Tomodachi, Eiga Precure All Stars New Stage Mirai no Tomodachi, Precure All Stars New Stage Future Friends",,,,,['Mahou Shoujo'],,
184,スクライド オルタレイション 後編 ＱＵＡＮ,,['Movie'],1,Finished Airing,"Mar 10, 2012",,,"None found,","None found,",['Sunrise'],Original,"['Action', 'Adventure', 'Sci-Fi']",,1 hr. 33 min.,PG-13 - Teens 13 or older,6.79,#5377,#9358,"4,342",0,1108,Second part of the s.CRY.ed recap.,"['Prequel (Movie) s.CRY.ed Alteration I: Tao', '']",s.CRY.ed Alteration II: Quan,"s-CRY-ed Alteration II: Quan, Scryed Alteration II: Quan",,,,,['Super Power'],,
185,喜羊羊与灰太狼 之开心闯龙年,Pleasant Goat and Big Big Wolf: Mission Incredible: Adventures on the Dragon's Trail,['Movie'],1,Finished Airing,"Jan 12, 2012",,,"['Creative Power Entertaining', 'Alpha Group']","None found,","None found,",Unknown,"['Adventure', 'Comedy']",,1 hr. 27 min.,G - All Ages,5.57,#11894,#16560,551,0,188,"It is said that there is a thousands years old treasure that must be found before it fall into the wrong hands, and the Dragon flute which only the real descendant of the dragon can open the door of the treasure. It's a race against time and full onslaught of enemies to stop the heroes from there quest. (Source: AniDB)","['Prequel (Movie) Xi Yangyang Yu Hui Tailang: Tu Nian Ding Gua Gua', 'Sequel (Movie) Xi Yangyang Yu Hui Tailang: Xi Qi Yangyang Guo She Nian']",Xi Yangyang Yu Hui Tailang: Kaixin Chuang Long Nian,Pleasant Goat and Big Big Wolf Movie 4: Mission Incredible - Adventures on the Dragon's Trail,,,,,,['Kids'],
186,紙兎ロペ　パナソニックコラボEP,Paper Rabbit Rope x Panasonic Collaboration,['Movie'],1,Finished Airing,"Mar 19, 2012",,,"None found,","None found,","None found,",Original,"['Comedy', 'Slice of Life']",,2 min.,G - All Ages,5.70,#11372,#17044,500,0,120,"A collaborative advertisement video between Kamiusagi Rope and Panasonic, where Rope and Akira interact with Panasonic's new surround headphones.",[],Kamiusagi Rope x Panasonic Collaboration,Kamiusagi Rope: Surround Headphone-hen,,,,,,,
187,情景,Scenes,['Movie'],7,Finished Airing,"Feb 10, 2012",,,"None found,","None found,","None found,",Original,,,1 min. per ep.,G - All Ages,[],#19124,#19123,337,0,,A collection of seven short films by Kunio Katou that were screened together at various art exhibitions in Japan.,[],Joukei,"Kyuujitsu, Holidays, Yuki, Snow, Potage, Aitsu, Them, Asa, Morning, Hirune, Nap, Curtain Call",,,,['Slice of Life'],,,
188,CHANNELER,CHANNELER,['Movie'],1,Finished Airing,"Feb 14, 2012",,,"None found,","None found,","None found,",Original,,,5 min.,G - All Ages,5.38,#12500,#19224,331,0,136,"Abstract animated short film by Takashi Ohashi, visually syncing Japanese hip-hop with with a variety of symbols and shapes.",[],Channeler,,,,,,['Music'],,
189,점박이: 한반도의 공룡 3D,Speckles the Tarbosaurus,['Movie'],1,Finished Airing,"Jan 26, 2012",,,"None found,","None found,","None found,",Unknown,"['Adventure', 'Drama']",,1 hr. 28 min.,G - All Ages,[],#19143,#19461,314,0,,"70 million years ago dinosaurs ruled the Korean Peninsula the same way they ruled the rest of the earth. At that time the part of the land now known as Jeonnam Yeosu was the forest habitat of numerous dinosaur species: Tarbosaurus. The youngest of a family of Tarbosaurs, Spotty is a curious and playful child. Along with his mother and siblings, he lives happily in the forest, waiting patiently to learn to hunt. When that day arrives, it marks the beginning of a long and painful journey into adulthood for Spotty. The cunning One-eye, an older Tyrannosaur looking for a new home, attacks Spotty's herd one day and, smelling sure victory, viciously tears Spotty's family away from him. Now on his own, he meets up with another lonely, lost Tarbosaur. Blue Eyes becomes his constant companion for two decades and the mother of his own children. But fate is fickle and Spotty's troubles with One-eye are not over, and revenge, death, fear, and sadness are all in Spotty's future - as is happiness and hope. (Source: IMDB)","['Sequel (Movie) Dino King 3D: Journey to Fire Mountain', '']",Jumbagi: Hanbandoui gongryong 3D,"Jeom-bak-i: Han-ban-do-eui Gong-ryong 3D, Tarbosaurus 3D, Tarbosaurus: The Duel Begins, The Dino King",,,,,['Historical'],,
190,かっぱのすりばち,,['Movie'],1,Finished Airing,"Mar 17, 2012",,,"None found,","None found,",['Ekura Animal'],Unknown,,,20 min.,PG - Children,[],#19313,#20374,265,1,,"Based on a children's book of the same name. A kappa and his mother live by themselves in the river. He makes friends with the village children until one day a child drowned by accident due to his neglect. The village adults deemed the kappa family at fault and they were going to be eliminated until a plague hit the village. People started dying but the kappa family had a cure. By using the potion knowledge of his mother and the special mortar deep under water, together they were able to make medicine to save the villagers. But after the events, can either group forgive each other?",[],Kappa no Suribachi,,,,,['Fantasy'],,['Kids'],
191,Vicky the Victim,Vicky the Victim,['Movie'],1,Finished Airing,"Mar 4, 2012",,,"None found,","None found,","None found,",Original,,,3 min.,R - 17+ (violence & profanity),5.88,#10552,#20422,262,0,125,"The morbid misadventures of Vicky, who lands herself in various deadly situations. (Source: Letterboxd)",[],Vicky the Victim,,,,,['Comedy'],['Gore'],,
192,シュタインズ ゲート 横行跋扈のポリオマニア,Steins;Gate: Egoistic Poriomania,['Special'],1,Finished Airing,"Feb 22, 2012",,,['Frontier Works'],['Funimation'],['White Fox'],Visual novel,"['Comedy', 'Sci-Fi']",,24 min.,PG-13 - Teens 13 or older,8.29,#293,#530,"454,330",868,285583,"A few months after the events of Steins;Gate, Rintarou Okabe and his group of friends are invited to tag along with their acquaintance Faris NyanNyan, who is participating in a Rai-Net battle event in the United States. There, they meet up with an old colleague: Kurisu Makise, who has been recalling fragmented memories of events that happened in the other world lines in the form of dreams. She confronts Okabe, questioning him as to whether these events—particularly the incidents between the two of them—did indeed happen. [Written by MAL Rewrite]","['Prequel (TV) Steins;Gate', 'Sequel (Movie) Steins;Gate Movie: Fuka Ryouiki no Déjà vu']",Steins;Gate: Oukoubakko no Poriomania,"Steins Gate Special, Steins Gate Episode 25, Steins Gate OVA",,,,,['Time Travel'],,
193,ハイスクールD×Dスペシャル,,['Special'],6,Finished Airing,"Mar 21, 2012 to Aug 29, 2012",,,"['Genco', 'Lantis']",['Funimation'],['TNK'],['Light novel'],"['Comedy', 'Romance', 'Supernatural', 'Ecchi']","['Harem', 'Mythology', 'School']",3 min. per ep.,R+ - Mild Nudity,7.27,#3016,#1204,"215,551",399,125547,"A series of 3-5 minute specials that were bundled with the HighSchool DxD DVD and Blu-rays. They are a stand alone set of episodes that are not a part of any story line in particular. Special 1: Going Sunbathing! - The Occult Research Club goes on a beach outing. Special 2: Issei's Private Training! - Issei is being given lessons in magic by Akeno. Special 3: A Little Bold, Koneko-Chan... Nyan! - Koneko accidentally has her personality reversed magically, making her incredibly sexually active and reversing her sexual preference. Special 4: The Untold Story of The Dress Break's Birth! - A few flashbacks of how Issei first found out and eventually perfected his special move, Dress Break. Special 5: Making Udon! - As part of a penalty for losing a bet, Sona and Tsubaki make udon for the Occult Research Club but the udon comes to life in a peculiar way... Special 6: Asia Transforms! - Asia wants to prove she is just as bad as any demon by using ideas found in Issei's magazines, going as far as dressing up like a harlot and seducing him. (Source: Wikipedia)",[],High School DxD Specials,Highschool DxD Specials,,,,,,,
194,HELLSING THE DAWN,,['Special'],3,Finished Airing,"Jul 27, 2011 to Dec 26, 2012",,,"None found,",['Funimation'],['Graphinica'],['Manga'],"['Action', 'Horror', 'Supernatural']","['Gore', 'Vampire']",10 min. per ep.,R - 17+ (violence & profanity),7.12,#3831,#2176,"103,092",150,44038,"During the height of World War II, Nazi Germany seeks to strengthen their soldiers with technology crafted under the influence of vampiric biology. Out of fear of this technology turning the tide of war in the Axis's favor, Sir Arthur Hellsing enlists his butler and soldier Walter C. Dornez and vampire Alucard to put a stop to the German plot, sending the two men into a conflict that will scar them both forever. [Written by MAL Rewrite]","['Sequel (OVA) Hellsing Ultimate', 'Adaptation (Manga) Hellsing: The Dawn']",Hellsing: The Dawn,"Hellsing: The Dawn - A supplementary of HELLSING, Hellsing OVA Specials, Hellsing Ultimate Specials, Drifters",,,,,,['Seinen'],
195,青の祓魔師(エクソシスト) 裏エク,Blue Exorcist: Ura Eku,['Special'],10,Finished Airing,"Jun 22, 2011 to Mar 21, 2012",,,['Aniplex'],['Aniplex of America'],['A-1 Pictures'],['Manga'],,,1 min. per ep.,PG-13 - Teens 13 or older,7.04,#4185,#2347,"91,555",48,39231,"Ura Ex, extra short anime included in Blu-ray and the DVD releases of Ao no Exorcist.",[],Ao no Exorcist: Ura Ex,"Ao no Exorcist Specials, Ao no Exorcist: Ura Eku, Ao no Futsumashi, Blue Exorcist Specials, Ao no Exorcist Omake",,,,['Comedy'],,['Shounen'],
196,うさぎドロップ,Bunny Drop Specials,['Special'],4,Finished Airing,"Oct 28, 2011 to Jan 27, 2012",,,"None found,","['NIS America, Inc.']",['Production I.G'],['Manga'],,"['Childcare', 'Iyashikei']",5 min. per ep.,PG-13 - Teens 13 or older,7.92,#791,#2729,"72,258",36,41831,"Happa no Suizokukan One morning, Daikichi Kawachi finds Rin Kaga eagerly crafting fish out of autumn leaves. Wanting to spur her newfound interest, Daikichi helps Rin learn more about the beautiful and diverse animals that live under the sea. Santa-san e Spending their first Christmas together, Daikichi and Rin prepare to welcome Santa Claus and his reindeer. Osora ni Mankai With the cherry blossoms in full bloom, Rin wants to go flower watching the next day with Daikichi alongside Kouki and Yukari Nitani. However, the forecast of a spring storm may dampen their plans. Kaeri Michi After their visit to a summer festival, Kouki is still energetic and wishes to look around more. Daikichi decides to take the group on a quick detour before heading home. [Written by MAL Rewrite]",[],Usagi Drop Specials,,,,,['Slice of Life'],,['Josei'],
197,電波女と青春男 真夜中の太陽,Ground Control to Psychoelectric Girl Special,['Special'],1,Finished Airing,"Feb 8, 2012",,,"None found,","['NIS America, Inc.']",['Shaft'],['Light novel'],"['Comedy', 'Sci-Fi']",,29 min.,PG-13 - Teens 13 or older,7.28,#2923,#2932,"63,127",43,33931,Episode 13 of Denpa Onna to Seishun Otoko released on Blu-ray & DVD.,"['Prequel (TV) Denpa Onna to Seishun Otoko', '']",Denpa Onna to Seishun Otoko: Mayonaka no Taiyou,"Denpa Onna to Seishun Otoko Episode 13, Electromagnetic Wave Woman and Adolescent Man Special",,,,,,,
198,未来日記 裏未来日記,The Future Diary Specials,['Special'],10,Finished Airing,"Jan 27, 2012 to Aug 31, 2012",,,"None found,",['Funimation'],['asread.'],['Manga'],"['Comedy', 'Supernatural']",,2 min. per ep.,R - 17+ (violence & profanity),6.46,#7311,#3015,"59,661",65,29377,"Unaired ""Ura Mirai Nikki"" anime (the short episodes of Mur Mur inserted at the end of the main episodes) included in the Mirai Nikki Blu-rays.",[],Mirai Nikki (TV): Ura Mirai Nikki,"Mirai Nikki: Ura Mirai Nikki, Mirai Nikki Specials, Mirai Nikki (2011) Specials",,,,,,['Shounen'],
199,わすれなぐも,Li'l Spider Girl,['TV Special'],1,Finished Airing,"Mar 12, 2012",,,"None found,","None found,",['Production I.G'],Original,"['Comedy', 'Supernatural']",,25 min.,PG-13 - Teens 13 or older,7.02,#4323,#3761,"40,054",63,17833,"Legend says that centuries ago, a colossal spider ravaged Tokyo. Resistance was futile, as none could quell the havoc wrought upon the city by the beast. Fortunately, one man—the legendary exorcist—stopped the devastation. Using his divine powers, he sealed the monster away and the world has enjoyed peace ever since. Mizuki Henmi is an adolescent girl who is acquainted with Shu Suzuri, a dull young man who runs an old Japanese bookstore. During a routine visit to his store, Mizuki learns of a mysterious and valuable book that Shu is planning to sell. Unfortunately, the unrestrained Mizuki handles the book roughly, breaking the seal that kept it shut and revealing an odd entity—a cute spider. Wasurenagumo tells the story of Mizuki, Shu, and their seemingly harmless spider. However, ominous winds begin blowing. While Shu is infatuated with his arachnid friend, Mizuki becomes wary of its every move… [Written by MAL Rewrite]",[],Wasurenagumo,"Wakate Animator Ikusei Project, 2011 Young Animator Training Project, Anime Mirai 2011",,,,,,,
200,ギルティクラウン 軌跡： Reassortment,Guilty Crown Locus: Reassortment,['TV Special'],1,Finished Airing,"Jan 3, 2012",,,"None found,","None found,",['Production I.G'],Original,"['Action', 'Sci-Fi']",,48 min.,R - 17+ (violence & profanity),7.11,#3849,#3776,"39,649",38,16387,A one-hour Noitamina special that recaptures the first 11 episodes of Guilty Crown.,[],Guilty Crown: Kiseki - Reassortment,"Guilty Crown Tokubetsuhen: Reassortment, Guilty Crown Special: Reassortment",,,,,['Super Power'],,
201,お願い!アインツベルン相談室,Fate/Zero: Please! Einzbern Counseling Room,['Special'],6,Finished Airing,"Mar 7, 2012 to Sep 19, 2012",,,['Aniplex'],['Aniplex of America'],['ufotable'],Original,,,13 min. per ep.,PG-13 - Teens 13 or older,6.64,#6271,#3803,"39,041",16,17237,"Written by Kinoko Nasu, these specials are included in the BD box sets I & II. Join Irisviel as she helps Disciple No. Zero understand more details and history relating to the Holy Grail War.",[],Fate/Zero: Onegai! Einzbern Soudanshitsu,"Fate/Zero Specials, Please! Einzbern Consultation Room",,,,['Comedy'],,,
202,バカとテストと召喚獣SPINOUT! それが僕らの日常。遠征中,,['Special'],6,Finished Airing,"Sep 21, 2011 to Feb 22, 2012",,,"None found,","None found,",['SILVER LINK.'],['Light novel'],"['Comedy', 'Romance']","['School', 'Super Power']",5 min. per ep.,PG-13 - Teens 13 or older,7.17,#3504,#3882,"37,487",26,15228,Spin-off of Baka to Test to Shoukanjuu that has been serialized on Famitsu Comic Clear website since 2010. These specials are included in the Baka to Test Ni! BD/DVD releases.,"['Adaptation (Manga) Baka to Test to Shoukanjuu Spinout!: Sore ga Bokura no Nichijou.', '']",Baka to Test to Shoukanjuu: Spinout! Sore ga Bokura no Nichijou,"Baka to Test to Shoukanjuu Ni! Specials, The Idiot, the Tests, and the Summoned Creatures Specials, Baka and Test: Summon the Beasts Specials",,,,,,,
203,サカサマのパテマ Beginning of the Day,Patema Inverted: Beginning of the Day,['Special'],4,Finished Airing,"Feb 26, 2012 to Aug 25, 2012",,,"['Directions', 'Asmik Ace', 'Good Smile Company', 'Kadokawa']","None found,","['Studio Rikka', 'Purple Cow Studio Japan']",Original,,,6 min. per ep.,PG-13 - Teens 13 or older,7.33,#2677,#4316,"29,857",22,12193,"Despite leading a peaceful life as the princess of a subterraneous colony, teenage Patema longs to escape her cramped industrial confines and experience someplace different. While satiating her curiosity by exploring a region known as the ""danger zone,"" she is startled by a cloaked figure and falls into the darkness of an abyss. Awakening with the sky below her feet and the ground hanging above, Patema finds herself clinging to a fence at the mercy of a seemingly reversed gravity. Although a nearby student named Age is able to rescue her, they are left wondering which of the two is actually upside down. [Written by MAL Rewrite]",[],Sakasama no Patema: Beginning of the Day,,,,,['Sci-Fi'],,,
204,テルマエ・ロマエ,Thermae Romae,['TV Special'],3,Finished Airing,"Jan 13, 2012 to Jan 27, 2012",,,"['Dentsu', 'Fuji TV', 'TOHO', 'Sony Music Entertainment']",['Discotek Media'],['DLE'],['Manga'],,"['Adult Cast', 'Historical', 'Time Travel']",24 min. per ep.,PG-13 - Teens 13 or older,6.92,#4717,#4459,"27,998",35,13104,"Lucius Modestus, an ancient Roman architect, finds himself job-hunting due to having trouble coming up with new ideas. As his demeanor and personality become dismal, his friends try taking him to a bathhouse for him to relax. Unable to unwind in the bustling and crowded bath, Lucius dips his head in the water. Down there, he finds a secret tunnel that transports him to a modern-day Japanese bathhouse, providing him the inspiration he needed to make a new creation. Loaded with what seems to be knowledge way ahead of his time, Lucius does his best to try and recreate his findings, usually inferior in quality due to his circumstances. However, the sheer ingenuity may be just enough to gain the attention of the citizens and regain his reputation as an architect. [Written by MAL Rewrite] Note: MAL considers this show to be three episodes and not five. See More Info for additional details.","['Adaptation (Manga) Thermae Romae Read Manga', '']",Thermae Romae,Thermæ Romæ,,,,['Comedy'],,['Seinen'],
205,ギルクラ4コマ劇場 ぎる亭くら雲,,['Special'],11,Finished Airing,"Jan 25, 2012 to Nov 21, 2012",,,"['Aniplex', 'Studio Moriken']",['Funimation'],['Production I.G'],['4-koma manga'],,,1 min. per ep.,R - 17+ (violence & profanity),6.92,#4733,#4499,"27,449",23,8338,Animated four-panel manga that comes as extra on the DVDs and Blu-rays.,[],Guilty Crown: 4-koma Gekijou,"Guil Cro 4-koma Gekijou, Guilty Crown 4-koma Gekijou: Girutei Kura-un, Guilty Crown Specials",,,,['Comedy'],,,
