,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,French,Themes,German,Demographic,Genre,Spanish,Demographics
93,ポケットモンスター ミュウツーの逆襲,Pokémon: The First Movie - Mewtwo Strikes Back,['Movie'],1,Finished Airing,"Jul 18, 1998",,,"['TV Tokyo', 'Imagica', 'Shogakukan Productions']","['4Kids Entertainment', 'Warner Bros. Pictures']",['OLM'],Game,"['Action', 'Adventure', 'Award Winning', 'Comedy', 'Fantasy']",,1 hr. 25 min.,PG - Children,7.66,#1392,#938,"274,688",448,184803,"Using the fossil of the Legendary Pokémon Mew, Team Rocket has created the first successful Pokémon clone. Named Mewtwo, the man-made Pokémon quickly becomes upset with the circumstances of its creation and goes on a rampage. It is soon approached by Sakaki, the leader of Team Rocket, and is manipulated into committing evil acts. Repulsed by the tricks of mankind and the cruelties it has suffered, Mewtwo isolates itself from everyone and plots against humans whilst trying to discover its true purpose in life. Disguising as the world's strongest Pokémon trainer, Mewtwo draws in the region's most powerful trainers who want to fight the new, mysterious opponent. With the fate of the world at stake, renowned trainers Satoshi, Takeshi, and Kasumi must battle against Mewtwo and defeat it before it brings about the downfall of humanity. [Written by MAL Rewrite]","['Sequel (TV Special) Pokemon: Mewtwo! Ware wa Koko ni Ari', 'Adaptation (One-shot) Pokémon: Mewtwo no Gyakushuu']",Pokemon Movie 01: Mewtwo no Gyakushuu,"Gekijouban Pocket Monsters: Mewtwo Strikes Back, Pokémon Movie 1, Pokémon: The Origin of Mewtwo, Pokémon: The First Movie Kanzenban, Pokémon: The First Movie Complete Version",Pokemon Le Film: Mewtwo vs Mew,,Pokémon: Der Film,['Kids'],,Pokémon La Película: Mewtwo vs Mew,
94,新機動戦記ガンダムW Endless Waltz 特別篇,Mobile Suit Gundam Wing: Endless Waltz,['Movie'],1,Finished Airing,"Aug 1, 1998",,,"['Bandai Visual', 'Sotsu']",['Bandai Entertainment'],['Sunrise'],Original,"['Action', 'Drama', 'Sci-Fi']",,1 hr. 34 min.,PG-13 - Teens 13 or older,7.78,#1090,#2949,"62,672",201,37602,"It is A.C. 196—one year after the conflict between Earth and its nearby space colonies ended with the formation of the Earth Sphere Unified Nation. As mankind enters a new era of unity and prosperity, four of the five Gundam pilots decide to follow in society's footsteps and disarm by launching their mobile suits into the sun. However, their plan is unexpectedly suspended when a rebellion erupts with the emergence of Mariemaia Khushrenada—who claims to be the child of fallen dictator Treize and desires to conquer the world in his stead. Deciding that they are the last line of defense for the Earth Sphere, Heero Yuy, Trowa Barton, Duo Maxwell, and Quatre Raberba Winner scramble to retrieve their Gundams and fight to protect the peace the people of the colonies have pursued for so long. Despite their unwavering resolve to complete one final mission, the battle will be challenging: the pilots' former ally Wufei Chang has pledged his allegiance to Mariemaia's cause instead. [Written by MAL Rewrite]","['Prequel (TV) Shin Kidou Senki Gundam Wing', 'Adaptation (Manga) Shin Kidou Senki Gundam Wing: Endless Waltz', 'Adaptation (Light Novel) Shin Kidou Senki Gundam Wing: Endless Waltz', '']",Shin Kidou Senki Gundam Wing: Endless Waltz Tokubetsu-hen,Shin Kidou Senki Gundam W: Endless Waltz Tokubetsu-hen,Mobile Suit Gundam Wing Endless Waltz: Film,"['Mecha', 'Military', 'Space']",Mobile Suit Gundam Wing Endless Waltz: Film,,,Mobile Suit Gundam Wing Endless Waltz: Película,
95,スプリガン,Spriggan,['Movie'],1,Finished Airing,"Sep 5, 1998",,,"['Bandai Visual', 'TBS', 'TOHO', 'Nichion', 'Toho Music']",['ADV Films'],['Studio 4°C'],['Manga'],"['Adventure', 'Sci-Fi']",['Military'],1 hr. 30 min.,R - 17+ (violence & profanity),6.68,#5996,#3812,"38,918",76,14988,"Long before the era of prehistoric man, an advanced alien species inhabited Earth. Negligent of the power they held, these beings ultimately caused their own demise. However, the aliens left behind a warning to future civilizations on indestructible tablets: to destroy any remains of the ruinous technology created by their kind. In modern times, the ARCAM Corporation and their paramilitary unit—the Spriggans—seek to seal the relics away and prevent renegade actors from exploiting their powers. Following ARCAM's recent discovery in the Ararat Mountains of what is believed to be the mythic Noah's Ark, Spriggan Yuu Ominae has been dispatched to investigate. However, the site is ambushed by the US Machine Corps—a radical faction of the Department of Defense led by Colonel MacDougall. On the Pentagon's orders, MacDougall seeks to secure ARCAM's lead scientist and seize the artifact. Teamed up with fellow Spriggan Jean Jacquemondo, Yuu must stop MacDougall and the Machine Corps' elite soldiers from advancing on the Ark before it is too late. [Written by MAL Rewrite]","['Adaptation (Manga) Spriggan', '']",Spriggan,,,,,['Shounen'],,,
96,ピカチュウのなつやすみ,Pokémon: Pikachu's Summer Vacation,['Movie'],1,Finished Airing,"Jul 18, 1998",,,['Shogakukan Productions'],"['4Kids Entertainment', 'Warner Bros. Pictures']",['OLM'],Game,"['Comedy', 'Fantasy']",,21 min.,PG - Children,6.82,#5224,#3931,"36,424",19,21267,"Satoshi, Kasumi, and Takeshi surprise their Pokémon with a summertime retreat at a resort called Pokémon Plaza, where Pokémon of all types can relax and have fun outside their Poké Balls. In the midst of so many boisterous Pokémon, Pikachu, Fushigidane, and Zenigame take turns soothing Kasumi's distressed Togepy and trying to lull it to sleep. But when an especially rowdy quartet consisting of Raichu, Bulu, Maril, and Karakara appears and causes Togepy to awaken, Pikachu's relaxing vacation is put in jeopardy. [Written by MAL Rewrite]",[],Pokemon: Pikachu no Natsuyasumi,"Pocket Monsters: Pikachu no Natsuyasumi, Pikachu Short 1",,,,['Kids'],,,
97,スレイヤーズごぅじゃす,,['Movie'],1,Finished Airing,"Aug 1, 1998",,,['Kadokawa Shoten'],['ADV Films'],['J.C.Staff'],['Light novel'],"['Adventure', 'Comedy', 'Fantasy', 'Supernatural']",,1 hr.,PG-13 - Teens 13 or older,7.29,#2888,#5087,"20,538",11,10028,"Sorceresses Lina Inverse and Naga the Serpent are enjoying a meal in a villiage when the residents suddenly retreat indoors and two armies - one of men and one of a young girl and a tribe of dragons. Although the ruler of the town originally tries to convince Lina that this is because of a dark legacy, in truth the dragon army is led by his daughter and their battles are over her allowance. Lina agrees to help the ruler while Naga joins his daughter, Marlene. (Source: ANN)","['Prequel (Movie) Slayers Great', 'Sequel (TV) Slayers', 'Adaptation (Light Novel) Slayers Original Movie Screenplay Book', '']",Slayers Gorgeous,Slayers Movie 4,,,Slayers Gorgeous -The Movie-,,,,
98,機動戦艦ナデシコ The prince of darkness,Martian Successor Nadesico: The Prince of Darkness,['Movie'],1,Finished Airing,"Aug 1, 1998",,,"['TV Tokyo', 'Kadokawa Shoten', 'Toei Video', 'Movic', 'Sega', 'ING', 'King Records', 'Audio Tanaka']","['ADV Films', 'Nozomi Entertainment']",['Xebec'],Original,"['Action', 'Award Winning', 'Drama', 'Sci-Fi']",,1 hr. 19 min.,R - 17+ (violence & profanity),6.72,#5768,#5404,"17,560",35,8931,"Two years have passed since the end of the ""Martian Successor Nadesico."" Akito and Yurika have disappeared. The Jovians and the Earthlings have joined forces and Ruri is now captain of Nadesico B. As the popularity of Boson Jumping grows, a vast transportation network has been developed. Dubbed the Hisago Plan, this network of Chulip portals holds the answers to the mysteries behind Bose particles and their power. If those secrets should fall into the wrong hands, it could mean big trouble. And big trouble there is. A Martian splinter group has launched an offensive, leaving the United Forces befuddled and desperate. So much so, in fact, that the former crew of the Nadesico is called back to active duty for a special unsanctioned mission-to save us all. Does this menagerie of misfits have what it takes? Who will win the race for the Boson technology? And what the heck happened to Akito and Yurika?","['Prequel (TV) Kidou Senkan Nadesico', '']",Kidou Senkan Nadesico: The Prince of Darkness,Nadesico Movie,Martian Successor Nadesico: The Prince of Darkness,"['Mecha', 'Psychological', 'Space']",,,,,
99,機動戦士ガンダム 第08MS小隊 ミラーズ・リポート,Mobile Suit Gundam: The 08th MS Team - Miller's Report,['Movie'],1,Finished Airing,"Aug 1, 1998",,,"['Sotsu', 'Atelier Musa']","['Nozomi Entertainment', 'Bandai Entertainment']",['Sunrise'],Original,"['Drama', 'Romance', 'Sci-Fi']",,52 min.,PG-13 - Teens 13 or older,6.75,#5603,#5844,"14,341",4,7082,"Shortly after being rescued off the Himalayas, Federation Ensign Shiro Amada is accused of espionage due to his encounter with Zeon's top-secret mobile armor. Intelligence officer Alice Miller is assigned to investigate on Shiro's whereabouts during his disappearance. Her documented findings will determine whether or not Shiro is a traitor, and what his fate will be as commander of the 08th MS Team. (Source: ANN)",[],Kidou Senshi Gundam: Dai 08 MS Shoutai - Miller's Report,,,"['Mecha', 'Military']",,,,,
100,Pokemon: Ash's Journey,Ash's Journey,['Movie'],1,Finished Airing,"Jul 18, 1998",,,"None found,","['4Kids Entertainment', 'Warner Bros. Pictures']",['OLM'],Game,,,2 min.,PG - Children,6.43,#7509,#6263,"11,981",4,5536,"A very short introduction used before the first five theatrical Pokemon movies. The Japanese edition utilizes the usual narrator, while the English version is narrated by Brock. It introduces the ""World of Pokemon,"" and tells the viewer about Ash Ketchum's journey. It features some redone animation from the first episode.",[],Pokemon Introductory Recap,World of Pokemon,,,,['Kids'],['Fantasy'],,
101,それいけ! アンパンマン てのひらを太陽に,,['Movie'],1,Finished Airing,"Jul 25, 1998",,,"['VAP', 'Tokyo Movie Shinsha']","None found,","None found,",Unknown,"['Comedy', 'Fantasy']",,55 min.,PG - Children,5.88,#10544,#17131,493,1,161,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Sore Ike! Anpanman: Tenohira wo Taiyou ni,,,,,['Kids'],,,
102,それいけ!アンパンマン アンパンマンとおかしな仲間,,['Movie'],1,Finished Airing,"Jul 25, 1998",,,['Tokyo Movie Shinsha'],"None found,","None found,",Unknown,"['Comedy', 'Fantasy']",,24 min.,PG - Children,[],#14509,#17759,440,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Sore Ike! Anpanman: Anpanman to Okashi na Nakama,,,,,['Kids'],,,
103,すてきですわ、さくらちゃん!　知世のカードキャプターさくら活躍ビデオ日記!,Cardcaptor Sakura Specials,['Special'],3,Finished Airing,"Sep 25, 1998 to Sep 25, 1999",,,['NHK'],"None found,",['Madhouse'],['Manga'],,['Mahou Shoujo'],4 min. per ep.,G - All Ages,7.47,#2087,#4367,"29,222",36,14107,These are 3 episodes of about 6 minutes of pure CCS fun! Refer to any point during the series.,"['Adaptation (Manga) Cardcaptor Sakura Read Manga', '']","Suteki desu wa, Sakura-chan! Tomoyo no Cardcaptor Sakura Katsuyaku Video Nikki!","Tomoyo Video Diary 1, Memorial Video 1, Cardcaptor Sakura Video Diary",,,,['Shoujo'],['Comedy'],,
104,ルパン三世『炎の記憶 ~Tokyo Crisis~』,Lupin III: Tokyo Crisis,['TV Special'],1,Finished Airing,"Jul 24, 1998",,,"['VAP', 'TMS Entertainment', 'Tohokushinsha Film Corporation']","['Funimation', 'Discotek Media']",['Tokyo Movie Shinsha'],['Manga'],"['Action', 'Adventure', 'Comedy', 'Mystery']",['Adult Cast'],1 hr. 32 min.,PG-13 - Teens 13 or older,7.24,#3132,#7028,"9,134",14,4076,"Lupin & co. attempt to steal two face plates from millionare Michael Sizuki, thinking that they will lead to an ancient treasure when brought together. However, it soon becomes apparent that there is more behind the plates then meets the eye. (Source: ANN)",[],Lupin III: Honoo no Kioku - Tokyo Crisis,"Rupan Sansei, Lupin III: Memories of the Flame - Tokyo Crisis",,,,['Shounen'],,,
105,GUNDAM Mission to the Rise,Gundam: Mission To The Rise,['Special'],1,Finished Airing,"Aug 1, 1998",,,"None found,","None found,",['Sunrise'],Original,"['Action', 'Sci-Fi']",['Mecha'],2 min.,PG-13 - Teens 13 or older,5.48,#12180,#8421,"5,847",2,2153,"In the late Universal Century, the Earth Federation enacts an attempt to propel a craft at faster-than-light speeds. Zeon forces attack the launch facility in space and destroy it, but not before the craft can be successfully deployed.",[],Gundam: Mission to the Rise,GUNDAM Mission to the Rise,,,,,,,
106,The Impression of First GUNDAM,,['Special'],1,Finished Airing,"Aug 1, 1998",,,"None found,","None found,",['Sunrise'],Unknown,"['Action', 'Sci-Fi']",,30 min.,PG-13 - Teens 13 or older,5.30,#12690,#11714,"2,137",1,527,"Screened together with Gundam: Mission to the Rise at Gundam's 20th Anniversary event ""Gundam Big Bang Sengen"" in Pacifico Yokohama National Convention Hall. Selected scenes from Kidou Senshi Gundam were re-edited for three giant projection screens to give the widescreen feel to the original 4:3 aspect footage. They were also computer synchronized to sweeping lights and lasers to simulate space battles. The soundtrack was remixed for six-channel surround sound. (Source: AniDB)",[],The Impression of First Gundam,,,"['Mecha', 'Military', 'Space']",,,,,
107,極黒の翼 バルキサス　パイロット・フィルム,Valkisas:The Wings of Ultimate Darkness Pilot Film,['Special'],1,Finished Airing,"Sep 3, 1998",,,"None found,","None found,",['AIC'],Original,"['Action', 'Adventure']",,2 min.,R+ - Mild Nudity,5.39,#12472,#14575,927,1,348,"Original pilot for the ""Legend of Lemnear"" OVA.",[],Legend of Lemnear: Kyokuguro no Tsubasa Valkisas Pilot Film,Legend of Lemnear Pilot,,,,,,,
108,クレヨンしんちゃん Specials,,['Special'],Unknown,Currently Airing,"Dec 28, 1992 to ?",,,"None found,","None found,",['Shin-Ei Animation'],['Manga'],"['Comedy', 'Ecchi']",['School'],48 min.,G - All Ages,[],#17454,#15461,712,2,,"87 Crayon Shin-chan TV Specials exist as of August 6, 2022.",[],Crayon Shin-chan Specials,,,,,['Seinen'],,,
109,世紀末リーダー外伝たけし！,,['Special'],1,Finished Airing,"Jul 26, 1998",,,['AIC'],"None found,","None found,",Unknown,,['School'],30 min.,G - All Ages,5.91,#10399,#16596,551,0,144,Based on the manga by Shimabukuro Mitsutoshi that ran in Shounen Jump. (Source: AniDB),"['Adaptation (Manga) Seikimatsu Leader Gaiden Takeshi!', '']",Seikimatsu Leader Gaiden Takeshi!,,,,,['Shounen'],['Comedy'],,
110,男はつらいよ 寅次郎忘れな草,,['TV Special'],1,Finished Airing,"Aug 7, 1998",,,"['TBS', 'Magic Bus']","None found,",['Eiken'],Other,"['Comedy', 'Romance']",,1 hr. 35 min.,G - All Ages,[],#20921,#18454,388,1,,"Anime adaptation of the ""Otoko wa Tsurai yo (It's tough being a man)"" film series by Youji Yamada. Kuruma Torajirou (or Tora-san), a traveling salesman whose sole possessions include only the contents of a small suitcase, the clothes on his back and some pocket money, wanders from town to town peddling his wares. (Source: Wikipedia)",[],Otoko wa Tsurai yo: Torajirou Wasurenagusa,,,,,,,,
111,チックンタック,Tick & Tack,['TV Special'],18,Finished Airing,"Aug 2, 1998 to Apr 23, 2010",,,['NHK'],"None found,","None found,",Original,,,5 min. per ep.,PG - Children,[],#14907,#19164,335,0,,Tick & Tack are very good friends who get caught up in mysterious events that let them make friends along the way.,[],Tick & Tack,"Tick and Tack, Tic and Tac, Tic & Tac, Chikkun Takku, Chikkun Takkun",,,,['Kids'],['Fantasy'],,
112,ハスの妖精 ぼにょぼにょ,,['TV Special'],1,Finished Airing,"Aug 24, 1998",,,['NHK'],"None found,","None found,",Unknown,,,5 min.,PG - Children,[],#18468,#19929,291,0,,A simple story of a the fairy Bonyo Bonyo being born from a lotus flower and making friends with frogs.,[],Hasu no Yousei: Bonyo Bonyo,,,,,['Kids'],['Fantasy'],,
113,スライム冒険記 ウルフくん がんばるの巻,The Adventures of Slaim: Wolf Goes For It!,['Special'],1,Finished Airing,"Jul 26, 1998",,,['Shueisha'],"None found,",['Production I.G'],['Manga'],"['Action', 'Adventure', 'Comedy', 'Fantasy']",,18 min.,G - All Ages,[],#14459,#23766,117,0,,"A short anime directed by Mizuho Nishikubo and produced by Production I.G, which was shown at the V Jump Festival '98. The special is based on the Slime Boukenki manga by Osamu Kaneko.",[],Slime Boukenki: Wolf-kun Ganbaru no Maki,The Adventures of Slime: Wolf Goes For It!,,,,,,,
