,Synonyms,Japanese,English,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,German,Genre,Themes,Spanish,Demographics
81,"KUPU! Bean sesame!, Kupuu!! Mamegoma!",クプ~!!まめゴマ!,,,['TV'],51,Finished Airing,"Jan 10, 2009 to Dec 26, 2009",['Winter 2009'],Unknown,"['Sotsu', 'San-X', 'Shufu to Seikatsusha']","None found,",['TMS Entertainment'],Unknown,,,['Kids'],12 min. per ep.,PG - Children,[],#19684,#14028,"1,069",4,,"The story revolves around a palm-sized seal named Mameta, the other seals (Cherry-chan, Soda-kun, Lemon-chan, Candy-chan), and the Mamekawa family that raises the seals. (Source: ANN)",[],Kupu~!! Mamegoma!,,,,,
82,,マッハガール,,,['TV'],26,Finished Airing,"Sep 13, 2008 to Sep 14, 2009",['Fall 2008'],Unknown,"None found,","None found,",['Tatsunoko Production'],Original,,['Racing'],,3 min. per ep.,G - All Ages,5.29,#12711,#14158,"1,034",1,201,"A spin-off of Mach Go Go Go (aka: Speed Racer). The titular Mach Girl is, according to Anime News Network, ""a girl named Lip who wanders the land to compete in high-stakes races with her Mach Pink three-wheeler.""",[],Mach Girl,,['Comedy'],,,
83,"Uchi no 3Shimai, Uchi no San Shimai",うちの3姉妹,,,['TV'],102,Finished Airing,"Apr 8, 2008 to Mar 30, 2010",['Spring 2008'],Unknown,"None found,","None found,","['Toei Animation', 'Studio Animal']",Other,"['Comedy', 'Slice of Life']",,,23 min. per ep.,G - All Ages,6.32,#8131,#14736,883,1,185,"The daily life of the Motsumoto family. The three sisters, Fuu, Suu, and Chii, follow what happens on a daily basis. Mother and Father have to deal with them sometimes, but they're used to it.",[],Uchi no 3 Shimai,,,,,
84,An Elephant Which Grants A Dream,夢をかなえるゾウ,,,['TV'],12,Finished Airing,"Jan 13, 2009 to Dec 27, 2009",['Winter 2009'],Unknown,"None found,","None found,",['Studio Deen'],['Manga'],,,,10 min. per ep.,G - All Ages,[],#16185,#16415,569,0,,"It's about an ordinary office worker Fumiyama Fumio, who gains self-confidence by the advices of an Indian god, Ganesha.",[],Yume wo Kanaeru Zou,,['Comedy'],,,
85,,はっけん たいけん だいすき! しまじろう,,,['TV'],101,Finished Airing,"Apr 7, 2008 to Mar 29, 2010",['Spring 2008'],Unknown,"None found,","None found,","['Studio Kikan', 'Pierrot Plus']",Original,"['Adventure', 'Comedy', 'Fantasy']",,['Kids'],25 min. per ep.,G - All Ages,6.16,#9065,#16529,557,1,126,Second season of the Shimajirou children's television series.,"['Prequel (TV) Shima Shima Tora no Shimajirou', 'Sequel (TV) Shimajirou Hesoka']",Hakken Taiken Daisuki! Shimajirou,,,,,
86,,ねぎぼうずのあさたろう,,,['TV'],48,Finished Airing,"Oct 12, 2008 to Sep 27, 2009",['Fall 2008'],Unknown,"None found,","None found,",['Toei Animation'],Picture book,"['Adventure', 'Comedy']",['Historical'],,25 min. per ep.,None,[],#20610,#16849,521,0,,Based on a picture book about a onion-headed samurai named Asatarou.,[],Negibouzu no Asatarou,,,,,
87,,えほん寄席,,,['TV'],73,Finished Airing,"Apr 2006 to Nov 11, 2023",['Spring 2006'],Unknown,"['NHK', 'Pony Canyon']","None found,","None found,",Other,,,['Kids'],5 min. per ep.,PG - Children,[],#17873,#17189,488,0,,Anime rakugo of classic Japanese horror tales shown in a wide variety of art styles.,[],Ehon Yose,,['Horror'],"['Historical', 'Performing Arts']",,
88,"Panpaka Panties, Panpaka Underwear",パンパカパンツ,Panpaka Pantsu,,['TV'],27,Finished Airing,"Oct 1, 2008 to Oct 22, 2015",['Fall 2008'],Unknown,['Shizuoka Broadcasting System'],"None found,",['DLE'],Original,,,['Kids'],15 sec. per ep.,G - All Ages,[],#20959,#17401,467,2,,A series of shorts about pigs who wear underpants.,[],Panpaka Pants,,['Comedy'],,,
89,,깨미랑 부카채카,"Kemy & Buka, Chaka",,['TV'],156,Finished Airing,"Feb 23, 2009 to Feb 10, 2010",['Winter 2009'],Mondays at 09:25 (JST),"None found,","None found,","None found,",Original,,,['Kids'],9 min. per ep.,G - All Ages,[],#19378,#20329,268,0,,"This anime is a fusion of 3D CGI and live-action. Majority of the episodes are Kemy, Buka, and Chaka in their animated club house but other parts of the episodes are the characters imposed on live footage of nature. The program solves various questions by looking at the world with the vision of infants who are still immature in the world.",[],Kemy Lang Buka Chaka,,['Adventure'],,,
90,,新忍者玉丸,,,['TV'],26,Finished Airing,"Dec 27, 2008 to Dec 19, 2009",['Winter 2009'],Unknown,"None found,","None found,","None found,",Original,,['Martial Arts'],['Kids'],5 min. per ep.,G - All Ages,[],#14260,#20795,242,0,,The second season of Ninja Tamamaru.,"['Prequel (TV) Ninja Tamamaru', 'Sequel (TV) Ninja Tamamaru: Toukaidou Gojuusan-ji']",Shin Ninja Tamamaru,,,,,
91,,神兽金刚,,,['TV'],46,Finished Airing,"Jan 15, 2009 to Dec 31, 2010",['Winter 2009'],Tuesdays at 08:30 (JST),"None found,","None found,","None found,",Original,"['Action', 'Sci-Fi']",['Mecha'],['Kids'],15 min. per ep.,G - All Ages,[],#14113,#22144,170,0,,"Many years ago, the ambitious Dark Emperor who wanted to rule the universe endangered the environment and destroyed peace. In order to stop him, the leader of the universe, Big Dipper King, finally sealed the Dark Emperor under the polar ice rocks after a great battle. In order to prevent the Dark Emperor from breaking the seal, the Big Dipper King discovered the six God Beasts of the Earth under the guidance of the Earth’s monks. Fusing technology and the energy of the Big Dipper, he created six God Beasts Mechas and left behind his son, the Qilin King. The six God Beast Mechas are Qilin, Qinglong, Baihu, Xuanwu, Zhuque, and Yinglong. Only six children with super powers can pilot these God Beasts.","['Sequel (TV) Shen Shou Jin Gang 2: Tianshen De Shou', '']",Shen Shou Jin Gang,,,,,
92,,吉祥猫可可,Copy Cat,,['TV'],26,Finished Airing,Jan 2009 to Jan 2011,['Winter 2009'],Unknown,"None found,","None found,","None found,",Unknown,,,['Kids'],12 min. per ep.,PG - Children,[],#19112,#23593,121,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Jixiang Mao Keke,,['Fantasy'],,,
93,,おべとも学園,,,['TV'],200,Finished Airing,Apr 2008 to Mar 2013,['Spring 2008'],Unknown,['NHK'],"None found,","None found,",Original,,['School'],,2 min. per ep.,G - All Ages,[],#20781,#24012,112,0,,A series by Japanese illustrator Obetomo which aired on NHK's Shakin! program.,[],Obetomo Gakuen,,['Slice of Life'],,,
94,,星猫漫游记,,,['TV'],26,Finished Airing,Feb 2009 to Feb 2010,['Winter 2009'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],12 min. per ep.,PG - Children,[],#15803,#24415,104,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (TV) Xing Mao Man Youji: San Jincun', '']",Xing Mao Man Youji,,['Fantasy'],,,
95,,ヘタリア Axis Powers,Hetalia Axis Powers,,['ONA'],52,Finished Airing,"Jan 24, 2009 to Mar 5, 2010",,,"['Frontier Works', 'DAX Production']",['Funimation'],['Studio Deen'],['Web manga'],,,,5 min. per ep.,PG-13 - Teens 13 or older,7.25,#3099,#1000,"260,575","4,257",129017,"In a tumultuous era of World Wars and general uncertainty for the future, Germany did not expect that his only constant allies would be North Italy and Japan. Despite being a descendant of the once-powerful Ancient Rome, North Italy is weak, useless, and overly in love with pasta. In contrast, Japan is reliable and pragmatic, but has strange obsessions that would bewilder anyone. Believing he drew the short end of the straw, Germany must think of a way to make this unlikely alliance work. To rub salt into the wound, the chaotic Allied Forces arrive, determined to stop the Axis Powers in their tracks. While they all share a common goal, none of the Allies can set aside their centuries of differences to fight as a cohesive front. As conflicts continue, these personified nations act out the events of World Wars I and II in a comedic and entertaining manner. [Written by MAL Rewrite]","['Sequel (ONA) Hetalia World Series', 'Adaptation (Manga) Hetalia Axis Powers']",Hetalia Axis Powers,,['Comedy'],"['Anthropomorphic', 'Gag Humor', 'Historical', 'Parody']",,
96,Eve's Time,イヴの時間,Time of Eve,Time of Eve,['ONA'],6,Finished Airing,"Aug 1, 2008 to Sep 18, 2009",,,"['Directions', 'Code', 'Trick Block']",['AnimEigo'],['Studio Rikka'],Original,"['Sci-Fi', 'Slice of Life']",,,18 min. per ep.,PG-13 - Teens 13 or older,7.99,#684,#1344,"190,367","1,251",80555,"In future Japan, in a time when android housekeepers have become commonplace, society strictly abides by the Three Laws of Robotics, which all androids must follow. Under the influence of the Robot Ethics Committee, androids are treated the same way as lesser technology, such as household appliances. However, a minority with an adoration for androids exists, categorized as ""android-holics,"" and are shunned by the general public. Rikuo Sakisaka was raised to accept society's precept about androids, and is perfectly aware that they are not human. That is, until the day he discovers a strange message buried within the activity logs of his household android, Sammy. This leads him to Eve no Jikan, a cafe with only one rule that its patrons must adhere to: there must be no distinction made between humans and androids. Curiosity drives Rikuo to learn more about the shop, and he attempts to unearth the reason behind Sammy's peculiar behavior. [Written by MAL Rewrite]","['Adaptation (Manga) Eve no Jikan', '']",Eve no Jikan,Time of Eve,,,,
97,CB,Candy boy -Nonchalant talk of the certain twin sisters in daily life-,,,['ONA'],7,Finished Airing,"May 2, 2008 to May 8, 2009",,,['Half H.P Studio'],"None found,",['AIC'],Original,,,,14 min. per ep.,PG-13 - Teens 13 or older,6.76,#5557,#2609,"77,236",360,35356,"Yukino and Kanade Sakurai are twin sisters that live together in a high school dorm. Although they are twins, they tend to act romantic toward each other, holding hands and going on dates. One day, Kanade sees Yukino hanging out with a new girl, Sakuya Kamiyama. Realizing how much time these two spend together, Kanade assumes they are dating, and she begins to distance herself from her sister. Yukino promptly notices and pleads with Kanade not to leave. In reality, Sakuya has only been asking for advice about Kanade, revealing her obsessive love. How will this love triangle play out? [Written by MAL Rewrite]","['Prequel (ONA) Candy☆Boy: Side Story For Archive', 'Sequel (Special) Candy Boy Episode: EX02 - Shiawase Kyouyuu Riron', 'Adaptation (Manga) Candy Boy', '']",Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life,,['Girls Love'],"['Love Polygon', 'School']",,
98,,メモリー,,,['ONA'],1,Finished Airing,Apr 2009,,,"None found,","None found,","None found,",Original,"['Drama', 'Sci-Fi', 'Slice of Life']",['Military'],,7 min.,PG-13 - Teens 13 or older,6.13,#9203,#10708,"2,869",1,1465,"Set in a post-apocalyptic world destroyed by nuclear war, it tells the story of a damaged robot found by futuristic soldiers investigating a devastated area. The humanoid appeared to be household robot, reminiscent of Asimov, and when the soldiers booted it up, they were able to see what was left of videos recorded inside its memory as seen by the robot throughout the years. In just under seven minutes and with no dialogue, the film poignantly reminds us that all our experiences, the things that we hold dear in our lives, are in constant threat. (Source: Bouncing Red Ball.com)",[],Memory (ONA),,,,,
99,,きグルみっく☆V3,,Kigurumikku,['ONA'],3,Finished Airing,"Apr 5, 2009 to May 20, 2009",,,['AIC'],"None found,",['AIC ASTA'],Unknown,"['Comedy', 'Ecchi']",,,12 min. per ep.,PG-13 - Teens 13 or older,5.13,#13043,#11110,"2,538",0,1044,"The high spirited girls Azuki Edomae, Mutsumi Mutsuki and Serika Shihodo, put on their ""KIGURUMI""costumes instantly transforming them into the super heros Kigurumikku-Swan, Kigurumikku-Falcon and Kigurumikku-Swallow. Follow these super-girls as they defend Minamachi City and bring peace to the town.",[],Kigurumikku V3,Kigurumikku,,"['Mecha', 'Parody']",Kigurumikku,
100,,星に願いを COLD BODY + WARM HEART,,,['ONA'],1,Finished Airing,"Jun 1, 2009",,,"None found,","None found,",['Barnum Studio'],Original,"['Adventure', 'Sci-Fi']",,,22 min.,PG-13 - Teens 13 or older,6.09,#9434,#11421,"2,322",0,907,"Hikari is a girl whose mother Mari has fused with a spaceship. Traveling in the spaceship, Armadillo, Hikari experiences things and encounters people, including a strange boy called Romeo who emerged from the extracted noise she came across on the Web, and her long-lost father Raven. (Source: AniDB)","['Sequel (ONA) Hoshi ni Negai wo: Fantastic Cat', '']",Hoshi ni Negai wo: Cold Body + Warm Heart,,,,,
101,Scandal anime,SCANDAL,,,['ONA'],12,Finished Airing,"May 1, 2009 to May 12, 2009",,,"None found,","None found,","None found,",Music,,['Music'],,1 min. per ep.,G - All Ages,5.28,#12741,#11815,"2,057",8,924,Twelve 1-minute fictional shorts about the real-life Japanese band SCANDAL.,[],Scandal,,['Slice of Life'],,,
102,Low Fuel Cost Girl Heidi,低燃費少女ハイジ,,,['ONA'],8,Finished Airing,May 2009 to Jul 2010,,,"None found,","None found,",['Studio Crocodile'],Book,,['Parody'],,3 min. per ep.,G - All Ages,5.45,#12256,#14645,905,2,349,"Commercial web animation made for Nissan Note. Despite being a commercial, the content is highly independent, starting with a little girl keep asking everyone what is ""Teinenpi"", a kanji word meaning low fuel cost. It features a parody of the classic anime ""Heidi"" in 1974 but directed by Mr. Fumihara Satoshi, the director of the gag anime ""The World of Golden Eggs"". It also features Mr. Koumoto Junichi playing multiple roles including: Heidi's Grandpa, Peter, Kurara and the sheep! (Source: news.searchina.ne.jp)",[],Teinenpi Shoujo Heidi,,['Comedy'],,,
103,,鬼斬少女,,,['ONA'],1,Finished Airing,"Jun 15, 2009",,,"None found,","None found,","None found,",Original,,['Samurai'],,1 min.,G - All Ages,4.84,#13385,#16263,590,0,310,A rough earlier rendition of Onikiri Musume Saisen.,[],Onikiri Shoujo,,['Action'],,,
104,,ぼくらの裁判員物語,Our Jury Story,,['ONA'],1,Finished Airing,"May 21, 2009",,,"['Group TAC', 'Omnibus Japan']","None found,","None found,",Unknown,,,,22 min.,G - All Ages,5.43,#12315,#16492,562,2,160,"The Japanese government has commissioned a 22-minute anime video called ""Bokura no Saibanin Monogatari"" (Our Jury Story) to teach its citizens about the re-introduced jury system. In July, Japan will implement jury trials for the first time in six decades, so most Japanese have never experienced jury duty. The anime uses a high school boy's one-sided infatuation for a classmate as an unusual segue to discuss the jury system. Omnibus Japan and Tomason produced the animation in collaboration with Group TAC and Studio Cj. Veteran voice actress Minami Takayama (Detective Conan's Conan, Kiki's Delivery Service's Kiki and Ursula) plays the lovestruck boy Shōta alongside fellow cast members Yuki Tashiro, Daisuke Sakaguchi (Clannad's Youhei Sunohara), and Akeno Watanabe (To Love-Ru's Rito Yūki). (Source: ANN)",[],Bokura no Saibanin Monogatari,,,"['Educational', 'School']",,
105,,SheepWolf,SheepWolf,,['ONA'],1,Finished Airing,"Apr 8, 2009",,,"None found,","None found,",['RG Animation Studios'],Original,,,['Kids'],2 min.,G - All Ages,4.91,#13310,#18280,401,1,176,A wolf makes a fool of himself trying to eat sheep that are playing baseball.,[],SheepWolf,,['Comedy'],,,
106,Suzu Santarou,鈴3太郎,,,['ONA'],24,Finished Airing,"Jun 1, 2009 to Aug 20, 2009",,,['Avex Entertainment'],"None found,","None found,",Unknown,,,['Kids'],2 min. per ep.,G - All Ages,[],#14647,#20703,247,0,,"In a Shinto shrine, life goes on a leisurely pace for three bells who are brothers.",[],Suzu 3 Tarou,,['Comedy'],,,
107,Kissxsis,キス×シス,,,['OVA'],12,Finished Airing,"Dec 22, 2008 to Apr 6, 2015",,,"None found,",['Discotek Media'],['feel.'],['Manga'],"['Comedy', 'Romance', 'Ecchi']",,['Seinen'],24 min. per ep.,R+ - Mild Nudity,6.79,#5366,#750,"341,040","1,322",189338,"When Keita Suminoe's father remarried, not only did he gain a new mother, but elder twin sisters as well. Distinct yet similar, the homely and mature Ako is a former student council president, while the athletic and aloof Riko is the previous disciplinary president. The three of them have been together since kindergarten, resulting in a deep bond between the siblings. However, over time, their relationship developed into something more romantic—and erotic . Now in his last year of middle school, Keita has already received a sports recommendation, but it's from a different high school than his two sisters. Disappointed, both sisters try to change his mind, and he agrees, giving in to their desperate pleas. Unaware of the consequences, he now has to attempt to study for his high school exams while warding off the advances of his lust-driven sisters. With their parent's blessings, Ako and Riko strive to be Keita's future wife, leaving him to try his best to keep the relationship between them strictly platonic. However, with two beautiful girls vying for his attention, will Keita be able to withstand the endless temptations? [Written by MAL Rewrite]","['Adaptation (Manga) Kiss x Sis', '']",Kiss x Sis,,,"['Harem', 'School']",,
108,"ISM, Isekai no Seikishi Monogatari",異世界の聖機師物語,Tenchi Muyo! War on Geminar,Tenchi Muyo! War on Geminar,['OVA'],13,Finished Airing,"May 22, 2009 to May 26, 2010",,,"['VAP', 'AIC']",['Funimation'],"['AIC Spirits', 'BeSTACK']",Original,"['Action', 'Comedy', 'Fantasy', 'Ecchi']",,,45 min. per ep.,R+ - Mild Nudity,7.72,#1251,#1238,"208,385","1,855",85706,"Kenshi Masaki has been kidnapped and brought to the world of Geminar by a mysterious group. To get back home, he agrees to help them assassinate the newly crowned empress of the Shtrayu Empire, Lashara Aasu XXVIII, using a giant robot called a Sacred Mechanoid. As her army fights them off, Lashara takes note of Kenshi's abilities and demands that her attacker be captured alive, only to find out that the pilot is male which is extremely rare on Geminar. Believing it to be a waste to kill him, she makes Kenshi her attendant. As the empress' new servant, Kenshi is required to accompany Lashara to the Holy Land, an academy where Sacred Mechanoid pilots hone their skills. His arrival attracts attention, but Kenshi is unaware that something sinister is brewing within the academy and it could plunge the entire world into war. [Written by MAL Rewrite]","['Adaptation (Manga) Isekai no Seikishi Monogatari', 'Adaptation (Light Novel) Isekai no Seikishi Monogatari']",Isekai no Seikishi Monogatari,Tenchi Muyo! War on Geminar,,"['Harem', 'Isekai', 'Mecha', 'School']",,
109,"Higurashi no Naku Koro ni 3rd Season, Higurashi no Naku Koro ni Dai San Ki",ひぐらしのなく頃に礼,Higurashi: When They Cry – Rei,,['OVA'],5,Finished Airing,"Feb 25, 2009 to Aug 21, 2009",,,"['Geneon Universal Entertainment', 'Frontier Works', 'Sotsu', 'Movic']",['Sentai Filmworks'],['Studio Deen'],Visual novel,"['Horror', 'Mystery', 'Suspense']",,,29 min. per ep.,PG-13 - Teens 13 or older,7.40,#2367,#1274,"200,559",475,106322,"The infamous series of unexplainable murders in Hinamizawa have been solved and the chains of fate have broken due to the efforts of Rika Furude and her friends. Rika believes she has finally obtained the normal and peaceful life she desired with her friends; however, she is proven wrong when the wheels of fate begin turning once again after an unfortunate accident. Rika suddenly finds herself in a ""perfect"" world, the constant cycle of brutal killings having never taken place, where all of her friends are content and satisfied. Not wanting to abandon the world that she fought so hard for, she learns she must destroy an essential ""key"" to get back. But can Rika abandon the faultless world she is given the chance to live in, after all of her battles have brought her this far? [Written by MAL Rewrite]","['Prequel (TV) Higurashi no Naku Koro ni Kai', 'Sequel (TV) Higurashi no Naku Koro ni Gou', 'Adaptation (Light Novel) Higurashi no Naku Koro ni Matsuri: Hajisarashi-hen', 'Adaptation (Manga) Higurashi no Naku Koro ni Rei: Saikoroshi-hen']",Higurashi no Naku Koro ni Rei,,,"['Gore', 'Psychological']",,
110,"To-LOVE-Ru OVA, Trouble OVA, To Love You OVA",To LOVEる -とらぶる-,,,['OVA'],6,Finished Airing,"Apr 3, 2009 to Apr 2, 2010",,,['Shueisha'],"None found,",['Xebec'],['Manga'],"['Comedy', 'Romance', 'Sci-Fi', 'Ecchi']",,['Shounen'],25 min. per ep.,R+ - Mild Nudity,7.24,#3148,#1398,"181,845",286,103321,"Episode 01: Rito becomes a Woman Lala invents a gizmo to make her bust bigger. However, this invention of hers accidentally turns Rito into a woman. Episode 02: Rito and Mikan Feeling lonely because Rito is always spending time with Lala, Mikan storms out of the house. While Rito and Lala are out looking for her a few flashbacks from the past, showing Rito and Mikan as kids, are shown. Episode 03: Welcome to the Southern Resort!! Haruna wins an island resort trip for ten females. Rito gets turned into a dog by one of Lala's inventions and somehow ends up on the island as well. Episode 04: Trouble Quest Rito and the girls become trapped inside an RPG game where the objective is to save Lala and defeat the evil witch Kyouko. Episode 05: Nana and Momo Lala's sisters cause mischief for Rito and his harem at a cherry blossom viewing. Episode 06: Draft, Metamorphose, Hand & Tail Yami and Yui confront with a senior, causing Yui to lose her panties. Mikan finds Peke taking snapshots of new clothing while shopping. Suddenly, a stranger steals her bag. As Rito tries to explore Lala's cleaned-up bedroom, he accidentally activates one of Lala's invention, fusing his hand to Lala's tail.","['Adaptation (Manga) To LOVE-Ru', '']",To LOVE-Ru OVA,To Love Ru - OVA,,"['Harem', 'School']",,
111,"Ookami to Koushinryou 2 OVA Episode 0, Spice and Wolf 2 OVA Episode 0, Spice and Wolf II OVA Episode 0, Spice and Wolf II: The Wolf and the Amber Melancholy",狼と香辛料II 狼と琥珀色の憂鬱,Spice and Wolf II: The Wolf and the Amber Melancholy,Spice and Wolf II OAV,['OVA'],1,Finished Airing,"Apr 30, 2009",,,"None found,",['Funimation'],"[""Brain's Base"", 'Marvy Jack']",['Light novel'],"['Adventure', 'Romance', 'Supernatural']",['Adult Cast'],,23 min.,PG-13 - Teens 13 or older,7.86,#912,#1420,"177,152",303,95719,"Traveling merchant Kraft Lawrence and wolf deity Holo sit down to have dinner with Norah Arendt, a young shepherdess who helped them smuggle gold. Holo's dislike of Norah—due to both the latter's profession and her closeness with Lawrence—prevents her from enjoying her meal. When Holo falls ill from fatigue, she is cared for by Lawrence, who frets over the health of his dear companion. As she regains her strength, Holo reminisces about the adventures they had together. [Written by MAL Rewrite]","['Prequel (TV) Ookami to Koushinryou', 'Sequel (TV) Ookami to Koushinryou II', 'Adaptation (Manga) Ookami to Koushinryou', 'Adaptation (Light Novel) Ookami to Koushinryou']",Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,Spice & Wolf II OVA,,,,
112,The Radio Wave-Like Girlfriend,電波的な彼女,Electromagnetic Girlfriend,,['OVA'],2,Finished Airing,"Feb 4, 2009 to Dec 4, 2009",,,['Shueisha'],"None found,","[""Brain's Base""]",['Light novel'],"['Mystery', 'Suspense']",['School'],,42 min. per ep.,R - 17+ (violence & profanity),7.48,#2046,#1635,"151,909",805,68344,"Delinquent Juu Juuzawa is a lone wolf who does not see much use in befriending people. So when a girl named Ame Ochibana claims they are linked together from their previous lives, he is highly skeptical and doesn't want anything to do with her. Even stranger is that her fondest wish is to be his servant. Thinking that Ame must be delusional, he tries to distance himself from her. But when a classmate is murdered, Juu instead decides to keep her close, believing the strange girl to be the culprit. However, her intelligence and skill begin to prove invaluable as the two begin working together to solve the murder. Denpa-teki na Kanojo weaves together a story of love, loss, and devotion, showing that allies can be found in the most unlikely of places. [Written by MAL Rewrite]","['Adaptation (Manga) Denpa-teki na Kanojo', 'Adaptation (Light Novel) Denpa-teki na Kanojo']",Denpa-teki na Kanojo,,,,,
113,Final Fantasy 7: Advent Children Complete,ファイナルファンタジーVII アドベントチルドレンコンプリート,,Final Fantasy VII: Advent Children,['OVA'],1,Finished Airing,"Apr 16, 2009",,,['Square Enix'],"None found,",['Square Enix Visual Works'],Game,"['Action', 'Fantasy']",['Super Power'],,2 hr. 6 min.,PG-13 - Teens 13 or older,7.89,#837,#1783,"135,216",762,84577,"Two years after saving the world from a cataclysmic event, the members of the activist organization Avalanche have gone their separate ways. Tifa Lockhart opens a new bar, and her childhood friend Cloud Strife starts up a motorcycle-based courier service. Although most of their former allies have fallen out of touch, Cloud and Tifa live in fragile peace with their two young wards Marlene and Denzel. Their life together begins to crumble as a contagious plague and overwhelming grief pull Cloud away from his newfound family. While distancing himself through his work, Cloud is attacked by three silver-haired figures in black uniforms who bear a passing resemblance to his bitter rival, Sephiroth. As the antagonistic trio stalks Cloud and brings harm to his loved ones, the former mercenary struggles against his own demons while fighting to protect his family and prevent the will of Sephiroth from returning to the planet. [Written by MAL Rewrite]",[],Final Fantasy VII: Advent Children Complete,Final Fantasy VII: Advent Children,,,Final Fantasy VII Advent Children,
114,,聖闘士星矢 THE LOST CANVAS 冥王神話,Saint Seiya: The Lost Canvas,Saint Seiya: The Lost Canvas,['OVA'],13,Finished Airing,"Jun 24, 2009 to Apr 21, 2010",,,['Akita Shoten'],['Discotek Media'],['TMS Entertainment'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,7.98,#695,#2062,"112,049","1,005",61687,"A Holy War, from ancient mythology, where the Goddess Athena and Hades have fought against each other while defending the earth repeatedly over the span of 200 years. The story takes place in 18th century Europe, 243 years prior to the original ""Saint Seiya"" Three small children, Tenma, Alone, and Sasha have all shared a very happy childhood together. Tenma who is quite aggressive but upstanding has moved to Sanctuary to become a saint. It is there that he is reunited with Sasha who is the sister of Alone and learns that she is the reincarnation of Goddess Athena. Alone, who is kind, gentle and loves painting was chosen for the body of enemy King Hades. Tenma eventually becomes a saint of Pegasus and engages in a fierce battle with his best friend Alone, the King of Hades. Pegasus Tenma, King Hades, and the Goddess Athena and through the twist of their 3 fates merge together which unfolds a prologue to the original Saint Seiya. (Source: TMS Entertaiment)","['Sequel (OVA) Saint Seiya: The Lost Canvas - Meiou Shinwa 2', 'Adaptation (Manga) Saint Seiya: The Lost Canvas - Meiou Shinwa']",Saint Seiya: The Lost Canvas - Meiou Shinwa,,,"['Historical', 'Mythology']",Saint Seiya: Los Caballeros del Zodiaco. The Lost Canvas,
115,xxxHOLiC OVA,xxxHOLiC 春夢記,,xxxHOLiC Shunmuki: Chronique de Songes de Printemps,['OVA'],2,Finished Airing,"Feb 17, 2009 to Jun 23, 2009",,,"['Kodansha', 'Fonishia']","None found,",['Production I.G'],['Manga'],"['Comedy', 'Drama', 'Mystery', 'Supernatural']",,['Seinen'],26 min. per ep.,PG-13 - Teens 13 or older,8.03,#620,#2701,"73,085",110,35177,"For the appropriate price, your dearest wish can be granted at the shop of the peculiar Yuuko. Kimihiro Watanuki wishes to be rid of his ability to see spirits, and so as payment, he works for Yuuko doing whatever she needs him to do, from cleaning to errands to even helping out Yuuko's other clients. In xxxHOLiC Shunmuki, Watanuki and his friend and rival Shizuka Doumeki enjoy a meal with their friend Kohane Tsuyuri and her grandmother, reminiscing about how they have changed since meeting each other. Later on, Watanuki has a dream in which he is visited by Doumeki's grandfather Haruka, who needs him to find some things in the family temple storeroom. Accompanied by Doumeki, he finds that this task is more akin to a treasure hunt, with each item leading them to another, and another, guiding them to an unexpected yet inevitable ending. [Written by MAL Rewrite]","['Prequel (TV) xxxHOLiC◆Kei', 'Sequel (OVA) xxxHOLiC Rou', 'Adaptation (Manga) xxxHOLiC', '']",xxxHOLiC Shunmuki,,,,,
116,"Toradora! Portable, Toradora! OVA",とらドラ・ポータブル!,,,['OVA'],1,Finished Airing,"Apr 30, 2009",,,"None found,","None found,",['J.C.Staff'],['Light novel'],"['Comedy', 'Romance']",['School'],,29 min.,PG-13 - Teens 13 or older,7.42,#2279,#2869,"65,718",68,28393,Recap OVA of the Toradora series included as a bonus with limited edition of Choudokyuu Premium Box release of PSP game Toradora! Portable.,[],Toradora! Recap,,,,,
117,"Tsubasa Reservoir Chronicle OVA, Tsubasa Reservoir Chronicle: Spring Thunder",ツバサ 春雷記,Tsubasa RESERVoir CHRoNiCLE: Spring Thunder Chronicle,Tsubasa CHRoNiCLE Shunraiki: Chronique de Tonnerres de Printemps,['OVA'],2,Finished Airing,"Mar 17, 2009 to May 15, 2009",,,['Kodansha'],['Funimation'],['Production I.G'],['Manga'],"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']",,['Shounen'],28 min. per ep.,R - 17+ (violence & profanity),8.08,#545,#2916,"63,732",252,30554,"After the battle in Celes, Fai escapes with Kurogane's aid while helping Syaoran and Sakura as well. Now in the land of Nihon, Kurogane meets with Tomoyo once more. Seishirou appears and Syaoran battles him for the feather. After finally gaining the feather, he enters the Dream World where he meets Sakura, Watanuki and the Clone. (Source: Metacritic)","['Prequel (OVA) Tsubasa: Tokyo Revelations', 'Adaptation (Manga) Tsubasa: RESERVoir CHRoNiCLE']",Tsubasa: Shunraiki,,,,,
