,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Theme,Genre,Synonyms,Demographics
79,ルパン三世 PART5,Lupin the Third Part 5,Lupin the Third Part 5,Lupin the Third: Part 5,Lupin the Third Part 5,['TV'],24,Finished Airing,"Apr 4, 2018 to Sep 19, 2018",['Spring 2018'],Wednesdays at 01:29 (JST),"['Nippon Television Network', 'TMS Music']",['Discotek Media'],['Telecom Animation Film'],['Manga'],"['Action', 'Adventure', 'Comedy', 'Mystery']",,['Seinen'],22 min. per ep.,PG-13 - Teens 13 or older,8.13,#484,#3470,"46,286",413,17518,"Genius thief Arsene Lupin III—along with the usual crew of Goemon Ishikawa XIII, Fujiko Mine, and Daisuke Jigen—finds himself in modern-day France, where he encounters both new and old adversaries, with Inspector Kouichi Zenigata still hot on his trail. As they steal from darker, more sinister entities, they will also have to find a way to deal with the newest technology in their escapades, as well as face the ghosts of their pasts. However, this time, Lupin's choices begin to catch up with him as his pursuers use every tool at their disposal to take him down once and for all. [Written by MAL Rewrite]","['Prequel (TV) Lupin III (2015)', 'Sequel (TV Special) Lupin III: Part 6 - Jidai', 'Sequel (TV) Lupin III: Part 6', '']",Lupin III: Part 5,['Adult Cast'],,"Lupin III: Part V, Lupin Sansei Part V, Lupin Sansei: Adventure in France",
80,イナズマイレブン アレスの天秤,Inazuma Eleven: Ares,,,,['TV'],26,Finished Airing,"Apr 6, 2018 to Sep 28, 2018",['Spring 2018'],Fridays at 17:55 (JST),"['TV Tokyo', 'Dentsu']","None found,",['OLM'],Game,,"['Super Power', 'Team Sports']",,23 min. per ep.,G - All Ages,6.69,#5962,#3563,"44,125",116,22226,"Taking place in an alternate timeline after Raimon Junior High wins the Football Frontier, a group of boys is playing soccer on a remote island off the coast of Japan. However, one day the students witness the demolition of the only soccer field on the island as they fight desperately to prevent its destruction, to no avail. The only way to regain their soccer club is to become champions of the Football Frontier. Asuto Inamori and his classmates take up the offer, moving to mainland Japan and attending Raimon Junior High. Leaving behind their families and entering metropolitan Tokyo, they embark on a journey that will test their resolve to be the best in all of Japan. Inazuma Eleven: Ares no Tenbin tells the tale of a group of friends whose desire for soccer burns brighter by the day. Through their encounters with several titans of the soccer landscape, including the mysterious coach Zhao Jinyun—they rush headlong into the Football Frontier to face the greatest teams Japan has to offer! [Written by MAL Rewrite]","['Prequel (Special) Inazuma Eleven: Reloaded - Soccer no Henkaku', 'Sequel (TV) Inazuma Eleven: Orion no Kokuin', 'Adaptation (Manga) Inazuma Eleven: Ares no Tenbin', '']",Inazuma Eleven: Ares no Tenbin,,['Sports'],Inazuma Eleven: Balance of Ares,
81,重神機パンドーラ,Last Hope,,Last Hope,,['TV'],26,Finished Airing,"Mar 29, 2018 to Sep 20, 2018",['Spring 2018'],Wednesdays at 23:30 (JST),"None found,","None found,",['Satelight'],Original,,,,23 min. per ep.,PG-13 - Teens 13 or older,6.32,#8166,#3721,"40,816",44,12896,"The series is set in a near-future world where the boundary between human being and AI is vague. A rapid biological evolution, similar to ""Cambrian Explosion,"" is caused by one incident. This incident turns into the genesis of a new jostle for supremacy, and the influence of the evolution goes beyond biological framework and spreads to various kinds of materials and technologies. The era of massive evolution involving diverse existences, such as human, machines, and biotechnologies, is coming. Characters fight an existential war in such a world. (Source: ANN)",[],Juushinki Pandora,['Mecha'],['Sci-Fi'],Unit Pandora,
82,メジャーセカンド,,Major 2nd,Major 2nd,Major 2nd,['TV'],25,Finished Airing,"Apr 7, 2018 to Sep 22, 2018",['Spring 2018'],Saturdays at 17:35 (JST),"['Shogakukan-Shueisha Productions', 'NHK', 'NHK Enterprises']","None found,",['OLM'],['Manga'],,,['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,7.38,#2460,#3981,"35,356",75,16351,"Daigo, the son of renowned baseball player Gorou Shigeno, believes he has to live up to his father's name by becoming an all-star player himself. With great dreams, as soon as he reaches fourth-grade, he promptly joins the same little league baseball team his dad played on, the Mifune Dolphins. However, things don't go as planned. After only the first couple of practices, Daigo's lack of talent and inherent baseball sense shows, and his confidence is crushed. Unable to bear the pressure of living up to his father, a baseball prodigy, he quits the team in less than a year. Two years later, now in sixth-grade, a transfer student joins Daigo's class. This student turns out to be Hikaru, the son of Gorou's lifelong friend and fellow baseball star, Toshiya Satou. One day, Daigo's mother receives a call from the Dolphins requesting players for a game, so she forces Daigo to attend. To Daigo's surprise, he finds Hikaru there. Even more shocking is that despite his father's occupation, Hikaru has never played baseball before! Unlike Daigo, though, Hikaru immediately picks up the game demonstrating excellent performance. Needless to say, Daigo and Hikaru are polar opposites of each other. But this friction will inevitably thrust both of these inexperienced children into the world their fathers cherish—the world of baseball. [Written by MAL Rewrite]","['Prequel (OVA) Major: Message', 'Sequel (TV) Major 2nd 2nd Season', 'Adaptation (Manga) Major 2nd', '']",Major 2nd,['Team Sports'],['Sports'],,
83,ガンダムビルドダイバーズ,Gundam Build Divers,,,,['TV'],25,Finished Airing,"Apr 3, 2018 to Sep 25, 2018",['Spring 2018'],Tuesdays at 17:55 (JST),"['TV Tokyo', 'Sotsu']","None found,",['Sunrise'],Original,"['Action', 'Sci-Fi']",,,24 min. per ep.,G - All Ages,6.31,#8238,#4125,"33,121",52,14482,"Gunpla Battle Nexus Online (GBN) is a new network game that lets people enjoy a variety of missions using Gunpla in a virtual cyberspace dimension. Middle-school students Riku Mikami and Yukio Hidaka recruit their classmate Momoka Yashiro and dive together into this vast world. Becoming ""Divers,"" or inhabitants of GBN, they meet a mysterious girl named Sarah who has an amazing sensitivity to Gunpla. They begin playing alongside her, but... There are many other famous Divers, starting with Kyoya Kujo, the champion whom Riku admires. Multiple Divers can join to form a team called a ""force."" Meanwhile, the game is disrupted by Mass-Divers who use unofficial tools called break decals. Through many encounters and experiences, Riku and his friends will build not only Gunpla, but their own adventures as well! (Source: Official Website)","['Prequel (ONA) Gundam Build Divers Prologue', 'Sequel (ONA) Gundam Build Divers Re:Rise']",Gundam Build Divers,['Mecha'],,,
84,ドラえもん (2005),,,,,['TV'],Unknown,Currently Airing,"Apr 22, 2005 to ?",['Spring 2005'],Fridays at 19:00 (JST),['TV Asahi'],"None found,",['Shin-Ei Animation'],['Manga'],"['Comedy', 'Sci-Fi']",,,25 min.,PG - Children,7.72,#1247,#5000,"21,405",239,9584,"Doraemon (2005) is the most recent anime series based on Fujiko Fujio's manga of the same name. It is the 2005 version of 1979 series, with certain changes in the animation and other things. Doraemon is a cat-like robot who appears in the present to steer Nobita/Noby, who is a dumb, naive and clumsy boy on the right path in order to secure his future. Nobita's love interest is Shizuka Minamoto/Sue, his frenemies are Takeshi Goda/Big G and Suneo/Sneech. (Source: Wikipedia)","['Prequel (TV) Doraemon (1979)', 'Adaptation (Manga) Doraemon']",Doraemon (2005),['Anthropomorphic'],,,"['Kids', 'Shounen']"
85,HuGっと！プリキュア,,,,,['TV'],49,Finished Airing,"Feb 4, 2018 to Jan 27, 2019",['Winter 2018'],Sundays at 08:30 (JST),"['Asahi Broadcasting', 'ABC Animation', 'Echoes']","None found,",['Toei Animation'],Original,,,,24 min. per ep.,G - All Ages,7.82,#996,#5308,"18,477",276,6224,"It's her first day at a new school, and the cheerful Hana Nono is ready to make a fresh start, dreaming of becoming mature and reliable—a far cry from her usual childish self. Although she makes a disastrous first impression, Hana soon befriends two of her classmates: the gentle and studious class representative Saaya Yakushiji, and a cool and mysterious girl Homare Kagayaki. That night, a magical baby falls from the sky right onto Hana's balcony. She is immediately smitten with her and names her Hug-tan. Alongside Hug-tan is a snarky talking hamster, Hariham Harry, who mutters that Hana ""isn't the one"" before vanishing with the baby. The next day, Hana believes the encounter to be a dream, until people all over the city begin collapsing and a giant monster appears, feeding on their energy. As Hana escapes, she spots Hug-tan and Harry under attack. Making a stand to protect them, she and Hug-tan suddenly both glow with energy and a heart-shaped gem forms. With the crystal's power, Hana transforms into a hero called ""Cure Yell"" and defeats the monster. Surprised at Hana's power, Harry explains that he and Hug-tan came from a future frozen in time by the Criasu Corporation, the same organization that created the monster. Only the Future Crystals, manifestations of one's hopes and dreams, and the Precure they create have a chance at defeating Criasu and saving the future! [Written by MAL Rewrite]","['Adaptation (Manga) Hug tto! Precure', '']",Hug tto! Precure,['Mahou Shoujo'],['Action'],"Hugtto Precure, Hug! Pretty Cure",
86,レイトン ミステリー探偵社~カトリーのナゾトキファイル~,,,,,['TV'],50,Finished Airing,"Apr 8, 2018 to Mar 31, 2019",['Spring 2018'],Sundays at 08:30 (JST),['Level-5'],"None found,",['LIDENFILMS'],Game,"['Comedy', 'Mystery']",,['Kids'],23 min. per ep.,PG - Children,7.23,#3201,#5342,"18,098",62,4224,"The Layton Detective Agency, a business that helps its clients solve unusual mysteries, is run by Katrielle Layton—daughter of the world-renowned archaeology professor Hershel Layton. Together with her assistant Noah Montoir and talking dog Sherl, Katrielle finds herself unraveling cases involving a newly purchased cursed house, a dress imbued with a ""demon's curse,"" and the zombie of a client's deceased spouse, just to name a few. Aside from her more quirky cases, Katrielle has been working on another unsolved problem: the disappearance of her father. Founding the agency was only the first step in her attempt to uncover the truth behind his vanishing. As she continues to take on client after client, each with wackier and stranger issues to tackle, Katrielle steadily closes in on the answer to the biggest mystery of her life. [Written by MAL Rewrite]","['Adaptation (Manga) Layton Mystery Tanteisha: Katri no Nazotoki File', '']",Layton Mystery Tanteisha: Katri no Nazotoki File,,,"LMDA, Layton Mystery Detective Agency: Kat's Mystery-Solving Files",
87,ベイブレードバースト 超ゼツ,Beyblade Burst Turbo,,Beyblade Burst Turbo,Beyblade Burst Turbo,['TV'],51,Finished Airing,"Apr 2, 2018 to Mar 25, 2019",['Spring 2018'],Mondays at 17:55 (JST),"['TV Tokyo', 'd-rights']",['ADK Emotions NY Inc.'],['OLM'],['Manga'],"['Action', 'Adventure', 'Sci-Fi']",,['Kids'],24 min. per ep.,PG - Children,6.65,#6182,#5373,"17,778",106,10323,"Two years after the God Blader's Cup, Valt Aoi battles Aiga Akaba, a ""wild child"" that grew up in nature. After battling, he became inspired to become the No.1 Blader in the world, along with his Beyblade, Z Achilles. He aims to fight strong opponents in an effort to become stronger himself. To defeat Valt Aoi and become the World Champion, Aiga begins his journey.","['Prequel (TV) Beyblade Burst God', 'Sequel (TV) Beyblade Burst Gachi', 'Adaptation (Manga) Beyblade Burst', '']",Beyblade Burst Chouzetsu,,,Beyblade Burst Super Z,
88,カードファイト!! ヴァンガード (2018),,Cardfight!! Vanguard,Cardfight!! Vanguard,Cardfight!! Vanguard,['TV'],52,Finished Airing,"May 5, 2018 to May 4, 2019",['Spring 2018'],Saturdays at 22:30 (JST),['Ace Crew Entertainment'],"None found,",['OLM'],Original,,,,23 min. per ep.,PG-13 - Teens 13 or older,6.74,#5673,#5799,"14,629",50,6303,"The main protagonist Sendou Aichi, is a timid and mundane third-year middle school boy. The thing that supported Aichi's heart, was the ""Blaster Blade"" card that he received as a child. It's an important rare card from ""Vanguard"", a card game with the imaginary world of ""Planet Cray"" as its stage. From the day he reunited with the person who gave him that card ""Toshiki Kai"", Aichi's everyday life began to change. (Source: Crunchyroll)","['Sequel (TV) Cardfight!! Vanguard: Zoku Koukousei-hen', 'Adaptation (Manga) Cardfight!! Vanguard']",Cardfight!! Vanguard (2018),['Strategy Game'],['Action'],,
89,ぐでたま,The Lazy Egg,,,,['TV'],1717,Finished Airing,"Mar 31, 2014 to Dec 24, 2023",['Spring 2014'],Not scheduled once per week,['Sanrio'],"None found,",['Gathering'],Original,"['Comedy', 'Gourmet']",,['Kids'],1 min. per ep.,G - All Ages,6.62,#6397,#5996,"13,397",60,2721,"Gudetama, an egg that is dead to the world and completely lacks motivation. No matter what cooking method you use, Gudetama remains unmoved. (Source: ANN)",[],Gudetama,,,,
90,アイカツフレンズ！,,,,,['TV'],50,Finished Airing,"Apr 5, 2018 to Mar 28, 2019",['Spring 2018'],Thursdays at 18:25 (JST),"['TV Tokyo', 'Dentsu', 'Echoes']","None found,",['Bandai Namco Pictures'],Game,,"['Idols (Female)', 'Music', 'School']",,24 min. per ep.,PG - Children,7.18,#3484,#6061,"12,993",72,4153,"Aine Yuuki, who is a regular student at Star Harmony Academy's normal division, meets Mio Minato from the idol division, who invites her to join Aikatsu to fulfill Aine's goal to make friends. She also befriends Maika Chōno and Ema Hinata who are also idols. Aine and Mio form a pair to become best friends to become the bright ""Diamond Friends"". Karen Kamishiro and Mirai Asuku are categorized as ""Diamond Friends"" and are in the Diamond Class! (Source: Wikipedia)","['Sequel (TV) Aikatsu Friends!: Kagayaki no Jewel', '']",Aikatsu Friends!,,['Slice of Life'],,
91,信長の忍び~姉川・石山篇~,Ninja Girl & Samurai Master: Anegawa and Ishiyama Arc,Ninja Girl & Samurai Master Staffel 3,Nobunaga no Shinobi Temporada 3,Nobunaga no Shinobi Saison 3,['TV'],26,Finished Airing,"Apr 7, 2018 to Sep 29, 2018",['Spring 2018'],Saturdays at 01:35 (JST),"None found,","None found,",['TMS Entertainment'],['4-koma manga'],,,,3 min. per ep.,PG-13 - Teens 13 or older,7.10,#3920,#6870,"9,600",4,3861,Third season of the Nobunaga no Shinobi series.,"['Prequel (TV) Nobunaga no Shinobi: Ise Kanegasaki-hen', 'Adaptation (Manga) Nobunaga no Shinobi']",Nobunaga no Shinobi: Anegawa Ishiyama-hen,['Historical'],['Comedy'],Ninja Girl & Samurai Master 3rd,
92,サザエさん,Mrs. Sazae,,,,['TV'],Unknown,Currently Airing,"Oct 5, 1969 to ?",['Fall 1969'],Sundays at 18:30 (JST),['Fuji TV'],"None found,",['Eiken'],['4-koma manga'],"['Comedy', 'Slice of Life']",,,24 min.,G - All Ages,6.14,#9128,#7128,"8,794",39,1934,"The main character is a mother named Sazae-san. She lives in a house with her husband, her kids and her parents. The show is the ultimate family program and tends to follow traditional themes. Think of this show as the Japanese equivalent to ""The Partridge Family"" and you'll get a good feel for this show's atmosphere. Don't expect to see things like violence, swearing, kung-fu action or magical girls. The plots are more like ""Today, Sazae-san goes to the new mall and gets lost"". Such ""boring"" plotlines and the simplistic art are often a turn-off to non-Japanese audiences, but most Japanese find the show incredibly good. As a result, it continues to be one of the top ratings grabbers on TV and is one of the few anime that is considered ""acceptable"" by adults. (Source: AniDB)","['Adaptation (Manga) Sazae-san', '']",Sazae-san,,,,
