,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,Genre,Demographic,French,Theme,German,Spanish,Demographics
138,銀魂〜何事も最初が肝心なので多少背伸びするくらいが丁度良い〜,Gintama: Jump Festa 2005 Special,['Special'],1,Finished Airing,"Sep 24, 2005",,,['Miracle Robo'],"None found,",['Sunrise'],['Manga'],"['Action', 'Comedy', 'Sci-Fi']","['Historical', 'Mecha', 'Parody', 'Samurai']",32 min.,PG-13 - Teens 13 or older,8.08,#554,#3069,"58,128",73,30814,"Due to the arrival of aliens called the ""Amanto,"" the samurai of feudal Japan have fallen into misery and despair. Denied their swords and stature, they are now treated as an object of pity and utter disregard while the Amanto mercilessly terrorizes the country. To restore the reputation of the samurai, the Anti-Foreigner Faction leader Kotarou Katsura resolves to eradicate the Amanto—even if he must resort to violent methods. With a giant mecha at his disposal, he plans to initiate an attack against the Shinsengumi, an army of skillful samurai dedicated to protecting the peace of Edo. Meanwhile, Yorozuya owner Gintoki Sakata and his friends are out to see the cherry blossoms. However, they are interrupted when the Shinsengumi show up, claiming Gintoki has stolen their spot for flower-viewing. Quickly spiraling into a frenzied quarrel, the two groups settle the fight through a game of rock-paper-scissors—albeit with rather brutal methods. [Written by MAL Rewrite]","['Adaptation (Manga) Gintama', '']",Gintama: Nanigoto mo Saisho ga Kanjin nanode Tashou Senobisuru Kurai ga Choudoyoi,,,['Shounen'],,,,,
139,AIR イン サマー,Air in Summer,['Special'],2,Finished Airing,"Aug 28, 2005 to Sep 4, 2005",,,"['Pony Canyon', 'TBS']","['ADV Films', 'Funimation']",['Kyoto Animation'],Visual novel,"['Comedy', 'Drama', 'Romance', 'Supernatural']",,24 min. per ep.,PG-13 - Teens 13 or older,7.28,#2913,#3665,"41,909",39,24567,"Unwilling to move to a different shrine and leave her friends behind, Kanna escapes in the dead of night with her loyal bodyguard Ryuuya and confidant Uraha. Knowing their pursuers are not far behind, the three embark on a journey to locate Kanna's mother, who Kanna yearns to see after many years of separation. Amid the tensions, the trio explores the world outside the confines of the palace—serving as a tranquil yet temporary distraction from what is to come. [Written by MAL Rewrite]",[],Air in Summer,"Air in Summer Special, Air Summer Special",,,,['Historical'],,,
140,フルメタル パニック！The Second Raid 前夜祭「Scene00」,,['TV Special'],1,Finished Airing,"Jul 6, 2005",,,['Kadokawa Shoten'],['Funimation'],['Kyoto Animation'],['Light novel'],"['Action', 'Adventure']","['Mecha', 'Military']",5 min.,PG-13 - Teens 13 or older,7.36,#2551,#3720,"40,880",33,17933,"Sousuke, Kurz, and Melissa are deployed to the Republic of Manistan in Central Asia to eradicate a growing civil war between rebels and the Manistani military. (Source: Wikipedia)","['Prequel (TV) Full Metal Panic!', 'Sequel (TV) Full Metal Panic! The Second Raid']",Full Metal Panic! The Second Raid Episode 00,Full Metal Panic! The Second Raid Pre-festival: Night of the Light Novel,,,,,,,
141,バイブルブラック「伊万里 凌辱現場」,,['Special'],1,Finished Airing,"Jul 25, 2005 to Apr 25, 2006",,,"['Milky Animation Label', 'MS Pictures']","None found,",['Studio Jam'],Visual novel,,,10 min.,Rx - Hentai,6.45,N/A,#5875,"14,136",33,6666,The Imari SP shows Imari being raped when she is about to leave the school at late hour. This is a short released as part of the 2006 boxset. (Source: Wikipedia),[],Bible Black: Imari Ryoujoku Genba,Bible Black Imari Rape Scene,['Hentai'],,,,,,
142,ルパン三世 - 天使の策略（タクティクス）～夢のカケラは殺しの香り～,Lupin III: Angel Tactics,['TV Special'],1,Finished Airing,"Jul 22, 2005",,,"None found,",['Discotek Media'],['TMS Entertainment'],['Manga'],"['Action', 'Adventure', 'Comedy', 'Mystery']",,1 hr. 32 min.,PG-13 - Teens 13 or older,6.95,#4605,#7571,"7,538",1,3216,"Stolen from the famous ""secret"" Air Force base, Area 51, Lupin's most recently stolen treasure holds a secret. Four ""Bloody Angels,"" the toughest women Lupin has ever faced, want the treasure for their own terrorist purposes. Meanwhile Zenigata teams up with a female police officer to hunt Lupin and the terrorists down. (Source: ANN)",[],Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori,Lupin III: An Angel's Tactics - Fragments of a Dream Are the Scent of Murder,,['Seinen'],,['Adult Cast'],,,
143,ピカチュウのおばけカーニバル,Pokémon: Pikachu's Ghost Festival!,['Special'],1,Finished Airing,"Aug 1, 2005",,,"None found,","None found,",['OLM'],Game,"['Adventure', 'Comedy', 'Fantasy']",,21 min.,PG - Children,6.27,#8458,#7616,"7,422",2,2863,"Pikachu and his friends have a picnic when they discover a Ghost Festival. The walk in to it, and find out that it is haunted by Ghost Pokemon and other Pokemon such as Koffing, Lickitung, Ditto, and Cubone. Meowth also discovers the Ghost Festival and gets scared out of his mind. Pikachu makes friends with the ghosts, and they work together to make Meowth run out of the Festival. (Source: ANN)",[],Pokemon: Pikachu no Obake Carnival,Pocket Monsters: Pikachu no Obake Carnival,,['Kids'],,,,,
144,攻殻機動隊 Stand Alone Complex - The Laughing Man タチコマな日々,Ghost in the Shell: Stand Alone Complex - The Laughing Man - Tachikomatic Days,['Special'],1,Finished Airing,"Sep 23, 2005",,,"None found,",['Bandai Entertainment'],['Production I.G'],['Manga'],"['Comedy', 'Sci-Fi']",,2 min.,PG - Children,6.66,#6133,#7827,"6,956",2,2049,Tachikomatic Days short that was released on the Laughing Man DVD.,[],Koukaku Kidoutai: Stand Alone Complex - The Laughing Man - Tachikoma na Hibi,Ghost in the Shell: Stand Alone Complex - The Laughing Man - Tachikoma na Hibi,,,,['Mecha'],,,
145,ほとり～たださいわいを希う,,['TV Special'],1,Finished Airing,"Aug 28, 2005",,,"None found,","None found,",['Sunrise'],Unknown,"['Drama', 'Sci-Fi']",,40 min.,PG-13 - Teens 13 or older,6.86,#5042,#7931,"6,756",7,2398,"At the Personality Plant, robots are being built and slowly outfitted with the artificial memories of real people. Suzu is one such robot, being made to replace the young boy a family has lost. By chance, he meets Hotori, a young girl suffering from progressive memory loss. The two children become friends and attempt to define themselves in the light of their changing memories. (Source: ANN)",[],Hotori: Tada Saiwai wo Koinegau,,,,,,,,
146,好きなものは好きだからしょうがない!! 温泉に行こう!,,['Special'],1,Finished Airing,"Sep 23, 2005",,,"['Bandai Visual', 'Lantis', 'Movic']",['Media Blasters'],['Zexcs'],Visual novel,"['Boys Love', 'Comedy']",,25 min.,PG-13 - Teens 13 or older,6.26,#8481,#9214,"4,573",2,1771,A bonus DVD only episode where the boys go to a hot spring.,[],Suki na Mono wa Suki Dakara Shou ga Nai!!: Onsen ni Ikou!,"Suki na Mono wa Suki Dakara Shou ga Nai!! Episode 13,I like what I like, so there!: Let's Go to a Hot Spring!",,,,['School'],,,
147,遙かなる時空の中で〜八葉抄〜 1〜9,,['Special'],8,Finished Airing,"Sep 23, 2005 to Apr 16, 2006",,,"None found,","None found,",['Yumeta Company'],Visual novel,"['Fantasy', 'Romance', 'Supernatural']","['Historical', 'Isekai', 'Time Travel']",5 min. per ep.,PG-13 - Teens 13 or older,6.36,#7917,#10520,"3,030",2,981,Short clips about what happens after the TV series.,"['Prequel (TV) Harukanaru Toki no Naka de: Hachiyou Shou', '']",Harukanaru Toki no Naka de: Hachiyou Shou Specials,"Harukanaru Toki no Naka de: Character Endings, In a Distant Time: Character Endings",,['Shoujo'],,,,,
148,こいこい7,Love Love 7 DVD Specials,['Special'],7,Finished Airing,"Jul 22, 2005 to Jan 27, 2006",,,['Studio Flag'],"None found,","None found,",['Manga'],"['Comedy', 'Romance', 'Sci-Fi', 'Ecchi']",,3 min. per ep.,R+ - Mild Nudity,5.79,#10987,#10990,"2,628",0,917,Features super deformed characters and a fake trailer for season 2.,[],Koi Koi 7 Specials,"KK7, Koikoi7, Koi Koi 7, Koikoi Seven, Koi Koi Seven, DVD Omake, DVD Extra 2",,['Shounen'],,['School'],,,
149,ファンタジックチルドレン ベフォールの子供たちのその後,,['Special'],1,Finished Airing,"Sep 23, 2005",,,"None found,","None found,",['Nippon Animation'],Unknown,,,6 min.,G - All Ages,6.91,#4797,#11628,"2,184",2,760,Extended ending showing what happened with Befort Children after the events from the last episode of the TV series. DVD release exclusive.,"['Prequel (TV) Fantastic Children', '']",Fantastic Children: Befort no Kodomo-tachi no Sonogo,"Fantastic Children Extended Ending, Fantastic Children Alternate Ending",['Slice of Life'],,,,,,
150,ドラえもん (2005) Specials,,['TV Special'],Unknown,Currently Airing,"Apr 15, 2005 to ?",,,"None found,","None found,",['Shin-Ei Animation'],Unknown,,,45 min.,PG - Children,6.79,#5404,#12795,"1,503",5,469,"59 Doraemon (2005) TV Specials exist as of January 24, 2018.",[],Doraemon (2005) Specials,Doraemon Crayon Shin-chan Haru da! Eiga da! 3-Jikan Anime Matsuri 2,['Comedy'],['Seinen'],,,,,
151,星界の戦旗II 特別篇,,['Special'],1,Finished Airing,"Jul 22, 2005",,,"None found,","None found,",['Sunrise'],['Light novel'],"['Action', 'Romance', 'Sci-Fi']","['Military', 'Space']",1 hr. 32 min.,PG-13 - Teens 13 or older,6.35,#7945,#14238,"1,014",1,282,"A recap of Seikai no Senki II included on the ""Sekai DVD Box"" set.",[],Seikai no Senki II Special,"Seikai no Senki II: Tokubetsu-hen, Seikai no Senki II Recap, Banner of the Stars II Recap, Battle Flag of the Stars II Recap",,,,,,,
152,モンキー・パンチ　漫画活動大写真,,['Special'],1,Finished Airing,"Sep 14, 2005",,,['WOWOW'],"None found,",['TMS Entertainment'],['Manga'],"['Action', 'Comedy', 'Ecchi']",,15 min.,R - 17+ (violence & profanity),5.66,#11573,#14457,953,0,243,"Miki and Naomi are a pair of assassins who are also friends known as Crime Mate. While Miki is pole dancing for Chinese mafia boss Ramon who deals with biological arms, Naomi warns her about an armed group of ninjas. After Miki deals with Ramon's gang and Naomi takes out the ninjas, the next day Miki sees the deceased body of Ricardo Gonzalez in her bed who offers Crime Mate a million dollars for the job. Naomi then gets kidnapped by Ramon so it is up to Miki to save her as they try to deal with Ramon. Also why is a King Cobra after them? Some characters from Mankatsu as well as the 4 central characters from Lupin III can be seen in the background at times. (Source: Lupin III Wiki)",[],Monkey Punch: Manga Katsudou Daishashin - Crime Mate Special,Mankatsu Special,,,,['Parody'],,,
153,ぼくの防空壕,,['TV Special'],1,Finished Airing,"Aug 13, 2005",,,"None found,","None found,",['Shin-Ei Animation'],Novel,,,45 min.,G - All Ages,6.09,#9424,#14557,927,1,245,The fourth film in Shin-Ei's series of annual WWII themed anime television movies for children Sensou Douwa (war story). (Source: AniDB),[],Boku no Boukuugou,"My Air Raid Shelter, My Bomb Shelter, Sensou Douwa 4",['Drama'],['Kids'],,['Historical'],,,
154,プラトニックチェーン 暗殺実行中,,['Special'],1,Finished Airing,"Jul 25, 2005",,,"None found,","None found,",['ACiD FiLM'],Novel,"['Sci-Fi', 'Slice of Life']",,6 min.,PG-13 - Teens 13 or older,5.67,#11532,#15967,632,1,137,"A DVD-only story that replaces episode 16 (""Oyaji Camera"") of the TV series. There is a system where anyone can submit a picture of a person that annoys them for 100 yen. When a million photos of the same person are collected, a killer is hired for the resulting 100.000.000 yen.",[],Platonic Chain: Ansatsu Jikkouchuu,,,,,,,,
155,スキマの国のポルタ,,['TV Special'],13,Finished Airing,"Sep 15, 2005 to Jul 19, 2007",,,['Aniplex'],"None found,","None found,",Unknown,,,5 min. per ep.,G - All Ages,5.79,#11002,#17004,507,2,159,"This is a story about a country of ""Sukima"", a tranquil country that is in between the worlds. Porta, the hero in this story leisurely delivers parcels for everyone in town, riding on Robaroba, his partner. Will Porta be able to deliver important parcels safely? Zouzou, Kabakaba and variety of other characters are expected to be in the story. This is the first original animation of Ryoji Arai, the winner of Astrid Lindgren Award.",[],Sukima no Kuni no Polta,A Country Between the World,['Fantasy'],,,,,,
156,ももんがぁモン,Momonga-mon,['TV Special'],15,Finished Airing,"Jul 4, 2005 to Mar 24, 2017",,,['NHK'],"None found,","None found,",Unknown,,,5 min. per ep.,PG - Children,[],#20405,#19086,341,0,,Stop-motion animation about a mysterious creature Mont-chan from an unknown world looking for an adventure.,[],Momonga-mon,,['Adventure'],['Kids'],,,,,
157,アークエとガッチンポー てんこもり 幻のおまけエピソード,,['Special'],1,Finished Airing,"Jul 27, 2005",,,"None found,","None found,","None found,",Unknown,,,1 min.,G - All Ages,[],#16534,#19534,313,0,,Special episode of Akuei to Gacchinpo Tenkomori.,[],Akuei to Gacchinpo: Tenkomori - Maboroshi no Omake Episode,,['Comedy'],,,,,,
158,ポッツィー,,['Special'],17,Finished Airing,"Jul 18, 2005 to 2008",,,"['NHK', 'Misseri Studio']","None found,","None found,",Unknown,,,1 min. per ep.,G - All Ages,[],#21150,#19682,304,0,,"An innovative animated series in which the characters are made from water. Pozzie is a child who is created from a drop of water. While encountering various animals and objects, Pozzie continuously metamorphoses into other watery shapes. (Source: BANFF2010.com)",[],Pozzie,,,['Kids'],,,,,
159,アンブレラ ファイター！,,['Special'],4,Finished Airing,"Sep 7, 2005",,,"None found,","None found,","None found,",Original,,,3 min. per ep.,G - All Ages,[],#15143,#20056,283,0,,A story of childhood friends growing up.,[],Umbrella Fighter!,,['Slice of Life'],,,,,,
