,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Demographic,Theme,Genre,German,Spanish,Demographics,French
65,OP,ONE PIECE,One Piece,['TV'],Unknown,Currently Airing,"Oct 20, 1999 to ?",['Fall 1999'],Sundays at 09:30 (JST),"['Fuji TV', 'TAP', 'Shueisha']","['Funimation', '4Kids Entertainment']",['Toei Animation'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,24 min.,PG-13 - Teens 13 or older,8.73,#51,#17,"2,493,136","234,353",1417525,"Barely surviving in a barrel after passing through a terrible whirlpool at sea, carefree Monkey D. Luffy ends up aboard a ship under attack by fearsome pirates. Despite being a naive-looking teenager, he is not to be underestimated. Unmatched in battle, Luffy is a pirate himself who resolutely pursues the coveted One Piece treasure and the King of the Pirates title that comes with it. The late King of the Pirates, Gol D. Roger, stirred up the world before his death by disclosing the whereabouts of his hoard of riches and daring everyone to obtain it. Ever since then, countless powerful pirates have sailed dangerous seas for the prized One Piece only to never return. Although Luffy lacks a crew and a proper ship, he is endowed with a superhuman ability and an unbreakable spirit that make him not only a formidable adversary but also an inspiration to many. As he faces numerous challenges with a big smile on his face, Luffy gathers one-of-a-kind companions to join him in his ambitious endeavor, together embracing perils and wonders on their once-in-a-lifetime adventure. [Written by MAL Rewrite]","['Adaptation (Manga) One Piece', 'Adaptation (Light Novel) One Piece: Loguetown-hen']",One Piece,['Shounen'],,,,,,
66,"Frieren at the Funeral, Frieren The Slayer",葬送のフリーレン,Frieren: Beyond Journey's End,['TV'],28,Finished Airing,"Sep 29, 2023 to Mar 22, 2024",['Fall 2023'],Fridays at 23:00 (JST),"['Aniplex', 'Dentsu', 'Shogakukan-Shueisha Productions', 'Nippon Television Network', 'TOHO animation', 'Shogakukan']",['Crunchyroll'],['Madhouse'],['Manga'],"['Adventure', 'Drama', 'Fantasy']",,24 min. per ep.,PG-13 - Teens 13 or older,9.31,#1,#160,"1,035,677","63,200",603520,"During their decade-long quest to defeat the Demon King, the members of the hero's party—Himmel himself, the priest Heiter, the dwarf warrior Eisen, and the elven mage Frieren—forge bonds through adventures and battles, creating unforgettable precious memories for most of them. However, the time that Frieren spends with her comrades is equivalent to merely a fraction of her life, which has lasted over a thousand years. When the party disbands after their victory, Frieren casually returns to her ""usual"" routine of collecting spells across the continent. Due to her different sense of time, she seemingly holds no strong feelings toward the experiences she went through. As the years pass, Frieren gradually realizes how her days in the hero's party truly impacted her. Witnessing the deaths of two of her former companions, Frieren begins to regret having taken their presence for granted; she vows to better understand humans and create real personal connections. Although the story of that once memorable journey has long ended, a new tale is about to begin. [Written by MAL Rewrite]","['Sequel (TV) Sousou no Frieren 2nd Season', 'Adaptation (Manga) Sousou no Frieren']",Sousou no Frieren,['Shounen'],,,,,,
67,"The Pharmacist's Monologue, Drugstore Soliloquy",薬屋のひとりごと,The Apothecary Diaries,['TV'],24,Finished Airing,"Oct 22, 2023 to Mar 24, 2024",['Fall 2023'],Sundays at 01:05 (JST),"['Dentsu', 'Square Enix', 'Nippon Television Network', 'TOHO animation', 'Shogakukan', 'Imagica Infos']",['Crunchyroll'],"['OLM', 'TOHO animation STUDIO']",['Light novel'],"['Drama', 'Mystery']","['Historical', 'Medical']",22 min. per ep.,PG-13 - Teens 13 or older,8.88,#23,#419,"566,341","16,900",297048,"Maomao, an apothecary's daughter, has been plucked from her peaceful life and sold to the lowest echelons of the imperial court. Now merely a maid, Maomao settles into her new mundane life and hides her extensive knowledge of medicine in order to avoid any unwanted attention. Not long after Maomao's arrival, the emperor's infant children inexplicably begin to experience grave symptoms—almost as if a curse has been cast. The curious Maomao easily solves the mystery and, to remain out of the limelight, attempts to leave an anonymous tip. Unfortunately, the dashing and perceptive eunuch Jinshi sees through it and manages to single her out. In recognition of her talent, Maomao is promoted to lady-in-waiting for the emperor's favorite concubine, Gyokuyou. As Maomao continues to remedy the numerous ailments afflicting the imperial court, her pharmaceutical expertise quickly proves indispensable. [Written by MAL Rewrite]","['Sequel (TV) Kusuriya no Hitorigoto 2nd Season', 'Adaptation (Manga) Kusuriya no Hitorigoto', 'Adaptation (Manga) Kusuriya no Hitorigoto: Maomao no Koukyuu Nazotoki Techou', 'Adaptation (Light Novel) Kusuriya no Hitorigoto']",Kusuriya no Hitorigoto,,,,,,,
68,Detective Conan,名探偵コナン,Case Closed,['TV'],Unknown,Currently Airing,"Jan 8, 1996 to ?",['Winter 1996'],Saturdays at 18:00 (JST),"['Yomiuri Telecasting', 'Shogakukan', 'Audio Planning U', 'Tokyo Movie', 'Polydor Records']","['Funimation', 'Crunchyroll']",['TMS Entertainment'],['Manga'],"['Adventure', 'Comedy', 'Mystery']",,24 min.,PG-13 - Teens 13 or older,8.17,#434,#703,"360,531","15,322",164220,"Shinichi Kudou, a high school student of astounding talent in detective work, is well known for having solved several challenging cases. One day, when Shinichi spots two suspicious men and decides to follow them, he inadvertently becomes witness to a disturbing illegal activity. Unfortunately, he is caught in the act, so the men dose him with an experimental drug formulated by their criminal organization, leaving him to his death. However, to his own astonishment, Shinichi lives to see another day, but now in the body of a seven-year-old child. Perfectly preserving his original intelligence, he hides his real identity from everyone, including his childhood friend Ran Mouri and her father, private detective Kogorou Mouri. To this end, he takes on the alias of Conan Edogawa, inspired by the mystery writers Arthur Conan Doyle and Ranpo Edogawa. Shinichi, as Conan, starts secretly solving the senior Mouri's cases from behind the scenes with his still exceptional sleuthing skills, while covertly investigating the organization responsible for his current state, hoping to reverse the drug's effects someday. [Written by MAL Rewrite]","['Adaptation (Manga) Meitantei Conan', '']",Meitantei Conan,['Shounen'],['Detective'],,Case Closed,,,
69,"Shangri-La Frontier: Crappy Game Hunter Challenges God-Tier Game, Shanfro",シャングリラ・フロンティア～クソゲーハンター、神ゲーに挑まんとす～,Shangri-La Frontier,['TV'],25,Finished Airing,"Oct 1, 2023 to Mar 31, 2024",['Fall 2023'],Sundays at 17:00 (JST),"['Dentsu', 'Mainichi Broadcasting System', 'Kodansha', 'flying DOG', 'Sammy', 'Crunchyroll', 'Tencent Japan', 'Netmarble']","None found,",['C2C'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,25 min. per ep.,PG-13 - Teens 13 or older,8.08,#545,#691,"363,213","2,945",181269,"High school student Rakurou Hizutome has a peculiar hobby of playing poorly made games—ones that are unbalanced or are filled with so many bugs that make them borderline unplayable. The few who share his hobby might recognize him by his in-game name, Sunraku. For his next game, Rakurou is recommended Shangri-La Frontier, a popular and well-received virtual reality game as a breather from the terrible games he has been playing recently. Once he boots up the game, Rakurou decides to sell off most of his starting gear to gain extra money, leaving himself with only a pair of boxers, a bird mask, and some weapons. He is instantly hooked as he meticulously levels up his avatar. However, after encountering some intimidating monsters, he realizes that he may have underestimated the challenge that a mainstream game can offer. As Rakurou progresses, he must draw on all the skills he has perfected from his previous gaming experience. Before long, Sunraku's eccentric playstyle takes Shangri-La Frontier by storm. [Written by MAL Rewrite]","['Sequel (TV) Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su 2nd Season', 'Adaptation (Manga) Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su']","Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su",['Shounen'],['Video Game'],,,,,
70,,アンデッドアンラック,,['TV'],24,Finished Airing,"Oct 7, 2023 to Mar 23, 2024",['Fall 2023'],Saturdays at 01:23 (JST),"['TMS Entertainment', 'Mainichi Broadcasting System', 'Magic Capsule', 'Shueisha']","None found,",['David Production'],['Manga'],"['Action', 'Comedy']",,23 min. per ep.,R - 17+ (violence & profanity),7.76,#1124,#856,"305,798","1,740",106100,"With the conclusion of her favorite romance manga, Fuuko Izumo is ready to end her life of misery and loneliness having long accepted her fate of never being able to experience passionate love like fictional characters. Cursed with ""unluck,"" anyone Fuuko touches is in grave danger of experiencing unimaginable calamity. While the possibility of imminent danger would have most sane people run in the opposite direction, Undead has other ideas. He is an immortal being with superhuman regenerative powers desperately seeking death, which has always eluded him. When their paths finally cross, Undead sees an opportunity to finally end his suffering by using Fuuko's unluck. But before Undead can unlock the full potential of Fuuko's power to trigger the final devastating blow, the duo must first fend off a murderous secret organization hell-bent on exterminating those with special abilities. [Written by MAL Rewrite]","['Sequel (Special) Undead Unluck (Special)', 'Adaptation (Manga) Undead Unluck']",Undead Unluck,['Shounen'],['Super Power'],,,,,
71,,ラグナクリムゾン,,['TV'],24,Finished Airing,"Oct 1, 2023 to Mar 31, 2024",['Fall 2023'],Sundays at 01:30 (JST),"['Square Enix', 'Mainichi Broadcasting System', 'Movic', 'King Records', 'BS11', 'NewGin', 'GREE Entertainment']",['Sentai Filmworks'],['SILVER LINK.'],['Manga'],"['Action', 'Fantasy']",,24 min. per ep.,R - 17+ (violence & profanity),7.55,#1785,#1103,"235,170","1,417",86065,"Said to be humanity's natural enemy, formidable dragons that belong to an ancient bloodline roam the world. Only two ways prove effective to kill a dragon: freezing their blood with silverine—an aura that comes from silver weapons—or letting their bodies be incinerated by sunlight. Young hunter prodigy Leonica is accompanied by her close friend Ragna, who appears to lack the skills necessary in their profession. Moreover, many shun Ragna, considering him cursed because dragons always seem to attack him and slaughter his close ones. Nevertheless, Leonica sees potential in Ragna and gladly partners up with him. Likewise, Ragna feels certain that Leonica is immune to his misfortune thanks to her incredible strength. His confidence is shaken, however, when Ragna dreams of Leonica's death, believing this to be a prophecy. As the destined day arrives, he comes face-to-face with his future self, who bestows him enormous power and memories from the future to ensure Leonica's safety. In order to succeed, Ragna must join forces with a mysterious figure known as Crimson and eradicate all dragons for good. [Written by MAL Rewrite]","['Adaptation (Manga) Ragna Crimson', '']",Ragna Crimson,['Shounen'],,,,,,
72,,クレヨンしんちゃん,Shin Chan,['TV'],Unknown,Currently Airing,"Apr 13, 1992 to ?",['Spring 1992'],Fridays at 19:30 (JST),['TV Asahi'],['Funimation'],['Shin-Ei Animation'],['Manga'],"['Comedy', 'Ecchi']",,21 min.,G - All Ages,7.80,#1028,#2399,"87,967","1,328",42152,"There is no such thing as an uneventful day in the life of kindergartener Shinnosuke ""Shin-chan"" Nohara. The five-year-old is a cut above the most troublesome, perverted, and shameless kid one can imagine. Shin-chan is almost always engaged in questionable activities such as forgetting about a friend during hide and seek, sumo wrestling for love, performing various gags including the notorious ""elephant"" in public, and flirting with college girls. The exemplary troublemaker has done it all and has no plans to stop anytime soon. Crayon Shin-chan follows the daily shenanigans of Shin-chan with his group of friends, parading around as the self-proclaimed ""Kasukabe Defense Force."" The adults witnessing these shenanigans unfold can't help but adore Shin-chan, as he keeps them entertained while unintentionally solving their daily troubles through his mindless antics—leaving himself as the only problem they do not know what to do with. [Written by MAL Rewrite]","['Adaptation (Manga) Crayon Shin-chan', '']",Crayon Shin-chan,['Seinen'],['School'],,Shin Chan,Shin Chan,,
73,,七つの大罪  黙示録の四騎士,The Seven Deadly Sins: Four Knights of the Apocalypse,['TV'],24,Finished Airing,"Oct 8, 2023 to Mar 31, 2024",['Fall 2023'],Sundays at 16:30 (JST),"['VAP', 'Dentsu', 'TMS Entertainment', 'TBS', 'Kodansha', 'Movic', 'Sammy', 'Marui Group', 'Unlimited Produce by TMS']","None found,",['Telecom Animation Film'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,23 min. per ep.,PG-13 - Teens 13 or older,7.27,#2975,#2547,"80,262",418,22062,"Percival has always lived with his grandfather on God's Finger, a remote haven that sits high above the clouds. And though he loves the simple life, he secretly longs for adventure. But Percival's life is changed forever when an intruder—who shares a shocking connection with him—tears away everything he's ever known. With nothing left to do but chase down the one who took everything from him, Percival sets out on his own. During his journey, the sheltered boy discovers that there are a lot of things he doesn't know about normal life. Luckily, he meets friends along the way who can help him get by—but how will they react when they find out about Percival's destiny... and how it's connected to the end of the world? (Source: Kodansha USA)","['Prequel (TV) Nanatsu no Taizai: Funnu no Shinpan', 'Sequel (TV) Nanatsu no Taizai: Mokushiroku no Yonkishi 2nd Season', 'Adaptation (Manga) Mokushiroku no Yonkishi', '']",Nanatsu no Taizai: Mokushiroku no Yonkishi,['Shounen'],,,,,,
74,"Heat the Pig Liver: The Story of a Man Turned Into a Pig, ButaLiver",豚のレバーは加熱しろ,Butareba -The Story of a Man Who Turned into a Pig-,['TV'],12,Finished Airing,"Oct 8, 2023 to Feb 6, 2024",['Fall 2023'],Sundays at 00:30 (JST),"['Aniplex', 'BS11', 'Kadokawa']",['Aniplex of America'],['Project No.9'],['Light novel'],"['Adventure', 'Fantasy']",,24 min. per ep.,PG-13 - Teens 13 or older,6.30,#8254,#3464,"46,255",96,16401,"An arrogant scientist awakens in the middle of a muddy pigpen, and the last thing he remembers is eating a raw pig liver and collapsing in the subway. He quickly gathers that he has turned into a pig and is now in a strange fantasy land. As he struggles to grasp reality, a young girl named Jess comes to his aid. Jess happens to be a Yesma—a discriminated class of servants distinguished by their telepathic abilities and the silver collars around their necks. Despite his inappropriate thoughts about her, Jess makes sacrifices for his sake, and the pig resolves to repay her the best he can within the limits of his new body. But Jess' generosity does not absolve her from the prejudice the Yesmas face daily, and the pig begins to suspect that Jess is in greater danger than she thinks. While he wants to visit the royal capital and beg the king to change him back into a human, the pig realizes that he cannot simply turn his back on his kind savior. [Written by MAL Rewrite]","['Adaptation (Manga) Buta no Liver wa Kanetsu Shiro', 'Adaptation (Light Novel) Buta no Liver wa Kanetsu Shiro']",Buta no Liver wa Kanetsu Shiro,,['Isekai'],,,,,
