,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genre,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,Genres,Theme,Demographics
194,DRIFTERS Special edition,,,,,['OVA'],1,Finished Airing,"Jun 6, 2016",,,['NBCUniversal Entertainment Japan'],"None found,",['Hoods Entertainment'],['Manga'],,"['Adult Cast', 'Gore', 'Historical', 'Isekai', 'Military', 'Samurai']",['Seinen'],41 min.,R - 17+ (violence & profanity),7.64,#1453,#3968,"35,584",26,16581,Bundled with the fifth manga volume.,"['Adaptation (Manga) Drifters', '']",Drifters: Special Edition,Drifters OVA,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,
195,都市伝説シリーズ,,,,,['OVA'],6,Finished Airing,"Jan 22, 2016 to Sep 7, 2018",,,['Mary Jane'],"None found,",['New Generation'],['Manga'],['Hentai'],,,19 min. per ep.,Rx - Hentai,7.35,N/A,#4034,"34,433",303,14256,"Urban legends told throughout Japan are meant to frighten the population, mainly those of school age, through stories involving abnormal entities or supernatural occurrences. But what happens when this folklore turns into pleasurable encounters with paranormal ladies? The stories of Hanako Hasegawa, a trapped girl with a tragic past; Sadako, a woman who can only appear virtually; Hachishaku-sama, a god who has been forgotten; and Mary, a thrown away doll, join together in a truly climactic narrative. [Written by MAL Rewrite]","['Adaptation (Manga) Toshi Densetsu Bitch: Joshikai', '']",Toshi Densetsu Series,Urban Legend Series,,,
196,バカな妹を利口にするのは俺の××だけな件について,,,,,['OVA'],4,Finished Airing,"Apr 28, 2016 to Jul 29, 2016",,,"None found,","None found,",['Collaboration Works'],Visual novel,['Hentai'],,,16 min. per ep.,Rx - Hentai,7.10,N/A,#4866,"22,818",159,11083,"To overcome his attraction for his younger sister Hana, Yuuichi Mitsui made sure to enroll at a university far away from his home. Unfortunately, being separated from her only strengthened his feelings. He continues to feel guilty for harboring illicit thoughts when suddenly, Hana shows up at his doorstep on a summer morning, looking more beautiful than ever. However, despite her physical maturity, her intellect is that of a child. Consequently, Yuuichi tries to hold back from laying a hand on his innocent sister. But it is easier said than done, especially when Hana's ignorance—combined with her innocence—makes her a woman that Yuuichi can't help but desire. [Written by MAL Rewrite]","['Adaptation (Light Novel) Baka na Imouto wo Rikou ni Suru no wa Ore no xx dake na Ken ni Tsuite', '']",Baka na Imouto wo Rikou ni Suru no wa Ore no xx dake na Ken ni Tsuite,,,,
197,アルスラーン戦記 外伝,,,,,['OVA'],2,Finished Airing,"May 9, 2016 to Nov 9, 2016",,,"None found,","None found,",['LIDENFILMS'],['Manga'],,,['Shounen'],24 min. per ep.,R - 17+ (violence & profanity),6.99,#4410,#4954,"21,841",17,8083,"It has been announced that Hiromu Arakawa's Arslan Senki manga will bundle OVAs in the fifth and sixth volumes, to be released on May 9 and November 9 respectively. The first OVA will include an original story supervised by Hiromu Arakawa, while the content of the second OVA has not been announced yet.",[],Arslan Senki (TV) Gaiden,"The Heroic Legend of Arslan,Arslan Senki (TV) OVA","['Adventure', 'Fantasy']",['Historical'],
198,えなじぃキョーカ!!,,,,,['OVA'],2,Finished Airing,"Apr 8, 2016 to Jun 10, 2016",,,['EDGE'],"None found,",['Studio Eromatick'],['Manga'],['Hentai'],,,20 min. per ep.,Rx - Hentai,6.92,N/A,#5031,"21,056",182,9992,"Kyouka Shiraishi is a beautiful and lively high school student. Thanks to a well-developed body and seductive nature, no man is able to resist her allure. One day, she finds herself in dire need of cash to pay off her cell phone bills. Without a quick way to find a substantial amount of money, she decides to make use of her natural gifts—and there is no better place to do so than her own school. Shiraishi is soon caught with her pants down by the student committee. However, Reona Houjou, the committee president, is ready to turn a blind eye to her misbehavior in exchange for a favor. Unaware of what that entails, Shiraishi eagerly agrees in order to get off the hook. As she finds herself blackmailed into working part-time in a gentlemen's club run by Reona's mother, she is left with no choice but to dive headlong into this new world of perverse pleasure. [Written by MAL Rewrite]",[],Energy Kyouka!!,,,,
199,ヌーディストビーチに修学旅行で!! THE ANIMATION,In school trip to the nudist beach!!,,,,['OVA'],2,Finished Airing,"May 27, 2016 to Oct 28, 2016",,,['Pink Pineapple'],"None found,",['Seven'],['Manga'],['Hentai'],,,23 min. per ep.,Rx - Hentai,6.97,N/A,#5289,"18,633",102,8268,"Led by their foreign female teacher, Suomi, the students of a certain high school set out on a trip to the Yarimoku nudist beach. There is only one rule the students must follow: it is forbidden to have erections. Hoping to create bonds between her students, Suomi pairs the female students with those who need to relieve their erections. Due to the visual spectacle provided by his classmates, Naotatsu Nagato is the first and only to break his teacher's rule. However, Naotatsu's seemingly insatiable lust proves to be problematic for his female classmates. [Written by MAL Rewrite]","['Sequel (OVA) Yarimoku Beach ni Shuugakuryokou de!! The Animation', 'Adaptation (Manga) Nudist Beach ni Shuugaku Ryokou de!!']",Nudist Beach ni Shuugaku Ryokou de!! The Animation,,,,
200,鬼父 化ケーション,,,,,['OVA'],1,Finished Airing,"Apr 28, 2016",,,"None found,","None found,",['PoRO'],Visual novel,['Hentai'],,,31 min.,Rx - Hentai,6.74,N/A,#5528,"16,521",35,6877,"The family holiday didn't quite live up to Airi Akizuki's expectations. Her stepfather, Kouzou Akizuki, decided to take her on a weekend trip to a ski resort—after all, nothing brings a family closer than shedding some sweat under the crisp winter sky. However, as it soon turns out, Airi is not the most skillful skier out there. Moreover, as the wind picks up and a snowstorm looms on the horizon, the pair finds themselves trapped in a chilly cavern. They are losing heat at a frightening pace, but there is one activity that will keep them warm for sure. [Written by MAL Rewrite]","['Prequel (OVA) Oni Chichi: Refresh♥', '']",Oni Chichi: Vacation,Oni Chichi: Kakeeshon,,,
201,こいなか -小田舎で初恋×中出しセクシャルライフ- THE ANIMATION,,,,,['OVA'],1,Finished Airing,"Apr 28, 2016",,,['Pink Pineapple'],"None found,",['G-Lam'],Visual novel,['Hentai'],,,29 min.,Rx - Hentai,7.03,N/A,#6180,"12,396",80,5281,"Set in a rural town, Kouta is the only son and heir to the Mikomori shrine in the small redeveloping town of Tsumagoi-chou which had been declining in popularity. He didn’t have any interest in inheriting the shrine. Instead, he focused on his studies, aiming to be a civil servant upon graduation. His widowed father talked about marrying a young girl, but then he suddenly disappeared. That girl Erina came to live with him, along with her younger sister Motoka. With the help of his childhood friend Mio and a few supporters of the shrine, they managed to continue living normal lives. One day, Erina brought home a girl Mai, who called herself his fiancée. One thing led to another, culminating with Erina ordering him to get her pregnant.",[],Koinaka: Koinaka de Hatsukoi x Nakadashi Sexual Life The Animation,,,,
202,恥辱の制服,,,,,['OVA'],2,Finished Airing,"May 20, 2016 to Jun 17, 2016",,,"['Lune-Pictures', 'Bishop']","None found,",['T-Rex'],Visual novel,['Hentai'],,,15 min. per ep.,Rx - Hentai,6.91,N/A,#6767,"9,971",28,3903,Based on the game by Bishop.,"['Adaptation (Light Novel) Chijoku no Seifuku', '']",Chijoku no Seifuku,,,,
203,普通の女子校生が【ろこどる】やってみた流。OVA,,Locodol OVA,Locodol OVA,Locodol OVA,['OVA'],2,Finished Airing,"Mar 23, 2016 to Jun 22, 2016",,,['DAX Production'],"None found,",['feel.'],['4-koma manga'],,,,24 min. per ep.,PG-13 - Teens 13 or older,7.05,#4137,#7263,"8,396",4,3808,"A new OVA for the idol girls series Futsuu no Joshikousei ga [Locodol] Yatte Mita. has been announced on the anime’s official Twitter. The news was first given at the 2nd Early Summer Nagarekawa Festival which took place at the Differ Ariake Arena in Tokyo today, and consisted of live events including the main cast of the anime. (Source: MAL News)","['Prequel (Special) Futsuu no Joshikousei ga [Locodol] Yattemita.: Nagarekawa, Annai Shitemita.', 'Adaptation (Manga) Futsuu no Joshikousei ga [LocoDol] Yattemita.']",Futsuu no Joshikousei ga [Locodol] Yattemita. OVA,Locodol OVA,"['Comedy', 'Slice of Life']",['Idols (Female)'],
204,LO Re：パコ すくすくみずきちゃん THE ANIMATION,,,,,['OVA'],1,Finished Airing,"May 6, 2016",,,['Chippai'],"None found,",['Studio 1st'],['Manga'],['Hentai'],,,17 min.,Rx - Hentai,6.43,N/A,#7345,"8,179",56,3529,Based on the manga by Red Akazawa.,"['Adaptation (Manga) Lolipaco: Black Pals!', '']",Lo Re: Pako Sukusuku Mizuki-chan The Animation,,,,
205,なま LO Re: なまけもの THE ANIMATION,,,,,['OVA'],1,Finished Airing,"Jun 3, 2016",,,"['MS Pictures', 'Chippai']","None found,",['Studio 1st'],['Manga'],['Hentai'],,,17 min.,Rx - Hentai,6.46,N/A,#7423,"7,875",35,3300,An adaptation of the one-shot Namakemono by Akazawa Red.,"['Sequel (OVA) Nama Lo Re: Furachimono The Animation', 'Adaptation (Manga) Nama Loli♡']",Nama Lo Re: Namakemono The Animation,,,,
206,魔将の贄3,,,,,['OVA'],2,Finished Airing,"Jun 24, 2016 to Dec 9, 2016",,,['Mediabank'],"None found,",['Anime Antenna Iinkai'],Visual novel,['Hentai'],,,29 min. per ep.,Rx - Hentai,6.42,N/A,#7626,"7,384",39,2947,"Long ago, the infamous pirate Van Clad ruled the seas unchallenged—that is, until his cunning navigator orchestrated a mutiny and slayed him during a treasure expedition. However, before drawing his last breath, he swore to one day return and claim his vengeance upon the descendants of his betrayers. Three hundred years later, the young naval officer Klaus Ainhart stumbles upon Van Clad's final resting place. While exploring the deceased pirate's remains, Klaus is suddenly possessed by Van Clad's malevolent spirit. Now in possession of the officer's memories, the newly reborn pirate learns that his host is actually a celebrated military figure from the Kingdom of Austria, founded by none other than the traitorous navigator who killed him centuries ago. Under the guise of Klaus, Van Clad carries out a sinister plan to defile the legacy of the man he hates the most—by enslaving the women of Austria and turning the kingdom into a pirate lair. [Written by MAL Rewrite]",[],Mashou no Nie 3,,,,
207,放課後Initiation,,,,,['OVA'],2,Finished Airing,"Jun 17, 2016 to Sep 2, 2016",,,"['Queen Bee', 'Mediabank']","None found,",['Studio 9 Maiami'],['Manga'],['Hentai'],,,21 min. per ep.,Rx - Hentai,6.37,N/A,#7786,"7,027",20,2639,Adaptation of the manga by Arai Kei.,"['Adaptation (Manga) Houkago Initiation', '']",Houkago Initiation,,,,
208,キミにマジきゅんっ！,,,,,['OVA'],1,Finished Airing,"May 18, 2016",,,"['Broccoli', 'Pony Canyon']","None found,",['Sunrise'],Mixed media,,"['Music', 'Reverse Harem', 'School']",,6 min.,PG-13 - Teens 13 or older,6.64,#6218,#8606,"5,537",16,1177,"Full chorus animation and situational anime bundled as a DVD with the ""Kimi ni Maji Kyun!"" CD release.",[],Kimi ni Maji Kyun!,"Kimi ni Magic★Kyun!, Magic Kyun! Renaissance","['Fantasy', 'Romance']",,
209,シティーハンター 新作アニメ「りょうのプロポーズ」,,,,,['OVA'],1,Finished Airing,May 2016,,,"None found,","None found,",['Kamikaze Douga'],['Manga'],,,,9 min.,PG-13 - Teens 13 or older,6.81,#5262,#10054,"3,483",2,739,"A scan of the upcoming issue of Monthly Comic Zenon magazine, revealed that City Hunter will be receiving a new OVA adaptation. It will be bundled with the release of the new version of the manga, City Hunter XYZ Edition, on July 18. This announcement was made to commemorate the 30th anniversary of City Hunter. The OVA will promote the new animation and cast members. (Source: MAL News)",[],City Hunter: Ryou no Propose,,"['Action', 'Comedy', 'Mystery']",['Detective'],
210,ずっと前から好きでした。～告白実行委員会～,I've Always Liked You,I've Always Liked You,I've Always Liked You,I've Always Liked You,['Movie'],1,Finished Airing,"Apr 23, 2016",,,"['Aniplex', 'Dentsu', 'Kadokawa Shoten', 'Movic', 'Fuji TV', 'Milestone Music Publishing', 'Lawson', 'MusicRay’n']",['Aniplex of America'],['Qualia Animation'],Music,['Romance'],,,1 hr. 4 min.,PG-13 - Teens 13 or older,7.20,#3390,#1055,"244,991",684,102508,"Love is blooming at Sakuragaoka High School. Natsuki Enomoto has finally mustered the courage to confess to her childhood friend, Yuu Setoguchi. However, in the final moments of her confession, an embarrassed Natsuki passes it off as a ""practice confession."" Oblivious to her true feelings and struggling with his own, Yuu promises to support Natsuki in her quest for love. While Natsuki deals with her failed confession, fellow classmate Koyuki Ayase struggles with his own feelings for Natsuki. Despite his timidness, he is determined to win over her heart. Zutto Mae Kara Suki deshita.: Kokuhaku Jikkou Iinkai follows Natsuki as she dreams of one day ending her practices and genuinely confessing to Yuu. Meanwhile, close friends also find themselves entangled in their own webs of unrequited love and unspoken affections. [Written by MAL Rewrite]","['Sequel (Movie) Suki ni Naru Sono Shunkan wo. Kokuhaku Jikkou Iinkai', 'Adaptation (Light Novel) Kokuhaku Yokou Renshuu Series']",Zutto Mae kara Suki deshita. Kokuhaku Jikkou Iinkai,"HoneyWorks: I've Liked You Since Long Ago, I've liked you for a long time.: Confession Committee, I've had feelings for you since a long time ago.: Executive Confession Committee",,['School'],
211,遊☆戯☆王 THE DARK SIDE OF DIMENSIONS,,Yu-Gi-Oh! Film: The Darkside of Dimensions,,,['Movie'],1,Finished Airing,"Apr 23, 2016",,,"['TV Tokyo', 'Nihon Ad Systems', 'Shueisha', 'Konami Digital Entertainment']",['Manga Entertainment'],['Gallop'],['Manga'],['Adventure'],,['Shounen'],2 hr. 10 min.,PG-13 - Teens 13 or older,7.51,#1930,#2491,"83,452",330,49534,"Obsessed with revenge against the King of Games, Seto Kaiba commences an excavation in Egypt to find the fragments of the Millennium Puzzle, which once retained the spirit of the ""counterpart Yuugi."" However, a cloaked man steals two pieces of the Puzzle and disappears before it could be reconstructed. Meanwhile, now in their final year of high school, Yuugi Mutou and his friends plan for their futures, unaware of the danger lurking close by. Yu☆Gi☆Oh! The Dark Side of Dimensions tells the tale of vindictive forces distorting reality in whatever way they please. Will Seto and Yuugi move past their differences and save the world, or will Seto's own greed get the better of him? [Written by MAL Rewrite]","['Prequel (TV) Yu☆Gi☆Oh! Duel Monsters', '']",Yu☆Gi☆Oh! The Dark Side of Dimensions,"Yu-Gi-Oh!: The Dark Side of Dimensions, Yugioh",,['Strategy Game'],
212,劇場版　名探偵コナン　純黒の悪夢（ナイトメア）,Detective Conan Movie 20: The Darkest Nightmare,Detektiv Conan Film 20: Der dunkelste Albtraum,Detective Conan Película 20: La Pesadilla más Oscura,Detective Conan Film 20: Le pire cauchemar,['Movie'],1,Finished Airing,"Apr 16, 2016",,,"None found,",['Discotek Media'],['TMS Entertainment'],['Manga'],,,['Shounen'],1 hr. 52 min.,G - All Ages,8.17,#434,#3568,"44,042",100,24673,"On a dark night, the Japanese police is raided by a spy. Different countries' intelligence agencies—such as England's MI6, Germany's BND, and America's CIA—as well as the FBI's secret files are going to be taken, but public safety officers lead by Tooru Amuro arrive just in time. The spy steals a car and escapes. The spy and Amuro are then locked in a dead heat on the highway, and just as it is about to cause an accident with multiple cars, the spy's car is hit by FBI agent Shuichi Akai's rifle bullet and falls of the roadway. The next day, Conan and his friends go to a newly-remodeled aquarium in Tokyo. Under the main attraction, a Ferris wheel, Conan finds an attractive woman alone and injured. Her left and right eyes are different colors. But the woman is in a state of amnesia where she doesn't even remember her own name, and the cellphone she's carrying is broken. Conan and his friends promise to help her regain her memory, so they stay with her. Throughout all this, Vermouth is watching behind the scenes. Afterwards, she pulls out a silencer and speaks into an attached intercom, ""It's as planned, Gin.""","['Sequel (Movie) Meitantei Conan Movie 22: Zero no Shikkounin', 'Adaptation (Manga) Meitantei Conan: Junkoku no Nightmare']",Meitantei Conan Movie 20: Junkoku no Nightmare,Detective Conan Movie 20: Pitch Black Nightmare,"['Action', 'Mystery']",['Detective'],
213,劇場版 響け！ユーフォニアム～北宇治高校吹奏楽部へようこそ～,Sound! Euphonium the Movie: Welcome to the Kitauji High School Concert Band,,,,['Movie'],1,Finished Airing,"Apr 23, 2016",,,"['Lantis', 'Shochiku']",['Eleven Arts'],['Kyoto Animation'],Novel,,"['Music', 'Performing Arts', 'School']",,1 hr. 43 min.,PG-13 - Teens 13 or older,7.60,#1596,#4102,"33,435",30,11969,"After swearing off music due to an incident at the middle school regional concert band competition, euphonist Kumiko Oumae enters high school hoping for a fresh start. As fate would have it, she ends up being surrounded by people with an interest in the high school brass band. Kumiko finds the motivation she needs to make music once more with the help of her bandmates, some of whom are new like novice tubist Hazuki Katou; veteran contrabassist Sapphire Kawashima; and band vice president and fellow euphonist Asuka Tanaka. Others are old friends, like Kumiko's childhood friend and hornist-turned-trombonist Shuuichi Tsukamoto, and trumpeter and bandmate from middle school, Reina Kousaka. However, in the band itself, chaos reigns supreme. Despite their intention to qualify for the national band competition, as they currently are, just competing in the local festival will be a challenge—unless the new band advisor Noboru Taki does something about it. [Written by MAL Rewrite]","['Sequel (Movie) Hibike! Euphonium Movie 2: Todoketai Melody', '']",Hibike! Euphonium Movie 1: Kitauji Koukou Suisougaku-bu e Youkoso,Gekijouban Hibike! Euphonium: Kitauji Koukou Suisougaku-bu e Youkoso,,,
214,亜人　第２部「衝突」,Ajin: Demi-Human Movie 2: Confront,Ajin: Collision Teil 2 der Movie,,,['Movie'],1,Finished Airing,"May 6, 2016",,,['TOHO animation'],['Sentai Filmworks'],['Polygon Pictures'],['Manga'],,,['Seinen'],1 hr. 45 min.,R - 17+ (violence & profanity),7.21,#3316,#4429,"28,294",9,6600,"For high schooler Kei—and for at least forty-six others—immortality comes as the nastiest surprise ever. Sadly for Kei, such a feat doesn't make him a superhero. In the eyes of both the general public and governments, he's a rare specimen who needs to be hunted down and handed over to scientists to be experimented on for life—a demi-human who must die a thousand deaths for the benefit of humanity. (Source: Vertical)","['Prequel (Movie) Ajin Part 1: Shoudou', 'Sequel (Movie) Ajin Part 3: Shougeki', 'Adaptation (Manga) Ajin', '']",Ajin Part 2: Shoutotsu,,"['Action', 'Horror', 'Mystery', 'Supernatural']",['Gore'],
215,機動戦士ガンダム サンダーボルト DECEMBER SKY,Mobile Suit Gundam Thunderbolt: December Sky,,,,['Movie'],1,Finished Airing,"Jun 25, 2016",,,"None found,",['NYAV Post'],['Sunrise'],['Manga'],,"['Mecha', 'Military', 'Space']",,1 hr. 9 min.,R - 17+ (violence & profanity),7.94,#753,#4597,"26,181",200,14417,"Federation troops and Zeon forces carry out a fierce battle in the Thunderbolt Sector in what was once Side 4 ""Moore."" The Thunderbolt Sector is a shoal zone composed of the debris of destroyed space colonies, named for the electrical discharges from the metal debris. MS pilot Io Flemming is among the Federation soldiers who are dispatched to the area, where Zeon sniper Daryl Lorenz awaits them on the battlefield. (Source: Gundam Wikia)","['Sequel (Movie) Kidou Senshi Gundam Thunderbolt: Bandit Flower', 'Adaptation (Manga) Kidou Senshi Gundam Thunderbolt']",Kidou Senshi Gundam Thunderbolt: December Sky,,"['Action', 'Drama', 'Sci-Fi']",,
216,劇場版 牙狼〈GARO〉‐DIVINE FLAME‐,,,,,['Movie'],1,Finished Airing,"May 21, 2016",,,['Tohokushinsha Film Corporation'],['Funimation'],['MAPPA'],Original,,,,1 hr. 18 min.,R+ - Mild Nudity,7.54,#1819,#4635,"25,572",22,8747,"Leon, who has succeeded the name of Golden Knight ""GARO,"" devotes himself to train a young Makai Knight for the next generation, together with Prince Alfonso of the Valiante Kingdom. Then, they receive an order to exterminate the most beautiful Horror in the world which resides in a neighboring country ""Vazelia."" At the same time, a young Makai Knight for the next generation is kidnapped by an unknown person. Leon desperately follows them, only to find that he is surrounded by his enemies at a dead end. Then, a Makai Knight Dario who was supposed to be missing for some time suddenly appears and rescues him. Under his guidance, Leon is led to the town where he meets up a totally unexpected person. (Source: ANN)","['Prequel (Special) Garo: Honoo no Kokuin - Home', '']",Garo Movie: Divine Flame,,"['Action', 'Fantasy']",,
217,たまゆら～卒業写真～ 第4部 朝-あした-,,,,,['Movie'],1,Finished Airing,"Apr 2, 2016",,,"['Shochiku', 'flying DOG']","None found,",['TYO Animations'],Original,['Slice of Life'],"['CGDCT', 'Iyashikei']",,57 min.,G - All Ages,8.10,#527,#6217,"12,234",79,4051,The final movie of a four-part finale of Tamayura.,"['Prequel (Movie) Tamayura: Sotsugyou Shashin Part 3 - Akogare', '']",Tamayura: Sotsugyou Shashin Part 4 - Ashita,Tamayura Kanketsu-hen Movie 4,,,
218,ファントム オブ キル ―ZEROからの反逆―,,,,,['Movie'],1,Finished Airing,"Apr 7, 2016",,,['Fuji&gumi Games'],"None found,",['Production I.G'],Game,,,,21 min.,R - 17+ (violence & profanity),6.11,#9355,#6575,"10,632",8,3283,"Game producer Jun Imaizumi announced six new projects related to the smartphone game ""Phantom of the Kill"" during a Niconico live broadcast celebrating the game's one-year anniversary on Friday. One of the new projects is a 15-minute anime concept film. Naoyoshi Shiotani (Psycho-Pass, Blood-C: The Last Dark) will direct the concept film at Production I.G Fuji & Gumi Games' strategy drama RPG follows mysterious girls who carry the names of legendary weapons (such as ""Masamune"") as they search for their lost memories. The game allows players to collect characters and weapons, and enter dungeons to engage in turn-based tactical battles. (Source: ANN)",[],Phantom of the Kill: Zero kara no Hangyaku,Phantom of the Kill: Zero's Rebellion,"['Action', 'Adventure', 'Fantasy']",,
219,劇場版 明治東亰恋伽 〜花鏡の幻想曲〜,,,,,['Movie'],1,Finished Airing,"May 6, 2016",,,['MAGES.'],"None found,",['Studio Deen'],Visual novel,,"['Historical', 'Reverse Harem', 'Time Travel']",['Josei'],59 min.,PG-13 - Teens 13 or older,6.44,#7471,#8996,"4,902",7,504,"Sequel to Meiji Tokyo Renka: Yumihari no Serenade, which follows Mei Ayazuki as she travels back in time and falls in love with historical figures.","['Prequel (Movie) Meiji Tokyo Renka Movie 1: Yumihari no Serenade', '']",Meiji Tokyo Renka Movie 2: Hanakagami no Fantasia,,"['Fantasy', 'Romance']",,
220,映画クレヨンしんちゃん 爆睡! ユメミーワールド大突撃,Crayon Shin-chan: Fast Asleep! The Great Assault on the Dreaming World!,,,,['Movie'],1,Finished Airing,"Apr 16, 2016",,,"['TV Asahi', 'Asatsu DK']","None found,",['Shin-Ei Animation'],['Manga'],['Comedy'],,['Seinen'],1 hr. 36 min.,G - All Ages,7.18,#3491,#9572,"4,052",4,2100,"A story set in the dream world, depicting the Kasukabe Defense Forces and the Nohara Family fighting against a nightmare trouble. One day the people in Kasukabe come to be able to have dreams they want in their sleep, after having a strange dream in which a giant fish swallows them. The people enjoy having their own distinctive dream in the dream world, but the world gradually changes into a nightmare world. Shinnosuke Nohara and Kasukabe Defense Forces members let Saki Nubatama, a girl who moves in Kasukabe, join the group, and they go into the dream world to explore the cause of the nightmare. (Source: Manabu Tsuribe)","['Prequel (Movie) Crayon Shin-chan Movie 23: Ora no Hikkoshi Monogatari - Saboten Daisuugeki', 'Sequel (Movie) Crayon Shin-chan Movie 25: Shin-chan Shuurai! Uchuujin Shiriri']",Crayon Shin-chan Movie 24: Bakusui! Yumemi World Dai Totsugeki,,,,
221,シンドバッド,Sinbad: Night at High Noon and the Wonder Gate,,,,['Movie'],1,Finished Airing,"May 14, 2016",,,['Shirogumi'],"None found,",['Nippon Animation'],Original,['Adventure'],,,51 min.,G - All Ages,6.29,#8314,#12278,"1,765",0,483,"The search for Sana’s comrades continues. Sara who opens up her heart to Sinbad reveals her horrible story of how her father’s apprentice Galip destroyed the peaceful kingdom and her family by using the wizardly power. Suddenly the Magic Lamp shows the passage “to the Wonder Gate to the land of ancestors that appears in the Night at High Noon,” but Galip’s solders block their path. (Source: ANN)","['Prequel (Movie) Sinbad: Mahou no Lamp to Ugoku Shima', '']",Sinbad: Mahiru no Yoru to Fushigi no Mon,,,,
222,サティの「パラード」,"""Parade"" de Satie",,,,['Movie'],1,Finished Airing,May 2016,,,"None found,","None found,","['Yamamura Animation, Inc.']",Original,['Avant Garde'],,,14 min.,G - All Ages,5.33,#12596,#13266,"1,311",1,634,A Parade for three managers and four performers. (Source: Yamamura Animation),[],"""Parade"" de Satie","Satie's ""Parade""",,['Music'],
223,夏のゲロは冬の肴,Summer's Puke is Winter's Delight,,,,['Movie'],1,Finished Airing,"Apr 12, 2016",,,['Tamabi'],"None found,","None found,",Original,['Avant Garde'],,,2 min.,R+ - Mild Nudity,3.86,#13784,#13686,"1,168",1,684,Painful events become memories over time. Still. we vomit and eat again. Life is Eco. (Source: Vimeo),[],Natsu no Gero wa Fuyu no Sakana,,,['Music'],
224,なぜ生きる─蓮如上人と吉崎炎上─,,,,,['Movie'],1,Finished Airing,"May 21, 2016",,,['Miracle Bus'],"None found,",['Studio Deen'],Book,,,,1 hr. 26 min.,PG-13 - Teens 13 or older,5.91,#10392,#13836,"1,118",0,115,"Ryouken, a young man who hates temples and monks, laments his misfortunes but finds hope in his soon-to-be-born child. An unfortunate accident took everything from Ryouken. In the days of self-abandonment and suffering in darkness, Ryouken finds the teachings of the high priest Rennyo. In it, he finds answers to the question ""Why live"" as explained by the sage Shinran. As he is drawn into the teachings and no longer hesitates, Ryouken becomes Rennyo's apprentice. The number of worshippers increase, but the Honganji temple becomes a target of the other sects, forcing Ryouken and Rennyo to flee from Kyoto. In order to find a new place to teach, they arrive in Yoshizaki (now in Fukui Prefecture) in the Hokuriku region.",[],Naze Ikiru: Rennyo Shounin to Yoshizaki Enjou,,,['Historical'],
225,,,,,,['Movie'],1,Finished Airing,"Apr 26, 2016",,,['Decovocal'],"None found,","None found,",Original,['Avant Garde'],,,5 min.,G - All Ages,5.40,#12424,#15160,774,1,371,An animated short film produced by past students of Taku Furukawa based on colors.,[],Moving Colors,,,,
226,Controller of Controller,Controller of Controller,,,,['Movie'],1,Finished Airing,"May 18, 2016",,,['Tamabi'],"None found,","None found,",Original,,"['Music', 'Racing']",,7 min.,G - All Ages,5.49,#12134,#17344,472,0,224,A video game character finds a VR headset on the street.,[],Controller of Controller,,"['Avant Garde', 'Comedy']",,
227,绿林大冒险之糖果世界,Jungle Master 2: Candy Planet,,,,['Movie'],1,Finished Airing,"May 27, 2016",,,['Gorilla Pictures'],"None found,",['Shanghai Hippo Animation'],Original,,,,1 hr. 21 min.,G - All Ages,[],#19888,#20958,231,0,,Rainie and her friends soar into a sugar rush of adventure to save their pals on Candy Planet. (Source: IMDB),"['Prequel (Movie) Lulin Da Maoxian', '']",Lulin Da Maoxian: Tangguo Shijie,"Jungle Master: the Candy World, Lu Lin Da Mao Xian Zhi Tang Guo Shi Jie","['Adventure', 'Fantasy']",,
228,妖怪ウォッチ プラネタリウムは星と妖怪がいっぱい！,,,,,['Movie'],1,Finished Airing,"Jun 1, 2016",,,"None found,","None found,","None found,",Game,,"['Mythology', 'Space']",['Kids'],28 min.,G - All Ages,[],#16113,#21044,227,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Youkai Watch: Planetarium wa Hoshi to Youkai ga Ippai!,,"['Sci-Fi', 'Supernatural']",,
229,White Fireworks,,,,,['Movie'],1,Finished Airing,"Jun 29, 2016",,,"None found,","None found,","None found,",Original,['Drama'],,,8 min.,G - All Ages,[],#15286,#21111,223,1,,"A winter night during the war, a bomb maker was making bombs. He made many of them, and all of a sudden, one if them wakes up. ""I'm sorry to make you. You should live as you feel."" The bomb was confused to his situation, born as a weapon, and went in to the woods. After a while, the war ends and one fire work lightens up the night. (Source: YouTube)",[],White Fireworks,,,,
230,극장판 안녕 자두야,,,,,['Movie'],1,Finished Airing,"May 4, 2016",,,"None found,","None found,","None found,",Original,,,['Kids'],1 hr. 15 min.,PG - Children,[],#16582,#23824,115,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Annyeong Jadoo Movie,Hello Jadoo Movie,,,
231,斗龙战士之星印罗盘,,,,,['Movie'],1,Finished Airing,"Jun 1, 2016",,,"None found,","None found,","None found,",Original,['Sci-Fi'],,['Kids'],1 hr. 15 min.,PG - Children,[],#17769,#23833,115,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Dou Long Zhanshi: Xing Yin Luopan,Dragon Warrior: Compass Of Astral Seal,,['Mecha'],
