,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Themes,Theme,Genre,Demographics
64,Hyougemono,へうげもの,,,,,['TV'],39,Finished Airing,"Apr 7, 2011 to Jan 26, 2012",['Spring 2011'],Unknown,"['NHK', 'Sogo Vision']","None found,",['Bee Train'],['Manga'],,['Seinen'],25 min. per ep.,R - 17+ (violence & profanity),7.96,#725,#4312,"29,883",322,5169,"The story is set during Japan's Sengoku Jidai (Era of the Warring States) and centers on Furuta Sasuke, a vassal of the great warlord Oda Nobunaga and a man obsessed with tea ceremony and material desires in his pursuit of a fortuitous life. Having learned from Oda and the legendary tea master Sen no Soueki, Furuta walks the way of the Hyouge Mono. (Source: ANN)","['Adaptation (Manga) Hyouge Mono', '']",Hyouge Mono,"['Adult Cast', 'Historical', 'Samurai', 'Visual Arts']",,,
65,,プリティーリズム オーロラドリーム,,,,,['TV'],51,Finished Airing,"Apr 9, 2011 to Mar 31, 2012",['Spring 2011'],Saturdays at 10:00 (JST),"None found,","None found,",['Tatsunoko Production'],Game,,,23 min. per ep.,PG - Children,7.42,#2264,#4783,"23,848",191,9478,"Aira Harune, a clumsy yet happy-go-lucky girl, is suddenly dragged into the popular world of Prism Shows—an idol show based on figure skating, where performers called ""Prism Stars"" wear outfits encased in Prism Stones and perform stylistic Prism Jumps. Captivated by the dazzling fashion and gorgeous Prism Jumps, Aira decides to become a Prism Star herself. She soon encounters the hot-headed Rizumu ""Rhythm"" Amamiya, who desires to perform the legendary Prism Jump “Aurora Rising”; as well as the prideful Mion Takamine, who dreams of becoming the brightest Prism Star above the rest. The journey of these girls is marked by friendship, growth, and unexpected encounters. Can they perform Prism Jumps high enough to reach their dreams and become the next Prism Queens? [Written by MAL Rewrite]","['Sequel (TV) Pretty Rhythm: Dear My Future', 'Adaptation (Manga) Pretty Rhythm', 'Adaptation (Manga) Pretty Rhythm: Aurora Dream', '']",Pretty Rhythm: Aurora Dream,"['Idols (Female)', 'Music']",,['Sports'],
66,,ドラえもん (2005),,,,,['TV'],Unknown,Currently Airing,"Apr 22, 2005 to ?",['Spring 2005'],Fridays at 19:00 (JST),['TV Asahi'],"None found,",['Shin-Ei Animation'],['Manga'],"['Comedy', 'Sci-Fi']",,25 min.,PG - Children,7.72,#1247,#5002,"21,412",239,9586,"Doraemon (2005) is the most recent anime series based on Fujiko Fujio's manga of the same name. It is the 2005 version of 1979 series, with certain changes in the animation and other things. Doraemon is a cat-like robot who appears in the present to steer Nobita/Noby, who is a dumb, naive and clumsy boy on the right path in order to secure his future. Nobita's love interest is Shizuka Minamoto/Sue, his frenemies are Takeshi Goda/Big G and Suneo/Sneech. (Source: Wikipedia)","['Prequel (TV) Doraemon (1979)', 'Adaptation (Manga) Doraemon']",Doraemon (2005),,['Anthropomorphic'],,"['Kids', 'Shounen']"
67,Suite Pretty Cure♪,スイート プリキュア♪,,,,,['TV'],48,Finished Airing,"Feb 6, 2011 to Jan 29, 2012",['Winter 2011'],Unknown,"None found,","None found,",['Toei Animation'],Original,,,24 min. per ep.,G - All Ages,7.29,#2890,#5407,"17,533",131,7040,"Major Land is a colorful world of music where instruments and notes come to life. During an annual concert event, Hummy, the cat songstress of Major Land, prepares to sing the ""Melody of Happiness,"" capable of spreading happiness to worlds beyond. However, Mephisto, the king of Minor Land, interrupts the event and rewrites the score into the ""Melody of Sorrow""—a dissonant composition that would instead cause despair when performed. In order to prevent this from happening, Hummy is tasked with finding the Precure, renowned warriors with an unmatched passion for music, and recreating the Melody of Happiness. Hummy arrives in Kanon Town, home of musically-inclined athlete Hibiki Houjou and studious baker Kanade Minamino. Engaging only in endless bickers, Hibiki and Kanade were formerly best friends and have since fallen out of touch. Their activities are stopped short by an unwelcome guest—the songstress of Minor Land, Siren. When Siren turns an important record into a gigantic monster, the girls' hearts resonate with the desire to protect what they hold dear and the two transform into the Suite Precure! As legendary warriors, Hibiki and Kanade will have to put their personal squabbles aside if they wish to protect the happiness of the world. [Written by MAL Rewrite]","['Adaptation (Manga) Suite Precure♪: Precure Collection', '']",Suite Precure♪,,['Mahou Shoujo'],['Action'],
68,"Danbooru Senki, Cardboard War Chronicles",ダンボール戦機,LBX: Little Battlers eXperience,,,,['TV'],44,Finished Airing,"Mar 2, 2011 to Jan 11, 2012",['Spring 2011'],Wednesdays at Unknown,"['TV Tokyo', 'Dentsu']",['Dentsu Entertainment USA'],['OLM'],Game,,['Kids'],23 min. per ep.,G - All Ages,7.01,#4347,#6473,"11,060",54,5076,"In 2046, a revolutionary 80% shock-absorbing reinforced cardboard has been developed, rapidly transforming the world's exports. The reinforced cardboard would soon become the battleground for a popular children's hobby called ""LBX"" (Little Battler eXperience). Four years later, a boy named Yamano Ban who loves to play with LBX (although without a mecha himself) is given a case containing the model AX-00 by a mysterious woman. He is told that he now holds the hopes and despairs of mankind in his hands.","['Sequel (TV) Danball Senki W', 'Adaptation (Manga) Danball Senki']",Danball Senki,,['Mecha'],['Action'],
69,,サザエさん,Mrs. Sazae,,,,['TV'],Unknown,Currently Airing,"Oct 5, 1969 to ?",['Fall 1969'],Sundays at 18:30 (JST),['Fuji TV'],"None found,",['Eiken'],['4-koma manga'],"['Comedy', 'Slice of Life']",,24 min.,G - All Ages,6.14,#9125,#7130,"8,798",39,1933,"The main character is a mother named Sazae-san. She lives in a house with her husband, her kids and her parents. The show is the ultimate family program and tends to follow traditional themes. Think of this show as the Japanese equivalent to ""The Partridge Family"" and you'll get a good feel for this show's atmosphere. Don't expect to see things like violence, swearing, kung-fu action or magical girls. The plots are more like ""Today, Sazae-san goes to the new mall and gets lost"". Such ""boring"" plotlines and the simplistic art are often a turn-off to non-Japanese audiences, but most Japanese find the show incredibly good. As a result, it continues to be one of the top ratings grabbers on TV and is one of the few anime that is considered ""acceptable"" by adults. (Source: AniDB)","['Adaptation (Manga) Sazae-san', '']",Sazae-san,,,,
70,"Ninja Boy Rantaro, Rakudaii Nintama Rantarou",忍たま乱太郎,,,El Ninja Boy Rantaró,,['TV'],Unknown,Currently Airing,"Apr 10, 1993 to ?",['Spring 1993'],Not scheduled once per week,"['NHK', 'Sogo Vision', 'NHK Enterprises']","None found,","['Ajia-do', 'Gakken']",['Manga'],,['Kids'],10 min.,G - All Ages,7.08,#4014,#7391,"8,012",77,2550,"Taking place in the Sengoku Period, Rantarou, Kirimaru and Shinbei are young students at Ninjutsu Academy, a school that teaches all kinds of youth how to become ninjas. Known as ""Nintamas"" (a contraction of ninja + tama [egg]), the main trio, and many other students at the school, must learn all sorts of unique skills to achieve their goal. Unfortunately, things aren't that simple, since our protagonists constantly find themselves failing their classes. With strict ninja teachers such as Doi-sensei and Yamada-sensei, the mischievous girls from the Kunoichi class, an entire crew of pirates and dozens more interesting characters, anything can happen in the crazy world of Nintama. The episodes are 7 minutes and thirty seconds long each, and each season (which there's currently 29 of) usually has a range of 60-90 episodes.","['Adaptation (Manga) Rakudai Ninja Rantarou', '']",Nintama Rantarou,,,['Comedy'],
71,Maruko-chan,ちびまる子ちゃん,Little Miss Maruko,,Chibi Maruko-chan,,['TV'],Unknown,Currently Airing,"Jan 8, 1995 to ?",['Winter 1995'],Sundays at 18:00 (JST),"['Ajia-do', 'Fuji TV', 'Sakura Production']","None found,",['Nippon Animation'],['Manga'],,['Shoujo'],23 min.,G - All Ages,7.34,#2625,#7914,"6,769",62,2182,"Momoko Sakura is an elementary school student who likes popular idol Momoe Yamaguchi and mangas. She is often called ""Chibi Maruko-chan"" due to her young age and small size. She lives together with her parents, her grandparents and her elder sister in a little town. In school, she has many friends with whom she studies and plays together everyday, including her close pal, Tama-chan; the student committee members, Maruo-kun and Migiwa-san; and the B-class trio: 'little master' Hanawa-kun, Hamaji-Bu Taro and Sekiguchi-kun. This is a fun-loving and enjoyable anime that portrays the simple things in life. (Source: ANN)","['Prequel (TV) Chibi Maruko-chan', 'Adaptation (Manga) Chibi Maruko-chan']",Chibi Maruko-chan (1995),,['School'],['Comedy'],
72,,ジュエルペット サンシャイン,,,,,['TV'],52,Finished Airing,"Apr 9, 2011 to Mar 31, 2012",['Spring 2011'],Saturdays at 09:30 (JST),"['TV Tokyo', 'Sotsu', 'Sanrio', 'Imagine']","None found,",['Studio Comet'],Original,"['Comedy', 'Fantasy']",,25 min. per ep.,PG - Children,6.62,#6399,#8204,"6,183",25,1790,"In Sunshine Academy, there is a class of lost causes known as ""the leftovers"", the Plum class. Ruby and Kanon Mizushirou navigate through high school life in a fantastical world while juggling their warped friendship with their crush on Mikage Shiraishi.",[],Jewelpet Sunshine,"['Anthropomorphic', 'Mahou Shoujo', 'School']",,,
73,"Soreike! Anpanman, Go! Anpanman, Anpanman TV",それいけ！アンパンマン,,,,,['TV'],Unknown,Currently Airing,"Oct 3, 1988 to ?",['Fall 1988'],Fridays at 16:20 (JST),"['Sotsu', 'Nippon Television Network']","None found,",['TMS Entertainment'],Picture book,"['Comedy', 'Fantasy']",['Kids'],24 min.,PG - Children,6.58,#6586,#9188,"4,609",31,1738,"One night, a Star of Life falls down the chimney of a bakery nestled deep in the forest, causing the dough in the oven to come to life. The dough becomes Anpanman, a superhero made of anpan (a sweet roll with bean jam filling). Together with his friends, Anpanman fights his rival Baikinman and helps the malnourished. (Source: ANN)",[],Sore Ike! Anpanman,,,,
74,"Mainichi Kaa-san, Every Day Mom",毎日かあさん,Kaasan: Mom's Life,Kaasan Mom's Life,Kaasan Mom's Life,Kaasan Mom's Life,['TV'],142,Finished Airing,"Apr 1, 2009 to Mar 25, 2012",['Spring 2009'],Unknown,['Nihon Ad Systems'],"None found,","['Gallop', 'TYO Animations', 'Dongwoo A&E']",['Manga'],"['Comedy', 'Slice of Life']",,20 min. per ep.,PG - Children,7.22,#3273,#10187,"3,347",24,1068,Based on Rieko Saibara's humorous semi-autobiographical manga about her life raising her two children.,[],Mainichi Kaasan,,['Childcare'],,
75,Himechan! Otogitic Idol Lil'Pri,ひめチェン! おとぎちっくアイドル リルぷりっ,Spellbound! Magical Princess Lilpri,Spellbound! Magical Princess Lilpri,Spellbound! Magical Princess Lilpri,Spellbound! Magical Princess Lilpri,['TV'],51,Finished Airing,"Apr 6, 2011 to Mar 28, 2012",['Spring 2011'],Unknown,['Shogakukan Music & Digital Entertainment'],"None found,",['Telecom Animation Film'],Game,,,5 min. per ep.,PG - Children,6.74,#5674,#10579,"2,974",7,1251,"Short episodes of Hime Chen! Otogi Chikku Idol Lilpri that aired as part of TV Tokyo's morning program block for children, Norinori♪Norisuta (のりのり♪のりスタ).",[],Hime Chen! Otogi Chikku Idol Lilpri (2011),,,,
76,Cooking Idol,クッキンアイドル　アイ！マイ！まいん！,,,,,['TV'],305,Finished Airing,"Mar 30, 2009 to Mar 22, 2013",['Spring 2009'],Unknown,"['NHK', 'Nihon Ad Systems']","None found,",['Studio Deen'],Original,"['Comedy', 'Gourmet']",['Kids'],6 min. per ep.,PG - Children,6.25,#8569,#10689,"2,883",9,739,"Cooking Idol teaches children how to cook through instruction of the main character, MAIN. The show itself is divided into an animated segment featuring MAIN, and a live-action segment featuring the voice actor of MAIN, Fukuhara Haruka, as she practices the cooking herself. The live-action segment is not included in the avg episode duration.",[],Cookin' Idol Ai! Mai! Main!,,,,
77,AI Football GGO,超智能足球,GGO Football,GGO Football,GGO Football,GGO Football,['TV'],52,Finished Airing,"Jun 2, 2010 to Jun 10, 2014",['Summer 2010'],Unknown,"None found,","None found,",['Puzzle Animation Studio Limited'],Original,"['Comedy', 'Sports']",,22 min. per ep.,G - All Ages,6.58,#6606,#11200,"2,469",10,1204,"As we enter the 21st century, the relationship between sports and technology is getting closer and closer. Sports products are enhanced by technological advances. The designs of footballs and football shoes require detailed information and computer tests in order to produce products that will allow us to reach the full potential and beyond. If we were only reliant on human testing, the standards would definitely fluctuate greatly. Thus, Professor GGO was brought in as consultant in the research, and as a result GGO robotic footballers were created. (Source: GGO Football Website)","['Sequel (TV) Chao Zhi Neng Zu Qiu 2: Shijie Dasai Pian', '']",Chao Zhi Neng Zu Qiu,,['Team Sports'],,
78,,おじゃる丸,Prince Mackaroo,,,,['TV'],Unknown,Currently Airing,"Oct 5, 1998 to ?",['Fall 1998'],Not scheduled once per week,['NHK'],['Enoki Films'],['Gallop'],Original,"['Adventure', 'Award Winning', 'Comedy', 'Fantasy']",['Kids'],10 min.,G - All Ages,6.39,#7746,#11554,"2,226",5,553,"In the Heian era, around 1000 years ago, a young boy of noble family named Ojarumaru is bored with his life of privilege. Meanwhile, three demons steal the power-stick of Enma, king of demons, and then lose it. Ojarumaru finds it, and uses it to transport himself to the present time. Here, he is befriended by a young boy named Kazuma, and becomes a member of his family. As time goes on, Ojarumaru makes many new friends, while dodging the comedic efforts of the three demons, Akane, Kisuke, and Aobee, as they try to recover the stick. (from ANN)","['Adaptation (Manga) Ojarumaru', '']",Ojarumaru,,,,
