,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,German,Spanish,French,Genre,Theme,Demographics
173,画江湖之不良人 IV,,['ONA'],13,Finished Airing,"Apr 29, 2021 to Jul 8, 2021",,,"None found,","None found,",['Rocen'],Original,"['Drama', 'Fantasy', 'Romance']","['Historical', 'Martial Arts']",,25 min. per ep.,PG-13 - Teens 13 or older,6.92,#4741,#16021,618,4,182,Fourth Season of Hua Jianghu: Bu Liang Ren.,"['Prequel (ONA) Hua Jianghu: Bu Liang Ren III', 'Sequel (ONA) Hua Jianghu: Bu Liang Ren V']",Hua Jianghu: Bu Liang Ren IV,"Painting Rivers and Lakes 4, Hua Jiang Hu: Bu Liang Ren 4th Season",,,,,,
174,只好背叛地球了,No Choice But to Betray the Earth!,['ONA'],72,Finished Airing,"Jun 29, 2021 to Feb 18, 2022",,,"['iQIYI', 'High Energy Studio']","None found,",['Shengying Animation'],['Web manga'],"['Comedy', 'Drama', 'Romance', 'Sci-Fi']",,,12 min. per ep.,PG-13 - Teens 13 or older,[],#16277,#16228,590,0,,"Lu Fan, a white-collar urban woman who has always considered herself a more ordinary woman than anyone else, is suddenly abducted by an alien one day. The alien, who claim to be from Saturn, tells the absurd reason for their invasion of Earth, and that the key to the invasion plan is to make Lu Fan fall in love with him and then betray the Earth. In the funny daily life with the Saturnian, aliens from various planets start to appear around Lu Fan one after another! These aliens have their own objectives, but because of their intertwined destinies, they all end up in Beijing. Lu Fan begins to realize that she is not as ordinary as she thought, and she slowly develops a crush on the Saturnian. How will she choose? (Source: iQIYI)","['Adaptation (Manhua) Zhihao Beipan Diqiule', '']",Zhihao Beipan Diqiule,,,,,,,
175,画江湖之换世门生 第二季,,['ONA'],19,Finished Airing,"May 12, 2021 to Aug 25, 2021",,,"None found,","None found,",['Rocen'],Original,"['Drama', 'Fantasy', 'Mystery', 'Romance']",,,20 min. per ep.,PG-13 - Teens 13 or older,[],#21324,#16289,581,2,,Second season of Hua Jianghu: Huan Shi Men Sheng.,"['Prequel (ONA) Hua Jianghu: Huan Shi Men Sheng', '']",Hua Jianghu: Huan Shi Men Sheng 2nd Season,,,,,,['Martial Arts'],
176,ンダホ結婚おめでとう！！,,['ONA'],1,Finished Airing,"Apr 30, 2021",,,"None found,","None found,",['LIDENFILMS'],Original,,,,4 min.,G - All Ages,6.01,#9864,#16926,510,0,231,An animation celebrating Fischer's member Ndaho's marriage.,[],Ndaho Kekkon Omedetou!!,,,,,['Slice of Life'],['Music'],
177,Heroes,Heroes of the Ancient Olympic Games,['ONA'],5,Finished Airing,"Apr 14, 2021",,,['Studio Pablo'],"None found,","None found,",Other,,"['Historical', 'Time Travel']",,5 min. per ep.,G - All Ages,5.81,#10903,#16972,506,1,178,"Follow the adventures of Mao, a Japanese teenager and aspiring runner, as she travels back to ancient Greece to learn about the Olympic Games. (Source: olympics.com)",[],Heroes,,,,,['Sports'],,
178,太乙仙魔录之灵飞纪IV,Magical Legend: Rise to Immortality,['ONA'],12,Finished Airing,"May 16, 2021 to Jun 27, 2021",,,"None found,","None found,","None found,",Original,"['Action', 'Adventure', 'Fantasy']","['Historical', 'Martial Arts']",,18 min. per ep.,PG-13 - Teens 13 or older,[],#14658,#17189,483,1,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Tai Yi Xian Mo Lu: Ling Fei Ji III', '']",Tai Yi Xian Mo Lu: Ling Fei Ji IV,Tai Yi Xian Mo Lu Zhi Ling Fei Ji 4th Season,,,,,,
179,クロージャの機密ファイル,Closure's Secret Files,['ONA'],17,Finished Airing,"May 16, 2021 to Nov 21, 2021",,,"None found,","None found,",['Yostar Pictures'],Game,,,,2 min. per ep.,G - All Ages,6.08,#9511,#17273,477,1,186,Animated shorts showing the daily life on Rhodes Island.,[],Closure no Kimitsu File,Closure's Secret Files,,,,['Comedy'],,
180,青い羽みつけた! -さがしてみよう 身近な鳥たち-,,['ONA'],6,Finished Airing,"Apr 26, 2021 to Jun 14, 2021",,,"None found,","None found,","['pH Studio', 'Noovo']",Picture book,,,,4 min. per ep.,G - All Ages,[],#19229,#18163,406,0,,"Hayato and Hina are close brothers and sisters who live in Tokyo. One day, he became interested in the beautiful blue feathers that he found on the road, and came up with the idea of ​​finding an owner. A mysterious crow appears there and travels together as a guide to guide the brother and sister to the owner of the feathers. Is it possible to find a brother or sister who searches for the owner of feathers through encounters with various birds? (Source: Animate Times, translated)",[],Aoi Hane Mitsuketa! Sagashite Miyou Mijika na Tori-tachi,,,,,['Fantasy'],,
181,ちょこさんじ,Snack Time!,['ONA'],12,Finished Airing,"Apr 29, 2021 to Apr 1, 2022",,,['ANYCOLOR'],"None found,","None found,",Other,,,,2 min. per ep.,PG-13 - Teens 13 or older,5.81,#10889,#18234,401,0,125,Chocosanji is NIJISANJI's first full-scale 3D animation video content where fans can catch snippets of the daily lives and shenanigans of their favorite NIJISANJI VTubers. (Source: YouTube),[],Chocosanji,,,,,['Comedy'],,
182,异世界中药铺 第二季,,['ONA'],60,Finished Airing,"Apr 27, 2021 to Nov 9, 2021",,,"['Tencent Penguin Pictures', 'iQIYI']","None found,",['Suoyi Technology'],['Manga'],"['Drama', 'Fantasy']",,,12 min. per ep.,PG-13 - Teens 13 or older,[],#16013,#19113,336,1,,The second season of Yi Shijie Zhongyao Pu.,"['Prequel (ONA) Yi Shijie Zhongyao Pu', '']",Yi Shijie Zhongyao Pu 2nd Season,Different World Medicine Shop 2nd Season,,,,,,
183,我真的没用咩？,Call Star,['ONA'],12,Finished Airing,"Apr 19, 2021 to Jul 5, 2021",,,['bilibili'],"None found,",['Making Animation'],Original,"['Comedy', 'Fantasy']",,,10 min. per ep.,G - All Ages,[],#15335,#19434,316,1,,"Star is born to run over the heads of the fainting people. When he witnesses a ""premeditated"" fainting event, he decides to set up an agency. Together with his close friend Dazhi, they'll help the people who want to know the truth and explore the meaning of existence. (Source: bilibili, translated)",[],Wo Zhen de Meiyong Mie?,Wo Zhen de Mei Yong Mie?,,,,,,
184,끝날의 밤,The Doom's Night,['ONA'],1,Finished Airing,"Apr 18, 2021",,,"None found,","None found,",['Studio Pivote'],Mixed media,,"['Idols (Male)', 'Music']",,10 min.,PG-13 - Teens 13 or older,[],#16980,#19490,312,0,,The magical story of five boys against an unknown power.,[],Kkeutnal-ui Bam,,,,,['Fantasy'],,
185,飞吧！篮球 序章,Alley-Oop: Prologue,['ONA'],1,Finished Airing,"May 6, 2021",,,"None found,","None found,","None found,",Original,"['Comedy', 'Sports']","['School', 'Team Sports']",,24 min.,PG-13 - Teens 13 or older,[],#20548,#19508,311,0,,Prologue episode for Fei Ba! Lanqiu.,"['Sequel (ONA) Fei Ba! Lanqiu', '']",Fei Ba! Lanqiu: Xuzhang,Fly! Basketball: Prologue,,,,,,
186,风姿物语 银河篇,,['ONA'],20,Finished Airing,"May 4, 2021 to Oct 12, 2021",,,"None found,","None found,","None found,",Web novel,"['Action', 'Adventure', 'Fantasy']",,,18 min. per ep.,PG-13 - Teens 13 or older,[],#20615,#19729,298,2,,"In our infinite universe, there are countless planets and worlds. Among those shining stars, there exists a world called ""The Roc Kun"". The continent of wind is a land of wars and disorders. Here, a story of a warrior, is about to begin... (Source: MangaToon)","['Sequel (ONA) Fengzi Wuyu: Xian Luo Pian', '']",Fengzi Wuyu: Yinhe Pian,"Shape of the Wind, The Continent of Wind",,,,,,
187,Rhythmens (리드멘스),,['ONA'],5,Finished Airing,"May 28, 2021 to Aug 30, 2021",,,"None found,","None found,",['VCRWORKS'],Original,,,,1 min. per ep.,G - All Ages,6.05,#9699,#19826,291,0,120,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Rhythmens Episode 0', '']",Rhythmens,,,,,['Slice of Life'],,
188,Rhythmens,,['ONA'],1,Finished Airing,"May 14, 2021",,,"None found,","None found,",['VCRWORKS'],Original,,,,1 min.,G - All Ages,5.92,#10339,#19992,282,0,117,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (ONA) Rhythmens', '']",Rhythmens Episode 0,Rhythmens: Blue Hour,,,,['Slice of Life'],,
189,百鬼幼儿园 第四季,,['ONA'],12,Finished Airing,"May 28, 2021 to Aug 13, 2021",,,"None found,","None found,",['Painting Dream'],['Manga'],,,,5 min. per ep.,PG-13 - Teens 13 or older,[],#19375,#20464,256,0,,Fourth season of Bai Gui Youeryuan.,"['Prequel (ONA) Bai Gui Youeryuan 3rd Season', '']",Bai Gui Youeryuan 4th Season,Bai Gui Youeryuan Di Si Ji,,,,['Comedy'],,
190,两不疑小剧场,No Doubt In Us Small Theater,['ONA'],24,Finished Airing,Apr 2021 to Oct 2021,,,"None found,","None found,","None found,",Unknown,,,,50 sec. per ep.,None,[],#17314,#21065,224,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (ONA) Liang Bu Yi 2nd Season Small Theater', '']",Liang Bu Yi Small Theater,Liang Bu Yi Miniseries,,,,['Comedy'],['Historical'],
191,かいじゅうステップ　SDGs大作戦,,['ONA'],15,Finished Airing,"Apr 22, 2021 to Jun 10, 2021",,,['Tsuburaya Productions'],"None found,",['Usagi Ou'],Picture book,,,['Kids'],2 min. per ep.,G - All Ages,[],#16715,#21837,182,0,,A project to introduce the Sustainable Development Goals (SDGs) to preschoolers and elementary school children. (Source: AniDB),[],Kaijuu Step SDGs Daisakusen,,,,,,,
192,如果历史是一群喵 第6季,,['ONA'],13,Finished Airing,"Apr 11, 2021 to Jul 4, 2021",,,"None found,","None found,","None found,",['Web manga'],,,['Kids'],7 min. per ep.,G - All Ages,[],#18954,#21870,179,0,,Sixth season of Ruguo Lishi Shi Yiqun Miao.,"['Prequel (ONA) Ruguo Lishi Shi Yiqun Miao 5th Season', 'Sequel (ONA) Ruguo Lishi Shi Yiqun Miao 7th Season']",Ruguo Lishi Shi Yiqun Miao 6th Season,"History Cats 6th Season, When History Meows 6",,,,['Comedy'],['Historical'],
193,梦幻书院之科学小记者,Menghuan Shuyuan 5th Season,['ONA'],12,Finished Airing,"Apr 12, 2021 to ?",,,"None found,","None found,","None found,",Game,"['Comedy', 'Fantasy']",,,2 min. per ep.,None,[],#17686,#22452,155,0,,Fifth season of Menghuan Shuyuan.,"['Prequel (ONA) Menghuan Shuyuan 4th Season', 'Sequel (ONA) Menghuan Shuyuan 6th Season']",Menghuan Shuyuan: Kexue Xiao Jizhe,,,,,,,
194,阿衰 第五季,,['ONA'],34,Finished Airing,"Jun 12, 2021 to Sep 25, 2021",,,"None found,","None found,","None found,",['Manga'],,,['Kids'],3 min. per ep.,G - All Ages,[],#19271,#22655,147,0,,Fifth season of Ashuai.,"['Prequel (ONA) Ashuai 4th Season', 'Sequel (ONA) Ashuai 6th Season']",Ashuai 5th Season,,,,,['Comedy'],['School'],
195,血与火：新中国是这样炼成的,,['ONA'],30,Finished Airing,"Jun 1, 2021 to Jul 5, 2021",,,"None found,","None found,","None found,",Other,,"['Historical', 'Military']",,3 min. per ep.,PG-13 - Teens 13 or older,[],#15931,#22954,137,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Xue Yu Huo: Xin Zhongguo Shi Zheyang Lian Cheng De,,,,,['Drama'],,
196,星火传承,,['ONA'],4,Finished Airing,"Jun 3, 2021 to Sep 3, 2021",,,"None found,","None found,","None found,",Unknown,,,,8 min. per ep.,None,[],#15811,#23095,132,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Xinghuo Chuancheng,,,,,['Drama'],['Historical'],
197,红影一脉之一大文物背后的故事,,['ONA'],5,Finished Airing,"Jun 25, 2021",,,"None found,","None found,","None found,",Original,,,,7 min. per ep.,PG-13 - Teens 13 or older,[],#21273,#23341,125,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Hong Ying Yi Mai,Hong Ying Yi Mai Zhi Yi Da Wenwu Beihou De Gushi,,,,,,
198,かぐや様は告らせたい？ ～天才たちの恋愛頭脳戦～ OVA,Kaguya-sama: Love is War OVA,['OVA'],1,Finished Airing,"May 19, 2021",,,"['Aniplex', 'Shueisha']","None found,",['A-1 Pictures'],['Manga'],"['Comedy', 'Romance', 'Ecchi']",,['Seinen'],24 min.,PG-13 - Teens 13 or older,7.58,#1655,#1049,"245,960",583,134464,"What do Shuchiin Academy's model students do outside of their student council duties? After a visit to the swimming pool, Kaguya Shinomiya and Chika Fujiwara take to the showers to wash themselves off. When Chika accidentally drops a bar of soap, the two find themselves in a rather slippery mishap. Meanwhile, Miyuki Shirogane and Yuu Ishigami examine a discarded pornographic magazine—its content bearing an uncanny resemblance to the other student council members. Later on, an intense fried rice cook-off commences as Chika and Miko Iino seek to crown a master chef amongst the council. These eccentric activities reveal a side of the student council that has never been seen before! [Written by MAL Rewrite]","['Adaptation (Manga) Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen', '']",Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen OVA,,,,,,['School'],
199,堀さんと宮村くん,,['OVA'],6,Finished Airing,"Sep 26, 2012 to May 25, 2021",,,"None found,","None found,","['Gonzo', 'Hoods Entertainment', 'Studio Kai', 'Marone']",['Web manga'],,,,23 min. per ep.,PG-13 - Teens 13 or older,7.41,#2310,#1844,"128,770",707,47680,"Within everyone there exists a side preferably kept hidden, even from close friends. For the smart and popular Kyouko Hori, it's the fact that she has to do all the housework and care for her little brother, Souta, because of her parents' busy work schedules. For the gentle Izumi Miyamura, whom everybody sees as an otaku, it's his nine hidden piercings and large body tattoo. So what happens when they accidentally discover each other's hidden sides? Sharing parts of themselves that they couldn't with anyone else, strong bonds of friendship soon begin to form between Miyamura and Hori, as well as those around them. As their hidden personas start to dissipate, they slowly learn how to open up to others. [Written by MAL Rewrite]","['Adaptation (Manga) Hori-san to Miyamura-kun', '']",Hori-san to Miyamura-kun,Horimiya,,,,['Romance'],['School'],
200,ストライク・ザ・ブラッド IV,,['OVA'],12,Finished Airing,"Apr 8, 2020 to Jun 30, 2021",,,"['Movic', 'Magic Capsule', 'Warner Bros. Japan', 'KlockWorx', 'Hakuhodo DY Music & Pictures', 'Kadokawa']","None found,",['Connect'],['Light novel'],"['Action', 'Fantasy', 'Ecchi']","['Harem', 'School', 'Urban Fantasy', 'Vampire']",,25 min. per ep.,R+ - Mild Nudity,6.94,#4640,#2342,"91,693",183,28094,Fourth season of Strike the Blood.,"['Prequel (OVA) Strike the Blood III', 'Sequel (OVA) Strike the Blood Final', 'Adaptation (Manga) Strike the Blood', 'Adaptation (Light Novel) Strike the Blood']",Strike the Blood IV,Strike the Blood Fourth,,,,,,
201,ダンジョンに出会いを求めるのは間違っているだろうかⅢ OVA,Is It Wrong to Try to Pick Up Girls in a Dungeon? III: Is It Wrong to Try to Find a Hot Spring in Orario?,['OVA'],1,Finished Airing,"Apr 28, 2021",,,"['Egg Firm', 'SB Creative']",['Sentai Filmworks'],['J.C.Staff'],['Light novel'],"['Adventure', 'Comedy', 'Fantasy', 'Ecchi']",,,27 min.,PG-13 - Teens 13 or older,6.91,#4801,#2473,"83,971",211,35234,"There's a new natural hot spring in Orario thanks to the Dian Cecht Familia, but Naaza of the Miach Familia suspects an elaborate con and needs help to prove it. What does that mean for Bell since he's in the wrong place at the wrong time? It means getting caught in the middle of an ongoing rivalry between two Familias. Again. (Source: ANN)",[],Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III OVA,DanMachi III OVA,,,,,,
202,ウチの弟マジでデカイんだけど見にこない ?,"My Younger Brother is Really Big, Wanna Come See?",['OVA'],2,Finished Airing,"Apr 28, 2021",,,['Lune-Pictures'],"None found,",['T-Rex'],Other,,,,16 min. per ep.,Rx - Hentai,7.67,N/A,#4720,"24,462",350,12327,"Nao, a young preteen, is caught masturbating in the bathroom by his older teen sister Chiaki after having broken his beloved sex toy, Sakura-chan. Far from disturbed, Chiaki is surprised by the size of her younger brother's penis and takes a photo of it to share with her friends, urging them to come over to see his ""Cockzilla."" The very next day, two girls named Nagisa and Yukiko arrive at Chiaki's house to look at Nao's Cockzilla. Shamelessly, Chiaki exposes her brother's body before her friends' astonished eyes while they start discussing his size. With the intention of knowing its true caliber, they engage in stimulating it beyond its limits. [Written by MAL Rewrite]",[],Uchi no Otouto Maji de Dekain Dakedo Mi ni Konai?,,,,,['Hentai'],,
203,おやすみせっくす,,['OVA'],4,Finished Airing,"Oct 26, 2018 to Sep 3, 2021",,,['Mary Jane'],"None found,",['New Generation'],['Manga'],,,,15 min. per ep.,Rx - Hentai,6.87,N/A,#6226,"12,131",91,5817,"There is no bond stronger than the one between siblings. Yui has been the center of her brother's sexual desires ever since they were children. But in recent years, something in their relationship has changed. The divorce of their parents has forced Akira to pay more attention to Yui's well-being, take care of her on a daily basis, and assume the paternal role in their family. As the two grow older, Akira has taken notice of the physical changes in Yui—she is no longer the precious child he thought he knew. Unable to stop himself, he starts sneaking into her room at night, admiring his sister's body and pleasing himself to her. Akira becomes increasingly frustrated with the distance between them; but when Yui reveals that a friend from school has confessed to her, something snaps inside him. No longer restricting himself to mere daydreams, he actively has intercourse with his sleeping sister. However, unbeknownst to Akira, Yui remains wide awake during these nightly visits; yet, for some reason, is unwilling to stop him. [Written by MAL Rewrite]","['Adaptation (Doujinshi) Oyasumi Sex', '']",Oyasumi Sex,,,,,['Hentai'],,
204,J〇フーゾク学園祭,,['OVA'],2,Finished Airing,"Apr 2, 2021",,,['Lune-Pictures'],"None found,",['T-Rex'],['Manga'],,,,16 min. per ep.,Rx - Hentai,7.22,N/A,#6309,"11,718",58,5300,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (OVA) JK Bitch ni Shiboraretai', '']",J* Fuuzoku Gakuensai,"JK Fuuzoku Gakuensai, JKフーゾク学園祭",,,,['Hentai'],['School'],
205,搾精病棟 THE ANIMATION,Semen Extraction Ward,['OVA'],Unknown,Currently Airing,"Apr 30, 2021 to ?",,,['Pink Pineapple'],"None found,",['Seven'],Other,,,,19 min.,Rx - Hentai,7.02,N/A,#6532,"10,803",123,4383,"A young boy named Yamada is hospitalized after severely fracturing both of his hands. As if that is not bad enough, Yamada suffers from a strange disease that causes intense testicular pain if he does not ejaculate once every three hours. Due to his inability to masturbate, the hospital assigns a moody nurse named Tachibana to relieve his pain as and when he wishes. Soon, Yamada begins to feel guilty for the ""treatments"" Tachibana must perform, which she herself finds repulsive. In spite of it all, Tachibana remains committed to her role as his caregiver until her patient is satisfied. [Written by MAL Rewrite]","['Adaptation (Manga) Sakusei Byoutou: Seikaku Saiaku no Nurse shika Inai Byouin de Shasei Kanri Seikatsu', '']",Sakusei Byoutou The Animation,Nope Nope Nurses,,,,['Hentai'],,
206,エロゲで全ては解決できる! THE ANIMATION,Eroge Can Solve Everything! The Animation,['OVA'],2,Finished Airing,"Jun 25, 2021 to Nov 25, 2022",,,['Pink Pineapple'],"None found,",['Seven'],['Manga'],,,,27 min. per ep.,Rx - Hentai,7.40,N/A,#6738,"10,088",87,4334,"Shibazaki-san wants to release an eroge, and she will need the help of her friends, as well as the shy Mikoshiba-kun. What can we expect at the end of this erotic book?","['Adaptation (Manga) Eroge de Subete wa Kaiketsu Dekiru!', '']",Eroge de Subete wa Kaiketsu Dekiru! The Animation,,,,,['Hentai'],,
207,ネトカノ,,['OVA'],1,Finished Airing,"Jun 4, 2021",,,"['Lune-Pictures', 'Antechinus']","None found,",['T-Rex'],['Manga'],,,,16 min.,Rx - Hentai,5.89,N/A,#7266,"8,382",39,3819,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Adaptation (Doujinshi) Netokano', '']",Netokano,,,,,['Hentai'],,
208,ネトシス,,['OVA'],1,Finished Airing,"Jun 4, 2021",,,"['Lune-Pictures', 'Antechinus']","None found,",['T-Rex'],['Manga'],,,,16 min.,Rx - Hentai,5.59,N/A,#7284,"8,324",34,3962,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Netoshisu,Netosis,,,,['Hentai'],,
209,家属 ~母と姉妹の嬌声~,,['OVA'],6,Finished Airing,"May 28, 2021 to Dec 27, 2024",,,"None found,","None found,",['PoRO'],Visual novel,,,,24 min. per ep.,Rx - Hentai,6.91,N/A,#7442,"7,813",70,2960,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Kazoku: Haha to Shimai no Kyousei,,,,,['Hentai'],,
210,ビッチな淫姉さまぁ,,['OVA'],4,Finished Airing,"Apr 23, 2021 to Nov 5, 2021",,,"['Queen Bee', 'Mediabank']","None found,",['Blue bread'],['Manga'],,,,19 min. per ep.,Rx - Hentai,6.40,N/A,#7614,"7,389",48,3277,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Adaptation (Manga) Bitch na Inane-samaa', '']",Bitch na Inane-sama,Bitch na In'ane-sama,,,,['Hentai'],,
211,指導姦 Day after THE ANIMATION,,['OVA'],2,Finished Airing,"Apr 30, 2021 to May 28, 2021",,,['Pink Pineapple'],"None found,",['Seven'],['Manga'],,,,17 min. per ep.,Rx - Hentai,5.82,N/A,#8596,"5,539",11,2423,The coach has his way with a female athlete thanks to being able to manipulate what others percieve as a common sense.,"['Adaptation (Doujinshi) Shidoukan', '']",Shidoukan Day After The Animation,"Shidoukan Day After, Guidance Rape: Day After the Animation",,,,['Hentai'],,
212,身体で解決 百鬼屋探偵事務所,,['OVA'],4,Finished Airing,"May 28, 2021 to Nov 26, 2021",,,"None found,","None found,",['Mousou Senka'],Other,,,,16 min. per ep.,Rx - Hentai,6.32,N/A,#8918,"5,021",16,2056,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Karada de Kaiketsu Hyakkiya Tantei Jimusho,,,,,['Hentai'],,
213,劇場版Fate/Grand Order -神聖円卓領域キャメロット- Paladin; Agateram,Fate/Grand Order: Divine Realm of the Round Table - Camelot Paladin; Agateram,['Movie'],1,Finished Airing,"May 15, 2021",,,"['Aniplex', 'Notes', 'Delightworks']",['Aniplex of America'],['Production I.G'],Game,"['Action', 'Fantasy']",,,1 hr. 36 min.,PG-13 - Teens 13 or older,7.60,#1589,#2546,"80,344",202,32488,"""This time for sure, I will kill my king with my own hands..."" Jerusalem, 1273 A.D. Here, both the wandering knight, Bedivere, and Chaldea’s own expedition find the Sixth Singularity. The residents of this desolate land have been driven from their homes as three opposing powers battle for control of the land. Bedivere and company seek the help of the Mountain People to rise up against the Lion King and the Knights of the Round Table and combat their slaughter of innocents. After a deadly struggle and the loss of a dear friend, the group approaches Ozymandias, the Sun King, whose incredible power could help them turn the tables. In the halls of this great pharaoh, they desperately seek an alliance. Ozymandias, however, reveals the Lion King’s plans and refuses to assist in foiling them, instead wishing to protect his own people. Shaken to their core by the revelation of the Lion King’s true intentions, Bedivere and the Chaldean expedition decide to mount an attack on Camelot itself, hoping to put an end to the Lion King’s schemes. At last, the day of the final battle in the Holy City arrives. What are the true intentions of the Lion King, who has become so cold-blooded and diabolical? How can humanity be saved from a world where ruin has been already promised? What will become of Bedivere after shouldering the burden of a sin that can never be pardoned? (Source: Official Website)","['Prequel (Movie) Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 1 - Wandering; Agateram', 'Sequel (TV) Fate/Grand Order: Zettai Majuu Sensen Babylonia']",Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 2 - Paladin; Agateram,,,,,,,
214,映画大好きポンポさん,Pompo: The Cinéphile,['Movie'],1,Finished Airing,"Jun 4, 2021",,,"['Shochiku', 'Movic', 'Studio Mausu', 'Avex Pictures', 'Kadokawa', 'Happinet Phantom Studios', 'Movie Walker']",['GKIDS'],['CLAP'],['Web manga'],"['Comedy', 'Drama']",,,1 hr. 34 min.,PG-13 - Teens 13 or older,8.14,#477,#3093,"56,967",507,18466,"Joelle Davidovich Pomponette, better known as simply ""Pompo,"" is an extremely talented movie producer, having inherited her grandfather's connections and cinematic eye. Despite her promising outlook, Pompo refuses to produce anything other than trashy B-movies. That is, until she hands her assistant, Gene Fini, a script for an ambitious screenplay about the life of a composer and announces that he has earned his first directorial credit. Determined to make the film shine, Gene throws himself completely into his work. However, with an overwhelming workload and a deadline only days away, the aspiring director struggles with what must be sacrificed in the name of creation. [Written by MAL Rewrite]","['Adaptation (Manga) Eiga Daisuki Pompo-san', '']",Eiga Daisuki Pompo-san,,,,,,['Showbiz'],
215,機動戦士ガンダム 閃光のハサウェイ,Mobile Suit Gundam: Hathaway,['Movie'],1,Finished Airing,"Jun 11, 2021",,,"None found,","None found,",['Sunrise'],Novel,"['Action', 'Drama', 'Sci-Fi']","['Mecha', 'Military', 'Space']",,1 hr. 35 min.,PG-13 - Teens 13 or older,7.82,#1000,#3607,"43,044",341,21648,"Thanks to the sacrifices of war heroes like Amuro Ray, the Universal Century's 105th year sees an era of hard-won but short-lived peace. The Earth Federation keeps a militaristic hold on the planet and its surrounding space colonies. Although Char Aznable's rebellion against the neglectful Federation met its ultimate failure, his revolutionary philosophy of true freedom for all human beings lives on. Despite being the son of a famous Federation commander, Hathaway Noa embodies both the undying loyalty of soldier Amuro Ray and the militant passion of rebel leader Char Aznable. Haunted by memories of Char's Rebellion, Hathaway leads a dissident faction of his own known as Mafty. He adopts the alias ""Mafty Navue Erin"" and commits acts of violence in revolt against the growing tyranny of the Federation. After thwarting the hostile takeover of a plane by a terrorist group fraudulently claiming to be Mafty, Hathaway's secret identity is discovered by a young woman named Gigi Andalucia. Hathaway befriends both Gigi and Federation colonel Kenneth Sleg, but his double life endangers them as the armed conflict between Mafty and the Federation comes to a head. [Written by MAL Rewrite]","['Prequel (Movie) Kidou Senshi Gundam NT', 'Sequel (Movie) Kidou Senshi Gundam: Senkou no Hathaway 2', 'Adaptation (Light Novel) Kidou Senshi Gundam: Senkou no Hathaway', '']",Kidou Senshi Gundam: Senkou no Hathaway,,,Mobile Suit Gundam Película: Hathaway,,,,
216,シドニアの騎士 あいつむぐほし,Knights of Sidonia: Love Woven in the Stars,['Movie'],1,Finished Airing,"Jun 4, 2021",,,"['Kodansha', 'King Records']",['Funimation'],['Polygon Pictures'],['Manga'],"['Action', 'Sci-Fi']","['Mecha', 'Space']",['Seinen'],1 hr. 49 min.,R - 17+ (violence & profanity),7.45,#2155,#4437,"28,159",84,5313,"After the Earth was destroyed by mysterious alien lifeforms known as the Gauna, surviving remnants of the human race escaped to space in the enormous generation ship Sidonia. Having drifted through space for millennia, the Sidonia found itself once more under attack from Gauna for the first time in a century. Once again facing the threat of extinction, a temporary victory against the Gauna was eked out thanks to the human-Gauna hybrid Tsumugi Shiraui and ace Guardian mech pilot Nagate Tanikaze. 10 years later... The people of Sidonia enjoy a brief respite. Peaceful days pass, during which Tsumugi begins to realize her feelings for Nagate, who is now celebrated as a hero of Sidonia. However, as Captain Kobayashi has always known, as long as the Gauna remain, peace cannot last. The decision is made: a final battle, upon which rests the fate of humanity's last survivors. As the end approaches, will the crew be able to protect those they love? (Source: Polygon Pictures)","['Prequel (TV) Sidonia no Kishi: Daikyuu Wakusei Seneki', '']",Sidonia no Kishi: Ai Tsumugu Hoshi,,,,,,,
