,Japanese,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,English,Theme,Genre,German,Spanish,French,Demographics
165,书灵记,['ONA'],60,Finished Airing,"May 18, 2022 to Nov 30, 2022",,,"None found,","None found,","None found,",Web novel,"['Action', 'Fantasy', 'Romance']",,,Unknown,PG-13 - Teens 13 or older,[],#14313,#20206,272,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Shu Ling Ji 2nd Season', '']",Shu Ling Ji 3,,,['Martial Arts'],,,,,
166,トミカヒーローズ ジョブレイバー 特装合体ロボ,['ONA'],Unknown,Currently Airing,"Apr 22, 2022 to ?",,,"['Half H.P Studio', 'Takara Tomy A.R.T.S']","None found,",['Infinity Vision'],Other,,,['Kids'],5 min.,PG - Children,[],#14933,#20234,270,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Tomica Heroes Jobraver: Tokusou Gattai Robo,,,['Mecha'],['Action'],,,,
167,ググミちゃん,['ONA'],4,Finished Airing,"May 25, 2022 to Dec 1, 2023",,,"None found,","None found,",['Oddjob'],Original,,,,5 min. per ep.,G - All Ages,[],#20914,#20343,264,0,,"Gugumi-chan is solving problems that her father gave her using her father's modified navigation app. The app allows her to warp anywhere, and she meets interesting characters in the warp tunnel. (Source: ANN)",[],Gugumi-chan,,,,['Comedy'],,,,
168,星际一游,['ONA'],12,Finished Airing,"Apr 18, 2022 to Jun 27, 2022",,,"None found,","None found,",['Yudubai Animation'],Original,"['Comedy', 'Fantasy', 'Sci-Fi']",,,9 min. per ep.,PG-13 - Teens 13 or older,[],#15824,#20922,232,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Xingji Yi You,Interstellar Tour,Interstellar Wanderer,['Space'],,,,,
169,りばあす 有vsグレート-O-カーン,['ONA'],2,Finished Airing,"Jun 15, 2022 to Jul 16, 2022",,,['LIDENFILMS'],"None found,",['LIDENFILMS Osaka Studio'],Card game,"['Comedy', 'Sports']",,,3 min. per ep.,PG-13 - Teens 13 or older,[],#18847,#20950,230,0,,A two-part web exclusive collaboration between Rebirth and the New Japan Pro-Wrestling promotion.,[],Rebirth: Yuu vs. Great-O-Khan,,,['Strategy Game'],,,,,
170,如果历史是一群喵 第八季,['ONA'],12,Finished Airing,"Apr 24, 2022 to Jul 3, 2022",,,"None found,","None found,","None found,",['Web manga'],,"['Educational', 'Historical']",['Kids'],9 min. per ep.,G - All Ages,[],#18957,#21195,214,0,,"Eighth season of Ruguo Lishi Shi Yiqun Miao, where twelve cats play historical figures to tell short chronological stories that cover the entire five thousand-year history of China. This eighth instalment covers the defining moments of the mid- to late-Tang Dynasty, including Emperor Xuanzong's reign, the An Lushan Rebellion and the Huang Chao Rebellion, leading to the eventual downfall of the imperial Tang dynasty.","['Prequel (ONA) Ruguo Lishi Shi Yiqun Miao 7th Season', 'Sequel (ONA) Ruguo Lishi Shi Yiqun Miao 9th Season']",Ruguo Lishi Shi Yiqun Miao 8th Season,"If History is a Group of Meows 8th Season, History Cats 8th Season, When History Meows 8th Season",,,['Comedy'],,,,
171,라바 펜던트,['ONA'],1,Finished Airing,"May 25, 2022",,,"None found,","None found,",['TUBA'],Unknown,,,['Kids'],33 min.,G - All Ages,[],#17277,#21879,179,0,,Bug friends Red and Yellow leave the island behind and go to the big city. (Source: IMDb),"['Prequel (ONA) Larva Island Movie', 'Sequel (ONA) Larva Family']",Larva Pendant,,,['Gag Humor'],['Comedy'],,,,
172,叔叔不行鳥2,['ONA'],1,Finished Airing,"Jun 8, 2022",,,"None found,","None found,","None found,",Original,,,,5 min.,PG-13 - Teens 13 or older,[],#14369,#21885,179,0,,"After a row over a TV remote control, Uncle Tung accidentally kills his nephew…?! (Source: YouTube)","['Prequel (ONA) Shushu Buxing Niao', '']",Shushu Buxing Niao 2,,Uncle Babysitter 2,,['Comedy'],,,,
173,ヤンキーハムスター シーズン３,['ONA'],50,Finished Airing,"May 6, 2022 to Apr 14, 2023",,,"None found,","None found,",['Piso Studio'],Original,,"['Delinquents', 'Pets']",,2 min. per ep.,PG-13 - Teens 13 or older,[],#15971,#22123,169,0,,The third season of Yankee Hamster.,"['Prequel (ONA) Yankee Hamster Season 2', 'Sequel (ONA) Yankee Hamster Season 4']",Yankee Hamster Season 3,,Delinquent Hamsters Season 3,,['Comedy'],,,,
174,Dead or Arrive,['ONA'],1,Finished Airing,"May 27, 2022",,,"None found,","None found,",['STUDIOK110'],Other,"['Action', 'Sci-Fi']",,,11 min.,PG-13 - Teens 13 or older,[],#20211,#22188,166,0,,Promotional video for Hyundai Mobis.,"['Sequel (ONA) Dead or Arrive 2: Dance of Auto', '']",Dead or Arrive,,,['Racing'],,,,,
175,梦幻书院 第七季,['ONA'],12,Finished Airing,"Jun 20, 2022 to Sep 5, 2022",,,"None found,","None found,","None found,",Game,"['Comedy', 'Fantasy']",,,2 min. per ep.,PG-13 - Teens 13 or older,[],#17682,#22386,158,0,,Seventh season of Menghuan Shuyuan.,"['Prequel (ONA) Menghuan Shuyuan 6th Season', 'Sequel (ONA) Menghuan Shuyuan 8th Season']",Menghuan Shuyuan 7th Season,,Menghuan Shuyuan 7th Season,,,,,,
176,アカペラ侍～ハモリ隊は江戸を救う～,['ONA'],8,Finished Airing,"Jun 30, 2022 to Mar 30, 2023",,,['Fuji TV'],"None found,","None found,",Original,,"['Historical', 'Music']",,8 min. per ep.,PG-13 - Teens 13 or older,[],#19092,#22358,158,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],A Cappella Samurai: Harmony-tai wa Edo wo Sukuu,,,,['Comedy'],,,,
177,FLOW,['ONA'],1,Finished Airing,"Apr 12, 2022",,,"None found,","None found,","None found,",Original,,,,3 min.,G - All Ages,[],#20626,#22461,154,0,,"All living things are born and die. Water flows and never returns back. The money you have might be gone away. However, you might become friends with someone who was your enemy. Everything keep changing and never be the same. Even these ideas could be changed, just in a moment. (Source: Vimeo)",[],Flow,,,['Music'],['Avant Garde'],,,,
178,女神ちゃんと行く！ フラッグ大阪オフィスご案内ツアー,['ONA'],1,Finished Airing,"May 20, 2022",,,"None found,","None found,",['flag Co.'],Original,,,,4 min.,G - All Ages,[],#17616,#22584,149,0,,A promotional video for the Osaka office of flag Co.,[],Megami-chan to Iku! Flag Osaka Office Goannai Tour,,,,['Comedy'],,,,
179,사파리 버스 타요,['ONA'],8,Finished Airing,"Jun 1, 2022 to Jul 20, 2022",,,"None found,","None found,","None found,",Unknown,,,['Kids'],8 min. per ep.,PG - Children,[],#19004,#22893,138,0,,"Tayo transformed into a safari bus and went on a safari adventure in Africa with Duri the little explorer! They save the baby lion in danger, shared the wonderful moment the baby giraffe was born, and even met a group of hyenas led by the wonderful queen! Let's share the exciting Tayo and Duri's adventure to meet various animals on the safari! (Source: Official YouTube Channel)",[],Safari Bus Tayo,,Safari Bus Tayo,,,,,,
180,출동! 중장비 사우루스,['ONA'],10,Finished Airing,"Apr 15, 2022 to Jun 17, 2022",,,"None found,","None found,","None found,",Unknown,,,['Kids'],5 min. per ep.,PG - Children,[],#19990,#22918,138,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Chuldong! Jungjangbi Saurus,Learn Dinosaurs with Tayo Strong Heavy Vehicles,Go! Heavy Machinesaurus,['Anthropomorphic'],,,,,
181,请吃红小豆吧！第0.5季,['ONA'],16,Finished Airing,"May 5, 2022 to Aug 18, 2022",,,"None found,","None found,",['Making Animation'],Original,,,,2 min. per ep.,G - All Ages,[],#18784,#22838,140,0,,A prequel series to Qing Chi Hong Xiaodou Ba!,"['Sequel (ONA) Qing Chi Hong Xiaodou Ba!', '']",Qing Chi Hong Xiaodou Ba! Season 0.5,Qing Chi Hong Xiaodou Ba! Di 0.5 Ji,Beanie's Daily Season 0.5,['Anthropomorphic'],['Slice of Life'],,,,
182,ゆだって最高！リバイスアニメ湯けむりパラダイス A GO！GO！,['ONA'],5,Finished Airing,"Apr 8, 2022 to Jul 30, 2023",,,"None found,","None found,","None found,",Other,"['Comedy', 'Supernatural']",,,8 min. per ep.,PG-13 - Teens 13 or older,[],#16140,#22958,137,0,,"Demons, these are the evil beings dwelling each and every human heart, winning over the body... Anime, this is the magnificent entertainment giving fun to each and every human heart... (Source: Kamen Rider Wiki)",[],Yudatte Saikоu! Revice Anime Yukemuri Paradise A Go! Go!,,Boiling is the Best! Revice Anime: Steam Paradise A Go! Go!,,,,,,
183,阿衰 第八季,['ONA'],34,Finished Airing,"Jun 3, 2022 to 2022",,,"None found,","None found,","None found,",['Manga'],,,['Kids'],3 min. per ep.,G - All Ages,[],#19275,#23183,129,0,,Eighth season of Ashuai.,"['Prequel (ONA) Ashuai 7th Season', 'Sequel (ONA) Ashuai 9th Season']",Ashuai 8th Season,,,['School'],['Comedy'],,,,
184,連続リエラ小説 れんちゃん,['ONA'],1,Finished Airing,"Apr 1, 2022",,,"None found,","None found,","None found,",Other,,,,6 min.,PG-13 - Teens 13 or older,[],#18868,#22586,149,0,,"Special animation available for one day on April 1, 2022, then released in the BD Volume 1. Uses the same stylization as Liella no Uta music videos.",[],Renzoku Liella Shousetsu: Ren-chan,Liella Novel: Ren-chan,,['Idols (Female)'],['Comedy'],,,,
185,にゃんかむちゅ～,['ONA'],6,Finished Airing,"Apr 17, 2022 to Apr 18, 2022",,,"None found,","None found,","None found,",Original,,,,2 min. per ep.,G - All Ages,[],#18278,#23338,125,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (ONA) Nyankamuchu Season 2', '']",Nyankamuchu,,Cat Bites Mouse,['Educational'],['Comedy'],,,,
186,エトピリカ～想いを紡ぐ鳥～,['ONA'],1,Finished Airing,"Apr 20, 2022",,,"None found,","None found,",['Mainichi Eigasha'],Other,,,,23 min.,G - All Ages,[],#20528,#25588,85,0,,"Etopirika: A Bird that Spins Thoughts is a animated film created based on the testimonies of former residents of the Northern Territories. The film was produced with the aim of helping many people, especially young people, learn more about what happened in the Northern Territories at the end of the war and the harsh experiences of the former islanders who were forced to leave their homes, and to raise momentum for the return of the Northern Territories. (Source: Official site, translated)",[],Etupirka: Omoi wo Tsumugu Tori,,,['Historical'],['Drama'],,,,
187,베베핀,['ONA'],Unknown,Currently Airing,"May 16, 2022 to ?",,,['Pinkfong'],"None found,","None found,",Original,,,['Kids'],3 min.,G - All Ages,[],#19519,#27782,56,0,,Meet Bebefinn who loves Baby Shark and sing nursery rhymes with catchy tunes together. (Source: YouTube),[],Bebefinn,,,['Music'],['Slice of Life'],,,,
188,憂国のモリアーティ,['OVA'],2,Finished Airing,"Apr 27, 2022",,,"['Mainichi Broadcasting System', 'Shueisha', 'Yomiuri TV Enterprise', 'Bandai Namco Arts', 'Bandai Spirits']","None found,",['Production I.G'],['Manga'],"['Mystery', 'Suspense']","['Adult Cast', 'Historical', 'Psychological']",['Shounen'],23 min. per ep.,R - 17+ (violence & profanity),7.80,#1053,#3567,"44,028",166,15894,"Yuri no Tsuioku A newspaper article about a vandalized painting catches the eye of William James Moriarty. Recognizing the artist from his childhood days in the slums, he takes his brother Louis with him on a trip to the city of Bath to meet with the artist personally and identify the culprit. However, the person claiming to be the painter is not the man William remembers. Joined by Sherlock Holmes and John H. Watson, William looks for clues in order to find his old friend. Moriarty-ke no Kyuujitsu The Moriarty household faces its biggest crisis to date: hosting a tea party. Mysterious and closed off to the public, the Moriarty home hides an abundance of weapons, research, and other tools used in their underground activities. To keep their secret safe from overly curious—and completely smitten—aristocratic women, the entire team must maximize their skills and protect their base of operations at all costs. [Written by MAL Rewrite]",[],Yuukoku no Moriarty OVA,,Moriarty the Patriot OVA,,,,,,
189,○○交配,['OVA'],10,Finished Airing,"Jan 31, 2020 to Sep 27, 2024",,,"None found,","None found,",['Majin'],['Manga'],"['Fantasy', 'Hentai']","['Harem', 'Mythology']",,16 min. per ep.,Rx - Hentai,7.27,N/A,#6103,"12,758",110,5255,"A special governmental program has been introduced to counteract the declining birth rates of demi-human races suffering due to a lack of male members. Through a so-called ""assistance system,"" randomly selected humans are required to mate with designated partners—be it elves, sirens, or even dragons. Iris Thea Eaderlindt, an elven princess known for her open-mindedness and friendly attitude towards humans, is transferred to the Ark Metropolitan Academy. Coincidentally, her new teacher has been selected as her mating partner. Anxious yet determined to fulfill her duty of securing the future of her race, she starts partaking in sexual activities with him. To her surprise, Iris discovers that her partner's ancestors were orcs, well known for their extraordinary sexual prowess. As more demi-human students join the class and find out about their teacher's ""side job,"" it becomes increasingly difficult for Iris to keep her partner's attention solely on her. [Written by MAL Rewrite]","['Adaptation (Doujinshi) Enjo Kouhai', '']",** Kouhai,Enjo Kouhai,Assisted Mating,,,,,,
190,思春期のお勉強,['OVA'],6,Currently Airing,"Dec 17, 2021 to ?",,,['Mary Jane'],"None found,",['Studio 1st'],['Manga'],,,,16 min. per ep.,Rx - Hentai,7.54,N/A,#6890,"9,515",79,3453,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Adaptation (Manga) Shishunki no Obenkyou', '']",Shishunki no Obenkyou,,,,['Hentai'],,,,
191,異世界ヤリサー,['OVA'],2,Finished Airing,"Apr 28, 2022",,,"['Lune-Pictures', 'Antechinus']","None found,",['T-Rex'],['Manga'],,,,16 min. per ep.,Rx - Hentai,6.83,N/A,#7315,"8,239",51,3659,"There was a notorious group of pickup artists around campus -- everywhere they went, they tried to hook up with women. Then one day, after an incident with a gang of thugs, all the members of this obnoxious group died. However, when they woke up they were in another world! And there's no reason they can't pick up girls there, too... (Source: DLSite, translated)",[],Isekai Yarisaa,,,,['Hentai'],,,,
192,オタクに優しいギャルとか、巨乳の幼なじみとか。,['OVA'],2,Finished Airing,"Apr 15, 2022 to Jun 17, 2022",,,"['Queen Bee', 'Mediabank']","None found,",['Blue bread'],['Manga'],,,,19 min. per ep.,Rx - Hentai,6.24,N/A,#8034,"6,495",21,2478,"Kageura, an otaku with glasses, is tricked into joining a group of gyaru at a physical education warehouse. One of them, Yui, decides to play a game with him, but she loses. She then decides to deprive him of his virginity in front of everyone. Thus, since this incident Yui constantly feels a strong excitement deep inside her. (Source: nautiljon)","['Adaptation (Manga) Otaku ni Yasashii Gal toka, Kyonyuu no Osananajimi toka.', '']","Otaku ni Yasashii Gal toka, Kyonyuu no Osananajimi toka.","An Otaku-Friendly Gal, or a Childhood Friend with Big Breasts",,,['Hentai'],,,,
193,巨乳女戦士・土下座催眠,['OVA'],2,Finished Airing,"Jun 3, 2022",,,['Lune-Pictures'],"None found,",['T-Rex'],Visual novel,,,,16 min. per ep.,Rx - Hentai,6.80,N/A,#8256,"6,067",23,2492,"A colosseum stands on an unnamed island, where warriors from all over the land fight for riches and glory. When a low level warrior finds the power of hypnosis, he is determined to punish all the female warriors that ridiculed him by unleashing all his dark desires on them in the ring. Will the fierce red-headed Stella, the busty priestess Iris, and the cunning dark elf Viola be able to stand up to his hypnotic powers or will they get corrupted by his perversions?",[],Kyonyuu Onna Senshi: Dogeza Saimin,,,,['Hentai'],,,,
194,ハーレム・カルト,['OVA'],4,Finished Airing,"May 27, 2022 to Apr 28, 2023",,,"['Queen Bee', 'Mediabank']","None found,",['Blue bread'],['Manga'],,,,20 min. per ep.,Rx - Hentai,6.47,N/A,#8765,"5,252",25,1969,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Harem Cult,,,,['Hentai'],,,,
195,淫行教師の催○セイ活指導録,['OVA'],2,Finished Airing,"Apr 1, 2022",,,"['Lune-Pictures', 'Antechinus']","None found,",['T-Rex'],['Manga'],,,,16 min. per ep.,Rx - Hentai,6.39,N/A,#8943,"4,981",23,1978,"An episodic story that follows the sexual exploits of Fukama, a sleazy teacher who gets ahold of a notebook called the Sex Life Guidance Notebook, which has supernatural powers. When its user writes the name of a person and acts the user wants them to perform, the target is hypnotized to comply with the user's orders. Fukama uses this book to have his way with various female students he lusts after, stealing them from their love interests who are unaware of what he's doing. Each episode focuses on a different female character that Fukama hypnotizes.",[],Inkou Kyoushi no Sai* Seikatsu Shidouroku,Records of a Guidance Counselor's Hypnotic Sex Life,,,['Hentai'],,,,
196,＃今までで一番良かったセックス THE ANIMATION,['OVA'],2,Finished Airing,"Jun 24, 2022",,,['Pink Pineapple'],"None found,",['Shion'],['Manga'],,,,16 min. per ep.,Rx - Hentai,6.52,N/A,#9000,"4,871",18,2025,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Adaptation (Manga) #Imamade de Ichiban Yokatta Sex', '']",#Ima made de Ichiban Yokatta Sex The Animation,,,,['Hentai'],,,,
197,J〇限界交尾 ~合意挿入でバチバチ肉穴化~,['OVA'],2,Finished Airing,"Jun 24, 2022 to Sep 9, 2022",,,"['King Bee', 'Mediabank']","None found,",['New Generation'],['Manga'],,,,14 min. per ep.,Rx - Hentai,6.59,N/A,#9171,"4,621",20,1588,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Adaptation (Manga) JK Genkai Koubi: Goui Sounyuu de Bachibachi Niku Anaka', '']",J* Genkai Koubi: Goui Sounyuu de Bachibachi Niku Anaka,,,,['Hentai'],,,,
198,ツグナヒ,['OVA'],4,Finished Airing,"Jun 24, 2022 to Jun 30, 2023",,,"None found,","None found,",['PoRO'],Visual novel,,,,24 min. per ep.,Rx - Hentai,6.16,N/A,#9533,"4,091",16,1347,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Tsugunai,,,,['Hentai'],,,,
199,乙女はお姉さまに恋してる 三つのきら星 The Animation,['OVA'],2,Finished Airing,"Jun 24, 2022 to Aug 26, 2022",,,['Showten'],"None found,",['Blue bread'],Visual novel,,"['Crossdressing', 'School']",,17 min. per ep.,Rx - Hentai,5.73,N/A,#10080,"3,435",9,1129,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Otome wa Boku ni Koishiteru: Trinkle Stars The Animation (2022),,,,['Hentai'],,,,
200,パンデミック,['OVA'],1,Finished Airing,"Jun 24, 2022",,,['Mousou Jitsugen Media'],"None found,","None found,",['Manga'],,,,20 min.,Rx - Hentai,5.04,N/A,#10247,"3,260",12,1167,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Pandemic,,,,['Hentai'],,,,
201,怪盗クイーンはサーカスがお好き,['OVA'],1,Finished Airing,"Jun 17, 2022",,,"None found,",['Sentai Filmworks'],['East Fish Studio'],Novel,"['Adventure', 'Fantasy']",,,58 min.,PG-13 - Teens 13 or older,6.34,#8014,#10421,"3,102",5,424,"The phantom thief known as the Mirage Queen is an enigma. From their age and gender to the methods behind their daring heists, much remains unknown to authorities and investigators worldwide. However, Queen's few accomplices know them as a remarkably principled person, guided by an internal code and a belief in the artistry of theft. As Queen announces their next target—the legendary jewel called Rose of Linden—the public holds its breath in anticipation. But when thieves from a traveling circus claim the jewel first, it sparks a contest of deception that promises to take everyone involved by surprise. [Written by MAL Rewrite]","['Sequel (Movie) Kaitou Queen no Yuuga na Vacances', 'Adaptation (Novel) Kaitou Queen Series']",Kaitou Queen wa Circus ga Osuki,Mirage Queen Aime Cirque,Mirage Queen Prefers Circus,,,,,,
202,映画 五等分の花嫁,['Movie'],1,Finished Airing,"May 20, 2022",,,"['Pony Canyon', 'TBS', 'Kodansha', 'Bushiroad', 'BS11', 'Nichion', 'GYAO!', 'Good Smile Film', 'MAGNET']",['Crunchyroll'],['Bibury Animation Studios'],['Manga'],"['Comedy', 'Romance']","['Harem', 'School']",['Shounen'],2 hr. 16 min.,PG-13 - Teens 13 or older,7.82,#987,#944,"273,236","3,201",131224,"Fuutarou Uesugi's efforts as the Nakano quintuplets' private tutor are finally paying off. The academic performances of the five sisters are steadily improving, and they are each closer than ever to achieving their respective dreams. However, it appears that Fuutarou has become more than a teacher for the girls, who urge him to sort out his feelings. The undecided young man promises to make a decision by the end of the school festival. However, Fuutarou's task will not be easy, as the Nakano sisters pull out all the stops to win his heart before it is too late. [Written by MAL Rewrite]","['Prequel (TV) 5-toubun no Hanayome ∬', 'Sequel (TV Special) 5-toubun no Hanayome*', 'Adaptation (Manga) 5-toubun no Hanayome', 'Adaptation (Novel) Anime 5-toubun no Hanayome Novelize']",5-toubun no Hanayome Movie,"Gotoubun no Hanayome, The Five Wedded Brides, The Quintessential Quintuplets",The Quintessential Quintuplets Movie,,,,,,
203,ドラゴンボール超スーパーヒーロー,['Movie'],1,Finished Airing,"Jun 11, 2022",,,"['Fuji TV', 'Bandai', 'Bandai Namco Entertainment', 'Shueisha', 'Bandai Spirits']",['Crunchyroll'],['Toei Animation'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,['Shounen'],1 hr. 39 min.,PG-13 - Teens 13 or older,7.57,#1691,#1872,"127,272",662,75232,"Years after his father is defeated by an adolescent Gokuu Son, Magenta seeks revenge against Gokuu's family and allies. In his quest to resurrect the defunct Red Ribbon Army, Magenta drafts the services of Dr. Hedo, grandson of the evil legendary scientist Dr. Gero. Hedo embarks to invent a new line of superheroic androids to eliminate Gokuu after Magenta manipulates him into believing that Earth's most powerful heroes are actually alien villains. While Gokuu and Vegeta train offworld, the alien Piccolo mentors Pan, Gokuu's toddler granddaughter, in the same way he once trained Gohan Son, her father. Gohan himself has forsaken his warrior lineage in order to pursue an academic career. Both Piccolo and Gohan must leap into action when their quiet lives are interrupted by the arrival of Gamma 1-gou and Gamma 2-gou—Hedo's new android creations. While the Gamma androids believe they are fighting for justice, a more sinister project incubates beneath the Red Ribbon headquarters. Gohan and Piccolo take drastic actions to protect Pan and defend the planet against a new robotic menace. [Written by MAL Rewrite]","['Prequel (Movie) Dragon Ball Super: Broly', 'Adaptation (Manga) Dragon Ball Super']",Dragon Ball Super: Super Hero,Dragon Ball Super Movie 2: Superhero,Dragon Ball Super: Super Hero,['Martial Arts'],,,,,
204,劇場版 異世界かるてっと ～あなざーわーるど～,['Movie'],1,Finished Airing,"Jun 10, 2022",,,['Kadokawa'],"None found,",['Studio PuYUKAI'],Original,"['Comedy', 'Fantasy']","['Isekai', 'Parody']",,1 hr. 52 min.,PG-13 - Teens 13 or older,7.47,#2070,#2439,"86,075",127,21044,The class arrives in another world and they encounter a desolate environment dominated by a rampaging magical automaton.,"['Prequel (TV) Isekai Quartet 2', '']",Isekai Quartet Movie: Another World,Gekijouban Isekai Quartet: Another World,,,,,,,
205,からかい上手の高木さん,['Movie'],1,Finished Airing,"Jun 10, 2022",,,['TOHO animation'],['Sentai Filmworks'],['Shin-Ei Animation'],['Manga'],,"['Love Status Quo', 'School']",['Shounen'],1 hr. 13 min.,PG-13 - Teens 13 or older,8.43,#178,#2468,"84,239",751,37774,"Takagi and Nishikata's final summer in junior high is about to begin, and it's already off to a heartwarming start! When the pair find an abandoned kitten, they decide to work together and take care of their adorable new companion until they can locate its missing mother. (Source: Sentai Filmworks)","['Prequel (TV) Karakai Jouzu no Takagi-san 3', 'Adaptation (Manga) Karakai Jouzu no Takagi-san']",Karakai Jouzu no Takagi-san Movie,,Teasing Master Takagi-san: The Movie,,['Romance'],,,,
206,映画 ODD TAXI イン・ザ・ウッズ,['Movie'],1,Finished Airing,"Apr 1, 2022",,,"['TV Tokyo', 'Dentsu', 'Pony Canyon', 'AT-X', 'Asmik Ace', 'Crunchyroll', 'Pony Canyon Enterprises', 'Mimoid', 'Yoshimoto Kogyo']","None found,","['OLM', 'P.I.C.S.']",Original,"['Drama', 'Mystery', 'Suspense']","['Adult Cast', 'Anthropomorphic', 'Organized Crime']",,2 hr. 7 min.,PG-13 - Teens 13 or older,6.36,#7942,#3525,"44,979",116,9609,"October 4 marks the fateful day when a high school girl vanished, triggering an unpredictable series of events. In order to unravel the mystery behind the girl's disappearance, all of the key witnesses connected to the case recount the events leading up to and following the crime. As the pieces to the story come together, they all seem to be connected to one individual—taxi driver Hiroshi Odokawa. [Written by MAL Rewrite]",[],Odd Taxi Movie: In the Woods,,Odd Taxi: In the Woods,,,,,,
207,犬王,['Movie'],1,Finished Airing,"May 28, 2022",,,"['Aniplex', 'CoMix Wave Films', 'Nippon Shuppan Hanbai (Nippan) K.K.', 'Asmik Ace', 'Tohokushinsha Film Corporation', 'KDDI', 'Mixi', 'Open Culture Entertainment']",['GKIDS'],['Science SARU'],Novel,"['Award Winning', 'Fantasy']","['Historical', 'Music', 'Performing Arts']",,1 hr. 37 min.,R - 17+ (violence & profanity),7.78,#1099,#4084,"33,691",217,10494,"After diving for an ancient sword in the waters where the battle of Dan-no-ura was fought and the Heike clan fell, Tomona loses both his sight and his father. Left with few options other than learning to play the biwa, Tomona gains enough skill to join a prestigious troupe of storytelling performers and takes the name ""Tomoichi."" Soon after, Tomoichi meets a strange person who finds joy in terrorizing others with his deformed appearance, but is surprised when the sightless storyteller treats him as an equal. The pair become fast friends and begin performing together after the stranger—who chooses the name ""Inu-Ou""—discovers that he is able to hear spirits telling forgotten tales of the Heike clan. Tomoichi changes his name again to Tomoari and uses his music to promote Inu-Ou's underground dance performances, achieving incredible popularity among the masses. However, the brazen and unconventional style they develop challenges traditions that the shogunate values deeply. As the pair's fame continues to increase, they must contend with the forces of tradition that control the society around them. [Written by MAL Rewrite]",[],Inu-Ou,,Inu-Oh,,,,,,
208,劇場版 Free!-the Final Stroke-,['Movie'],1,Finished Airing,"Apr 22, 2022",,,['ABC Animation'],"None found,",['Kyoto Animation'],Original,,,,1 hr. 45 min.,PG-13 - Teens 13 or older,7.81,#1019,#4122,"33,124",205,7037,"After his first appearance on the competitive world stage, Haruka is held captive by the swimming of the unmistakable champion, Albert, and feels like he's lost his way. With the current state of things, his swimming and what the water means to him are called into question. Haruka begins to sink to the bottom of the murky water as he struggles on his own. Pushed on by a restless urge in his heart, Haruka purposefully puts himself through a rigorous and intensive training regiment, relentlessly devoting himself to practice. In his heart, Haruka knows that he's pushing himself beyond his limits both physically and mentally. His friends can do nothing but watch over and have faith in him. Memories of Albert's cold, dry swimming keep replaying in his mind. I have to get faster, I have to become stronger. I have to compete against Albert again. Haruka unleashes his stroke to cut through the heavy, indifferent water. His friends draw closer to watch. What scenery will Haruka see at the end of this struggle＊──! (Source: Free! website, Translated)","['Prequel (Movie) Free! Movie 4: The Final Stroke - Zenpen', '']",Free! Movie 5: The Final Stroke - Kouhen,Gekijouban Free! The Final Stroke Kouhen,Free! the Final Stroke: The Second Volume,['School'],['Sports'],,,,
