,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genre,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genres,Theme,Synonyms,Demographic,German,Spanish,French,Demographics
220,ハイキュー!! 終わりと始まり,Haikyu!! the Movie: The End and the Beginning,['Movie'],1,Finished Airing,"Jul 3, 2015",,,['TOHO animation'],"None found,",['Production I.G'],['Manga'],['Sports'],"['School', 'Team Sports']",1 hr. 29 min.,PG-13 - Teens 13 or older,8.07,#564,#2051,"112,702",133,44363,"After watching a volleyball match on TV where the ""Little Giant"" of Karasuno High School helps his team secure a hard-fought victory, young and impressionable Shouyou Hinata begins to play the sport in hopes that he too can soar high one day. Now enrolled at the same school as his idol, he attempts to join the volleyball team despite his short stature. Unfortunately, upon his arrival, Hinata locks eyes with ""King of the Court"" Tobio Kageyama—a genius setter whom he had once suffered a bitter defeat to in middle school. Their unfriendly introduction and subsequent rivalry forces the rest of the Karasuno team to bar both of them from joining the club until they can learn to work together as teammates. Though reluctant to cooperate, their desire to play volleyball causes them to return with a proposal that will show the other members that they are capable of teamwork. As the two freshmen form an odd setter-and-ace relationship, an old rival school invites Karasuno for practice matches, reigniting competition between the two schools once more. [Written by MAL Rewrite]","['Sequel (Movie) Haikyuu!! Movie 2: Shousha to Haisha', '']",Haikyuu!! Movie 1: Owari to Hajimari,,,"High Kyuu!! Movie 1, Haikyuu!! Recap",['Shounen'],Haikyu!! Film 1: Ende und Anfang,,,
221,コードギアス 亡国のアキト 第４章「憎しみの記憶から」,Code Geass: Akito the Exiled - Memories of Hatred,['Movie'],1,Finished Airing,"Jul 4, 2015",,,"['Bandai Visual', 'Bandai', 'Bandai Namco Entertainment', 'Hakuhodo DY Media Partners']",['Funimation'],['Sunrise'],Original,['Action'],"['Mecha', 'Military']",59 min.,R - 17+ (violence & profanity),7.21,#3328,#2108,"107,974",76,50320,"While W-0 is away, Leila and the remaining crew at base find themselves surrounded by Britannian Knightmares. Piloting the Vercingetorix, Shin Hyuuga leads the enemy charge, having usurped the position of Grand Master in the Knights of St. Michael. With her core members unavailable, it's up to Leila to protect her comrades, but this may be much tougher than she realizes: a spy lurking among them is finally ready to reveal himself. Left with no choice but to surrender, Leila arranges a meeting with Shin in order to ensure the safety of her squad. But as negotiations begin to fall apart, Akito and an unexpected ally return in the nick of time to turn things around. [Written by MAL Rewrite]","['Prequel (Movie) Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu', 'Sequel (Movie) Code Geass: Boukoku no Akito 5 - Itoshiki Mono-tachi e']",Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku kara,,,,,Code Geass: Akito the Exiled - Memories of Hatred,,Code Geass: Akito The Exiled - Souvenirs de Haine,
222,ハイキュー!! 勝者と敗者,Haikyuu!! the Movie: The Winner and the Loser,['Movie'],1,Finished Airing,"Sep 18, 2015",,,"None found,","None found,",['Production I.G'],['Manga'],['Sports'],"['School', 'Team Sports']",1 hr. 28 min.,PG-13 - Teens 13 or older,8.09,#537,#2189,"102,640",98,39581,"The Inter-High has finally arrived for Karasuno High School's volleyball team. Their opponent at the tournament is Date Tech High School—the team that crushed Karasuno the year prior. The loss brings back anxiety and fear for the team's second- and third-years as they were unable to overcome Date's ""read block."" With the dynamic freshmen duo Shouyou Hinata and Tobio Kageyama on their side, will Karasuno be able to overcome their past and break through the iron wall? Awaiting Karasuno in the next round is the elite Aoba Jousai High School, led by the cunning captain Tooru Oikawa. Coming from the same middle school as Kageyama, Oikawa is a talented and unpredictable setter with a grudge against his former teammate. It is a battle between genius setters to decide who will continue on in the Inter-High. [Written by MAL Rewrite]","['Prequel (Movie) Haikyuu!! Movie 1: Owari to Hajimari', 'Sequel (Movie) Haikyuu!! Movie 3: Sainou to Sense']",Haikyuu!! Movie 2: Shousha to Haisha,,,"High Kyuu!! Movie 2, Haikyuu!! Recap 2",['Shounen'],Haikyu!! Film 2: Gewinner Verlierer,,,
223,ポケモン・ザ・ムービーXY『光輪（リング）の超魔神 フーパ』,Pokémon the Movie: Hoopa and the Clash of Ages,['Movie'],1,Finished Airing,"Jul 18, 2015",,,"None found,",['The Pokemon Company International'],['OLM'],Game,,,1 hr. 18 min.,PG - Children,6.62,#6417,#3038,"59,086",18,36248,"A century ago, the power of a mighty creature known as Hoopa, who is capable of single-handedly defeating legendary Pokémon, was captured in a bottle by a lone traveler. The bottle was then hidden deep inside a cave in the desert, in the hopes that the darkness sealed within it would never see the light of day again. Years later, a young man finds the bottle and breaks the curses surrounding it, releasing the power confined within it. Its contents take the form of Hoopa's shadow, and it uses its unbound power to shatter the bottle and prevent anyone from capturing it again. The shadow then goes on a rampage and attacks the original Hoopa, while both Pokémon summon other legendary creatures to aid them in their brawl. Satoshi—a budding Pokémon trainer from the Kanto region—and his friends are caught up in the crossfire, and must now work to stop the ravaging Pokémon, or face a devastating clash of legends. [Written by MAL Rewrite]","['Prequel (OVA) Pokemon XY: Odemashi Ko Majin Hoopa', 'Adaptation (Manga) Pokémon the Movie XY: Ring no Choumajin Hoopa']",Pokemon Movie 18: Ring no Choumajin Hoopa,"['Adventure', 'Fantasy']",,"Pokémon the Movie XY 2015, Pokémon the Movie XY: The Archdjinni of Rings - Hoopa, Pokémon Movie 18",['Kids'],Pokémon Film 18: Hoopa und der Kampf der Geschichte,Pokémon Película 18: Hoopa y un Duelo Histórico,Pokémon Film 18: Hoopa et Le Choc des Légendes,
224,劇場版 弱虫ペダル,,['Movie'],1,Finished Airing,"Aug 28, 2015",,,"['TV Tokyo', 'MediaNet', 'TOHO animation', 'Akita Shoten', '8PAN']",['Discotek Media'],['TMS Entertainment'],['Manga'],['Sports'],,1 hr. 29 min.,PG-13 - Teens 13 or older,7.55,#1754,#4106,"33,353",27,16746,"With the Inter-high over and as the end of summer approaches, Sakamichi trains intensely with Imaizumi Shunsuke and Naruko Shoukichi so he can carry on Team Sohoku’s spirit of supporting each other entrusted to him by Kinjou Shingo, Makishima Yusuke, and Tadokoro Jin, the third years who will be graduating before long. One day, Team Sohoku receives an invitation to the Kumamoto Fire Country Mountain Race, an invitational race for teams that performed well at the Inter-high, and their captain Kinjou decides their core Inter-high team will attend. (Source: Crunchyroll)","['Prequel (TV) Yowamushi Pedal: Grande Road', 'Sequel (TV) Yowamushi Pedal: New Generation']",Yowamushi Pedal Movie,,['Racing'],Gekijouban Yowamushi Pedal,['Shounen'],Yowamushi Pedal the Movie,Yowamushi Pedal: La Película,Yowamushi Pedal the Movie,
225,劇場版「明治東亰恋伽」～弦月の小夜曲～,,['Movie'],1,Finished Airing,"Jul 18, 2015",,,['MAGES.'],"None found,",['Studio Deen'],Visual novel,,"['Reverse Harem', 'Time Travel']",1 hr.,PG-13 - Teens 13 or older,6.71,#5861,#6105,"12,756",21,1022,"On an evening lit by a crimson full moon, an ordinary high school girl named Mei Ayazuki meets a self-proclaimed magician named Charlie at a festival. Through Charlie's magic, she time-travels to the Meiji era in Tokyo, where she meets and falls in love with various great historical figures from that time period. (Source: ANN)","['Sequel (Movie) Meiji Tokyo Renka Movie 2: Hanakagami no Fantasia', '']",Meiji Tokyo Renka Movie 1: Yumihari no Serenade,"['Fantasy', 'Romance']",,"Meiji Tokyo Renka: Gengetsu no Sayokyoku, Meikoi",['Josei'],,,,
226,たまゆら～卒業写真～ 第2部 響-ひびき-,,['Movie'],1,Finished Airing,"Aug 29, 2015",,,"['Shochiku', 'flying DOG']","None found,",['TYO Animations'],Original,['Slice of Life'],"['CGDCT', 'Iyashikei']",52 min.,G - All Ages,7.74,#1199,#6409,"11,311",11,4096,The second movie of a four-part finale of Tamayura.,"['Prequel (Movie) Tamayura: Sotsugyou Shashin Part 1 - Kizashi', 'Sequel (Movie) Tamayura: Sotsugyou Shashin Part 3 - Akogare']",Tamayura: Sotsugyou Shashin Part 2 - Hibiki,,,Tamayura Kanketsu-hen Movie 2,,,,,
227,"Wake Up, Girls！青春の影",,['Movie'],1,Finished Airing,"Sep 25, 2015",,,"['TV Tokyo', 'Tatsunoko Production', 'AT-X', 'TOHO', 'Ultra Super Pictures', 'DIVE II Entertainment', 'Good Smile Company', 'Avex Pictures', 'Lawson HMV Entertainment', 'Hiroshi Planning']","None found,","['Ordet', 'Millepensee']",Original,['Drama'],"['Idols (Female)', 'Music']",54 min.,PG-13 - Teens 13 or older,7.13,#3736,#6556,"10,696",12,4206,"Movie sequel of Wake Up, Girls!, announced at Wake Up, Girls! Festa.2014 Winter.","['Prequel (TV) Wake Up, Girls!', 'Sequel (Movie) Wake Up, Girls! Beyond the Bottom']","Wake Up, Girls! Seishun no Kage",,,"Wake Up, Girls! Zoku Movie, Wake Up, Girls! 2, WUG! Zoku-hen, WUG! 2, Wake Up, Girls! Shadow of Youth",,,,,
228,ポケモン・ザ・ムービーXY『ピカチュウとポケモンおんがくたい』,Pikachu and the Pokemon Music Squad,['Movie'],1,Finished Airing,"Jul 18, 2015",,,"None found,",['The Pokemon Company International'],['OLM'],Game,,,15 min.,PG - Children,6.24,#8635,#7759,"7,080",0,2815,"Pikachu and the rest of the group practice singing and dancing, as well as rehearsing their segments, until they realize Luchabull (Hawlucha) can't sing! Now it's up to Pikachu and everybody else to encourage Luchabull into getting back on cue before they have to do the show for real! Will they succeed?",[],Pokemon: Pikachu to Pokemon Ongakutai,"['Adventure', 'Fantasy']",,"Pocket Monsters: Pikachu to Pokemon Ongakutai, Pikachu and the Pokemon Musicians, Pocket Monsters XY Movie 2 Short",['Kids'],,,,
229,アイカツ！ミュージックアワード　みんなで賞をもらっちゃいまSHOW！,,['Movie'],1,Finished Airing,"Aug 22, 2015",,,['Bandai'],"None found,",['Bandai Namco Pictures'],Original,,"['Idols (Female)', 'Music']",56 min.,PG - Children,7.03,#4258,#9724,"3,874",0,1390,An Aikatsu! All-Star awards ceremony will take place. The film will feature songs and stages featured throughout the anime series. (Source: ANN),[],Aikatsu! Music Award: Minna de Shou wo MoracchaimaShow!,,,,,,,,
230,西游记之大圣归来,Monkey King: Hero Is Back,['Movie'],1,Finished Airing,"Jul 10, 2015",,,['Bytehoo'],"None found,",['October Media'],Original,,"['Historical', 'Martial Arts']",1 hr. 27 min.,PG-13 - Teens 13 or older,6.68,#6014,#10385,"3,134",5,1045,"Legend tells of the all-powerful Monkey King, who was unmatched in combat, and walked freely through Heaven, Earth, and Hell. After breaking some of the most important rules set by the Gods, he is imprisoned in an ice cage under the mountains, bound by the only powers able to control him. Without the great Monkey King, darkness falls across China. While fleeing from the monsters that have attacked his village, a small boy hides in the mountains as his only place of safety, and finds a strange icy pillar bound in chains. He touches the ice, breaking the spell, and begins the events of the movie Monkey King: Hero is Back.",[],Xiyou Ji: Dasheng Guilai,"['Adventure', 'Fantasy', 'Supernatural']",,"Xiyouji zhi Dasheng Guilai, CUG: King of Heroes",,,,,
231,シンドバッド 空とぶ姫と秘密の島,Sindbad: The Flying Princess and the Secret Island,['Movie'],1,Finished Airing,"Jul 4, 2015",,,['Shirogumi'],"None found,",['Nippon Animation'],Original,['Adventure'],,50 min.,G - All Ages,6.24,#8646,#11302,"2,398",0,657,"Sinbad dreams of voyaging to an unknown world. He and his pet monkey Mimi encounter Sana, a girl riding a flying wooden horse. Then, the wind shifts. (Source: ANN, edited)","['Sequel (Movie) Sinbad: Mahou no Lamp to Ugoku Shima', '']",Sinbad: Soratobu Hime to Himitsu no Shima,,,,,,,,
232,氷川丸ものがたり,,['Movie'],1,Finished Airing,"Aug 22, 2015",,,"None found,","None found,",['Mushi Production'],Book,['Drama'],,1 hr. 30 min.,None,[],#18569,#15074,797,0,,"Hirayama Jirou has lost his mother in the Great Kanto Earthquake and now runs a soba stall with his father. He decides to join the crew of the famous ocean liner Hikawa Maru and finds work cooking in the ship's galley. Through his eyes, the film explores the ship's 85-year history. (Source: ANN)",[],Hikawa Maru Monogatari,,['Historical'],Hikawa Maru Story,,,,,
233,화산고래,The Crimson Whale,['Movie'],1,Finished Airing,"Sep 10, 2015",,,['Korean Academy of Film Arts'],"None found,","None found,",Original,,,1 hr. 10 min.,R - 17+ (violence & profanity),[],#18803,#16125,608,0,,"In the year 2070, mankind faces a life threatening crisis due to huge earthquakes and volcanic eruptions. Korea is in a state of anarchy and Busan is swarming with refugees. Young street dealer Ha-jin has the ability to communicate with whales – a fact she keeps hidden from everyone. One day, a onearmed woman named Baek Sang-won asks Ha-jin to join her in the gules whale hunt. Painful memories lead Ha-jin to turn down the offer initially, but she eventually ends up joining Baek. As she makes friends on the ship, she grows curious about the gules whale and learns that every crew member has a sad gules story. The madness in the crews’ eyes as they try to kill the gules brings Ha-jin’s trauma to the forefront of her mind – and she experiences her own madness. (Source: Korean Film Biz Zone)",[],Hwasan Golae,"['Horror', 'Suspense']",,Volcanic Whale,,,,,
234,プラネタリウム　ちびまる子ちゃん　星にねがいを,,['Movie'],1,Finished Airing,"Jul 18, 2015",,,"None found,","None found,",['Nippon Animation'],['Manga'],,,28 min.,G - All Ages,6.40,#7683,#16143,606,0,117,"The Konica Minolta ""Tenkuu"" Planetarium in Tokyo Skytree Town will run a Chibi Maruko-chan planetarium show from July 18 to August 31. The show, titled ""Planetarium Chibi Maruko-chan, Hoshi ni Negai wo"" (Planetarium Chibi Maruko-chan, Wish Upon a Star), celebrates the 25th anniversary of the Chibi Maruko-chan anime since it first aired in January 1990. (Source: ANN)",[],"Planetarium Chibi Maruko-chan, Hoshi ni Negai wo","['Comedy', 'Slice of Life']",['School'],"Planetarium Chibi Maruko-chan, Wish Upon a Star",['Kids'],,,,
235,映画かいけつゾロリ　うちゅうの勇者たち,,['Movie'],1,Finished Airing,"Sep 12, 2015",,,"None found,","None found,","['Ajia-do', 'Bandai Namco Pictures']",Picture book,,,48 min.,PG - Children,6.36,#7931,#16362,575,1,123,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Kaiketsu Zorori Movie: Uchuu no Yuusha-tachi,"['Adventure', 'Comedy']",,"Eiga Kaiketsu Zorori: Uchuu no Yuusha-tachi, Zorori Movie 4",,,,,
236,それいけ! アンパンマン ミージャと魔法のランプ,,['Movie'],1,Finished Airing,"Jul 4, 2015",,,"None found,","None found,",['TMS Entertainment'],Original,,,1 hr. 10 min.,PG - Children,[],#14528,#16534,556,1,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Sore Ike! Anpanman: Mija to Mahou no Lamp,"['Comedy', 'Fantasy']",,,['Kids'],,,,
237,欲望Jungle,Jungle of Desire,['Movie'],1,Finished Airing,"Sep 5, 2015",,,"None found,","None found,",['Wong Ping Animation Lab'],Original,,,6 min.,R+ - Mild Nudity,5.59,N/A,#19553,310,0,115,"An impotent husband, an unsatisfied wife and a megalomaniac policeman. A perfect ecosystem in the concrete jungle. The jungle where you can truly face your lust with no moral laws. (Source: Vimeo)",[],Yuwang Jungle,"['Avant Garde', 'Erotica']",,,,,,,
238,眠れない夜の月,Moon of a Sleepless Night,['Movie'],1,Finished Airing,"Sep 5, 2015",,,['Taiyo Kikaku'],"None found,",['Tecarat'],Original,,,27 min.,G - All Ages,[],#20624,#19629,306,0,,"A squirrel and a boy set out on a journey together to restore daylight. They must find and release the moon stuck high up on a tree somewhere far, far away. (Source: JFF Plus)",[],Nemurenai Yoru no Tsuki,"['Adventure', 'Fantasy']",,,,,,,
239,犹太女孩在上海2：项链密码,A Jewish Girl in Shanghai Part 2: The Mystery of the Necklace,['Movie'],1,Finished Airing,"Aug 28, 2015",,,"None found,","None found,",['Shanghai Animation Film Studio'],Other,['Drama'],"['Historical', 'Military']",1 hr. 19 min.,PG - Children,[],#16121,#19718,300,0,,The second Youtai Nuhai Zai Shanghai film which expands the back story of Rina and Michalli. It focuses on what happened to their parents fleeing and how the two children ended up in Shanghai as the Nazis try to hunt them down.,"['Prequel (Movie) Youtai Nuhai Zai Shanghai', '']",Youtai Nuhai Zai Shanghai 2: Xianglian Mima,,,,,,,,
240,狗仔式的愛,Doggy love,['Movie'],1,Finished Airing,"Jul 27, 2015",,,"None found,","None found,",['Wong Ping Animation Lab'],Original,,,5 min.,R+ - Mild Nudity,[],N/A,#19946,288,0,,Do you know the reason why love is shown in the shape of a red heart? (Source: Vimeo),[],Gouzai Shi de Ai,"['Avant Garde', 'Erotica']",,,,,,,
241,창백한 얼굴들,On The White Planet,['Movie'],1,Finished Airing,"Sep 10, 2015",,,"None found,","None found,","None found,",Original,,,1 hr. 13 min.,R - 17+ (violence & profanity),[],#17177,#20054,282,0,,"In an unknown time when everything is colorless, the world pale and desolate, everybody is born with pale white skin. There is absolutely no sign of color in this world at all. However, one boy is born with yellowish skin. Everybody treats him like some sort of monster, and the boy lives in isolation, in the woods with his mother. The year he turns 16, the boy’s depressed mother, unable to bear the seclusion, commits suicide. The boy blames himself for her death and dreams of becoming a normal pale-skinned person. (Source: koreanfilm.or.kr)",[],Changbaekhan Eolkuldeul,"['Award Winning', 'Drama']",['Psychological'],,,,,,
242,猪猪侠 终极决战,GG Bond: Ultimate Battle,['Movie'],1,Finished Airing,"Jul 10, 2015",,,"None found,","None found,","None found,",Original,['Sci-Fi'],,1 hr. 30 min.,G - All Ages,[],#16379,#20188,273,0,,"G.G. Bond and his team have eliminated all monster threats. So they have been using a virtual reality simulator to stay on top in case of a threat. In this simulator, G.G. Bond is reunited with his father. But unbeknownst to him, his father is the King of Darkness and merges virtual time and space with reality. Unable to tell apart illusions with realness, the King of Darkness attacks while the heroes are confused.","['Prequel (TV) Zhu Zhu Xia: Zhong Ji Jue Zhan - Qian Ye Pian', '']",Zhu Zhu Xia: Zhong Ji Jue Zhan,,['Super Power'],GG Bond Movie 3,['Kids'],,,,
243,それいけ!アンパンマン リズムでうたおう! アンパンマン夏まつり,,['Movie'],1,Finished Airing,"Jul 4, 2015",,,"None found,","None found,",['TMS Entertainment'],Picture book,,,20 min.,G - All Ages,[],#14536,#21017,228,0,,A double feature with Sore Ike! Anpanman: Mija to Mahou no Lamp.,[],Sore Ike! Anpanman: Rhythm de Utaou! Anpanman Natsumatsuri,"['Comedy', 'Fantasy']",['Music'],,['Kids'],,,,
244,黑猫警长之翡翠之星,Mr. Black: Green Star,['Movie'],1,Finished Airing,"Aug 7, 2015",,,"None found,","None found,",['Shanghai Animation Film Studio'],Original,,,1 hr. 22 min.,PG - Children,[],#18477,#21252,215,0,,"In this exciting Chinese action flick, Mr. Black is back! After notorious criminal rat, One-Ear escapes, Mr. Black organises a all-points bulletin to capture him. But more trouble is brewing: a mad ape scientist, Dr. Big Ape seeks revenge on those who have wronged him. Now joining forces with One-Ear, they have a diabolical plan up their sleeve: to kidnap the citizens and banish them to space using the ""Emerald Star"" on opening day. With the help of his fellow officers and a young pig partner, Mr. Black faces his foes in an epic showdown of the ""Emerald Star"" (Source: IMDB)",[],Hei Mao Jing Zhan Zhi Fei Cui Zhi Xing,"['Action', 'Adventure', 'Comedy']",['Detective'],"Black Cat Detective: Green Star, Hei Mao Jing Zhan 2015, Mr. Black",['Kids'],,,,
245,汽车人总动员,The Autobots,['Movie'],1,Finished Airing,"Jul 3, 2015",,,"None found,","None found,","None found,",Original,,,1 hr. 24 min.,G - All Ages,[],#21241,#21590,198,2,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Qiche Ren Zongdongyuan,,['Racing'],Qi Che Ren Zong Dong Yuan,['Kids'],,,,
246,美人鱼之海盗来袭,Little Mermaid: Attack of the Pirates,['Movie'],1,Finished Airing,"Jul 31, 2015",,,"None found,","None found,","None found,",Unknown,,,1 hr. 30 min.,G - All Ages,[],#20114,#21854,182,0,,"A kind-hearted mermaid, braving the Sea-God's warning to ster clear, saves a captain's daughter from the stormy ocean. But when the captain needs her help again, the mermaid must face a hard choice. (Source: Amazon)",[],Meirenyu: Haidao Laixi,"['Adventure', 'Fantasy']",,Mei Ren Yu Zhi Hai Dao Lai Xi,['Kids'],,,,
247,桂宝之爆笑闯宇宙,Kwai Boo,['Movie'],1,Finished Airing,"Aug 6, 2015",,,"None found,","None found,","None found,",Unknown,,,1 hr. 34 min.,G - All Ages,[],#18287,#22178,166,0,,"Gui Bao is a genius who dreams of becoming an inventor who creates a technology that changes the course of humanity. However, his latest invention turns out to be a disaster. (Sourc: IMDB)",[],Gui Bao: Baoxiao Chuang Yuzhou,"['Comedy', 'Sci-Fi']",,Gui bao zhi bao xiao chuang yu zhou,['Kids'],,,,
248,刺客聂隐娘前传,,['Movie'],1,Finished Airing,"Aug 20, 2015",,,"None found,","None found,","None found,",Original,['Action'],,4 min.,PG - Children,[],#17382,#22173,168,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Cike Nieyinniang Qianchuan,,,The Assassin: The Pre-Sequel,,,,,
249,赛尔号大电影5：雷神崛起,,['Movie'],1,Finished Airing,"Jul 23, 2015",,,"None found,","None found,","None found,",Game,,,1 hr. 41 min.,PG - Children,[],#21488,#23160,132,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (Movie) Sai Er Hao Movie 4: Sheng Mo Zhi Zhan', 'Sequel (Movie) Sai Er Hao Movie 6: Sheng Zhe Wudi']",Sai Er Hao Movie 5: Leishen Jue Qi,,,Seer Movie 5: Rise of Thunder,['Kids'],,,,
250,奥拉星: 进击圣殿,Aura Star: Attack of the Temple,['Movie'],1,Finished Airing,"Jul 23, 2015",,,"None found,","None found,","None found,",Game,,,1 hr. 28 min.,PG - Children,[],#16680,#23178,131,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Aura Xing: Jinji Sheng Dian,"['Adventure', 'Fantasy']",,"Aola Star, Ao La Xing: Jinji Sheng Dian",['Kids'],,,,
251,我是大熊猫之熊猫大侠,,['Movie'],1,Finished Airing,"Aug 15, 2015",,,"None found,","None found,","None found,",Unknown,['Fantasy'],,1 hr. 21 min.,PG - Children,[],#15334,#24225,107,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (Movie) Wo Shi Da Xiongmao', '']",Wo Shi Da Xiongmao: Xiongmao Da Xia,,,Happy Panda 2: Panda Hero Legend,['Kids'],,,,
252,白雪公主之神秘爸爸,Snow White: The Mysterious Father,['Movie'],1,Finished Airing,"Aug 14, 2015",,,"None found,","None found,","None found,",Book,,,1 hr. 18 min.,G - All Ages,[],#16772,#24168,108,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Baixue Gongzhu: Shenmi Baba,"['Adventure', 'Fantasy']",,Baixue Gongzhu Zhi Shenmi Baba,['Kids'],,,,
253,魔镜奇缘,,['Movie'],1,Finished Airing,"Sep 3, 2015",,,"None found,","None found,","None found,",Unknown,['Fantasy'],,1 hr. 19 min.,PG - Children,[],#20339,#24525,101,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (Movie) Mo Jing Qi Yuan 2', '']",Mo Jing Qi Yuan,,,Enchanted Mirror Romance,['Kids'],,,,
254,长江7号：超萌特攻队,,['Movie'],1,Finished Airing,"Sep 26, 2015",,,"None found,","None found,","None found,",Other,['Fantasy'],,1 hr. 16 min.,PG - Children,[],#17178,#24679,99,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Changjiang 7 Hao: Chao Meng Tegong Dui,,,CJ7: Super Q Team,['Kids'],,,,
255,洛克王国4：出发！巨人谷,Roco Kingdom 4,['Movie'],1,Finished Airing,"Aug 13, 2015",,,"None found,","None found,","None found,",Game,,,1 hr. 23 min.,PG - Children,[],#21397,#25477,88,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (Movie) Roco Wangguo 3: Sheng Long De Shouhu', '']",Roco Wangguo 4: Chufa! Juren Gu,"['Adventure', 'Fantasy']",,,['Kids'],,,,
256,西游新传2：真心话大冒险,,['Movie'],1,Finished Airing,"Jul 3, 2015",,,"None found,","None found,","None found,",Novel,,,1 hr. 20 min.,PG - Children,[],#15924,#25496,88,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Xiyou Chaoji Fen 2: Zhenxin Hua Da Maoxian,"['Adventure', 'Fantasy']",,,['Kids'],,,,
257,キテレツ大百科＆ドラえもん コロ助のはじめてのおつかい,,['Movie'],1,Finished Airing,"Sep 3, 2015",,,"None found,","None found,","None found,",['Manga'],['Sci-Fi'],,Unknown,PG - Children,[],#19447,#26184,78,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Kiteretsu Daihyakka & Doraemon: Korosuke no Hajimete no Otsukai,,,Kiteretsu Encyclopedia & Doraemon: Korosuke's First Errand,['Kids'],,,,
258,ハイスクールD×D BorN  石踏一榮完全監修！妄想爆揺解除オリジナルビデオ,High School DxD BorN Specials,['Special'],6,Finished Airing,"Jul 24, 2015 to Jan 27, 2016",,,"['Genco', 'Lantis', 'Movic', 'AT-X', 'Memory-Tech', 'Showgate', 'Kadokawa']",['Funimation'],['TNK'],['Light novel'],,,3 min. per ep.,R+ - Mild Nudity,7.36,#2555,#2257,"97,782",166,51388,"Specials included with the Blu-ray/DVD volumes. ""Rias and Akeno's Womanly Battle!?"" - Rias and Akeno compete to see whose sexy roleplay has greater appeal for Issei. (3:18) ""The Church Trio's Underwear, Amen!"" - Irina, Xenovia, and Asia compare their ""battle underwear"". (3:11) ""Koneko's Healing Sage Arts, Meow"" - Koneko has a healing technique, but does Issei have the wrong idea? (3:44) ""Levia and So"" - Tsubaki can't decide between two magical girl costumes and convinces a reluctant Sona to try one one. (3:29) ""Steamy Grayfia"" - Grayfia isn't quite herself when she and Issei accidentally encounter each other in the bath. (3:24) ""Rossweisse's True Teaching Story"" - When Rossweisse helps Issei study for a test, it proves difficult to avoid inappropriately distracting him. (3:07)",[],High School DxD BorN: Ishibumi Ichiei Kanzen Kanshuu! Mousou Bakuyou Kaijo Original Video,"['Comedy', 'Ecchi']",,,,,,,
259,オーバーロード　ぷれぷれぷれあです,,['Special'],8,Finished Airing,"Sep 25, 2015 to Feb 24, 2016",,,"None found,",['Funimation'],['Studio PuYUKAI'],['Light novel'],,,3 min. per ep.,PG-13 - Teens 13 or older,6.96,#4564,#2477,"83,965",70,45377,Specials bundled with the Blu-ray and DVD volumes of Overlord featuring simplified character animations.,"['Sequel (OVA) Overlord: Ple Ple Pleiades - Nazarick Saidai no Kiki', 'Sequel (ONA) Overlord: Ple Ple Pleiades 2']",Overlord: Ple Ple Pleiades,"['Action', 'Comedy', 'Fantasy']",['Isekai'],Overlord Specials,,,,,
260,ミニアニメ『ひもうと！うまるちゃんS』,Himouto! Umaru-chanS,['Special'],12,Finished Airing,"Sep 16, 2015 to Feb 17, 2016",,,"None found,",['Sentai Filmworks'],['Doga Kobo'],['Manga'],['Comedy'],,2 min. per ep.,PG-13 - Teens 13 or older,7.03,#4275,#2495,"83,127",117,40228,"These shorts, included in the Blu-ray and DVD releases, take place in a timeline with multiple Umaru-chans.","['Adaptation (Manga) Himouto! Umaru-chanS', '']",Himouto! Umaru-chanS,,,"My Two-Faced Little Sister S, Himouto Umaruchan S, Himouto! Umaru-chan S",['Seinen'],,,,
