,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,German,French,Themes,Demographic,Genre,Spanish,Demographics
153,"Evangelion Shin Gekijouban: Ha, Rebuild of Evangelion: 2.0 You Can (Not) Advance, Evangelion 2.22",ヱヴァンゲリヲン新劇場版:破,Evangelion: 2.0 You Can (Not) Advance,['Movie'],1,Finished Airing,"Jul 27, 2009",,,"None found,",['Funimation'],['Khara'],Original,"['Action', 'Drama', 'Sci-Fi', 'Suspense']",,1 hr. 52 min.,R+ - Mild Nudity,8.30,#281,#421,"565,415","3,504",347899,"When the threat of the Angel menace escalates, mankind's defense force is pushed to its limits, with NERV at the forefront of the struggle. Shinji Ikari and his partner Rei Ayanami are assisted by two new pilots: the fiery Asuka Langley Shikinami and the mysterious Mari Illustrious Makinami. With the aid of their mechanized Evangelion units, equipped with weapons perfect for engaging their monstrous opponents, the four young souls fight desperately to protect their loved ones and prevent an impending apocalypse. But when startling secrets are brought to light, will the heroes' greatest challenge prove to be the monsters...or humanity itself? [Written by MAL Rewrite]","['Prequel (Movie) Evangelion Movie 1: Jo', 'Sequel (Movie) Evangelion Movie 3: Q']",Evangelion Movie 2: Ha,Evangelion: 2.22 You Can (Not) Advance,Evangelion: 2.22 You Can (Not) Advance,"['Mecha', 'Psychological']",,,Evangelion: 2.22 You Can (not) Advance,
154,,サマーウォーズ,Summer Wars,['Movie'],1,Finished Airing,"Aug 1, 2009",,,"['VAP', 'Yomiuri Telecasting', 'Kadokawa Shoten', 'Warner Bros. Japan', 'Nippon Television Network']","['Funimation', 'GKIDS']",['Madhouse'],Original,"['Award Winning', 'Comedy', 'Sci-Fi']",,1 hr. 54 min.,PG-13 - Teens 13 or older,8.01,#657,#446,"532,985","4,010",300207,"OZ, a virtual world connected to the internet, has become extremely popular worldwide as a spot for people to engage in a large variety of activities, such as playing sports or shopping, through avatars created and customized by the user. OZ also possesses a near impenetrable security due to its strong encryption, ensuring that any personal data transmitted through the networks will be kept safe in order to protect those who use it. Because of its convenient applications, the majority of society has become highly dependent on the simulated reality, even going as far as entrusting the system with bringing back the unmanned asteroid explorer, Arawashi. Kenji Koiso is a 17-year-old math genius and part-time OZ moderator who is invited by his crush Natsuki Shinohara on a summer trip. But unbeknownst to him, this adventure requires him to act as her fiancé. Shortly after arriving at Natsuki's family's estate, which is preparing for her great-grandmother's 90th birthday, he receives a strange, coded message on his cell phone from an unknown sender who challenges him to solve it. Kenji is able to crack the code, but little does he know that his math expertise has just put Earth in great danger. [Written by MAL Rewrite]","['Adaptation (Novel) Summer Wars', '']",Summer Wars,,,,,,,
155,Red line,REDLINE,Redline,['Movie'],1,Finished Airing,"Aug 14, 2009",,,['Tohokushinsha Film Corporation'],['Anchor Bay Films'],['Madhouse'],Original,"['Action', 'Sci-Fi']",,1 hr. 42 min.,R+ - Mild Nudity,8.29,#292,#622,"400,157","5,919",214098,"Every five years, an exhilarating race called Redline is held, and the universe's most anticipated competition has only one rule: that there are none. Racers are pushed to their absolute limit—a feeling that daredevil driver JP knows all too well. Having just qualified to participate in Redline, he is eager to battle against the other highly skilled drivers, particularly the beautiful rising star and the only other human that qualified, Sonoshee McLaren. But this year's Redline may be far more dangerous than usual—it has been announced to take place on the planet Roboworld with its trigger-happy military and criminals who look to turn the race to their own advantage. However, the potential danger doesn't stop the racers; in fact, it only adds to the thrill. Relying solely on his vehicle's speed, JP prepares for the event to come, aiming to take first place in the biggest race of his life. [Written by MAL Rewrite]",[],Redline,,,"['Adult Cast', 'Racing']",,,,
156,"Naruto Shippuuden: Gekijouban Naruto Shippuuden: Hi no Ishi o Tsugu Mono, Naruto Shippuuden Movie 3, Naruto Movie 6, Naruto Shippuuden 3: Inheritors of Will of Fire",ナルト- 疾風伝 火の意志を継ぐ者,Naruto Shippuden the Movie 3: The Will of Fire,['Movie'],1,Finished Airing,"Aug 1, 2009",,,['TOHO'],['VIZ Media'],['Pierrot'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,1 hr. 35 min.,PG-13 - Teens 13 or older,7.33,#2668,#1202,"215,829",125,121300,"After being sent to investigate the alarming disappearance of four bloodline limit-wielding ninjas from different countries, Kakashi Hatake, Naruto Uzumaki, Sakura Haruno, and Sai successfully discover their whereabouts and inform the Hokage. Unexpectedly, Tsunade's further arrangements fall apart when Hiruko—the mastermind behind the incident and also a former Konohagakure ninja obsessed with power—appears to announce that he has absorbed the missing ninjas' unique abilities. On the verge of becoming invincible, he seeks one more bloodline limit before starting an all-out war to take over the world. As Konohagakure's past connections with Hiruko raise suspicions among the nations about its involvement in the affair, Tsunade receives an ultimatum to solve the crisis. Left with no other choice, she decides to follow Kakashi's lead after he presents a daring yet salutary scheme—a proposal that could send him to certain death. However, Naruto opposes such a plan! Despite the Hokage's decision, he is determined to save his teacher's life, even if it means fighting friend and foe alike. [Written by MAL Rewrite]","['Adaptation (Light Novel) Gekijouban Naruto: Shippuuden - Hi no Ishi wo Tsugu Mono', '']",Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,Naruto Shippuden Film 3: Die Erben des Willens des Feuers,Naruto Shippuden Film 3: La Flamme de la Volonté,,['Shounen'],,Naruto Shippuden Película 3: The Will of Fire,
157,"Kara no Kyoukai: The Garden of Sinners Movie 7, Borderline of Emptiness: Murder Speculation (Part 2), The Garden of Sinners: ...not nothing heart",劇場版 空の境界 the Garden of sinners 第七章『殺人考察（後）』,The Garden of Sinners Chapter 7: A Study in Murder - Part 2,['Movie'],1,Finished Airing,"Aug 8, 2009",,,['Notes'],['Aniplex of America'],['ufotable'],['Light novel'],"['Action', 'Fantasy', 'Mystery', 'Romance', 'Suspense']",['Urban Fantasy'],2 hr. 1 min.,R - 17+ (violence & profanity),8.37,#222,#1217,"212,658","2,314",115379,"In February 1999, a string of murders has Shiki Ryougi and Mikiya Kokutou on edge. These crimes share a disturbing resemblance to a similar set of homicides from 1995, when Shiki and Mikiya first met, and awaken a dark, murderous desire that has laid dormant within Shiki's soul ever since then. With Shiki under suspicion due to her involvement in the past killings and supposed resemblance to the killer, she and Mikiya set out to find the true perpetrator. In the midst of their separate investigations, Mikiya grows increasingly concerned with Shiki's well-being and hurries to find the one responsible in order to protect Shiki from her own impulses. With the lead he receives from his cousin, police investigator Daisuke Akimi, Mikiya is led into the underbelly of Mifune City, as the salvation of Shiki's soul lies in his determination to prove her innocence once and for all. [Written by MAL Rewrite]","['Prequel (Movie) Kara no Kyoukai Movie 6: Boukyaku Rokuon', 'Sequel (Special) Kara no Kyoukai Movie 8: Shuushou', 'Adaptation (Manga) Kara no Kyoukai: The Garden of Sinners', 'Adaptation (Light Novel) Kara no Kyoukai: The Garden of Sinners']",Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go),The Garden of Sinners Film 7: Enquête Criminelle Teil 2,The Garden of Sinners Film 7: Enquête Criminelle Partie 2,,,,,
158,Cencoroll,センコロール,,['Movie'],1,Finished Airing,"Jul 28, 2009",,,"['Aniplex', 'Think Corporation']",['Aniplex of America'],"None found,",Original,"['Action', 'Sci-Fi']",,26 min.,PG-13 - Teens 13 or older,7.13,#3738,#2151,"105,259",283,45092,"Yuki discovers one of her classmates, Tetsu Amamiya, taking care of a bizarre creature he calls Cenco, Yuki wants to learn all about the strange but lovable being. However, when another student, Shuu, attacks Cenco with a creature of his own, Yuki realizes that she might have gotten in over her head. As Tetsu and Shuu battle, Yuki fights to protect both herself and those she cares for. [Written by MAL Rewrite]","['Sequel (Movie) Cencoroll Connect', 'Adaptation (One-shot) Amon Game']",Cencoroll,Cencoroll: Der Film,Cencoroll: Le Film,,,,Cencoroll: La Película,
159,"Gekijouban Pocket Monsters Diamond and Pearl: To the Conquering of Space-Time, Pokemon Diamond & Pearl: Arceus Choukoku no Jikuu e",ポケットモンスター ダイヤモンド&パール アルセウス 超克の時空へ,Pokémon: Arceus and the Jewel of Life,['Movie'],1,Finished Airing,"Jul 18, 2009",,,"None found,","['VIZ Media', 'The Pokemon Company International']",['OLM'],Game,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy']",,1 hr. 34 min.,PG - Children,7.04,#4218,#2329,"92,764",30,56582,"In ages long forgotten, when Earth found itself on a collision course with a meteor, Legendary Pokémon Arceus used its power to avert the danger. However, this feat caused the 16 Plates surrounding it to scatter across the world. Without the Plates providing Arceus with life energy, it began to die. A human named Damon managed to find one of the Plates and returned it to the moribund Pokémon, helping it recover. As a reward, Arceus created the Jewel of Life and gave it to the people of Michina Town, stipulating that it must be returned, but the humans refused, hogging the Jewel to themselves. In the battle that ensued, Damon was killed and Arceus went into slumber, vowing to punish humanity upon its return. Satoshi and his companions arrive in Michina Town where they come across Sheena, a descendant of Damon, who claims to be in possession of the Jewel of Life and intends on giving it back to Arceus when it awakens. The situation takes an unexpected turn when Arceus, despite Sheena's best intentions, remains unsatisfied. Satoshi must now prevent the destruction of the entire human race, as Arceus' fury causes distortions in the fabric of the universe, enraging the Legendary trio—Dialga, Palkia, and Giratina—and disturbing the world's balance. [Written by MAL Rewrite]","['Adaptation (Manga) Gekijouban Pocket Monsters Diamond & Pearl: Arceus Choukoku no Jikuu e', '']",Pokemon Movie 12: Arceus Choukoku no Jikuu e,Pokémon Film 12: Arceus und das Juwel des Lebens,Pokémon Film 12: Arceus et le Joyau de la Vie,,['Kids'],,Pokémon Película 12: Arceus y la Joya de la Vida,
160,,東のエデン 総集編 Air Communication,Eden of The East Compilation: Air Communication; Higashi no Eden Recap,['Movie'],1,Finished Airing,"Sep 26, 2009",,,"['Dentsu', 'Fuji TV', 'Asmik Ace', 'Sony Music Entertainment', 'Fonishia']",['Funimation'],['Production I.G'],Original,"['Mystery', 'Romance', 'Sci-Fi', 'Suspense']",,2 hr. 3 min.,PG-13 - Teens 13 or older,7.56,#1716,#3976,"35,443",23,13570,A re-editing of the 11 television episodes of Higashi no Eden.,"['Sequel (Movie) Higashi no Eden Movie I: The King of Eden', '']",Higashi no Eden: Air Communication,,,"['Adult Cast', 'Psychological']",,,,
161,Mai Mai Shinko and the Millennium-Old Magic,マイマイ新子と千年の魔法,Mai-Mai Miracle,['Movie'],1,Finished Airing,"Aug 15, 2009",,,"['Avex Entertainment', 'Shochiku']",['NYAV Post'],['Madhouse'],Novel,"['Adventure', 'Award Winning', 'Drama']",,1 hr. 35 min.,PG - Children,7.20,#3370,#5472,"17,004",22,6190,"The story is set in 1955 in Kokuga, Hofu City, Yamaguchi Prefecture. One thousand years ago it was the site of the ancient capital, Suo no Kuni, and traces of the Heian Period (year 794-1185) are passed down to us in the form of ruins and historical place names. The protagonist is Shinko, a third grade elementary school student, who was born and raised in one of the town's venerable families. She is a little girl whose characteristic is a strange curl on her forehead (she calls it her ""Mai Mai""), and her love for playing in the fields. On the other hand, her secret joy is to imagine and to daydream about the world of one thousand years ago. Her fantasies travel far into the days of the Heian Period... One day, a girl called Kiiko transfers from Tokyo and enters Shinko's class. This girl from the big city has difficulty feeling at home in this small town, but gradually her friendship with Shinko deepens. Before long, the two of them become engulfed in a strange incident of one thousand years earlier...?!",[],Mai Mai Shinko to Sennen no Mahou,Das Mädchen mit dem Zauberhaar,Mai Mai Miracle,,,,Mai Mai Miracle,
162,,ホッタラケの島　～遥と魔法の鏡～,Oblivion Island: Haruka and the Magic Mirror,['Movie'],1,Finished Airing,"Aug 22, 2009",,,"['Dentsu', 'Pony Canyon', 'Fuji TV', 'TOHO']",['Funimation'],"['Production I.G', 'Polygon Pictures']",Original,,,1 hr. 38 min.,G - All Ages,7.30,#2850,#6764,"10,006",19,4550,"Your favourite teddy bear. That model kit that took so long to complete. The picture book you used to read over and over again. The shining stone you found that day in the park. Where do all your childhood's treasures go when you grow up? In this story, we meet fantastic creatures that gather all these little objects that fall into oblivion as they are forgotten by their owners when they step into adulthood. These creatures sneak into our world from a different dimension, and unseen by humans, they take all the ditched and forgotten ""treasures"" into their world. Here, they use their booty to build their own city, a fairy tale-like place called... Oblivion Island! (Source: Production I.G)",[],Hottarake no Shima: Haruka to Mahou no Kagami,,,,,['Fantasy'],,
163,,アジール・セッション,The Asylum Session,['Movie'],1,Finished Airing,"Jul 11, 2009",,,"None found,",['Sentai Filmworks'],['CoMix Wave Films'],Original,,,1 hr. 5 min.,R - 17+ (violence & profanity),4.86,#13364,#9282,"4,465",4,1173,"The story takes place in the far future, when the civilization has declined. Hiyoko is a high school girl, who aims to enter an art university. She runs away from her home because her father tried to throw away her mother's keepsake drawings. She finds a slum located in a stadium and meets the leader of the street children, Akira. The police attempts to demolish the stadium for the beautification of the city. In order to resist the demolition, the people in the stadium plans to hold a street-art event ""The Asylum Session"". Hiroko takes the charge of a giant painting on the stadium.",[],Asylum Session,,,,,['Sci-Fi'],,
164,,8月のシンフォニー ―渋谷 2002～2003,Symphony in August,['Movie'],1,Finished Airing,"Aug 22, 2009",,,"None found,","None found,",['WAO World'],Book,,['Music'],1 hr. 52 min.,PG-13 - Teens 13 or older,6.65,#6173,#12098,"1,894",1,429,"Based on the autobiography of the singer Kawashima Ai. The name of the book is ""Saigo no Kotoba"" (""The Last Words"") and it follows Kawashima Ai's life after her mother's death. The story chronicles her journey to make her dream come true to be a singer and, among other things, how she used to perform for free on Tokyo's streets.",[],8-gatsu no Symphony: Shibuya 2002-2003,,,,,,,
165,Ginga Tetsudo 999: Diamond Ring no Kanata e,銀河鉄道999 ダイヤモンドリングの彼方へ,Galaxy Express 999: Beyond the Diamond Ring,['Movie'],1,Finished Airing,"Sep 9, 2009",,,"None found,","None found,",['Toei Animation'],Unknown,"['Adventure', 'Drama', 'Sci-Fi']",,16 min.,G - All Ages,6.58,#6612,#12112,"1,887",1,313,"July 22, 2009. Galaxy Express 999 made a brief stop at Kagoshima on the day of total solar eclipse. Tetsuro gives a pass for the 999 to a boy named Kakeru dreaming of becoming an astronaut, saying ""It's up to you whether you can use this pass or not"". Now it's 2035, another total solar eclipse is expected in Japan, 26 years since the last one. What became of Kakeru...? (Source: AniDB)",[],Ginga Tetsudou 999: Diamond Ring no Kanata e,,,,,,,
166,,よなよなペンギン,,['Movie'],1,Finished Airing,"Sep 12, 2009",,,['Kadokawa'],['Maiden Japan'],['Madhouse'],Unknown,"['Adventure', 'Fantasy']",,1 hr. 27 min.,G - All Ages,5.81,#10870,#12980,"1,419",0,502,Koko is a little girl who always wears the penguin coat her deceased father gave her. She believes that she can fly like her father told her and is often teased by the other children. One night Koko follows a strange cat and finds herself in the land of the goblins. The mystical land is in danger for the old enemy is gathering his forces. Will Koko be able to save her new friends?,[],Yona Yona Penguin,Yona Yona Pinguin: Die Legende des Pinguins,Yona: La Légende de l'Oiseau sans Aile,,['Kids'],,,
167,"Gekijouban Duel Masters Lunatic God Saga, Black Moon God Emperor, Emperor of the Black Moon, The Evil Moon Emperors",劇場版デュエル・マスターズ 黒月の神帝(ルナティック・ゴッド・サーガ),,['Movie'],1,Finished Airing,"Sep 19, 2009",,,['Shogakukan Music & Digital Entertainment'],"None found,","None found,",Original,"['Action', 'Adventure', 'Comedy']",['Strategy Game'],1 hr. 11 min.,G - All Ages,5.87,#10577,#13448,"1,247",0,335,"Five Enlightened cards scatters all around Japan after a secret ritual gets interrupted. Shobu Kirifuda got one of these cards from his father. Shori Kirifuda and 5 other duelist hunters are after him. Shobu must battle descendants of the Chosen Ones (Yaesar), named Luna & Mikado Kozuki, who can control God power.","['Adaptation (Light Novel) Duel Masters: Lunatic God Saga', '']",Duel Masters Movie 2: Lunatic God Saga,,,,['Kids'],,,
168,"Gekijouban Yatterman: Shin Yattermecha Dai Shuugou! Omocha no Kuni de Dai Ketsudan da Koron, Yatterman (Movie 2009)",劇場版 ヤッターマン 新ヤッターメカ大集合！ オモチャの国で大決断だコロン！,,['Movie'],1,Finished Airing,"Aug 22, 2009",,,['Yahoo! Japan'],"None found,",['Tatsunoko Production'],Unknown,,,1 hr. 33 min.,G - All Ages,6.14,#9139,#13616,"1,191",0,327,Yatterman movie.,[],Yatterman the Movie: Shin Yattermecha Dai Shuugou! Omocha no Kuni de Dai Ketsudan da Koron,,,,['Kids'],['Comedy'],,
169,,それいけ！アンパンマン だだんだんとふたごの星,,['Movie'],1,Finished Airing,"Jul 4, 2009",,,"None found,","None found,",['TMS Entertainment'],Unknown,,,50 min.,PG - Children,[],#14513,#15821,654,0,,21st Anpanman movie.,[],Sore Ike! Anpanman: Dadandan to Futago no Hoshi,,,,['Kids'],['Comedy'],,
170,Baikinman Tai Baikinman!?,それいけ!アンパンマン ばいきんまんVSバイキンマン!?,,['Movie'],1,Finished Airing,"Jul 4, 2009",,,['Tokyo Movie Shinsha'],"None found,","None found,",Unknown,"['Comedy', 'Fantasy']",,21 min.,PG - Children,[],#14505,#17766,438,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Sore Ike! Anpanman: Baikinman vs. Baikinman!?,,,,['Kids'],,,
171,"McDull: Kung Fu Ding Ding Dong, McDull Movie 3, Mak Dau Xiang Dang Dang",麥兜響噹噹,"McDull, Kung Fu Kindergarten",['Movie'],1,Finished Airing,"Jul 24, 2009",,,['Bliss Pictures'],"None found,","None found,",Unknown,,['Anthropomorphic'],1 hr. 20 min.,G - All Ages,[],#20096,#18650,370,0,,"The story begins as archaeologists discover a crudely-made artifact while doing an archaeological study before the entire area was to be flooded following the construction of the Three Gorges Dam. The archaeologists identify it as being made by Mak-zi (also known as ""McFat""), an ancient Chinese philosopher who had invented many things, but were arguably ahead of its time - for example, a myriad of electronic devices before the discovery of electricity. However, the crudeness of the artifact has led to the artifact being rejected for every museum in China and abroad, and thus, unwilling to destroy it, the artifact was set on a barge, continuously moving along the Yangtze River. The story continues on to Mak-zi's descendant 18 generations later, McDull (Kwok Kwan Yin), a kindergartener living in Hong Kong. (Source: Wikipedia)","['Prequel (Movie) McDull: Boluo You Wang Zi', 'Sequel (Movie) McDull: Xiang Dang Dang Ban Wo Xin']",McDull: Xiang Dang Dang,,,,['Kids'],['Comedy'],,
172,"The Ten Hole Story: Woodpecker, Kitsutsuki: The Ten Hole Animations, Ana: The Ten Hole Animations",穴 -the ten hole stories-,,['Movie'],1,Finished Airing,"Jul 20, 2009",,,"None found,","None found,","None found,",Original,,,29 min.,G - All Ages,[],#19461,#18745,364,0,,G9+1 film.,[],Kitsutsuki: The Ten Hole Stories,,,,,['Avant Garde'],,
173,,Notation of Rotating Earth,Notation of Rotating Earth,['Movie'],1,Finished Airing,"Sep 20, 2009",,,"None found,","None found,","None found,",Original,,['Music'],5 min.,G - All Ages,5.31,#12668,#18881,354,1,146,"Graduation film by Takashi Ohashi, featuring a 360° time lapse of Daiba,Tokyo set to classical music, animating the background lights of the city.",[],Notation of Rotating Earth,,,,,,,
174,A Penguin's Troubles Movie,劇場版ペンギンの問題 幸せの青い鳥でごペンなさい,,['Movie'],1,Finished Airing,"Sep 19, 2009",,,['Shogakukan Music & Digital Entertainment'],"None found,","None found,",Unknown,,,23 min.,G - All Ages,[],#21010,#18909,350,0,,Penguin no Mondai Movie.,[],Penguin no Mondai Movie,,,,['Kids'],['Comedy'],,
175,"The Seasons, Eaten Up Planet, Insane Ice",短編アニメーション Junpei Fujita,Short Animations of Junpei Fujita,['Movie'],3,Finished Airing,"Aug 1, 2009",,,['Tamabi'],"None found,","None found,",Original,,['Music'],26 min. per ep.,G - All Ages,[],#14748,#18910,352,0,,"A special airing at the Meguro Museum of Art in Tokyo of three animation shorts created by Junpei Fujita during his school days, using three different animation techniques. 1. The Seasons (2 min; animation) 2. Eaten Up Planet (30 min; rotary animation) 3. Insane Ice (48 min; pixilation & animation)",[],Tanpen Animation Junpei Fujita,,,,,,,
176,,Nipple!!,,['Movie'],1,Finished Airing,Aug 2009,,,"None found,","None found,","None found,",Original,,,36 sec.,R+ - Mild Nudity,5.13,#13047,#20195,276,1,129,A short film by Haruka Suzuki.,[],Nipple!!,,,,,['Comedy'],,
177,Cannibal Alien,カニバル星人,CannibAlien,['Movie'],1,Finished Airing,"Sep 19, 2009",,,"None found,","None found,","None found,",Original,"['Comedy', 'Horror', 'Sci-Fi']",['Gore'],32 min.,R+ - Mild Nudity,[],#17131,#22006,176,0,,The globe has been taken over by alien beings who are mad about industrially produced human flesh. An activist group fights for the rights of 'free-range people' and calls in the media. (Source: IFFR),[],Cannibal Seijin,,,,,,,
178,,包强,Food War,['Movie'],5,Finished Airing,"Aug 1, 2009 to 2011",,,"None found,","None found,","None found,",Other,"['Action', 'Comedy', 'Fantasy']",,2 min. per ep.,G - All Ages,[],#16832,#22934,139,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Bao Qiang,,,"['Anthropomorphic', 'Martial Arts']",,,,
179,,快乐奔跑,Happy Running,['Movie'],1,Finished Airing,"Aug 21, 2009",,,"None found,","None found,","None found,",Original,"['Adventure', 'Fantasy', 'Sports']",,1 hr. 27 min.,PG - Children,[],#19603,#23923,114,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Kuaile Benpao,,,,['Kids'],,,
180,Finding The Milu King: The Magic Reel,麋鹿王 (动画版白鹿原),The King of Milu Deer,['Movie'],1,Finished Airing,"Sep 29, 2009",,,"None found,","None found,","None found,",Original,"['Adventure', 'Fantasy']",,1 hr. 28 min.,G - All Ages,[],#20258,#23941,113,1,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Milu Wang,,,,,,,
181,,齐天大圣前传,Prequel of the Monkey King,['Movie'],1,Finished Airing,"Sep 29, 2009",,,"None found,","None found,","None found,",Novel,"['Adventure', 'Fantasy']",,Unknown,G - All Ages,[],#21215,#24015,112,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Qi Tian Da Sheng Qianchuan,,,,,,,
182,,飞吧，霹雳,Adventures of Petey and Friends,['Movie'],1,Finished Airing,"Aug 21, 2009",,,"None found,","None found,","None found,",Original,"['Adventure', 'Fantasy']",,1 hr. 10 min.,PG - Children,[],#17930,#24065,111,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],"Fei Ba, Pili",,,,['Kids'],,,
183,,新地道战,New Tunnel Warfare,['Movie'],1,Finished Airing,Jul 2009,,,"None found,","None found,","None found,",Unknown,,,1 hr. 27 min.,G - All Ages,[],#15755,#24262,107,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (Movie) Xin Didao Zhan 2: Fuzi Qibing', '']",Xin Didao Zhan,,,"['Historical', 'Military']",['Kids'],['Adventure'],,
184,"Clannad: After Story OVA, Clannad ~After Story~: Another World, Kyou Chapter",クラナド　アフターストーリー　もうひとつの世界　杏編,"Clannad: After Story - Another World, Kyou Chapter",['Special'],1,Finished Airing,"Jul 1, 2009",,,['Animation Do'],['Sentai Filmworks'],['Kyoto Animation'],Visual novel,"['Drama', 'Romance']",['School'],23 min.,PG-13 - Teens 13 or older,7.77,#1102,#961,"269,756",594,172213,"On a rainy day, Ryou Fujibayashi musters up the courage to confess her feelings to Tomoya Okazaki. Despite not knowing each other for long, the two start dating and develop a harmonious relationship. However, tensions begin to rise when a rumor surrounding Tomoya and Ryou's older sister Kyou spreads around school. Navigating through a web of emotions, Tomoya and the Fujibayashi twins determine where their love truly lies—even if it means standing in the downpour of the heartbreaking truth. [Written by MAL Rewrite]",[],"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",,,,,,,
185,"Moumoku no Renkinjutsushi, The Blind Alchemist, Shinpuru na Hitobito, Simple People, The Tale of Teacher, Tales of the Master, Yet Another Man's Battlefield, FMA",鋼の錬金術師,Fullmetal Alchemist: Brotherhood OVA Collection,['Special'],4,Finished Airing,"Aug 26, 2009 to Aug 25, 2010",,,"['Aniplex', 'Square Enix']","['Funimation', 'Aniplex of America']",['Bones'],['Manga'],"['Action', 'Adventure', 'Drama', 'Fantasy']",['Military'],15 min. per ep.,PG-13 - Teens 13 or older,8.00,#669,#1539,"163,708",202,77259,"Amazing secrets and startling facts are exposed for the first time in the Fullmetal Alchemist: Brotherhood OVA Collection, a new assortment of stories set in never-before-seen corners of the FMA universe. Join Ed and Al as they chase rumors of successful human transmutation into a web of shocking family drama and lies. Sneak a glance at hidden sides of Winry and Hawkeye's personalities. Survive the frigid north with a young Izumi Curtis as she fights to gain a deeper understanding of alchemy. Explore the legendary friendship shared by Mustang and Hughes and watch them grow from military school rivals into hardened brothers transformed by the horrors of the Ishvalan War. You thought you knew the whole story. You thought all the tales were told. The Fullmetal Alchemist: Brotherhood OVA Collection offers proof: You were wrong. (Source: FUNimation)","['Adaptation (Manga) Fullmetal Alchemist 20th Anniversary Book', 'Adaptation (Manga) Fullmetal Alchemist Chronicle']",Fullmetal Alchemist: Brotherhood Specials,Fullmetal Alchemist: Brootherhood OVA Collection,Fullmetal Alchemist: Brotherhood OAV Collection,,['Shounen'],,,
186,Kuroshitsuji Special,黒執事 その執事、興行,Black Butler Special,['Special'],1,Finished Airing,"Sep 30, 2009",,,"None found,",['Funimation'],['A-1 Pictures'],['Manga'],,,26 min.,PG-13 - Teens 13 or older,7.51,#1911,#1958,"119,328",236,60410,"Earl Ciel Phantomhive's Funtom Corporation is sponsoring a charity performance of Hamlet to be shown to a group of poor children as a celebration of its third anniversary. However, when the theater company hired for the stage play is suddenly delayed and won't make it in time for the scheduled performance, the company is faced with a dilemma. With the promise of plenty of press coverage, Ciel must find a way to rectify the situation and commands his butler, Sebastian Michaelis, to ensure the success of the play. But with a haphazard ensemble of amateur actors—including Ciel, his fiancée Elizabeth Midford, his servants, and many others—how can they possibly put on the show in time? [Written by MAL Rewrite]",[],"Kuroshitsuji: Sono Shitsuji, Kougyou",,,"['Historical', 'Mythology']",['Shounen'],['Supernatural'],,
187,Toradora! SOS! Hooray for Foodies,とらドラ! SOS! 食いしん坊万々歳,Toradora!: SOS! Hurray for Gourmands,['Special'],4,Finished Airing,"Feb 3, 2009 to Aug 26, 2009",,,"None found,","['NIS America, Inc.']",['J.C.Staff'],['Light novel'],"['Comedy', 'Gourmet']",,5 min. per ep.,PG-13 - Teens 13 or older,6.41,#7623,#2068,"111,540",83,55344,"Toradora DVD shorts featuring the miniature forms of the Toradora characters talking about, and eating, food.",[],Toradora!: SOS! Kuishinbou Banbanzai,,,,,,,
188,"K-On! Specials, Uraon!, Keion Specials",うらおん!,K-On!: Ura-On!,['Special'],7,Finished Airing,"Jul 29, 2009 to Jan 20, 2010",,,"None found,",['Sentai Filmworks'],['Kyoto Animation'],Original,,,2 min. per ep.,G - All Ages,6.38,#7808,#2902,"64,665",88,34649,"The seven Blu-ray disc volumes of K-ON! have an extra short anime ""Ura-ON!""","['Sequel (Special) K-On!!: Ura-On!!', '']",K-On!: Ura-On!,,,,,['Comedy'],,
189,"Hagane no Renkinjutsushi: Hagaren 4-koma Gekijou, Hiromu Arakawa 4-koma Theater, FMA: 4-koma Theater",荒川弘 描き下ろし4コマ劇場,Fullmetal Alchemist: Brotherhood 4-koma Theater,['Special'],16,Finished Airing,"Aug 26, 2009 to Nov 24, 2010",,,"None found,",['Funimation'],['Bones'],['4-koma manga'],"['Comedy', 'Fantasy']",['Parody'],2 min. per ep.,PG-13 - Teens 13 or older,7.45,#2175,#2977,"61,670",127,27980,Short specials from the DVDs/BDs.,[],Fullmetal Alchemist: Brotherhood - 4-koma Gekijou,,,,,,,
