,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,German,Spanish,French,Theme,Demographic,Genre,Themes,Demographics
221,Pokémon the Movie XY&Z,ポケモン・ザ・ムービーXY＆Z「ボルケニオンと機巧（からくり）のマギアナ」,Pokémon the Movie: Volcanion and the Mechanical Marvel,['Movie'],1,Finished Airing,"Jul 16, 2016",,,"None found,",['The Pokemon Company International'],['OLM'],Game,"['Adventure', 'Fantasy']",1 hr. 34 min.,PG - Children,6.64,#6235,#3710,"41,098",7,23473,"In this latest cinematic adventure, Satoshi meets the Mythical Pokémon Volcanion when it crashes down from the sky, creating a cloud of dust—and a mysterious force binds the two of them together! Volcanion despises humans and tries to get away, but it’s forced to drag Satoshi along as it continues its rescue mission. They arrive in a city of cogs and gears, where a corrupt minister has stolen the ultimate invention: the Artificial Pokémon Magearna, created 500 years ago. He plans to use its mysterious power to take control of this mechanical kingdom! Can Satoshi and Volcanion work together to rescue Magearna? One of the greatest battles in Pokémon history is about to unfold! (Source: Official site)","['Adaptation (Manga) Pokemon the Movie XY&Z: Volcanion to Karakuri no Magiana', '']",Pokemon Movie 19: Volcanion to Karakuri no Magearna,Pokémon Film 19: Volcanion und das Mechanische Wunderwerk,Pokémon Película 19: Volcanion y la Maravilla Mecánica,,,['Kids'],,,
222,,亜人 第3部「衝戟」,Ajin: Demi-Human Movie 3: Collide,['Movie'],1,Finished Airing,"Sep 23, 2016",,,['TOHO animation'],['Sentai Filmworks'],['Polygon Pictures'],['Manga'],"['Action', 'Horror', 'Mystery', 'Supernatural']",2 hr.,R - 17+ (violence & profanity),7.24,#3156,#4507,"27,353",13,6033,"For high schooler Kei—and for at least forty-six others—immortality comes as the nastiest surprise ever. Sadly for Kei, such a feat doesn't make him a superhero. In the eyes of both the general public and governments, he's a rare specimen who needs to be hunted down and handed over to scientists to be experimented on for life—a demi-human who must die a thousand deaths for the benefit of humanity. (Source: Vertical)","['Prequel (Movie) Ajin Part 2: Shoutotsu', 'Adaptation (Manga) Ajin']",Ajin Part 3: Shougeki,Ajin: Crush Teil 3 der Movie,,,['Gore'],['Seinen'],,,
223,,弱虫ペダル SPARE BIKE,,['Movie'],1,Finished Airing,"Sep 9, 2016",,,"None found,","None found,",['TMS Entertainment'],['Manga'],,1 hr.,PG-13 - Teens 13 or older,7.45,#2164,#6090,"12,823",9,4394,"These are the recollections of a group of men who bet everything on their bicycles. The central pillars of their respective teams, the third years. New stories revealing their pasts are about to begin!","['Adaptation (Manga) Yowamushi Pedal: Spare Bike', '']",Yowamushi Pedal: Spare Bike,,,,['Racing'],['Shounen'],['Sports'],,
224,Seoulyeok,서울역,Seoul Station,['Movie'],1,Finished Airing,"Aug 18, 2016",,,"None found,","None found,",['Studio Dadashow'],Other,"['Horror', 'Suspense']",1 hr. 32 min.,R - 17+ (violence & profanity),5.68,#11469,#7110,"8,860",10,3963,Several groups of people try to survive a zombie pandemic that unleashes itself in downtown Seoul.,[],Seoul-yeok,,,,,,,,
225,Gekijouban Aikatsu Stars!,劇場版 アイカツ スターズ！,,['Movie'],1,Finished Airing,"Aug 13, 2016",,,"None found,","None found,",['Bandai Namco Pictures'],Original,,59 min.,PG - Children,7.39,#2419,#8054,"6,469",22,2777,"The film's plot is set in a southern island, where a Legendary Dress Audition is taking place. Nijino Yume and the others must find secret dresses said to be hidden somewhere in the island. (Source: ANN)",[],Aikatsu Stars! Movie,,,,,,['Slice of Life'],"['Idols (Female)', 'Music', 'School']",
226,Dragon Nest Movie 2: Throne of Elves,龙之谷：精灵王座,Dragon Nest: Throne of Elves,['Movie'],1,Finished Airing,"Aug 19, 2016",,,"None found,","None found,",['Mili Pictures'],Game,"['Action', 'Adventure', 'Fantasy']",1 hr. 44 min.,PG-13 - Teens 13 or older,7.30,#2809,#9035,"4,822",13,1484,"Dragon Nest Movie 2: Throne of Elves will be released in Summer 2016. The movie is a sequel to Mili Pictures' hugely successful Dragon Nest: Warriors' Dawn. It will take the story of the land of Altera deep into the territory of the Elves in an action-packed adventure with more of the drama, comedy, and excitement. The film is directed by Soong Yuefeng, acclaimed director of the first Dragon Nest movie. (Source: Freedomplays)","['Prequel (Movie) Long Zhi Gu: Poxiao Qibing', '']",Long Zhi Gu: Jingling Wangzuo,,,,,,,,
227,Aikatsu! Aiming for the Magical Aikatsu Card,アイカツ！〜ねらわれた魔法のアイカツ！カード〜,,['Movie'],1,Finished Airing,"Aug 13, 2016",,,"None found,","None found,",['Bandai Namco Pictures'],Original,,27 min.,PG - Children,7.27,#2997,#9510,"4,133",6,1495,Short anime screened alongside Aikatsu Stars! Movie. The film and the short will mark the first time the franchise is screening a double feature. (Source: ANN),"['Prequel (TV) Aikatsu!', '']",Aikatsu!: Nerawareta Mahou no Aikatsu! Card,,,,,,['Slice of Life'],"['Idols (Female)', 'Music', 'School']",
228,,風のように,,['Movie'],1,Finished Airing,"Jul 9, 2016",,,['Grooove'],"None found,",['Ekura Animal'],['Manga'],"['Drama', 'Slice of Life']",43 min.,PG - Children,6.02,#9838,#12309,"1,749",0,182,"Sanpei is a boy beekeeper and the sole survivor of an accident that killed his entire family. Sanpei meets Chiyo, a girl who gets stung by a bee, and starts a new life in her village. Eventually, Sanpei cultivates the land that the villagers had abandoned, and then disappears. In the land now filled with flowers, Chiyo waits, believing Sanpei will return. (Source: ANN)",[],Kaze no You ni,,,,,,,,
229,Rudolph and Ippaiattena,ルドルフとイッパイアッテナ,Rudolf the Black Cat,['Movie'],1,Finished Airing,"Aug 6, 2016",,,"['Dentsu', 'Kodansha', 'Bandai', 'YTV', 'TOHO']","None found,","['OLM', 'OLM Digital', 'Sprite Animation Studios']",Novel,,1 hr. 28 min.,G - All Ages,6.59,#6563,#12713,"1,540",3,454,"Rudolf enjoys a life of comfort and care in Gifu, Japan. Yet true to the adage, curiosity gets the best of the kitten, and he decides to explore beyond the four walls of his home. When he's inadvertently whisked into the back of a cargo truck and lands in Tokyo, he befriends Ippaiattena, a seasoned street cat who possesses a crucial and unusual skill that will help him find his way home: the ability to read the human language. Rudolf's journey is rich with Japanese culture, and his story celebrates the wonder of discovery—that magical moment when you realize you have the key to unlock the world. (Source: New York International Children's Film Festival)",[],Rudolf to Ippaiattena,,Gatos: Un Viaje de Vuelta a Casa,,,['Kids'],['Adventure'],,
230,,I Think You're a Little Confused,I Think You're a Little Confused,['Movie'],1,Finished Airing,"Jul 30, 2016",,,['Geidai Animation'],"None found,","None found,",Unknown,,8 min.,G - All Ages,5.52,#12040,#14862,844,5,436,"One day a letter takes a blood-sausage to his friend, liver-sausage. So, he went... (Source: Geidai Animation)",[],I Think You're a Little Confused,,,,,,['Horror'],,
231,,爵跡,L.O.R.D: Legend of Ravaging Dynasties,['Movie'],1,Finished Airing,"Sep 30, 2016",,,"None found,","None found,",['Original Force'],Novel,"['Adventure', 'Fantasy']",1 hr. 57 min.,R - 17+ (violence & profanity),6.71,#5851,#14979,818,6,302,"The Odin Mainland is separated into four countries, in each lives a group of soul masters protecting their county with their soul powers. The most powerful seven of them are known as Noble Lords. The story begins in the water origin, the Aslan Empire. Qi Ling has been a busboy in an inn since young and subconsciously tamed a legendary soul beast, Ice Fang in a battle between soul masters. Yin Chen (Kris Wu) came on orders of the Silver Priest to take him in as his disciple. With his help, Qi Ling heads to the Grave of the Souls to seek his soul weapon, yet as he couldn’t sit still like how his lord instructed him; he enters the Grave of the Souls with Tianshu You Hua and Guishan Lian Quan. Qi Ling thus become embroiled in the upcoming storm; a battle of soul powers between the lords. At the very same time, another conspiracy that has long been in the works within the Aslan Empire is gradually revealing itself. While searching for Qi Ling, Yin Chen found out that his master, the former 1st lord Gilgamesh may still be living, and thus risked his everything to began the search of his previous master. At the same time, the killing lords You Ming and Thalia received the silver priest's orders to kill Guishan Lian Quan and her brother, Guishen Feng Hun. A battle between the lords and disciples, in a fight for truth and honor, thus ensues. (Source: Wikipedia)","['Sequel (ONA) Lengxue Kuang Yan', '']",Jue Ji,L.O.R.D: Legend of Ravaging Dynasties,,L.O.R.D: Legend of Ravaging Dynasties,,,,,
232,,카이: 거울 호수의 전설,Kai: The Legend of Mirror Lake,['Movie'],1,Finished Airing,"Aug 17, 2016",,,"None found,","None found,",['Studio Dadashow'],Book,"['Adventure', 'Fantasy']",1 hr. 36 min.,G - All Ages,[],#16721,#15229,755,1,,"Kai: Geoul Hosu-ui Jeonseol is an adaptation of Hans Christian Andersen's The Snow Queen in a central Asian setting. In the grasslands of Central Asia, a brother and sister, Kai and Shamui are running through a snow-covered mountain and being chased by wolves. Suddenly, they get swept away by a massive avalanche, and only Kai gets rescued by their mother and the tribe. Shamui is lost in the icy lake of the notorious Snow Queen, Hattan. (Source: Letterboxd, edited)",[],Kai: Geoul Hosu-ui Jeonseol,,,,,,,,
233,,달빛궁궐,Lost in the Moonlight,['Movie'],1,Finished Airing,"Sep 7, 2016",,,"None found,","None found,","None found,",Picture book,"['Adventure', 'Fantasy']",1 hr. 21 min.,G - All Ages,[],#20155,#17140,491,1,,"13 year-old girl Hyunjuli participates in a children’s Korean traditional play rehearsal in Changdeokgung Palace and accidentally falls into another world – the Moonlit Palace. The Moonlit Palace is a fantasy world of mysterious spirits and gods, where a dragon or talking mushrooms are nothing out of ordinary. Meeting new friends, Mr. Squirrel and the warrior Won, Hyunjuli explores this strange yet wonderful world to find a way back home. However, due to the trick of the Blossom Lady, who tries to rule this Moonlit World, Hyunjuli and friends fall into trouble. Will Hyunjuli be able to help her new friends to save their world and return home safely? (Source: Letterboxd)",[],Dalbitkungkwol,,,,,,,,
234,Go! Anpanman: Nanda and Runda of the Toy Star,それいけ! アンパンマン おもちゃの星のナンダとルンダ,Anpanman: Nanda and Runda From the Star of Toys,['Movie'],1,Finished Airing,"Jul 2, 2016",,,"None found,","None found,",['TMS Entertainment'],Picture book,"['Comedy', 'Fantasy']",1 hr. 2 min.,PG - Children,[],#14531,#17303,475,0,,The super pastry hero must help a selfish princess with a kind robot to find her missing magic wand that turns anything in its path into toys! (Source: TMDB),[],Sore Ike! Anpanman: Omocha no Hoshi no Nanda to Runda,,,,,['Kids'],,,
235,Eagle Talon Movie 8,鷹の爪8 吉田くんのX(バッテン)ファイル,,['Movie'],1,Finished Airing,"Aug 20, 2016",,,"None found,","None found,",['DLE'],Original,"['Comedy', 'Sci-Fi', 'Supernatural']",1 hr. 10 min.,None,[],#14701,#17517,456,0,,The eighth film in the Taka no Tsume film series.,[],Taka no Tsume 8: Yoshida-kun no Batten File,,,,['Parody'],,,,
236,Considering Disaster Prevention for the Future,未来に向けて 防災を考える,,['Movie'],1,Finished Airing,"Sep 7, 2016",,,"None found,","None found,","None found,",Original,,1 hr.,G - All Ages,[],#17845,#18614,373,0,,"The Tohoku Regional Development Association is developing an anime to raise earthquake awareness. The anime will illustrate lessons learned from the March 11, 2011 Tohoku (Northeastern Japan) earthquake and tsunami, and emphasize the importance of constant preparedness and disaster prevention and readiness. The anime will be 60 minutes long and will have two parts titled ""Sonaeru"" (Prepare) and ""Manabu"" (Learn), focusing on true stories from Iwate prefecture's Fudai village and Kamaishi City. ""Sonaeru"" is set during the 1970s to 1980s, and focuses on the story of Kotoku Wamura, the mayor of the village Fudai at the time, as he attempts to persuade the village assembly that his proposed floodgate and seawall project is not useless. He remembers the 1896 and 1933 Sanriku earthquakes and tsunamis in proposing the project. The 15.5-meter (51-foot) floodgate — the highest in the Tohoku region — ends up sparing Fudai the damage that the 2011 tsunami subjected other coastal towns. ""Manabu"" centers on elementary school children in Kamaishi City during the 2011 disaster, illustrating their lessons learned in disaster readiness to head to higher ground. The story will show ""Tsunami Tendenko,"" a local custom telling people to individually seek higher ground on their own initiative, in a lesson that the children would teach their parents. (Source: ANN)",[],Mirai ni Mukete: Bousai wo Kangaeru,,,,['Educational'],,['Drama'],,
237,Baumu,褓母,,['Movie'],1,Finished Airing,"Jul 3, 2016",,,"None found,","None found,","None found,",Original,,9 min.,R - 17+ (violence & profanity),[],#19457,#19315,324,0,,"A female killer, who desires to have a child and a cold-blooded male killer. They go to an apartment at night to assassinate a drug addict. Unfortunately, the drug addict's wife is there on the scene. The female killer has no choice but kills the wife too. Then she finds something underneath the woman's body - it's a baby. (Source: IMDB)",[],Bao Mu,,,,,,['Suspense'],"['Adult Cast', 'Psychological']",
238,"Norasco Baba Nuki-hen, Norasco Nukiuchi-hen, Manner CM, Jouei Manner",野良スコ,,['Movie'],3,Finished Airing,"Sep 17, 2016 to Sep 25, 2017",,,"None found,","None found,",['Kachidoki Studio'],Original,,2 min. per ep.,G - All Ages,[],#18263,#19668,303,0,,Norasco movies screen for the 9th Down Town Taito International Comedy Film Festival. 6 episodes of Norasco were scheduled to show with 2 of them being new creations never previously shown before. The first episode is the boys playing old maid and the second episode Kotarou's sister Michelle makes an unannounced visit.,[],Norasco (Movie),,,,,,['Comedy'],,
239,,아버지의방,My Father's Room,['Movie'],1,Finished Airing,Sep 2016,,,"None found,","None found,","None found,",Unknown,,8 min.,R+ - Mild Nudity,[],#19106,#20321,267,0,,"She was abused by her father during childhood. Since he left, the pain and anger had begun to fade. One day, unexpectedly, she was struck by a revelation about her father's life that cast her feelings about him into confusion. (Source: IMDb)",[],Abeojiuibang,,,,['Psychological'],,['Avant Garde'],,
240,Power Battle Watch Car: Minicar Battle League - Spark of the Fire,파워배틀 와치카 미니카 배틀리그: 불꽃의 질주,Power Battle Watch Car: Blazing Race,['Movie'],1,Finished Airing,"Aug 17, 2016",,,"None found,","None found,",['SAMG Entertainment'],Original,,1 hr. 13 min.,G - All Ages,[],#18667,#20910,235,0,,"A movie of Power Battle Watch Car. The story is directly tied to episode 4 and 5 of the second season. During the Watch Car Battle League championship, Roy and Avan could grab a opportunity to join the Racing Battle that is open to popular racers only. Roy continues with his blazing races in order to win the battle and get closer to Ari, his longtime one-sided love. Roy’s blazing race towards victory and love begins! (Source: Han Cinema)",[],Power Battle Watch Car: Minicar Battle League - Bulkkoch-ui Jilju,,,,['Racing'],['Kids'],,,
241,"Mak Dau, McDull Movie 6",麥兜·飯寶奇兵,McDull: Rise of the Rice Cooker,['Movie'],1,Finished Airing,"Sep 15, 2016",,,"None found,","None found,","None found,",Other,"['Action', 'Sci-Fi']",1 hr. 23 min.,G - All Ages,[],#17612,#21014,229,0,,"The 6th animated McDull feature film (7th film the franchise overall). The film sees a grotesque monster arrive from outer space. Humans are proving defenceless; after an Ultraman-like superhero, Spamerman, also flunks his rescue mission, the safety of the planet is left in the hands of McDull, the kindergarten kid who, with his sheer passion for science, invents a formidable robot based on designs of home appliances. (Source: Edmund Lee from South China Morning Post)","['Prequel (Movie) McDull: Wo He Wo Mama', '']",McDull: Fan Bao Qibing,,,,['Anthropomorphic'],['Kids'],,,
242,Sushi Police Gekijou Koukai-ban,SUSHI POLICE 劇場公開版,,['Movie'],1,Finished Airing,"Jul 9, 2016",,,"None found,","None found,",['TriF Studio'],Original,"['Comedy', 'Mystery']",45 min.,PG-13 - Teens 13 or older,[],#14632,#21557,200,0,,"A movie version of Sushi Police that includes all episodes from the TV series. Honda, Kawasaki, and Suzuki all comprise the elite ninth unit of the Sushi Police—a task force with the sole objective of sniffing out restaurants serving illicit or non-traditional sushi and eradicating them, no matter how insignificant their offense may be. The Sushi Police travel freely around the world in pursuit of these vile criminals day or night, with their strong sense of justice and the World Food-Culture Conservation Organization backing them. No offenders of Japan's traditional cuisine can escape their wrath! During one of their purification missions, the Sushi Police encounter Sara—a hot, young, television reporter out to expose them and the World Food-Culture Conservation Organization for corruption. They interrogate her, but her wiles, skills, and charms allow her to easily escape from their grasp, setting off a chain of events that will lead to the true purpose of the Sushi Police being revealed. [Written by MAL Rewrite]",[],Sushi Police Movie,,,,['Detective'],,,,
243,,神秘世界历险记3,Yugo & Lala 3,['Movie'],1,Finished Airing,"Jul 29, 2016",,,"None found,","None found,","None found,",Original,"['Adventure', 'Fantasy']",1 hr. 24 min.,G - All Ages,[],#14137,#21919,179,0,,"An ancient mask broke the peaceful life of the mysterious world and an inevitable war is about to break out. In order to stop this war, the new patriarch Lala invited the his human world friend Yugo to come back to help. But the mischievous Yugo brought her father Wang Dashan into the mysterious world. In the face of sudden changes and fear of the unknown, Wang Dashan, is scared and embarrassed losing his 'cool and reliable' dad cred. But his new take on the world might be what it needs to help stop the war for his daughter.","['Prequel (Movie) Shenmi Shijie Lixian Ji 2', 'Sequel (Movie) Shenmi Shijie Lixian Ji 4']",Shenmi Shijie Lixian Ji 3,,,,,['Kids'],,,
244,,사슴꽃,Deer Flower,['Movie'],1,Finished Airing,"Aug 18, 2016",,,"None found,","None found,","None found,",Original,,7 min.,PG-13 - Teens 13 or older,[],#13935,#22095,171,0,,"In the summer of 1992, Dujung, an elementary student, goes to a farm in the suburbs with his parents. While his parents believe the expensive and rare specialty from the farm will strengthen their son’s body, Dujung suffers side effects. (Source: Vimeo)",[],Saseum Kkoch,,,,,,['Drama'],,
245,,用一天的時間回憶我,Reminisce Me with the Time of a Day,['Movie'],1,Finished Airing,"Sep 20, 2016",,,"None found,","None found,","None found,",Original,"['Drama', 'Fantasy']",4 min.,PG - Children,[],#16077,#22610,150,0,,A story about memories. (Source: Vimeo),[],Yong Yitian de Shijian Huiyi Wo,,,,['Music'],,,,
246,,神兽金刚之青龙再现,Godbeast Megazord: Return of Green Dragon,['Movie'],1,Finished Airing,"Sep 15, 2016 to ?",,,"None found,","None found,","None found,",Original,"['Action', 'Sci-Fi']",1 hr. 27 min.,G - All Ages,[],#14108,#23096,131,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Shen Shou Jin Gang: Qinglong Zaixian,,,,['Mecha'],['Kids'],,,
247,"Mausu Doubutsuen, Mouse Zoo",マウスどうぶつえん,,['Movie'],Unknown,Currently Airing,"Aug 29, 2016 to ?",,,"None found,","None found,",['Pollyanna Graphics'],Original,,30 sec.,G - All Ages,[],#17971,#23928,112,0,,An original anime for the talent management agency Mausu Promotion.,[],Mouse Doubutsuen,,,,,,['Comedy'],,
248,,新大头儿子和小头爸爸2一日成才,New Happy Dad and Son 2: The Instant Genius,['Movie'],1,Finished Airing,"Aug 19, 2016",,,"None found,","None found,","None found,",Unknown,"['Adventure', 'Comedy']",1 hr. 20 min.,G - All Ages,[],#15725,#24182,108,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Xin Datou Er Zi He Xiao Tou Baba 2: Yi Ri Chengcai,,,,,['Kids'],,,
249,Snow White and the Three Pigs,白雪公主和三只小猪,,['Movie'],1,Finished Airing,"Aug 26, 2016",,,"None found,","None found,","None found,",Original,"['Adventure', 'Fantasy']",1 hr. 18 min.,PG - Children,[],#19402,#24495,102,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Baixue Gongzhu He San Zhi Xiao Zhu,,,,['Anthropomorphic'],['Kids'],,,
250,,少年师爷之大禹宝藏,,['Movie'],1,Finished Airing,"Jul 22, 2016",,,"None found,","None found,","None found,",Original,,1 hr. 23 min.,PG - Children,[],#14056,#24562,101,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Shaonian Shiye: Da Yu Baozang,,,,['Historical'],['Kids'],['Adventure'],,
251,,刺猬小子之天生我刺,Bobby the Hedgehog,['Movie'],1,Finished Airing,"Jul 22, 2016",,,"None found,","None found,","None found,",Original,"['Adventure', 'Fantasy']",1 hr. 33 min.,PG - Children,[],#20020,#24618,100,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Ciwei Xiao Zi: Tiansheng Wo Ci,,,,,['Kids'],,,
252,Yingxiong Jiang Ge Er: Xunbao Ji,英雄江格尔之寻宝记,The Legend of Jangar,['Movie'],1,Finished Airing,"Aug 9, 2016",,,"None found,","None found,","None found,",Original,"['Adventure', 'Fantasy']",1 hr. 24 min.,G - All Ages,[],#16055,#24692,99,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Yingxiong Jangar: Xunbao Ji,,,,,['Kids'],,,
253,The Adventures of the Ugly Duckling,丑小鸭历险记,,['Movie'],1,Finished Airing,"Jul 2, 2016",,,"None found,","None found,","None found,",Original,"['Adventure', 'Fantasy']",1 hr. 20 min.,PG - Children,[],#19974,#25036,94,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Chouxiaoya Lixian Ji,,,,['Anthropomorphic'],['Kids'],,,
254,,吉祥宝宝之我是食神,,['Movie'],1,Finished Airing,"Aug 19, 2016",,,"None found,","None found,","None found,",Original,"['Comedy', 'Fantasy']",1 hr. 30 min.,PG - Children,[],#16633,#25399,89,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Jixiang Baobao: Wo Shi Shishen,,,,,['Kids'],,,
255,,新木偶奇遇记,,['Movie'],1,Finished Airing,"Sep 30, 2016",,,"None found,","None found,","None found,",Unknown,,1 hr. 17 min.,PG - Children,[],#15751,#25640,86,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Xin Mu Ou Qiyu Ji,,,,,['Kids'],['Fantasy'],,
256,Pokonyan & Doraemon: The Meow Meower and the Pom Poko Purrer,ポコニャン＆ドラえもん 『ポンポコニャンで ここほれニャンニャン！？』,,['Movie'],1,Finished Airing,"Sep 3, 2016",,,"None found,","None found,","None found,",['Manga'],,Unknown,PG - Children,[],#18609,#26144,78,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Pokonyan & Doraemon: Ponpoko-nyan de Koko Hore Nyan Nyan!?,,,,,['Kids'],['Sci-Fi'],,
257,Danganronpa 3: The End of Hope's Peak Academy - Hope Volume,ダンガンロンパ３-The End of 希望ヶ峰学園-希望編,Danganronpa 3: The End of Hope's Peak High School - Hope Arc,['TV Special'],1,Finished Airing,"Sep 29, 2016",,,"None found,",['Funimation'],['Lerche'],Visual novel,"['Action', 'Horror', 'Mystery', 'Suspense']",24 min.,R - 17+ (violence & profanity),7.39,#2426,#1356,"189,029",905,111300,"The Future Foundation is in shambles after the Final Killing Game and the revelation of the true culprit. As a desperate plot arises from one of the survivors to rid the world of despair once and for all, the remaining Future Foundation members must band together to stop this atrocity from taking place. Fortunately, they find themselves with help from a group of unlikely allies as they race against the clock to stop their world from being changed. In this finale to the Hope's Peak storyline of the Danganronpa series, the players in this neverending death game begin to understand the true meaning behind despair, hope, and atonement. [Written by MAL Rewrite]","['Prequel (TV) Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen', 'Prequel (TV) Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen', 'Prequel (OVA) Super Danganronpa 2.5: Komaeda Nagito to Sekai no Hakaisha', '']",Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen,,,,,,,"['High Stakes Game', 'Psychological', 'Survival']",
258,The Day Naruto Became Hokage,BORUTO -NARUTO THE MOVIE- ナルトが火影になった日,Boruto: Naruto the Movie - The Day Naruto Became Hokage,['Special'],1,Finished Airing,"Jul 6, 2016",,,"None found,",['VIZ Media'],['Pierrot'],Original,"['Action', 'Adventure', 'Fantasy']",10 min.,PG-13 - Teens 13 or older,7.32,#2709,#1945,"120,046",159,66784,Bundled with the limited edition of Blu-ray/DVD of Boruto: Naruto the Movie.,"['Adaptation (One-shot) Boruto: Naruto the Movie Tokubetsu Bangai-hen - Naruto ga Hokage ni Natta Hi', '']",Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi,,,Boruto: Naruto Le Film - Le Jour où Naruto est Devenu Hokage,,['Shounen'],,,
259,"Sakamoto desu ga? OVA, Haven't You Heard? I'm Sakamoto Episode 13, Sakamoto Desu ga? Special",坂本ですが？,Haven't You Heard? I Was Sakamoto,['Special'],1,Finished Airing,"Sep 26, 2016",,,"['TBS', 'DAX Production', 'King Records']",['Sentai Filmworks'],['Studio Deen'],['Manga'],,24 min.,PG-13 - Teens 13 or older,6.82,#5225,#2367,"90,329",50,49357,"Sakamoto has it all: he is handsome, he excels at his studies, and there is no situation he cannot handle with style. Not having lost their admiration for him, Sakamoto's former classmates recall the days when he graced the halls of their school before moving to America. As they imagine his life abroad, they figure that there is only one place suitable for their perfect friend—NASA. It seems that even in his absence, Sakamoto continues to enchant all who were lucky enough to meet him. [Written by MAL Rewrite]","['Adaptation (Manga) Sakamoto desu ga?', '']",Sakamoto desu ga? Sakamoto deshita?,Haven’t You Heard? I’m Sakamoto Folge 13 – Untitled,Haven't You Heard? I'm Sakamoto (Sakamoto Desu Ga?) Episodio 13: Sakamoto. La Película,Haven’t You Heard? I’m Sakamoto Épisode 13: Untitled,,['Seinen'],['Comedy'],"['Gag Humor', 'School']",
260,,ワンピース ～ハートオブ ゴールド～,One Piece: Heart of Gold,['TV Special'],1,Finished Airing,"Jul 16, 2016",,,"None found,",['Funimation'],['Toei Animation'],['Manga'],"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy']",1 hr. 44 min.,PG-13 - Teens 13 or older,7.48,#2023,#2546,"80,442",46,43390,"A girl named Olga is pursued by both the World Government and a man named Mad Treasure, as she is the only one who knows the location of the Pure Gold, a substance that can buy the entire world. Olga ends up sailing with the Straw Hat Pirates, and they journey to find the Pure Gold on the lost island of Alchemi, which is located inside the stomach of a large angler fish named Bonbori. (Source: IMDb)","['Sequel (Movie) One Piece Film: Gold', '']",One Piece: Heart of Gold,,,,,['Shounen'],,,
261,Tales of Zestiria the X Episode 00,テイルズ オブ ゼスティリア ザ クロス #00 災厄の時代,Tales of Zestiria the X Prologue: The Age of Chaos,['Special'],1,Finished Airing,"Jul 3, 2016",,,"None found,",['Funimation'],['ufotable'],Game,"['Action', 'Adventure', 'Fantasy']",23 min.,PG-13 - Teens 13 or older,7.22,#3235,#2912,"63,835",25,33458,"In recent years, problems regarding atmospheric instability have greatly burdened the Hyland Kingdom, affecting the quality of crops and the citizens' health across the region. One day, the people of Guriel discover an eerie cloud of mist hovering over their town; its severity captures the attention of royal princess Alisha Diphda. She sends her subordinate Crem to investigate the situation, but receives no news from her for two weeks. Worried for Crem's safety, Alisha departs for Guriel herself with her attendants in tow. What awaits them there, however, is an issue of unprecedented scale. [Written by MAL Rewrite]","['Sequel (TV) Tales of Zestiria the Cross', '']",Tales of Zestiria the Cross: Saiyaku no Jidai,,,,,,,,
262,,PERSONA5 the Animation -THE DAY BREAKERS-,Persona 5 the Animation -THE DAY BREAKERS-,['TV Special'],1,Finished Airing,"Sep 3, 2016",,,"['Aniplex', 'Atlus']",['Aniplex of America'],['A-1 Pictures'],Game,,24 min.,PG-13 - Teens 13 or older,7.06,#4093,#3066,"58,137",78,28827,"There is a new urban legend circulating Tokyo. It claims that if you make a request in the Ask-a-Thief Channel, the Phantom Thieves of Hearts will show up and bring justice by stealing a corrupt person's heart and making them regret all their wrongdoings. As strange and inexplicable events continue to happen all around town, more people submit their requests in hope that the mysterious vigilante group will help. Kazuya Makigami is a burglar by night, but has started to have second thoughts about his crimes and those who help him commit them. Unable to stand up to his comrades himself, Kazuya submits a request to the Ask-a-Thief Channel. [Written by MAL Rewrite]","['Adaptation (Manga) Persona 5', '']",Persona 5 the Animation: The Day Breakers,PERSONA5 the Animation: The Day Breakers,PERSONA5 the Animation: The Day Breakers,PERSONA5 the Animation: The Day Breakers,['Super Power'],,['Action'],,
