,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,German,French,Demographic,Themes,Spanish,Theme,Genre,Demographics
79,レジェンズ 甦る竜王伝説,Legendz: Tale of the Dragon Kings,['TV'],50,Finished Airing,"Apr 4, 2004 to Mar 27, 2005",['Spring 2004'],Unknown,"None found,","None found,",['Gallop'],Unknown,"['Action', 'Adventure', 'Comedy', 'Fantasy']",24 min. per ep.,G - All Ages,7.33,#2661,#9784,"3,809",48,1478,"When a crafty toy company ""Wiz"" also known in this show as Dark Wiz Company, finds crystals with the faint DNA of monsters known as ""Legendz"" are found and made into a battle game. A young boy named Shu receives one these crystals known as ""soul figures"" from his father after a baseball game. Legendz rapidly became popular and more and more children played it. Wiz employeys start to track down Shu for his special soul figure, for his soul figure can revive real legendz not just the little kiddy digital images! How will Shu fight his way to victory and claim this soul figure as his own? (Source: TV.com)","['Adaptation (Manga) Legendz', '']",Legendz: Yomigaeru Ryuuou Densetsu,,,,,,,,,
80,どーもくん,,['TV'],37,Finished Airing,"Dec 22, 1998 to Jan 1, 2008",['Winter 1999'],Not scheduled once per week,['NHK'],"None found,",['dwarf'],Other,"['Comedy', 'Slice of Life']",39 sec. per ep.,G - All Ages,6.43,#7542,#10461,"3,085",14,948,"A strange monster hatches from a mysterious egg. He befriends various animals, and takes residence in Osajii's burrow. He discovers new and exciting things about everyday life. As of 2008, there are at least 37 regular TV spot episodes of Domo-kun. These 37 episodes were released on DVD in Japan in July of 2009.",[],Domo-kun,,,,['Kids'],,,,,
81,モンキー・パンチ　漫画活動大写真,,['TV'],12,Finished Airing,"Aug 1, 2004 to Jun 25, 2005",['Summer 2004'],Not scheduled once per week,['WOWOW'],"None found,",['TMS Entertainment'],['Manga'],"['Action', 'Adventure', 'Comedy', 'Ecchi']",51 min. per ep.,R+ - Mild Nudity,6.79,#5370,#10743,"2,840",9,742,"It's an animated variety show featuring the works of Monkey Punch that aired on WOWOW with the episodes being 52 minutes long. 12 episodes were aired between July 31, 2004 to June 25, 2005 and received a DVD exclusive 15 minute long special called Crime Mate. (Source: Wikipedia, Lupin III Wiki)","['Adaptation (Manga) Color Girl', 'Adaptation (Manga) Dracula-kun', 'Adaptation (Manga) Up Up Balloon', 'Adaptation (Manga) Bakumatsu Yankee']",Monkey Punch: Manga Katsudou Daishashin,Mankatsu,,Monkey Punch: Mankatsu,['Seinen'],"['Gag Humor', 'Parody']",,,,
82,Get Ride! アムドライバー,,['TV'],51,Finished Airing,"Apr 5, 2004 to Mar 28, 2005",['Spring 2004'],Mondays at 18:30 (JST),"['Nihon Ad Systems', 'Illumitoon Entertainment']","None found,",['Studio Deen'],Original,"['Adventure', 'Sci-Fi']",24 min. per ep.,PG-13 - Teens 13 or older,6.25,#8573,#10901,"2,704",5,716,"In the future, human beings are attacked by beings called the Bug-chine, which appeared a few years back. No normal human weapon can defeat the Bug-chine, but there is hope. It is the AMDrivers that will save the earth. They are solders using the latest ""AM Technology"". With overwhelming power, they will beat the Bug-chine one after another and become heroes, as well as capture the hearts of their fans. (Source: ANN)",[],Get Ride! AMDriver,AM Driver,,,,,,['Mecha'],,
83,カッパの飼い方,How to Breed Kappas,['TV'],26,Finished Airing,"Oct 4, 2004 to Apr 4, 2005",['Fall 2004'],Unknown,['Nihon Ad Systems'],"None found,",['Picture Magic'],['Manga'],,3 min. per ep.,PG - Children,6.19,#8865,#11279,"2,428",4,935,"A young man passes a pet shop on his way home, and seeing a kappa in the window, decides to buy it on a whim. He brings the creature home, and names him Kaatan. He's never owned a kappa before, so he relies heavily on a book he purchased on the subject of raising and training kappa. The books gives several good tips for bringing up a smart and well behaved kappa, and it all seems very simple. Unfortunately, putting these techniques into practice and actually making them work is not quite as easy as the book implies. Kaatan seems to understand things at first, but usually ends up either forgetting what he's learned, or isn't interested in learning in the first place. However, this particular young man has a lot of patience, and continues his possibly fruitless effort to raise Kaatan into a pet he can be proud of. (Source: ANN)","['Adaptation (Manga) Kappa no Kaikata', '']",Kappa no Kaikata,"Kappa no Kai-kata, How to Raise a Water Imp",,,,,,['Pets'],['Comedy'],
84,おじゃる丸,Prince Mackaroo,['TV'],Unknown,Currently Airing,"Oct 5, 1998 to ?",['Fall 1998'],Not scheduled once per week,['NHK'],['Enoki Films'],['Gallop'],Original,"['Adventure', 'Award Winning', 'Comedy', 'Fantasy']",10 min.,G - All Ages,6.39,#7748,#11558,"2,229",5,553,"In the Heian era, around 1000 years ago, a young boy of noble family named Ojarumaru is bored with his life of privilege. Meanwhile, three demons steal the power-stick of Enma, king of demons, and then lose it. Ojarumaru finds it, and uses it to transport himself to the present time. Here, he is befriended by a young boy named Kazuma, and becomes a member of his family. As time goes on, Ojarumaru makes many new friends, while dodging the comedic efforts of the three demons, Akane, Kisuke, and Aobee, as they try to recover the stick. (from ANN)","['Adaptation (Manga) Ojarumaru', '']",Ojarumaru,,,,['Kids'],,,,,
85,マシュマロ通信 <タイムス>,,['TV'],52,Finished Airing,"Apr 4, 2004 to Mar 27, 2005",['Spring 2004'],Sundays at 09:30 (JST),"['Studio Comet', 'Seoul Movie']","None found,","None found,",['Manga'],,24 min. per ep.,G - All Ages,6.68,#6000,#12328,"1,746",9,664,"The series focuses on 7 children and a sheep-like character. Together, they work together as a team and hang out together. They wear various fashion through the series. They also have different colored hair. Sandy, a girl who has a pet sheep-like character named Cloud and 6 other children, Jasmine, Lime, Basil, Clove, Nattsu, and Cinnamon, became friends, they become a news reporter team. Each episode has the children dressed in various clothes. (Source: ANN)","['Adaptation (Manga) Marshmellow Tsuushin', '']",The Marshmallow Times,"Mashumaro Taimusu, The Raspberry Times",,,,,,,['Slice of Life'],
86,コロッケ！,Croket!,['TV'],104,Finished Airing,"Apr 7, 2003 to Mar 27, 2005",['Spring 2003'],Mondays at 18:30 (JST),['TV Tokyo'],"None found,",['OLM'],['Manga'],"['Action', 'Adventure', 'Comedy', 'Fantasy']",20 min. per ep.,G - All Ages,6.88,#4949,#12563,"1,617",4,614,"The ""Forbidden Treasure"" is an extraordinary artefact who can grant any wishes. The people seeking it are called the Bankers, and our hero, Corokke, is one of them.","['Adaptation (Manga) Croket!', '']",Croket!,"Croquette!, Corokke!",,,['Kids'],,,,,
87,しましまとらのしまじろう,,['TV'],726,Finished Airing,"Dec 13, 1993 to Mar 31, 2008",['Winter 1994'],Mondays at 18:00 (JST),"['TV Tokyo', 'Azeta Pictures']","None found,",['Studio Kikan'],Original,"['Adventure', 'Comedy', 'Fantasy']",23 min. per ep.,G - All Ages,5.92,#10325,#13254,"1,322",4,558,"Shimajiro, a preschool-aged tiger boy, has adventures with his friends Mimirin, Ramurin, Nyakki, and Toriipi on Challenge Island.","['Sequel (TV) Hakken Taiken Daisuki! Shimajirou', '']",Shima Shima Tora no Shimajirou,,,,['Kids'],,,['Anthropomorphic'],,
88,親子クラブ,,['TV'],1818,Finished Airing,"Oct 3, 1994 to Mar 30, 2013",['Fall 1994'],Unknown,['Fuji TV'],"None found,",['Eiken'],Original,"['Comedy', 'Slice of Life']",5 min. per ep.,G - All Ages,5.47,#12199,#13607,"1,198",0,442,This anime was running almost 20 years and has over 1800 episodes.,[],Oyako Club,,,,,,,,,
89,絶体絶命でんぢゃらすじーさん,,['TV'],51,Finished Airing,"Apr 4, 2004 to Mar 27, 2005",['Spring 2004'],Unknown,"['Shogakukan', 'Shogakukan Productions']",['VIZ Media'],['Studio Hibari'],['Manga'],,5 min. per ep.,PG - Children,5.76,#11136,#15424,718,2,148,"Grandpa Danger is a world where the great protector is Grandpa Danger! He's an expert at falling off of cliffs, dealing with a principal who suffers from a severe inferiority complex, and escaping the hidden dangers of sleep! He's a nonsensical, utterly disgusting, relentless prankster. Grandpa Danger's excessive phlegm and farts frustrate Grandson to hilarious extremes, and make you laugh until your stomach splits! (Source: AniDB)","['Prequel (TV) Zettai Zetsumei Dangerous Jiisan', 'Sequel (TV) Zettai Zetsumei Dangerous Jiisan (2005)', 'Adaptation (Manga) Zettai Zetsumei Dangerous Jiisan', '']",Zettai Zetsumei Dangerous Jiisan (2004),Grandpa Danger,,,['Kids'],,,,['Comedy'],
90,パンツぱんくろう,,['TV'],85,Finished Airing,Apr 2004 to Mar 2008,['Spring 2004'],Unknown,['NHK'],"None found,","None found,",Unknown,"['Comedy', 'Slice of Life']",1 min. per ep.,G - All Ages,[],#20968,#19434,319,0,,"A series of minute-long animated shorts that aired on Japanese public television. Aimed at toddlers and young children, the comedic series is mostly about toilet training.",[],Pants Pankurou,,,,['Kids'],,,,,
91,スクールデイズ,,['ONA'],1,Finished Airing,"Feb 25, 2005",,,"['Avex Entertainment', 'Lantis']","None found,",['Animation Planet'],Visual novel,"['Drama', 'Romance']",21 min.,PG-13 - Teens 13 or older,5.79,#10998,#3732,"40,705",48,18902,"The story is about a love triangle between the male protagonist Makoto, and the two heroines Kotonoha and Sekai. Makoto develops a love interest in Kotonoha, a girl in the same year but different class. Although they both take the same train to school, she is unaware of his existence. His classmate, Sekai, manages to put the two together despite holding strong feelings towards Makoto. (Source: ANN)",[],School Days ONA,School Days,School Days,,,"['Love Polygon', 'School']",,,,
92,떳다 그녀!!,There She Is!!,['ONA'],5,Finished Airing,"Apr 20, 2003 to Dec 9, 2008",,,['SamBakZa'],"None found,","None found,",Original,"['Comedy', 'Romance']",4 min. per ep.,G - All Ages,7.84,#952,#4664,"25,243",155,13960,"The plot revolves around Doki, a female rabbit, meeting, falling in love with, and chasing Nabi, a male cat, in a world where love between the two species is socially unacceptable. The theme of the short is that all love can be accepted and has a chance. Nabi attempts to cure Doki's infatuation for him, but after seeing the extent of her love, he gives in and finds something he can appreciate in her. (Source: Wikipedia)","['Sequel (ONA) Tteotda Keunyeo!! Another Step', '']",Tteotda Keunyeo!!,,,,,,,['Anthropomorphic'],,
93,雨と少女と私の手紙,,['ONA'],1,Finished Airing,"Feb 14, 2005",,,"None found,","None found,","None found,",Original,,6 min.,G - All Ages,5.75,#11147,#6979,"9,287",4,5315,"Katari, a young girl who dreams of becoming a novelist, writes a love letter to a boy at her school. Unwittingly, she is creating a ""short story"" that will move a little girl's heart.",[],Ame to Shoujo to Watashi no Tegami,"Rain, the Little Girl, and My Letter",,,,,,,['Romance'],
94,コタツネコ,,['ONA'],2,Finished Airing,Feb 2005 to Nov 2005,,,['Space Neko Company'],"None found,","None found,",Original,,1 min. per ep.,G - All Ages,5.79,#10989,#13039,"1,398",1,790,"A lazy cat sits comfortably under the ""kotatsu"", a low table with a heater used in Japan to keep warm during winter. What will he do when he realizes the remote control of his TV is out of reach?",[],Kotatsu Neko,"Kotatsuneko, Kotatsu Cat",,,,,,,['Comedy'],
95,撲殺天使ドクロちゃん,Bludgeoning Angel Dokuro-chan,['OVA'],4,Finished Airing,"Mar 13, 2005 to Sep 22, 2005",,,"['Showgate', 'Geneon Entertainment']","['Media Blasters', 'Discotek Media']","['HAL Film Maker', 'Nomad']",['Light novel'],"['Comedy', 'Supernatural', 'Ecchi']",26 min. per ep.,R - 17+ (violence & profanity),6.53,#6873,#1231,"209,922",929,113903,"Sakura Kusakabe, a mere junior high student, has committed a horrible crime. Or, rather, he will commit a crime—20 years into the future. The crime in question? He will prevent all women from developing past the age of 12, with immortality as an unintended side effect. As a result, the angel Dokuro Mitsukai is sent from the future as an assassin, armed with with a magical spiked bat named Excalibolg. However, rather than kill him, Dokuro wants to take a different approach. She resolves to be a constant nuisance to Sakura, in an attempt to prevent him from focusing on anything long enough to create his criminal technology. With Dokuro going against orders, the angel Sabato is sent out to complete Dokuro's mission. Between the impulsive Dokuro—who often murders Sakura with her bat before reviving him with the magic words ""Pipiru piru piru pipiru pi""—and the electric baton-wielding Sabato, Sakura's life will never be peaceful again. [Written by MAL Rewrite]","['Sequel (OVA) Bokusatsu Tenshi Dokuro-chan 2', 'Adaptation (Manga) Bokusatsu Tenshi Dokuro-chan', 'Adaptation (Light Novel) Bokusatsu Tenshi Dokuro-chan', '']",Bokusatsu Tenshi Dokuro-chan,Club-To-Death Angel Dokuro-chan,Bludgeoning Angel Dokoro-chan,Dokuro-Chan,,"['Gag Humor', 'Gore']",Bludgeoning Angel Dokoro-chan,,,
96,鴉 -KARAS-,Karas,['OVA'],6,Finished Airing,"Mar 25, 2005 to Aug 3, 2007",,,"['Shochiku', 'AT-X', 'Magic Capsule', 'Toshiba Entertainment', 'Showgate']",['Manga Entertainment'],['Tatsunoko Production'],Original,"['Action', 'Fantasy', 'Sci-Fi']",30 min. per ep.,R - 17+ (violence & profanity),7.36,#2508,#2870,"65,662",317,28693,"The world of the humans and the world of the demons (youkai) have overlapped one another, leaving humans to walk the streets of life as they normally would, while demons walk, hidden from the naked eye, down the very same streets. A seemingly young woman named Yurine and her servant, the Karas (from the Japanese word for ""Crow""), have long maintained order and balance between the overlapped worlds, ultimately keeping the demons from interrupting the lives of humans. However, humans have come to forget and jest at the existence of demons, and no longer understand the privilege it is to live without fear. Disgusted by this arrogance, an old Karas turns his back on the laws he had once upheld, and in his human form, named Eko, he creates an army of Mikura, or mechanized demons, to ready an attack on the human race. A young man named Otoha inherits the powers of the Karas and takes his place at the side of Yurine, who claims that his soul called out for her while he lived the life of a human. They live in the world of the demons. It is now up to Otoha to prove himself as a Karas, and restore the balance that Eko threatens to upset. Meanwhile, a superstitious police officer named Sagisaka and his rational new recruit, Kure, follow the trail of the murders dealt by Eko's Mikura, as well as the trail of a rogue Mikura named Nue. The prophecy unfolds from here into a grave revelation for all in the city. (Source: Wikipedia)",[],Karas,"Crow, Raven, Karas: The Prophecy, Karas: The Revelation",,,,"['Gore', 'Super Power']",,,,
97,天上天下ULTIMATE FIGHT,Tenjho Tenge: The Ultimate Fight,['OVA'],2,Finished Airing,"Mar 16, 2005",,,"None found,","['Discotek Media', 'Geneon Entertainment USA']",['Madhouse'],['Manga'],"['Action', 'Drama', 'Romance', 'Supernatural']",24 min. per ep.,R - 17+ (violence & profanity),7.00,#4393,#3588,"43,686",35,23774,"Continues from where the original series left off. The characters try to settle their conflicts with each other in this 2 episode OAV. Aya confronts her sister Maya about Nagi, while Nagi receives a challenge from Mitsuomi to fight to the death. Meanwhile, Bob trains as hard as he can for the tournament. (Source: ANN)","['Prequel (TV) Tenjou Tenge', '']",Tenjou Tenge: The Ultimate Fight,Ultimate Fight,,Enfer et Paradis,['Seinen'],"['Martial Arts', 'Super Power']",,,,
98,春を抱いていた,Embracing Love,['OVA'],2,Finished Airing,"Mar 31, 2005 to May 27, 2005",,,"['Frontier Works', 'On-Lead']","['Media Blasters', 'Kitty Media']",['Trinet Entertainment'],['Manga'],"['Boys Love', 'Drama', 'Erotica']",30 min. per ep.,R+ - Mild Nudity,6.67,N/A,#4536,"26,996",73,14986,"The adorable and attractive main characters of Haru wo Daiteita are Kyousuke Iwaki and Youji Katou who are both in the film industry, having starred in various adult video films and are trying to climb the ladder of success and become greater actors. Iwaki is accepted to star in a popular movie, having beaten Katou in the auditions. During their time together, Katou believes he is in love with Iwaki-San, who on the contrary refuses to believe that he is in love. It is later on that another gay actor comes back to Japan and co-stars with Katou that problems starting arising. And it is from then on that the two realise where their hearts are set. (Source: ANN)","['Adaptation (Manga) Haru wo Daiteita', '']",Haru wo Daite Ita,Haru wo Daiteita,,,,,,['Showbiz'],,
99,イリヤの空、UFOの夏,"Sky of Iriya, Summer of UFO",['OVA'],6,Finished Airing,"Feb 25, 2005 to Jun 29, 2005",,,['Happinet Pictures'],"None found,",['Toei Animation'],['Light novel'],"['Drama', 'Romance', 'Sci-Fi']",27 min. per ep.,R+ - Mild Nudity,6.89,#4883,#4559,"26,814",69,11422,"Asaba Naoyuki is an ordinary high school student. As a member of his school's press club, he's just spent the summer camping outside the local military base, in hopes of seeing the UFOs that are secretly kept there, according to local legend. Returning to school, he meets a strange girl, Iriya Kana, and gradually comes to realize that she is more than merely strange - and that a dark secret lies beneath the world that he knows. (Source: ANN)","['Adaptation (Manga) Iriya no Sora, Ufo no Natsu', 'Adaptation (Light Novel) Iriya no Sora, UFO no Natsu']","Iriya no Sora, UFO no Natsu",,,,,,,,,
100,天上天下　THE PAST CHAPTER,TenjhoTenge: The Past Chapter,['OVA'],1,Finished Airing,"Mar 30, 2005",,,"None found,","None found,",['Madhouse'],['Manga'],"['Action', 'Drama', 'Supernatural']",1 hr. 32 min.,R - 17+ (violence & profanity),7.03,#4246,#4830,"23,218",15,10417,"Mitsuomi Takayanagi and Maya Natsume both want to become stronger. On there way to becoming the best they learn that there are many things going on behind the scenes, and Shin, Maya's brother, may be the cause of all of it. Mitsuomi feels that he is the only one that can stop him. A retelling of what happened in the past of tenjou tenge, in movie form. (Source: ANN)",[],Tenjou Tenge: The Past Chapter,"Everything Above the Skies, Everything Under the Skies The Past Chapter",,,['Seinen'],"['Martial Arts', 'Super Power']",,,,
101,フロントイノセント ～もうひとつのレディイノセント～,Another Lady Innocent,['OVA'],1,Finished Airing,"Mar 10, 2005",,,"None found,",['Media Blasters'],['Arms'],Original,,28 min.,Rx - Hentai,6.87,N/A,#5781,"14,770",87,7107,"During the Civil War, the powerful landowner Carson had a beautiful daughter with an innocent heart. As Faye enjoys an intense sexual relationship with her friend John and her servant girl Sophia, the end of her innocent days draws near. The mysterious Lord Mark has set his eyes on her and will stop at nothing to get her. (Source: Anime-Legion)",[],Front Innocent: Mou Hitotsu no Lady Innocent,,,"Front innocent: Les Fiancé, l'Aristocrate et la Soubrette",,,,['Historical'],['Hentai'],
102,MILK・ジャンキー 姉妹編,Boobalicious,['OVA'],4,Finished Airing,"Mar 25, 2005 to Nov 25, 2006",,,"['Milky Animation Label', 'MS Pictures']",['JapanAnime'],['T-Rex'],Visual novel,,28 min. per ep.,Rx - Hentai,6.77,N/A,#6174,"12,437",81,4594,"Wataru is a young man who moves into an apartment next to Tomoka and Fumie Fusono, two voluptuous sisters who used to know him when he was a shy child. Now Wataru is all grown up, and the Fusono sisters are ready to take full advantage of that fact. (Source: ANN)","['Adaptation (Light Novel) Milk Junkie', '']",Milk Junkie: Shimai-hen,"Milk Junky Shimai Hen, Milk Junky Sisters Compilation, Milk Junkies 2, Milk Junkie: Shimai Hen",,,,,,,['Hentai'],
103,放課後 ～濡れた制服～,After Class Lesson,['OVA'],3,Finished Airing,"Jan 25, 2005 to Sep 25, 2005",,,"['Milky Animation Label', 'MS Pictures']",['JapanAnime'],['T-Rex'],Visual novel,,29 min. per ep.,Rx - Hentai,6.36,N/A,#6933,"9,450",36,4080,"Shibui Ryuji is a teacher of a girl school whose students are born in well-off families. All students hate him because of his figure and perverted nature. However, he happens to know the weakness of Tenkawa Ayumi, so he raped her. Tasting blood, he begins to rape his students, one after another taking advantages of their weakness. (Source: AnimeNfo)","['Adaptation (Light Novel) Houkago: Nureta Seifuku', '']",Houkago: Nureta Seifuku,,,,,,,,['Hentai'],
104,THE ガッツ！,Women at Work,['OVA'],2,Finished Airing,"Feb 25, 2005 to Sep 22, 2005",,,['Animac'],['Media Blasters'],['Anime Antenna Iinkai'],Visual novel,,26 min. per ep.,Rx - Hentai,6.34,N/A,#7453,"7,830",37,3897,"Namamura Akitoshi is a college student who looks weak. He confesses his love to his girl friend, but she refused him saying he looks weak. He makes up his mind to do construction job to become strong. However, all the people he meets there are strange women. As an entrance examination, the manager forces him to make love with her. (Source: AnimeNfo)",[],The Guts!,Gattsu,,,,,,,['Hentai'],
105,トゥルー ブルー,True Blue,['OVA'],2,Finished Airing,"Feb 25, 2005 to Mar 25, 2005",,,"None found,","None found,",['Himajin Planning'],Visual novel,,28 min. per ep.,Rx - Hentai,5.83,N/A,#7876,"6,852",21,2491,"Kanzaki Aoi is a popular high school idol who has a love relationship with her childhood friend and next door neighbor, Kurusu Akito. They are always together, even going to school in the morning together. She admires him and respects him also, and still remembers the time he saved her when they were younger. All of their dreams to stay together come crashing down, however, when Aoi is forced to participate in daily obscenities with the physical education teacher, Shoda. With each day, she comes to realize that she enjoys it more and more. Even after powerless Akito discovers the truth, Aoi shows him just how much she wants Shoda instead.","['Sequel (OVA) True Blue: Gaiden', '']",True Blue,,,,,,,,['Hentai'],
106,人妻凌辱参観日,Desperate Carnal Housewives,['OVA'],2,Finished Airing,"Feb 25, 2005 to May 25, 2005",,,"['Milky Animation Label', 'MS Pictures']",['JapanAnime'],['Dream Entertainment'],Original,,28 min. per ep.,Rx - Hentai,6.18,N/A,#8224,"6,139",22,2347,"Three wives are required to attend a parent/teacher conference because their children were in trouble at school. When they get to the school, they are welcomed by two men, who tell them that the school is closed. The men then lead them to an old abandoned school and decide to punish them in place of their children. (Source: ANN)",[],Hitozuma Ryoujoku Sankanbi,,,,,,,,['Hentai'],
107,メイプル カラーズ,,['OVA'],2,Finished Airing,"Dec 25, 2004 to Mar 25, 2005",,,"['Milky Animation Label', 'MS Pictures']",['Critical Mass Video'],['Image House'],Visual novel,,29 min. per ep.,Rx - Hentai,6.25,N/A,#8443,"5,810",9,2537,"Saku Ryojiro has just transferred to Kouka Academy, which is famous for theatrical activities. On his first day at school, he started a fight with Aoi Mirai. To make the matter worse, it was seen by Aizen, the head of the Drama Club. All of Ryojiro's classmates are problem students, and he thought he could use the fight to rid himself of them. Then, Ryojiro is assigned to direct the classmates in a drama competition against the Drama Club. If they lose the competition, they will be suspended. However, because they are problem students, he has difficulties directing them. (Source: AnimeNfo)",[],Maple Colors,,,,,,,,['Hentai'],
108,継母,The Duchess of Busty Mounds,['OVA'],2,Finished Airing,"Feb 11, 2005 to May 13, 2005",,,['Digital Works'],['Media Blasters'],['Y.O.U.C'],Original,"['Drama', 'Hentai']",28 min. per ep.,Rx - Hentai,5.67,N/A,#8889,"5,073",17,1900,"My father was born in a rich family, but he was very lavish, and it was his fourth marriage. I opened the door, and I saw a woman. It was my mother-in-law. Although it was the first time I saw her, she was the picture of my real mother. It sounds shameless, but I got the urge to fall on her bosom as I used to do when I was a child. When I looked at the miserable figure of my father who had died of falling from a horse, I wondered why my mother and she had been attracted by such a person. The next day, a gorgeous carriage arrived at the house. It was from my grand father. He would take care of us because my house was already mortgaged. I didn't know at that time, but he had another reason to take care of us. He didn't have any man relative. Therefore, he adopted me to make me an heir. In this way, my mother-in-law and I went to the grandfather's house.",[],Mamahaha,,,,,,,,,
109,がぁーでぃあんHearts ぱわーあっぷ！,Guardian Hearts-Power UP!,['OVA'],4,Finished Airing,"Jan 28, 2005 to Mar 25, 2005",,,['Soft Garage'],"None found,",['Venet'],['Manga'],"['Action', 'Comedy', 'Fantasy', 'Romance', 'Ecchi']",17 min. per ep.,R - 17+ (violence & profanity),5.78,#11045,#9353,"4,352",1,1838,"Sequel to the madcap Guardian Hearts OVA series, continuing with Kazuya's misadventures.","['Prequel (OVA) Guardian Hearts', 'Adaptation (Manga) Guardian Hearts']",Guardian Hearts-Power UP!,Guardian Hearts OVA seres 2,,,,,,['Harem'],,
110,戦闘妖精少女 たすけて！メイヴちゃん,,['OVA'],1,Finished Airing,"Feb 24, 2005",,,['Bandai Visual'],['Bandai Entertainment'],['Studio Fantasia'],Novel,"['Comedy', 'Sci-Fi']",23 min.,PG-13 - Teens 13 or older,5.27,#12749,#9534,"4,102",2,1538,Rei goes to an anime convention and ends up in a world created by the desires of anime fans. Rei doesn't know how to get back and the world starts to collapse because the convention is coming to a close. (Source: AniDB),[],Sentou Yousei Shoujo Tasukete! Mave-chan,"Sento Yosei Shojo Tasukete! Mave-chan, Battle Fairy Girl Help! Mave-chan, Fighting Fairy Girl Rescue Me Mave-chan",,,,"['Parody', 'Super Power']",,,,
111,ストラトス・フォー アドヴァンス,,['OVA'],6,Finished Airing,"Mar 5, 2005 to Jan 27, 2006",,,['Bandai Visual'],"None found,",['Studio Fantasia'],Original,"['Comedy', 'Sci-Fi']",26 min. per ep.,PG-13 - Teens 13 or older,6.77,#5467,#9645,"3,966",2,1652,"Having failed the Comet Blaster exams mysteriously, Mikaze and her friends are sent back to the Shimoji Island base, where, with three new Meteor Sweeper trainees around, they have been promoted to instructor positions. Meanwhile, more comets are on their way to Earth, and the mysteries behind the rift in the Cosmic Emergency Management Agency—as well as the alien parasites—begins to unravel.","['Prequel (OVA) Stratos 4 OVA', 'Sequel (OVA) Stratos 4 Advance Kanketsu-hen']",Stratos 4 Advance,,,,,,,['Military'],,
112,おとぎ銃士 赤ずきん,,['OVA'],1,Finished Airing,"Feb 20, 2005",,,"None found,","None found,",['Madhouse'],Original,"['Adventure', 'Comedy', 'Fantasy']",37 min.,PG-13 - Teens 13 or older,6.33,#8097,#11555,"2,230",1,753,"Long, long time ago there where both science and magic in the human world. But God became afraid of the Human's unlimited potential, so he divided the world into two and sealed them apart. One world with magic and the other one with science. Suzukaze Souta is a normal boy except that he has the Key in his body to break the Seal. The evil witch Cendrillon want that power and tries to take it. Akazukin and Val, a silver wolf, came from the magic-world to prevent her from that. A grand story of a boy who will lead a checkered life and girls in fairly lands has just begun. (Source: AniDB)",[],Otogi Juushi Akazukin OVA,Fairy Musketeers Little Red Riding Hood,Fairy Musketeers,Fairy Musketeers,,,Fairy Musketeers,,,
113,グローランサーIV ~Wayfarer of the time~,Growlanser IV: Wayfarer of Time,['OVA'],1,Finished Airing,"Mar 10, 2005",,,['Atlus'],"None found,","['feel.', 'Zexcs']",Game,,29 min.,PG-13 - Teens 13 or older,5.38,#12499,#11655,"2,165",2,794,"A promotional ova that came with the PS2 game, Growlanser IV Returns which is an add-on featuring a compilation of three short stories that is told in visual novel style. Since it is a promotional ova, various main characters from Growlanser I, Growlanser II, and Growlanser III do appear in the ED. Actually, some of the fairies of these main characters do appear in Growlanser IV as that the entire Growlanser story is based on anti-war featuring time freeze, time traveling, and parallel worlds.",[],Growlanser IV: Wayfarer of the Time,,,,,,,,['Action'],
114,千年の約束,,['OVA'],1,Finished Airing,Mar 2005,,,['Nippon Television Network'],"None found,",['J.C.F.'],Original,,17 min.,G - All Ages,[],#13999,#19530,313,0,,Part of the series of educational videos that teaches kids and young adults several basic tax lessons.,[],Sennen no Yakusoku,,,,['Kids'],,,['Educational'],['Slice of Life'],
115,サヨナラ、みどりが池-飛べ!凧グライダー!!-,,['OVA'],1,Finished Airing,"Mar 25, 2005",,,"None found,","None found,","None found,",Unknown,,33 min.,G - All Ages,[],#13953,#20359,266,1,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],"Sayonara, Midori ga ike: Tobe! Tako Glider!!","Sayonara, Green Pond: Fly Glider!!",,,['Kids'],,,,['Adventure'],
116,地球にやさしいショッピング ミドリちゃんと リサイくるくるショッピング,,['OVA'],1,Finished Airing,"Feb 3, 2005",,,"None found,","None found,","None found,",Original,,21 min.,G - All Ages,[],#17305,#21939,179,0,,An educational anime explaining what green purchasing (sustainable procurement/Environmentally Preferable Purchasing (EPP)) is to children.,[],Chikyuu ni Yasashii Shopping: Midori-chan to Recycle-ku Shopping,,,,['Kids'],,,,,
