,Synonyms,Japanese,English,German,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genre,Theme,Spanish,Demographics
81,"Yu-Gi-Oh! GX, Yugioh GX, Yu-Gi-Oh! Genex, Yugioh Genex, Yu-Gi-Oh!: Duel Monsters GX, Yugioh: Duel Monsters GX, Yu-Gi-Oh!: Duel Monsters Genex, Yugioh: Duel Monsters Genex, Game King of Duel Monsters GX",遊☆戯☆王　デュエルモンスターズ GX,Yu-Gi-Oh! GX,,Yu-Gi-Oh! GX,['TV'],180,Finished Airing,"Oct 6, 2004 to Mar 26, 2008",['Fall 2004'],Wednesdays at 18:30 (JST),"['TV Tokyo', 'Nihon Ad Systems', 'Shueisha']","['Konami', 'Funimation']",['Gallop'],['Manga'],"['Action', 'Comedy', 'Fantasy']",,['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,7.21,#3319,#1156,"225,888","1,729",140769,"In the world of Duel Monsters, a new generation of duelists await their turn to bid for the highest title: The King of Games. As an aspiring duelist, the happy-go-lucky Juudai Yuuki enrolls at the Duel Academy, a reputable institution tasked with nurturing these potential challengers. On his first day, however, Juudai's laid back and careless attitude causes him to arrive late to his entrance exam. There, he stumbles upon a familiar figure who entrusts him the ""Winged Kuriboh,"" a card which becomes Judai's new partner. Soon, he begins living as a duelist—but will destiny and darkness bend his reality into something beyond his imagination? Yu☆Gi☆Oh!: Duel Monsters GX follows the story of Juudai as he strives to fulfill his goal of becoming the next King of Games. As they are thrust into countless unprecedented circumstances, one thing is for sure for Juudai and his friends—there will never be a dull moment at the Duel Academy! [Written by MAL Rewrite]","['Prequel (TV) Yu☆Gi☆Oh! Duel Monsters', ""Sequel (TV) Yu☆Gi☆Oh! 5D's"", 'Adaptation (Manga) Yu☆Gi☆Oh! GX', '']",Yu☆Gi☆Oh! Duel Monsters GX,,['Strategy Game'],Yu-Gi-Oh! GX,
82,"Pocket Monsters: Advanced Generation, Advanced Challenge, Advanced Battle, Battle Frontier",ポケットモンスター　アドバンスジェネレーション,Pokémon: Advanced,Pokémon: Rubin und Saphir,Pokémon Advance,['TV'],192,Finished Airing,"Nov 21, 2002 to Sep 14, 2006",['Fall 2002'],Thursdays at 19:00 (JST),"['TV Tokyo', 'TV Tokyo Music', 'Shogakukan Productions']","['VIZ Media', '4Kids Entertainment', 'The Pokemon Company International']",['OLM'],Game,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,['Kids'],24 min. per ep.,PG - Children,7.13,#3776,#1307,"195,916",295,120788,"After participating in the Johto League, Satoshi decides to begin anew in yet another journey; this time by himself and Pikachu, in the land of Houen. Though he isn't alone for long, as 10-year-old Haruka (whom dislikes Pokemon, but just wants to come along to see the world) travels with him after Pikachu destroys her bicycle. Satoshi also meets up with his old companion, Takeshi, and Haruka's younger brother, Masato. Together, they travel along in Houen, battling Gym Leaders, entering contests, and other events on the way to the Houen League. (Source: ANN, edited)","['Prequel (TV) Pokemon', 'Sequel (TV) Pokemon Diamond & Pearl']",Pokemon Advanced Generation,,,Pokémon Advanced,
83,Eyeshield21,アイシールド21,,,,['TV'],145,Finished Airing,"Apr 6, 2005 to Mar 19, 2008",['Spring 2005'],Wednesdays at 19:00 (JST),"['TV Tokyo', 'Nihon Ad Systems', 'TV Tokyo Music', 'Shueisha']","['VIZ Media', 'Sentai Filmworks']",['Gallop'],['Manga'],,,['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,7.91,#801,#1355,"189,274","2,064",91281,"Shy, reserved, and small-statured, Deimon High School student Sena Kobayakawa is the perfect target for bullies. However, as a result of running errands throughout his life, Sena has become agile and developed a skill for avoiding crowds of people. After the cunning Youichi Hiruma—captain of the Deimon Devil Bats football team—witnesses Sena's rapid legs in motion, he coerces the timid boy into joining his squad. As Hiruma wants to conceal Sena's identity from other clubs, Sena is forced to hide under the visored helmet of ""Eyeshield 21,"" a mysterious running back wearing the number 21 jersey. The legendary Eyeshield 21 can supposedly run at the speed of light and has achieved remarkable feats in the United States during his time at the Notre Dame College. Accustomed to avoiding his problems in the past, Sena's specialty might just help him become the new secret weapon of the Deimon Devil Bats. As he interacts with his teammates, Sena gradually gains more self-confidence and forges valuable bonds along the way. [Written by MAL Rewrite]","['Adaptation (Manga) Eyeshield 21', '']",Eyeshield 21,['Sports'],['Team Sports'],,
84,Chibi Vampire Karin,かりん,Karin,,,['TV'],24,Finished Airing,"Nov 3, 2005 to May 11, 2006",['Fall 2005'],Fridays at 00:00 (JST),"['WOWOW', 'Frontier Works', 'Kadokawa Shoten', 'Half H.P Studio']","['Funimation', 'Geneon Entertainment USA']",['J.C.Staff'],['Manga'],"['Comedy', 'Romance', 'Supernatural']","['School', 'Vampire']",['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,7.10,#3902,#1391,"182,954",780,94628,"Vampires—supernatural beings that feed on the life essence of the unsuspecting at night—have been around for centuries. However, high schooler Karin Maaka is unusual, even among her own kind. Unlike her vampire family, ever since she was a child, Karin has suffered from polycythemia: a rare disorder which causes her to periodically produce excessive amounts of blood. And the more blood she produces, the more anemic and lightheaded she gets, ultimately leading to frequent nosebleeds. Her only solution? Force her excess blood onto random strangers, which surprisingly causes these ""victims"" to become livelier and happier than before. With her siblings—Anju, her reserved yet affectionate younger sister, and Ren, her womanizing elder brother—helping her abilities remain a secret by altering the affected humans' memories, no one is the wiser. That is, until Karin's newly transferred classmate, Kenta Usui, finds her behavior suspicious. And to make matters even more complicated, Karin feels her blood reacting unusually to Kenta's presence. [Written by MAL Rewrite]","['Adaptation (Manga) Karin', '']",Karin,,,,
85,,クレヨンしんちゃん,Shin Chan,Shin Chan,,['TV'],Unknown,Currently Airing,"Apr 13, 1992 to ?",['Spring 1992'],Fridays at 19:30 (JST),['TV Asahi'],['Funimation'],['Shin-Ei Animation'],['Manga'],"['Comedy', 'Ecchi']",,['Seinen'],21 min.,G - All Ages,7.80,#1029,#2402,"88,077","1,330",42190,"There is no such thing as an uneventful day in the life of kindergartener Shinnosuke ""Shin-chan"" Nohara. The five-year-old is a cut above the most troublesome, perverted, and shameless kid one can imagine. Shin-chan is almost always engaged in questionable activities such as forgetting about a friend during hide and seek, sumo wrestling for love, performing various gags including the notorious ""elephant"" in public, and flirting with college girls. The exemplary troublemaker has done it all and has no plans to stop anytime soon. Crayon Shin-chan follows the daily shenanigans of Shin-chan with his group of friends, parading around as the self-proclaimed ""Kasukabe Defense Force."" The adults witnessing these shenanigans unfold can't help but adore Shin-chan, as he keeps them entertained while unintentionally solving their daily troubles through his mindless antics—leaving himself as the only problem they do not know what to do with. [Written by MAL Rewrite]","['Adaptation (Manga) Crayon Shin-chan', '']",Crayon Shin-chan,,['School'],Shin Chan,
86,Sergeant Frog,ケロロ軍曹,Sgt. Frog,,,['TV'],358,Finished Airing,"Apr 3, 2004 to Apr 4, 2011",['Spring 2004'],Unknown,"['TV Tokyo', 'Nihon Ad Systems', 'Rakuonsha']","['ADV Films', 'Funimation', 'Discotek Media']",['Sunrise'],['Manga'],"['Comedy', 'Sci-Fi']",,['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,7.70,#1300,#2552,"80,341","1,283",35925,"It is the year 2004 AD, and pandemonium breaks as a mysterious frog-like alien race fills the sky with UFOs—or so 12-year-old Fuyuki Hinata dreams. Coincidentally, Sergeant Keroro, leader of a preliminary squad for the Keronian invasion of Pekopon—the alien name for Earth—begins his mission by invading Fuyuki's home. After subduing the boy and his sister, Keroro plans to reunite with his comrades and return to the mothership to repair his invaluable invasion device, the Kero Ball. Unfortunately, he receives word that headquarters has abandoned his unit's retrieval due to an unprecedented issue that forced the rest of the Keronians to flee. Consequently, Keroro is forced to stay at the Hinata residence together with the friendly, starry-eyed Fuyuki; his athletic, short-tempered sister Natsumi; and their hardworking, attractive mother Aki. Now stuck until further notice, Keroro and his platoon spend each day plotting world domination, but are thwarted each and every time by various unexpected factors. Nevertheless, as they live alongside humans, they learn to treat them as friends and allies, forming comedic yet meaningful connections that make their lives on Earth worthwhile. [Written by MAL Rewrite]","['Prequel (Special) Kero 0: Shuppatsu da yo! Zenin Shuugou!', 'Adaptation (Manga) Keroro Gunsou']",Keroro Gunsou,,['Parody'],,
87,,メジャー  (第2シリーズ),,,,['TV'],26,Finished Airing,"Dec 10, 2005 to Jun 10, 2006",['Winter 2006'],Saturdays at 18:00 (JST),"['NHK', 'NHK Enterprises', 'Shogakukan Productions']","None found,",['Studio Hibari'],['Manga'],,,['Shounen'],25 min. per ep.,PG-13 - Teens 13 or older,8.18,#428,#2679,"73,997",310,46645,"Gorou Honda has finally returned to Mifune East Junior High School, surprising his friends upon arrival. Now, Gorou is once again surrounded by those he holds closest, and he strives to continue playing and enjoying the game he loves most. However, things do not go as planned, as Gorou is reminded of the harsh realities of baseball as he copes with an injury he sustained while playing baseball at Hitaka Little. Between new rivals, old friends, and mending broken relationships, Gorou must overcome challenges he has never faced before. His goal of attending elite baseball high school Kaido may not be far from his reach, but complicated circumstances may stop him in his tracks once again. How will he deal with the immense pressures of the game? And will he ever be able to find the type of baseball he loves most? [Written by MAL Rewrite]","['Prequel (TV) Major S1', 'Prequel (Movie) Major Movie: Yuujou no Winning Shot', 'Sequel (TV) Major S3', 'Adaptation (Manga) Major']",Major S2,['Sports'],['Team Sports'],,
88,"Marchen Awakens Romance, Märchen Awakens Romance, MAR-Heaven, MÄR Heaven",メル,,,Mär: Märchen Awakens Romance,['TV'],102,Finished Airing,"Apr 3, 2005 to Mar 25, 2007",['Spring 2005'],Sundays at 10:00 (JST),"['TV Tokyo', 'Shogakukan Productions']",['VIZ Media'],['SynergySP'],['Manga'],"['Action', 'Adventure', 'Comedy', 'Fantasy']",,['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,7.24,#3137,#3158,"54,721",313,22322,"Dreaming of a magical world every night, the young Toramizu Ginta yearns to be able to go there. With only his friend Koyuki believing in his dreams, Ginta remains positive despite the slander he receives from others over his dreams. But his wishes are answered, as one day a large door appears in front of Ginta, summoning him to the land of MAR Heaven. In this land, the weapons known as ARMS exist. While initially Ginta greatly enjoyed the discovery of this magical world, he soon learns of the terrible wars that have once plagued MAR Heaven and the upcoming war that may soon appear.","['Adaptation (Manga) MÄR', '']",MÄR,,['Isekai'],,
89,"Chocola et Vanilla - Sugar Sugar Rune, Sugar² Rune",シュガシュガルーン,Sugar Sugar Rune,,,['TV'],51,Finished Airing,"Jul 2, 2005 to Jun 24, 2006",['Summer 2005'],Saturdays at 07:00 (JST),"['TV Tokyo', 'Marvelous Entertainment', 'TV Tokyo Music']","None found,",['Pierrot'],['Manga'],"['Comedy', 'Drama', 'Fantasy']",,['Shoujo'],24 min. per ep.,PG - Children,7.50,#1970,#3517,"45,220",503,18380,"Chocolat Meilleure and Vanilla Mieux are both witches and childhood friends, pitted against each other in a contest to see who will become the next queen of the Magic World! In order to win, the two queen candidates must attend school in the human world, cultivating relationships to bring out their classmates hearts of friendship and love... But if a witch gives their heart to a human, they'll die?! In an exciting adventure filled with transformations, mystery, jealousy, and romance, join Chocolat and Vanilla as they work alongside their knights to protect the kingdom from the threat of the Ogres and do their best to become the next queen!","['Adaptation (Manga) Sugar Sugar Rune', '']",Sugar Sugar Rune,,['Mahou Shoujo'],,
90,,カペタ,,,,['TV'],52,Finished Airing,"Oct 4, 2005 to Sep 26, 2006",['Fall 2005'],Tuesdays at 18:00 (JST),"['TV Tokyo', 'Sotsu', 'Marvelous Entertainment', 'Delfi Sound']","None found,",['Studio Comet'],['Manga'],,,['Shounen'],23 min. per ep.,PG - Children,7.82,#988,#4399,"28,825",316,12459,"After losing his mother at a very young age, elementary school student Capeta Taira is forced to become more independent to avoid his father worrying for him. Working in a paving company, his father is often busy and has to work overtime to make ends meet. However, no matter how tough he acts in front of his father, Capeta is ultimately just a lonely kid with a rough life. In addition to his typical house duties, he has to deal with the bully Nobu Andou which makes him feel worse, despite support from his classmate, Monami Suzuki. One day, Capeta's father sees young go-kart drivers racing at high speeds and gets inspired by the scene. He then decides to collect scrapped parts available on the track and begins working on a gift for his son. Meanwhile, Capeta and Monami sneak into his workplace, suspecting that his father is up to something. Much to their surprise, they see a go-kart built from discarded parts—with Capeta's name attached to it! Although it lacks an engine and looks worn out, the kart is mostly complete and functional. Despite the heavy rain, Capeta cannot resist the urge to try out this new machinery. As he drives the kart downhill on a wet road, an incident that is almost a dangerous accident instead becomes a thrilling obsession. No longer bored with life, the engine of Capeta's heart is ignited with a new passion as he journeys into the world of racing. [Written by MAL Rewrite]","['Adaptation (Manga) Capeta', '']",Capeta,['Sports'],['Racing'],,
91,,ドラえもん (2005),,,,['TV'],Unknown,Currently Airing,"Apr 22, 2005 to ?",['Spring 2005'],Fridays at 19:00 (JST),['TV Asahi'],"None found,",['Shin-Ei Animation'],['Manga'],"['Comedy', 'Sci-Fi']",,,25 min.,PG - Children,7.71,#1261,#5003,"21,432",239,9594,"Doraemon (2005) is the most recent anime series based on Fujiko Fujio's manga of the same name. It is the 2005 version of 1979 series, with certain changes in the animation and other things. Doraemon is a cat-like robot who appears in the present to steer Nobita/Noby, who is a dumb, naive and clumsy boy on the right path in order to secure his future. Nobita's love interest is Shizuka Minamoto/Sue, his frenemies are Takeshi Goda/Big G and Suneo/Sneech. (Source: Wikipedia)","['Prequel (TV) Doraemon (1979)', 'Adaptation (Manga) Doraemon']",Doraemon (2005),,['Anthropomorphic'],,"['Kids', 'Shounen']"
92,,韋駄天翔(ジャンプ),Idaten Jump,,,['TV'],52,Finished Airing,"Oct 1, 2005 to Sep 30, 2006",['Fall 2005'],Saturdays at 09:30 (JST),"['Production I.G', 'TV Tokyo', 'Aniplex', 'MediaNet']","None found,",['Trans Arts'],['Manga'],"['Fantasy', 'Sports']","['Isekai', 'Racing', 'School']",,24 min. per ep.,PG - Children,7.36,#2557,#5007,"21,377",220,12677,"During a race, mountain bike (MTB) enthusiast Shou Yamato is mysteriously dragged into another world alongside his friends, Kakeru and Makoto. Soon, the group discovers that this world known as ""X-Zone"" revolves around Idaten battles—MTB races characterized by special courses, rules, and hidden powers lying dormant within the bikes. The only way to return home is to win and obtain the MTB emblems from the defeated challengers. Despite being perplexed and terrified of the bizarre world, Shou is surprisingly excited. He has the opportunity to compete with fellow MTB riders, make new friends and rivals, and also unearth the X-Zone's hidden truths that may dramatically change his fate. Shou and his friends must make it through an arduous journey, one rife with conspiracies against them, in order to safely return home together. [Written by MAL Rewrite]",[],Idaten Jump,,,,
93,,エンジェル・ハート,,,,['TV'],50,Finished Airing,"Oct 4, 2005 to Sep 26, 2006",['Fall 2005'],Tuesdays at Unknown,['Aniplex'],['Discotek Media'],['TMS Entertainment'],['Manga'],"['Action', 'Drama', 'Mystery', 'Romance']",,['Seinen'],23 min. per ep.,PG-13 - Teens 13 or older,7.25,#3090,#5215,"19,373",86,5996,"A young Taiwanese assassin codenamed ""Glass Heart"" committed suicide by jumping off a building, and her heart was pierced by metal fence. Miraculously, her life was saved by heart transplantation. During her recovery she began to experience strange dreams, which lead her to Japan looking for the donor of her heart, who happens to be Kaori Makimura, former partner of City Hunter Ryo Saeba. The author mentioned in the first tankoubon volume that Angel Heart only shares the same characters of City Hunter but not its continuation. The events are all parallel universe, therefore it has nothing to do with City Hunter. (Source: Wikipedia)","['Adaptation (Manga) Angel Heart', '']",Angel Heart,,,,
94,Ginga Legend Weed,銀牙伝説ウィード,,,,['TV'],26,Finished Airing,"Nov 3, 2005 to May 11, 2006",['Fall 2005'],Thursdays at 22:30 (JST),"['Nihon Ad Systems', 'SKY Perfect Well Think']","None found,",['Studio Deen'],['Manga'],"['Adventure', 'Drama']",,['Seinen'],24 min. per ep.,PG-13 - Teens 13 or older,7.22,#3259,#5544,"16,425",251,8474,"A dog named Weed happens to hear that he is the son of Gin, the great leader of Ohu who lead the dogs of Ohu to victory in a fight against monsterous bear, Akakabuto. Weed wants to find his father no matter what. On a journey to find his father Weed meets many friends and enemies. (Source: ANN)","['Prequel (TV) Ginga Nagareboshi Gin', 'Adaptation (Manga) Ginga Densetsu Weed']",Ginga Densetsu Weed,,['Anthropomorphic'],,
95,,ふたりはプリキュア Splash☆Star,Pretty Cure Splash Star,,,['TV'],49,Finished Airing,"Feb 5, 2006 to Jan 28, 2007",['Winter 2006'],Sundays at 08:30 (JST),['Asahi Broadcasting'],"None found,",['Toei Animation'],Original,"['Action', 'Comedy']",,,24 min. per ep.,G - All Ages,7.19,#3418,#5683,"15,360",83,6364,"During the summer festival five years ago, two girls met at a mysterious tree and saw two glowing spheres. Now, these two girls--Saki Hyuuga, ace pitcher on the school softball team; and Mai Mishou, who prefers sketching over stargazing--are chosen by the spirits of flowers (Flappy) and birds (Choppy) to restore the Seven Fountains and save their worlds from Dark Autumn. Together, they are the NEW Pretty Cure. (Source: ANN)","[""Sequel (TV) Kibou no Chikara: Otona Precure '23"", 'Adaptation (Manga) Futari wa Precure: Splash☆Star']",Futari wa Precure: Splash☆Star,,['Mahou Shoujo'],,
96,,サザエさん,Mrs. Sazae,,,['TV'],Unknown,Currently Airing,"Oct 5, 1969 to ?",['Fall 1969'],Sundays at 18:30 (JST),['Fuji TV'],"None found,",['Eiken'],['4-koma manga'],"['Comedy', 'Slice of Life']",,,24 min.,G - All Ages,6.14,#9129,#7129,"8,808",39,1936,"The main character is a mother named Sazae-san. She lives in a house with her husband, her kids and her parents. The show is the ultimate family program and tends to follow traditional themes. Think of this show as the Japanese equivalent to ""The Partridge Family"" and you'll get a good feel for this show's atmosphere. Don't expect to see things like violence, swearing, kung-fu action or magical girls. The plots are more like ""Today, Sazae-san goes to the new mall and gets lost"". Such ""boring"" plotlines and the simplistic art are often a turn-off to non-Japanese audiences, but most Japanese find the show incredibly good. As a result, it continues to be one of the top ratings grabbers on TV and is one of the few anime that is considered ""acceptable"" by adults. (Source: AniDB)","['Adaptation (Manga) Sazae-san', '']",Sazae-san,,,,
97,"Ninja Boy Rantaro, Rakudaii Nintama Rantarou",忍たま乱太郎,,,,['TV'],Unknown,Currently Airing,"Apr 10, 1993 to ?",['Spring 1993'],Not scheduled once per week,"['NHK', 'Sogo Vision', 'NHK Enterprises']","None found,","['Ajia-do', 'Gakken']",['Manga'],,,['Kids'],10 min.,G - All Ages,7.08,#4016,#7393,"8,014",77,2550,"Taking place in the Sengoku Period, Rantarou, Kirimaru and Shinbei are young students at Ninjutsu Academy, a school that teaches all kinds of youth how to become ninjas. Known as ""Nintamas"" (a contraction of ninja + tama [egg]), the main trio, and many other students at the school, must learn all sorts of unique skills to achieve their goal. Unfortunately, things aren't that simple, since our protagonists constantly find themselves failing their classes. With strict ninja teachers such as Doi-sensei and Yamada-sensei, the mischievous girls from the Kunoichi class, an entire crew of pirates and dozens more interesting characters, anything can happen in the crazy world of Nintama. The episodes are 7 minutes and thirty seconds long each, and each season (which there's currently 29 of) usually has a range of 60-90 episodes.","['Adaptation (Manga) Rakudai Ninja Rantarou', '']",Nintama Rantarou,['Comedy'],,El Ninja Boy Rantaró,
98,Maruko-chan,ちびまる子ちゃん,Little Miss Maruko,,,['TV'],Unknown,Currently Airing,"Jan 8, 1995 to ?",['Winter 1995'],Sundays at 18:00 (JST),"['Ajia-do', 'Fuji TV', 'Sakura Production']","None found,",['Nippon Animation'],['Manga'],,,['Shoujo'],23 min.,G - All Ages,7.34,#2627,#7911,"6,778",62,2188,"Momoko Sakura is an elementary school student who likes popular idol Momoe Yamaguchi and mangas. She is often called ""Chibi Maruko-chan"" due to her young age and small size. She lives together with her parents, her grandparents and her elder sister in a little town. In school, she has many friends with whom she studies and plays together everyday, including her close pal, Tama-chan; the student committee members, Maruo-kun and Migiwa-san; and the B-class trio: 'little master' Hanawa-kun, Hamaji-Bu Taro and Sekiguchi-kun. This is a fun-loving and enjoyable anime that portrays the simple things in life. (Source: ANN)","['Prequel (TV) Chibi Maruko-chan', 'Adaptation (Manga) Chibi Maruko-chan']",Chibi Maruko-chan (1995),['Comedy'],['School'],Chibi Maruko-chan,
99,Atashinchi,あたしンち,My Family,,,['TV'],330,Finished Airing,"Apr 19, 2002 to Sep 19, 2009",['Spring 2002'],Saturdays at 11:20 (JST),"['TV Asahi', 'Yumeta Company']","None found,",['Shin-Ei Animation'],['Manga'],"['Comedy', 'Slice of Life']",,,25 min. per ep.,G - All Ages,7.38,#2439,#8235,"6,116",63,2770,"Outrageous misadventures of an almost normal family with a housewife, her husband, and their two kids Yuzuhiko and Mikan. Wacky humor about this weird family's daily life. (Source: AniDB)","[""Sequel (TV) Shin Atashin'chi"", ""Adaptation (Manga) Atashin'chi""]",Atashin'chi,,,,
100,"Great Sky Demon Dragon Gaiking, Gaiking: Legend of Daikuu-Maryuu",ガイキング Legend of Daiku-Maryu,,,,['TV'],39,Finished Airing,"Nov 12, 2005 to Sep 24, 2006",['Fall 2005'],Unknown,"None found,","None found,",['Toei Animation'],Original,"['Action', 'Sci-Fi']",,,25 min. per ep.,G - All Ages,7.13,#3751,#8549,"5,652",15,1843,"A boy, Tsuwabaki Daiya found a black fire in an ocean when he and his father were in a small boat. A big monster came out of the fire, and the father and the crews were disappeared into the sea. When he was about to become the next victim, a large mecka dragon appeared and saved him. 5 years later since then, Daiya becomes a junior high school student. A big monster reappear, and he meets the mecha dragon,""Daiku Maryu"". The head of the dragon separates from the body, and it turns into the body of a super robot, Gaiking. He gets in Gaiking, fights against the monster, and beats it. He learns that there is an enemy that plots to conquer the world, and he leaves for another world, Darius, to stop the plot. (Source: AnimeNfo)","['Adaptation (Manga) Daikuu Maryuu Gaiking', '']",Gaiking: Legend of Daiku-Maryu,,['Mecha'],,
101,"DICE, DNA Integrated Cybernetic Enterprises, DINOBREAKER",ディノブレイカー,,,,['TV'],40,Finished Airing,"Dec 6, 2005 to Sep 19, 2006",['Winter 2006'],Unknown,"None found,",['Bandai Entertainment'],['Xebec'],Original,"['Action', 'Adventure', 'Sci-Fi']",,['Kids'],25 min. per ep.,PG - Children,6.38,#7794,#8845,"5,150",18,2451,"DICE (DNA Integrated Cybernetic Enterprises) is a large organization established to deal with problems in the Sarbylion galaxy. DICE F-99 is the only unit comprised entirely of children. When a problem arises, DICE is called to the rescue. And when their special training and skills aren`t enough, they rely on their Dinobreakers, which can transform from Vehicle Mode to Dino Mode, to help get the job done! Always on call, always on alert - DICE is ready for action! (Source: AniDB)",[],D.I.C.E.,,['Mecha'],,
102,"Soreike! Anpanman, Go! Anpanman, Anpanman TV",それいけ！アンパンマン,,,,['TV'],Unknown,Currently Airing,"Oct 3, 1988 to ?",['Fall 1988'],Fridays at 16:20 (JST),"['Sotsu', 'Nippon Television Network']","None found,",['TMS Entertainment'],Picture book,"['Comedy', 'Fantasy']",,['Kids'],24 min.,PG - Children,6.58,#6586,#9190,"4,609",31,1738,"One night, a Star of Life falls down the chimney of a bakery nestled deep in the forest, causing the dough in the oven to come to life. The dough becomes Anpanman, a superhero made of anpan (a sweet roll with bean jam filling). Together with his friends, Anpanman fights his rival Baikinman and helps the malnourished. (Source: ANN)",[],Sore Ike! Anpanman,,,,
103,"Youkai Ningen Bemu, Yokai Ningen Bem, Humanoid Monster Bem (TV 2)",妖怪人間ベム,Humanoid Monster Bem,,,['TV'],26,Finished Airing,"Jan 4, 2006 to Jul 10, 2006",['Winter 2006'],Unknown,"['Sony Pictures Entertainment', 'Avex Entertainment', 'Nihon Ad Systems']","None found,",['Studio Comet'],Original,"['Horror', 'Supernatural']",,,25 min. per ep.,PG-13 - Teens 13 or older,5.95,#10164,#9345,"4,367",8,1333,"The plot of the series revolves around three youkai, Bem, Bera and Barro, who arrive at a large coastal city and come across an evil atmosphere, which was brought about by immoral behavior by humans and mischief caused by monsters and youkai. They therefore decide to stay in the city, fighting against other monsters and yōkai which attack humans, making a few friends in the way. Even though the three youkai are often abused by other human beings due to their appearance, they still strive in protecting the human populace of the city from other monsters, one day hoping to become human beings in return for their good actions.",[],Youkai Ningen Bem (2006),,['Mythology'],,
104,Shen Diao Xia Lu II: Xiang Yang Feng Yun,神鵰俠侶 II 襄陽風雲,Legend of the Condor Hero II,,,['TV'],26,Finished Airing,"Jan 30, 2005 to Sep 2, 2006",['Winter 2005'],Unknown,['Jade Animation'],"None found,",['Nippon Animation'],Novel,"['Adventure', 'Drama', 'Romance']",,,20 min. per ep.,PG-13 - Teens 13 or older,7.23,#3221,#9556,"4,070",5,1536,Sequel to Shin Chou Kyou Ryo: Condor Hero.,"['Prequel (TV) Shin Chou Kyou Ryo: Condor Hero', 'Sequel (TV) Shin Chou Kyou Ryo: Condor Hero III']",Shin Chou Kyou Ryo: Condor Hero II,,['Historical'],,
105,,アニマル横町,Animal Lane,,,['TV'],51,Finished Airing,"Oct 4, 2005 to Sep 26, 2006",['Fall 2005'],Tuesdays at 18:00 (JST),"['TV Tokyo', 'Dentsu', 'TV Tokyo Music', 'Dentsu Tec', 'Geneon Entertainment']","None found,",['Gallop'],['Manga'],"['Adventure', 'Comedy', 'Fantasy']",,['Shoujo'],23 min. per ep.,G - All Ages,7.00,#4400,#9792,"3,797",12,1400,"On the first day her family moved to their new house, 5-year-old Ami-chan made friends with three talking animals who came out of a door in her bedroom floor, which she finds out leads to Animal Yokocho, another world. The three are Issa, an overly innocent, soft-spoken panda, Kenta, a highly strung, red-scarf-loving bear who puts on an almost constant tough-guy act, and Iyo, a rabbit who usually holds her own well-being and enjoyment over the happiness (and safety) of her friends. Even at only 5 years old, Ami-chan is easily the most rational of the group, and she's a little wary at first, but she eventually comes around and starts spending her free time with them. A typical day involves Ami-chan and the three doing different things to pass the time, often playing a seemingly innocent game, but in AniYoko style. Unfortunately for Ami-chan, the AniYoko version usually turns out to be drastically different, much less logical, and usually more dangerous than the ordinary version. (Source: ANN)","['Adaptation (Manga) Animal Yokochou', '']",Animal Yokochou,,,,
106,,どーもくん,,,,['TV'],37,Finished Airing,"Dec 22, 1998 to Jan 1, 2008",['Winter 1999'],Not scheduled once per week,['NHK'],"None found,",['dwarf'],Other,"['Comedy', 'Slice of Life']",,['Kids'],39 sec. per ep.,G - All Ages,6.43,#7541,#10460,"3,085",14,948,"A strange monster hatches from a mysterious egg. He befriends various animals, and takes residence in Osajii's burrow. He discovers new and exciting things about everyday life. As of 2008, there are at least 37 regular TV spot episodes of Domo-kun. These 37 episodes were released on DVD in Japan in July of 2009.",[],Domo-kun,,,,
107,Bakukyuu Hit! Crash B-Daman,爆球HIT! クラッシュビーダマン,,,,['TV'],50,Finished Airing,"Jan 9, 2006 to Dec 25, 2006",['Winter 2006'],Mondays at 18:00 (JST),"None found,","None found,","None found,",Unknown,,,['Kids'],23 min. per ep.,PG - Children,6.12,#9247,#10942,"2,663",13,1117,"Hitto Tamaga living on his own after his father had gone missing, receives a Crash B-Daman, his first B-Daman, as his birthday present from his missing father. ""Crash your adversity!"" Holding this message from his father in his heart, Hitto makes up his mind to participate in B-Daman battle tournament called ""B-1 Crash Cup."" Through the battles, Hitto encounters a lot of rivals and sometimes develops friendships with them. After the tournament, he comes to know about a secret society of rascal B-ders who find reason for living only in crashing. What is their true purpose? And what secret is there behind Hitto's B-Daman? Go! Fight, Hitto! Crash the evils and grab your future in your own hand! (Source: d-rights)","['Adaptation (Manga) Bakkyuu HIT! Crash B-daman', '']",Bakukyuu Hit! Crash B-Daman,['Adventure'],['Strategy Game'],,
