,Japanese,English,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,Theme,Demographic,Spanish,Genre,German,Demographics
116,ポケットモンスター 水の都の護神 ラティアスとラティオス,Pokémon Heroes,Pokémon Film 5: Héros le Film,['Movie'],1,Finished Airing,"Jul 13, 2002",,,['Shogakukan Productions'],"['4Kids Entertainment', 'Miramax Films']",['OLM'],Game,"['Adventure', 'Comedy', 'Drama', 'Fantasy']",,1 hr. 14 min.,PG - Children,7.17,#3535,#1893,"125,009",131,78119,"As they continue their journey through the Johto region, Satoshi and his friends visit Altomare, an island city that hosts an annual racing event called the Pokémon Water Race. While Takeshi and Kasumi are enjoying themselves, strange things seem to be happening to Satoshi—he somehow loses the water race, sees some women attack a girl with their Pokémon, and despite them saving her, the girl later denies ever seeing Satoshi and Pikachu before! Fortunately for Satoshi, his confusion clears up as he learns that the girl he and Pikachu saved earlier was actually a Pokémon named Latias, who likes to disguise herself as her human friend, Kanon. Latias and another Pokémon, Latios, are known as the Eon Pokémon, as they inhabit and guard Altomare along with a mystical blue sphere called the Soul Dew. An ancient legend of Altomare is highly connected to the Eon Pokémon and the Soul Dew, and is well known among the locals—as well as among Latias' earlier assailants, the thief sisters Zanner and Lyon. As the thieves attempt to capture both the Eon Pokémon and the Soul Dew, Satoshi is forced to act in order to stop them from bringing disaster to Altomare. [Written by MAL Rewrite]","['Adaptation (One-shot) Gekijouban Pocket Monsters: Mizu no Miyako no Mamorigami Latias to Latios', '']",Pokemon Movie 05: Mizu no Miyako no Mamorigami Latias to Latios,"Gekijouban Pocket Monsters: Mizu no Miyako Mamorigami Latias to Latios, Pokemon Movie 5",,['Kids'],Pokémon Película 5: Héroes Pokémon,,Pokémon Film 5: Heroes der Film,
117,デジモンフロンティア 古代デジモン（オニスモン）復活！！,Digimon Frontier: Island of Lost Digimon,,['Movie'],1,Finished Airing,"Jul 20, 2002",,,"None found,",['Saban Brands'],['Toei Animation'],Original,"['Adventure', 'Comedy', 'Drama', 'Fantasy']",,40 min.,PG - Children,6.83,#5188,#4964,"21,811",10,10657,"The five digi-destined children stumble upon an ancient island inhabited by two different types of digimon; The Beast types, and the Human types. When they see two young digimon-a beast and humanoid-have become friends, they decide something must be done about the feud. (Source: ANN)",[],Digimon Frontier: Ornismon Fukkatsu!!,"Digimon Frontier: Kodai Digimon Fukkatsu!!, Digimon Frontier: Revival of the Ancient Digimon",,,,,,
118,ピカピカ星空キャンプ,Pokémon: Camp Pikachu,Pokémon: Le Camp Pikachu,['Movie'],1,Finished Airing,"Jul 13, 2002",,,['Shogakukan Productions'],"['4Kids Entertainment', 'Miramax Films']",['OLM'],Game,"['Adventure', 'Comedy', 'Fantasy']",,22 min.,PG - Children,6.50,#7104,#5077,"20,688",8,10374,Pikachu and some of the other pokemon camp out in the woods and help the Pichu brothers get on the train.,[],Pokemon: Pikapika Hoshizora Camp,Pocket Monsters: Pikapika Hoshizora Camp,,['Kids'],,,,
119,爆転シュート ベイブレード THE MOVIE 激闘！！タカオＶＳ大地,Beyblade the Movie: Decisive Battle! Takao VS Daichi,,['Movie'],1,Finished Airing,"Aug 17, 2002",,,"['Yomiko Advertising', 'd-rights']",['Nelvana'],"['Nippon Animation', 'Synergy Japan']",['Manga'],"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",,1 hr. 10 min.,G - All Ages,6.65,#6179,#6102,"12,791",9,7199,"The Bladebreakers are on a well deserved vacation. But, a hyperactive kid named Daichi continues to pursue Tyson for a rematch after his defeat in the Beyblade World Championships. The Bladebreakers' vacation eventually takes a turn for the worst once they encounter mysterious Beybladers who claim to be the Dark Spirits sealed inside a strange temple. With Daichi under their control, the Shadow Bladers seek to destroy the world with their Dark BitBeasts. Together, Tyson, Max, Ray, and Kai must save not only Daichi... but the world as well... (Source: ANN)",[],Bakuten Shoot Beyblade the Movie: Gekitou!! Takao vs. Daichi,"Beyblade - The Movie, Beyblade the Movie: Fierce Battle",,['Shounen'],Beyblade The Movie: Fierce Battle,,,
120,キン肉マンII世 マッスル人参争奪！ 超人大戦争,,,['Movie'],1,Finished Airing,"Jul 20, 2002",,,"None found,","None found,",['Toei Animation'],['Manga'],"['Action', 'Comedy', 'Drama', 'Romance']","['Martial Arts', 'Samurai']",40 min.,PG-13 - Teens 13 or older,6.53,#6895,#12324,"1,748",0,696,"In order to save a princess, Mantarou (Kid Muscle) and the gang must find a special ginseng. They are later joined by Kevin Mask. (Source: Wikipedia)",[],Kinnikuman II Sei: Muscle Ninjin Soudatsu sen! Choujin Daisensou,"Kinnikuman II: Muscle-Man Competition! Great War, Kinnikuman Second Generations: Muscle-Man Competition! Great War, Massuru Ninjin Soudatsu! Choujin Dai Sensou, Muscle Ginseng Competition! The Great Choujin War, Ultimate Muscle, Kinnikuman Nisei",,,,,,
121,激闘!クラッシュギアTURBO カイザバーンの挑戦,Crush Gear Turbo The Movie - Kaiservern's Ultimate Challenge,,['Movie'],1,Finished Airing,"Jul 20, 2002",,,"['Bandai Visual', 'Lantis', 'Toei Video']","None found,",['Sunrise'],Unknown,,,20 min.,G - All Ages,6.34,#8048,#13055,"1,397",2,623,"The very first Gear even made in the world is stolen. The gear, named Kaiservern, beats the prize winners of the Australia convention one after another. Kouya and Manganji, which won a prize in the Asia Convention, become targets too. When the unidentified gear fighter who handles Kaiservern appears in front of Kouya and Manganji, the two boys decide to fight together to win victory over their enemy. (Source: Sunrise)","['Prequel (TV) Gekitou! Crush Gear Turbo', '']",Gekitou! Crush Gear Turbo: Kaizabaan no Chousen,Crush Gear Turbo The Movie,,,,['Sports'],,
122,それいけ！アンパンマン ロールとローラ うきぐも城のひみつ,,,['Movie'],1,Finished Airing,"Jul 13, 2002",,,"None found,","None found,",['TMS Entertainment'],Unknown,"['Comedy', 'Fantasy']",,50 min.,PG - Children,6.32,#8124,#15389,724,3,216,14th Anpanman movie.,[],Sore Ike! Anpanman: Roll to Laura Ukigumojou no Himitsu,Soreike! Anpanman: Roll to Lola Ukigumo Shiro no Himitsu,,['Kids'],,,,
123,ゼビウス,,,['Movie'],1,Finished Airing,"Aug 3, 2002",,,"None found,","None found,","None found,",Game,"['Action', 'Adventure', 'Sci-Fi']",,1 hr. 15 min.,R - 17+ (violence & profanity),[],#15426,#15519,705,1,,"In the year 2150 A.D. space pilot Takeru and human computer Martha come across a giant ship which contains two mechanical beings called Sara and Ru Mi. They warn Takeru and Martha of the Gump, an alien race that is heading to Earth so that it can take over the planet. With only 40 mintues remaining until Earth's invasion, Takeru enters the Solvalou, a combat aircraft, and heads to the Gump's base on the planet Andoa. (Source: ANN)",[],Xevious,,['Space'],,,,,
124,ぼのぼの クモモの木のこと,,,['Movie'],1,Finished Airing,"Aug 10, 2002",,,['Amuse Pictures'],"None found,","None found,",['4-koma manga'],,,1 hr. 1 min.,G - All Ages,5.91,#10366,#16567,553,0,128,"The second theatrical Bonobono movie, done completely in 3D.","['Adaptation (Manga) Bonobono', '']",Bonobono: Kumomo no Ki no Koto,Bonobono the Movie,['Anthropomorphic'],,,['Drama'],,
125,それいけ！アンパンマン　鉄火のマキちゃんと金のかまめしどん,,,['Movie'],1,Finished Airing,"Jul 13, 2002",,,['VAP'],"None found,",['TMS Entertainment'],Unknown,,,20 min.,PG - Children,5.78,#11018,#16976,510,0,151,"Baikinman and Dokin-chan crash the annual mushroom festival and kidnap Kamameshidon's sweetheart, Kinoko. Kamameshidon is powered up by a lake fairy and turned into Super Gold Kamameshidon. Then he and the rest of the Donburiman-Trio try to rescue Kinoko, but they end up in Mushroom Valley, under the influence of dangerous mushrooms, and Sushi-roll Maki-chan shows up to help save the day. (Source: shiteatersubs)",[],Sore Ike! Anpanman: Tekka no Maki-chan to Kin no Kamameshidon,Let's Go! Anpanman: Sushi-roll Maki-chan and Gold Kamameshidon,,['Kids'],,['Adventure'],,
126,劇場版 サルゲッチュ 黄金のピポヘル・ウッキーバトル,,,['Movie'],1,Finished Airing,"Aug 17, 2002",,,['TOHO'],"None found,","None found,",Game,"['Adventure', 'Comedy']",,21 min.,PG - Children,[],#13947,#18772,362,0,,"One day, a strange monkey with a golden helmet drains out the insides of another monkey by kissing him. Hikaru, Spike's brother, goes out on an adventure to find this strange monkey. He soon befriends the monkeys and runs forward. But it isn't easy when every boss from the former games tries to block his path...",[],Saru Getchu Movie: Ougon no Pipo Helmet - Ukki Battle,"Saru! Get You, Ape Escape",,,,,,
127,劇場版 ガイスターズ 光の章,,,['Movie'],1,Finished Airing,"Aug 17, 2002",,,"None found,","None found,",['Plum'],Original,"['Action', 'Sci-Fi']",,1 hr. 40 min.,PG-13 - Teens 13 or older,[],#18157,#19104,340,0,,Recap of the first half of the TV series.,"['Sequel (Movie) Geisters Movie: Inochi no Shou', '']",Geisters Movie: Hikari no Shou,Geisters: Fractions of the Earth Recap,['Military'],,,,,
128,劇場版 ガイスターズ 命の章,,,['Movie'],1,Finished Airing,"Aug 24, 2002",,,"None found,","None found,",['Plum'],Original,"['Action', 'Sci-Fi']",,1 hr. 40 min.,PG-13 - Teens 13 or older,[],#18158,#19388,322,0,,Recap of the second half of the TV series.,"['Prequel (Movie) Geisters Movie: Hikari no Shou', '']",Geisters Movie: Inochi no Shou,Geisters: Fractions of the Earth Recap,['Military'],,,,,
129,ルパン三世ＥＰＩＳＯＤＥ：０（ゼロ） 『ファーストコンタクト』,Lupin III Episode 0: The First Contact,Lupin III: Episode 0: The First Contact,['TV Special'],1,Finished Airing,"Jul 26, 2002",,,['VAP'],['Discotek Media'],['TMS Entertainment'],['Manga'],"['Action', 'Adventure', 'Comedy', 'Mystery']",,1 hr. 31 min.,R - 17+ (violence & profanity),7.54,#1794,#6223,"12,236",17,5731,"Jigen tells the story of the gang's first meeting. Jigen, still a member of the Mafia, is hired to protect an ancient artifact - one that Lupin and Fujiko are both trying to steal. Meanwhile, Inspector Zenigata, then of the Japanese police force, has come to the U.S. on Fujiko's trail, and Ishikawa Goemon is searching for the lost treasure of his clan. (Source: ANN)",[],"Lupin III: Episode 0 ""First Contact""",Rupan Sansei Episode: 0 'First Contact',['Adult Cast'],['Seinen'],,,,
130,マクロスXX,,,['Special'],1,Finished Airing,"Aug 25, 2002",,,"None found,","None found,",['Gonzo'],Original,,,2 min.,PG-13 - Teens 13 or older,5.34,#12585,#10073,"3,474",2,1135,"A showcase of Macross variable fighters in action, from the VF-1 Valkyrie to the YF-19 and YF-21 - as animated in 3D by Gonzo.",[],Macross XX,,['Mecha'],,,['Action'],,
131,くちからバズーカ,,,['Special'],1,Finished Airing,"Jul 12, 2002",,,"None found,","None found,",['Madhouse'],Original,,,13 min.,PG-13 - Teens 13 or older,6.29,#8334,#10659,"2,911",1,1369,Piyoko and her villainous friends plot for a way to use the mouth rocket to beat Dejiko's laser eyes.,[],Di Gi Charat: Kuchi Kara Bazooka,"Upchuck Bazooka, DiGi Charat Special: A Rocket from the Mouth, Di Gi Charat Special: A Rocket from the Mouth",,,,['Comedy'],,
132,ヤングハーロックを追え! コスモウォーリアー零外伝,Cosmo Warrior Zero - Hunt for Young Harlock,,['TV Special'],2,Finished Airing,"Jun 21, 2002",,,"None found,",['Media Blasters'],['Vega Entertainment'],Game,"['Adventure', 'Drama', 'Sci-Fi']","['Military', 'Space']",24 min. per ep.,PG-13 - Teens 13 or older,6.25,#8560,#10656,"2,912",1,1120,"Space captain Warrius Zero, who lost his family to evil cyborgs, wages battle against Captain Harlock, a space rebel defending the Machine Men. (Source: Amazon Prime Video)","['Prequel (TV) Cosmo Warrior Zero', '']",Young Herlock wo Oe! Cosmo Warrior Zero Gaiden,"Cosmo Warrior Zero Specials, Young Harlock o Oe! Cosmowarrior Zero Gaiden",,,,,,
133,Ａ.Ｆ,,,['Special'],1,Finished Airing,"Sep 6, 2002",,,"None found,","None found,","None found,",Original,"['Action', 'Sci-Fi']","['Mecha', 'Space']",15 min.,R - 17+ (violence & profanity),4.21,#13744,#12561,"1,620",1,714,"A 20 minutes 100% CG animation presented by ""buildup"", a company that brought many japanese CG movies such as Godzilla vs Biollante, Stray Dog - Kerberos Panzer Cops, Godzilla vs King Ghidora, Kappa, Gundam Mission To The Rise and D. The story takes place in the future, the year is 2124. A dangerous container is to be secretly loaded into medical transport ship which goes into the earth orbit because it's forbidden to store dangerous container on earth. It's so secret that no crew members on the ship were told about the container's contents or any possible hazzards. The truth is, the container carries a dangerous living body in some form like liquid / worm which is capable of reading DNA information of other living beings and then transforms itself as an exact copy. Of course, the original object then will be killed. (Source: AniDB)",[],A.F,Archetypes Forces,,,,,,
134,ミニキャラマクロス,,,['Special'],1,Finished Airing,"Aug 25, 2002",,,"None found,","None found,","None found,",Original,,"['Mecha', 'Parody']",1 min.,G - All Ages,5.31,#12671,#12909,"1,455",0,474,Macross chibi special included on Macross 20th Anniversary Premium Collection DVD.,[],Mini-Chara Macross,,,,,['Comedy'],,
135,天使な小生意気DVDスペシャル,Cheeky Angel DVD Specials,,['Special'],13,Finished Airing,"Aug 21, 2002 to Aug 21, 2003",,,"None found,","None found,",['TMS Entertainment'],['Manga'],,,33 sec. per ep.,G - All Ages,5.92,#10333,#13203,"1,338",4,336,Short DVD extras that feature Megu in various costumes and poses.,[],Tenshi na Konamaiki Specials,,,['Shounen'],,,,
136,サイボーグ009 THE CYBORG SOLDIER 黄泉の群像,,,['TV Special'],1,Finished Airing,"Sep 22, 2002",,,"None found,","None found,","None found,",['Manga'],"['Action', 'Adventure', 'Sci-Fi']",,24 min.,PG-13 - Teens 13 or older,6.06,#9587,#14818,861,0,188,A recap episode of Cyborg 009: The Cyborg Soldier that aired between episode 47 and 48.,"['Adaptation (Manga) Cyborg 009', '']",Cyborg 009: The Cyborg Soldier - Yomi no Gunzou,"Cyborg 009: The Cyborg Soldier Recap, Cyborg 009: The Cyborg Soldier ep 47.5",['Mecha'],['Shounen'],,,,
137,ウミガメと少年,,,['TV Special'],1,Finished Airing,"Aug 15, 2002",,,['TV Asahi'],"None found,",['Shin-Ei Animation'],Novel,,,45 min.,G - All Ages,6.11,#9306,#15290,746,1,198,"The first film in Shin-Ei's series of annual WWII themed anime television movies for children ""Sensou Douwa"" (war story). (Source: AniDB)",[],Umigame to Shounen,"A Sea Turtle and a Boy, Sensou Douwa 1",['Historical'],,,['Drama'],,
138,クレヨンしんちゃん Specials,,,['Special'],Unknown,Currently Airing,"Dec 28, 1992 to ?",,,"None found,","None found,",['Shin-Ei Animation'],['Manga'],"['Comedy', 'Ecchi']",,48 min.,G - All Ages,[],#17451,#15459,712,2,,"87 Crayon Shin-chan TV Specials exist as of August 6, 2022.",[],Crayon Shin-chan Specials,,['School'],['Seinen'],,,,
139,新橋劇場 新橋の一番長い一日,,,['Special'],1,Finished Airing,"Sep 27, 2002",,,"['Yumeta Company', 'Imagine', 'J.C.F.']","None found,",['KSS'],['Manga'],,,1 min.,G - All Ages,5.60,#11810,#15621,688,0,224,Short animation of Shinbashi inluded in the DVD release.,[],Legend of Basara: Shinbashi Theater,,,,,['Comedy'],,
