,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genre,Theme,Synonyms,Demographics
217,干物妹！うまるちゃん OVA,,,,,['OVA'],2,Finished Airing,"Oct 19, 2015 to Apr 19, 2017",,,"None found,","None found,",['Doga Kobo'],['Manga'],,"['Otaku Culture', 'School']",['Seinen'],23 min. per ep.,PG-13 - Teens 13 or older,7.24,#3173,#2467,"84,440",69,43241,Episodes included in the manga's seventh and tenth volumes.,"['Prequel (TV) Himouto! Umaru-chan', 'Adaptation (Manga) Himouto! Umaru-chan']",Himouto! Umaru-chan OVA,['Comedy'],,,
218,NEW GAME! 私、社員旅行って初めてなので…,,,,,['OVA'],1,Finished Airing,"May 3, 2017",,,"['Kadokawa Shoten', 'Delfi Sound']","None found,",['Doga Kobo'],['4-koma manga'],,"['Adult Cast', 'CGDCT']",,22 min.,PG-13 - Teens 13 or older,7.40,#2380,#2602,"77,358",49,37224,"The staff of Eagle Jump take a long awaited vacation to a ski resort, celebrating the release of their latest iteration of the 'Fairies Story' game. Being her first company trip, Aoba Suzukaze is excited for it, but is also apprehensive as she has no prior skiing experience. Join Aoba and her colleagues as they de-stress and enjoy their time at the resort. [Written by MAL Rewrite]","['Prequel (TV) New Game!', 'Sequel (TV) New Game!!', 'Adaptation (Manga) New Game!', '']","New Game! Watashi, Shain Ryokou tte Hajimete nanode...",['Comedy'],,"New Game! OVA: My First Time on a Company Vacation..., New Game Episode 13",
219,青の祓魔師 OVA,Blue Exorcist: Kyoto Saga OVA,,,,['OVA'],2,Finished Airing,"Apr 4, 2017 to Oct 4, 2017",,,"None found,","None found,",['A-1 Pictures'],['Manga'],"['Action', 'Supernatural']",,['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,7.09,#3961,#2667,"74,222",58,27542,Bundled with the 19th and 20th volumes of the Ao no Exorcist manga. The first episode is based on the second chapter of the second Ao no Exorcist novel Home Sweet Home. The second episode is based on the title chapter from the Ao no Exorcist: Spy Game novel.,"['Adaptation (Light Novel) Ao no Exorcist', '']",Ao no Exorcist: Kyoto Fujouou-hen OVA,,['Mythology'],Blue Exorcist: Kyoto Impure King Arc OVA,
220,キミノヒカリ ～あさがおと加瀬さん。～,Your Light: Kase-san and Morning Glories,,,,['OVA'],1,Finished Airing,"Jul 25, 2017",,,['Pony Canyon'],"None found,",['Zexcs'],['Manga'],,"['Music', 'School']",,6 min.,PG-13 - Teens 13 or older,7.26,#3043,#3537,"44,797",109,17992,"""Please. I hope Kase-san likes me..."" Yamada is a shy second-year high school girl who is a member of the greenery committee. Kase from the class next to hers is a beautiful girl who is the ace of the school's track team. As a result of the morning glories planted by Yamada, the distance between the two people who have never exchanged words shrinks little by little. (Source: Pony Canyon)","['Adaptation (Manga) Kase-san Series', '']",Kimi no Hikari: Asagao to Kase-san.,['Girls Love'],,Morning Glory and Kase-san,
221,バカだけどチンチンしゃぶるのだけはじょうずなちーちゃん♡,,,,,['OVA'],2,Finished Airing,"Jun 30, 2017 to Jul 28, 2017",,,['Lune-Pictures'],"None found,",['T-Rex'],Visual novel,,,,16 min. per ep.,Rx - Hentai,7.18,N/A,#5386,"17,695",128,7920,"In the heat of summer, a student who lives alone due to complicated circumstances with his family runs into a classmate at a convenience store. Her name is Shiinea Chieri, or Chii-chan, and she has large breasts, a nice figure, and is notably open about her sexuality and escapades. The chance of being with her seems slim... but then she smiles...",[],Baka Dakedo Chinchin Shaburu no dake wa Jouzu na Chii-chan♡,['Hentai'],,,
222,亜人 (佐藤 ZERO),,,,,['OVA'],1,Finished Airing,"Apr 7, 2017",,,"None found,",['Sentai Filmworks'],['Polygon Pictures'],['Manga'],"['Action', 'Horror', 'Mystery', 'Supernatural']",,['Seinen'],21 min.,R - 17+ (violence & profanity),7.01,#4342,#5467,"17,036",9,6097,Bundled with the limited edition tenth manga volume. It focuses on the backstory of when Satou captured the first ever Ajin in Africa and discovered that he himself is an Ajin.,[],Ajin Part 2 OVA,,,Satou: Zero,
223,ボクとみさき先生,,,,,['OVA'],1,Finished Airing,"Apr 28, 2017",,,"None found,","None found,",['Jumondo'],Original,,,,21 min.,Rx - Hentai,6.71,N/A,#5592,"16,013",171,7324,"A student confesses his love to his teacher, an attractive woman with large breasts.",[],Boku to Misaki-sensei,['Hentai'],['School'],Me and Professor Misaki,
224,ヤリモクビーチに修学旅行で!! THE ANIMATION,,,,,['OVA'],1,Finished Airing,"May 26, 2017",,,['Pink Pineapple'],"None found,",['Seven'],['Manga'],,,,24 min.,Rx - Hentai,7.15,N/A,#5759,"14,892",94,6659,"Lamenting over what happened to her class and seeing that Naotatsu is the only one having sex with his female classmates, teacher Suomi takes the rest of her male students to an exclusive swingers area of the beach. Along with some of her foreign female friends, Suomi starts teaching her students a private lesson. [Written by MAL Rewrite]","['Prequel (OVA) Nudist Beach ni Shuugaku Ryokou de!! The Animation', 'Adaptation (Manga) Nudist Beach ni Shuugaku Ryokou de!!']",Yarimoku Beach ni Shuugakuryokou de!! The Animation,['Hentai'],,,
225,冥刻學園 受胎編,Dark Hour Academy: Fertilization Arc,,,,['OVA'],2,Finished Airing,"Apr 28, 2017 to May 26, 2017",,,['Lune-Pictures'],"None found,",['T-Rex'],Visual novel,,,,16 min. per ep.,Rx - Hentai,7.08,N/A,#6119,"12,703",68,5024,Based on the game by Lune.,"['Adaptation (Light Novel) Meikoku Gakuen: Taidou suru Kyouran no Seien', '']",Meikoku Gakuen: Jutai-hen,['Hentai'],,,
226,レジデンス,,,,,['OVA'],3,Finished Airing,"May 12, 2017 to Jan 12, 2018",,,"['EDGE', 'Cloud22']","None found,","[""Ryuu M's""]",['Manga'],"['Supernatural', 'Hentai']",,,18 min. per ep.,Rx - Hentai,6.83,N/A,#6431,"11,215",98,4619,"The series takes place at a special mansion that transforms all who enter into beautiful women. After hearing rumors of a treasure within its walls, a man enters...","['Adaptation (Manga) Residence: Yuganda Negai de Shoujo ni Kawaru', '']",Residence,,,,
227,転生剣奴の子づくり闘技場〈ハーレムコロッセオ〉,,,,,['OVA'],4,Finished Airing,"May 26, 2017 to Jan 26, 2018",,,"None found,","None found,",['PoRO'],['Light novel'],"['Fantasy', 'Hentai']",,,25 min. per ep.,Rx - Hentai,6.65,N/A,#6627,"10,450",32,3432,"Based on the light novel by Hisasi and Habara Tetsu. Duranta, a.k.a. the hurricane, is in fights in a colosseum with various warriors to entertain the crowds. She wants to win, but the princess wants her to lose. She is then ordered to do make love in front of the princess with her trainer.","['Adaptation (Light Novel) Tensei Kendo no Harem Colosseo', '']",Tensei Kendo no Harem Colosseo,,['Harem'],Tensei Kendo no Kozukuri Tougijou,
228,貴方ハ私ノモノ,,,,,['OVA'],2,Finished Airing,"Apr 28, 2017 to Aug 11, 2017",,,['Mary Jane'],"None found,",['New Generation'],Visual novel,,,,18 min. per ep.,Rx - Hentai,6.16,N/A,#6797,"9,883",36,4180,Based on the game by Soft Circle Courreges.,[],Anata wa Watashi no Mono,['Hentai'],,,
229,Zトン人外アニメーション A Beautiful Greed Nulu Nulu,,,,,['OVA'],1,Finished Airing,"May 6, 2017",,,['Studio Zealot'],"None found,",['Studio 9 Maiami'],['Manga'],,,,24 min.,Rx - Hentai,6.35,N/A,#6958,"9,332",44,4063,"Based on the doujin manga by Z-ton. The ""Anime"" proposes in the only episode four mini stories focused: Fist Festa! Focused on the story of how Fumi and Lea fell in love. Fist Paragraph Fumi and Lea enjoy a well-deserved rest after a long period of work in the tavern playing a little role. LIMB LEGION Otoko is determined to look for the phantom creatures of the ""Sea of Mist"" known as ""Underwater Organisms"" to appease his perverse desire. Diamond LilyS!! Documentary about the semi-human female of the Orcas family named Kuku and about a male human named Haru.",[],Zton Jingai Animation: A Beautiful Greed Nulu Nulu,['Hentai'],,,
230,堕落令嬢 THE ANIMATION 箱入りお嬢様寝取られ調教記録,Sexual Sacrifice,,,,['OVA'],1,Finished Airing,"Apr 7, 2017",,,"['MS Pictures', 'BOOTLEG']",['Kitty Media'],['T-Rex'],['Manga'],,,,16 min.,Rx - Hentai,6.06,N/A,#7221,"8,530",22,3722,Based on the doujin manga by Kemigawa.,"['Adaptation (Doujinshi) Daraku Reijou: Hakoiri Ojousama Netorare Choukyou Kiroku', '']",Daraku Reijou The Animation: Hakoiri Ojousama Netorare Choukyou Kiroku,['Hentai'],,,
231,第二次裏入学試験 THE ANIMATION,Dishonor Student,,,,['OVA'],1,Finished Airing,"May 5, 2017",,,"['MS Pictures', 'BOOTLEG']",['Kitty Media'],['Studio 1st'],['Manga'],,,,18 min.,Rx - Hentai,6.09,N/A,#8221,"6,134",11,2369,Based on the doujin manga by Migumigu.,"['Adaptation (Doujinshi) Dainiji Ura Nyuugaku Shiken', '']",Dainiji Ura Nyuugakushiken The Animation,['Hentai'],,,
232,学園侵触 XX of the DEAD,,,,,['OVA'],2,Finished Airing,"Apr 28, 2017 to Oct 27, 2017",,,['Showten'],"None found,",['Peak Hunt'],Visual novel,,,,29 min. per ep.,Rx - Hentai,6.49,N/A,#8293,"6,032",30,2331,Based on the game by Syoku.,[],Gakuen Shinshoku: XX of the Dead,['Hentai'],,,
233,メンヘラ歩理のヤまないおねだり ~ヘッドホンは はずせない~,,,,,['OVA'],2,Finished Airing,"Jun 30, 2017 to Aug 25, 2017",,,"None found,","None found,",['Collaboration Works'],Visual novel,,,,17 min. per ep.,Rx - Hentai,6.23,N/A,#8309,"5,996",4,2189,Based on the game by Grand Cru bourgeois.,"['Adaptation (Light Novel) Menhera Ayuri no Yamanai Onedari: Headphone wa Hazusenai', '']",Menhera Ayuri no Yamanai Onedari: Headphone wa Hazusenai,['Hentai'],,,
234,ずっと好きだった,,,,,['OVA'],2,Finished Airing,"Apr 21, 2017 to Jun 23, 2017",,,"['Queen Bee', 'Mediabank']","None found,","None found,",['Manga'],"['Drama', 'Hentai']",,,20 min. per ep.,Rx - Hentai,5.70,N/A,#8711,"5,362",11,1832,"Setsuna Shiraha has loved her childhood friend Ginta Akaishi for a very long time. Her feelings for him are immensely strong, having grown to the point where she masturbates while smelling his used shirts. One unfortunate night, however, when Shiraha is touching herself in the locker room, her teacher Kuroki catches her red-handed, blackmails her, and proceeds to force himself on her. Being helpless, Shiraha cannot do anything but endure the pain and suffering—lest both her and Akaishi's reputations be forever tarnished. [Written by MAL Rewrite]","['Adaptation (Manga) Zutto Suki Datta', '']",Zutto Suki Datta,,['School'],,
235,"清楚で真面目な彼女が, 最凶ヤリサーに勧誘されたら...? THE ANIMATION",,,,,['OVA'],1,Finished Airing,"Apr 28, 2017",,,['Pink Pineapple'],"None found,",['Office No. 8'],Visual novel,,,,25 min.,Rx - Hentai,5.98,N/A,#8863,"5,108",7,1845,Based on the game by Frill.,[],"Seiso de Majime na Kanojo ga, Saikyou Yaricir ni Kanyuu Saretara...? The Animation",['Hentai'],,,
236,妻が温泉でサークル仲間の肉便器になったのですが... Anime Edition,Hot Spring Circle,,,,['OVA'],1,Finished Airing,"Jun 2, 2017",,,"['MS Pictures', 'AniMan']","None found,",['Studio 9 Maiami'],['Manga'],,,,23 min.,Rx - Hentai,6.00,N/A,#9067,"4,768",18,1955,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Adaptation (Doujinshi) Tsuma ga Onsen de Circle Nakama no Nikubenki ni Natta no desu ga...', '']",Tsuma ga Onsen de Circle Nakama no Nikubenki ni Natta no desu ga... Anime Edition,['Hentai'],,,
237,手塚キャラ動かしてみました,,,,,['OVA'],1,Finished Airing,"Apr 20, 2017",,,"None found,","None found,","None found,",Other,,,,3 min.,G - All Ages,[],#14814,#21551,200,0,,Short animation by You Yoshinari featuring Osamu Tezuka characters.,[],Tezuka Chara Ugokashite Mimashita,['Fantasy'],,Osamu Tezuka Tribute,
238,劇場版 FAIRY TAIL 『DRAGON CRY』,Fairy Tail the Movie 2: Dragon Cry,Fairy Tale: Dragon Cry Movie 2,Fairy Tail: Dragon Cry,Fairy Tail Le Film: Dragon Cry,['Movie'],1,Finished Airing,"May 6, 2017",,,"None found,",['Funimation'],['A-1 Pictures'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,['Shounen'],1 hr. 24 min.,PG-13 - Teens 13 or older,7.56,#1713,#1279,"199,808",775,102300,"Dragon Cry is a magical artifact of deadly power, formed into a staff by the fury and despair of dragons long gone. Now, this power has been stolen from the hands of the Fiore kingdom by the nefarious traitor Zash Caine, who flees with it to the small island nation of Stella. Frightened that the power has fallen into the wrong hands, the King of Fiore hastily sends Fairy Tail to retrieve the staff. But this task proves frightening as a shadowy secret lies in the heart of the kingdom of Stella. Dragon Cry follows their story as they muster up all their strength to recover the stolen staff and save both kingdoms. [Written by MAL Rewrite]",[],Fairy Tail Movie 2: Dragon Cry,,,Gekijouban Fairy Tail: Dragon Cry,
239,劇場版 魔法科高校の劣等生 星を呼ぶ少女,The Irregular at Magic High School The Movie - The Girl Who Summons The Stars,"The Irregular at Magic High School: The Girl who summons the Stars, The Movie",,,['Movie'],1,Finished Airing,"Jun 17, 2017",,,"['Aniplex', 'Studio Mausu']",['Aniplex of America'],['8bit'],['Light novel'],"['Action', 'Fantasy', 'Sci-Fi']",,,1 hr. 30 min.,R - 17+ (violence & profanity),7.45,#2147,#1288,"198,533",449,95919,"In the story, the seasons have changed and it will soon be the second spring. Tatsuya and Miyuki have finished their first year at First Magic High School and are on their spring break. The two go to their villa on the Ogasawara Island archipelago. After only a small moment of peace a lone young woman named Kokoa appears before them. She has abandoned the Naval base and she tells Tatsuya her one wish. (Source: ANN)","['Adaptation (Manga) Gekijouban Mahouka Koukou no Rettousei: Hoshi wo Yobu Shoujo', '']",Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo,,['Urban Fantasy'],Gekijouban Mahouka Koukou no Rettousei,
240,夜は短し歩けよ乙女,"Night Is Short, Walk on Girl","Night is Short, Walk On Girl",,"Night is Short, Walk on Girl",['Movie'],1,Finished Airing,"Apr 7, 2017",,,"['Fuji TV', 'TOHO', 'BS Fuji', 'Kadokawa']",['GKIDS'],['Science SARU'],Novel,"['Comedy', 'Romance']",,,1 hr. 32 min.,R+ - Mild Nudity,8.18,#416,#1806,"133,290","1,779",54355,"On a mysterious night that seems to last for a year, an ordinary college student continues to chase one of his underclassmen, a girl with black hair—the girl of his dreams. Up until now, he has been relying on a simple plan, which is to calculatingly bump into her every day while making it seem like a meaningful coincidence. However, his efforts remain futile as their relationship is not progressing at all. Meanwhile, the black-haired girl believes that everything is connected by fate and endeavors to experience as many new things as possible, leaving it all for destiny to decide. While strolling along the lively streets of Kyoto, she discovers that the very beginning of her fateful journey—a book she had as a child—is currently being sold in a second-hand bookstore. Upon knowing this, the college student eyes another opportunity to run into her ""by chance"": this time, he hopes to get the book before she does and finally grasp the thread of fate that could connect their hearts. [Written by MAL Rewrite]","['Adaptation (Manga) Yoru wa Mijikashi Aruke yo Otome', 'Adaptation (Novel) Yoru wa Mijikashi Aruke yo Otome']",Yoru wa Mijikashi Arukeyo Otome,,['Adult Cast'],,
241,BLAME!,Blame!: The Movie,Blame!,Blame! La Película,Blame!,['Movie'],1,Finished Airing,"May 20, 2017",,,"['Starchild Records', 'Kodansha', 'KlockWorx', 'Glovision']",['VIZ Media'],['Polygon Pictures'],['Manga'],"['Action', 'Drama', 'Sci-Fi', 'Suspense']","['Mecha', 'Psychological', 'Survival']",['Seinen'],1 hr. 45 min.,PG-13 - Teens 13 or older,7.02,#4278,#2059,"112,200",313,61452,"A young girl named Zuru sets out on an expedition through a post-apocalyptic city controlled by machines in a desperate hunt for food. Things go awry when her team accidently triggers the city's AI defense program called the Safeguard. Attacked by the machines, her companions are on the verge of being annihilated when a mysterious man named Killy arrives and exterminates the hostile units. Despite his heroic intervention, Zuru is hesitant to trust Killy and questions his motives. He reveals to have come from thousands of levels below the city in order to find humans possessing the Net Terminal Genes—a trait that would allow humans to regain control of their civilization and shut down the Safeguard. After hearing his story, Zuru and the rest of her team join Killy and embark on a journey in search of the Genes that could prove to be mankind's last hope of survival. [Written by MAL Rewrite]","['Adaptation (Manga) Blame!: Denki Ryoushi Kiken Kaisou Dasshutsu Sakusen', '']",Blame! Movie,,,"Blame!: The Ancient Terminal City, Blame!: Tanmatsu Ikou Toshi",
242,夜明け告げるルーのうた,Lu Over the Wall,Lu Over The Wall,Lu over the Wall,Lou et L'île aux Sirènes,['Movie'],1,Finished Airing,"May 19, 2017",,,"['Fuji TV', 'TOHO', 'Fujipacific Music', 'BS Fuji']","['NYAV Post', 'GKIDS']",['Science SARU'],Original,"['Adventure', 'Award Winning', 'Supernatural']",,,1 hr. 51 min.,G - All Ages,7.39,#2415,#3111,"56,419",201,20744,"In the seaside village of Hinashi Town, Kai Ashimoto's grandfather is one of the locals who reinforces the legend that mermaids lurk near Merfolk Island and consume humans. Due to allegedly attracting merfolk and subsequently causing the death of the elder's mother, music is seldom discussed in the Ashimoto household. Even so, Kai finds solace in making looped beats on his laptop and uploading them to the internet. Despite his reserved and glum demeanor, Kai is approached by Kunio and Yuuho Ebina, two cheerful classmates that happened upon one of his videos. The pair ask him to join their rock band but are met with apathy. Nevertheless, Kai agrees to accompany them in a practice session on Merfolk Island, where he soon witnesses something that he cannot explain. Later that night, Kai is composing music in his room when he attracts a familiar entity—a mermaid. As she twirls and grins to the sound of his stereo, Kai discovers a number of aspects about the being who introduces herself as Lu: she possesses incredible water manipulation powers; she buds a pair of functioning legs with the sound of music; but most notably, she is a truly benevolent creature who simply wants people to like her. Fostering a dynamic friendship, Kai and Lu gradually come to express their genuine selves, testing the long-standing boundaries that have deafened the resounding harmony among the people of Hinashi Town. [Written by MAL Rewrite]","['Adaptation (Novel) Shousetsu Yoake Tsugeru Lu no Uta', '']",Yoake Tsugeru Lu no Uta,,['Music'],Song of Lu who Informs the Dawn,
243,劇場版 Free!-Timeless Medley- 絆,Free! The Movie -Timeless Medley- the Bond,Free! Timeless Medley: The Bond 1,Free! Timeless Medley: Kizuna,,['Movie'],1,Finished Airing,"Apr 22, 2017",,,"None found,",['Funimation'],"['Kyoto Animation', 'Animation Do']",Original,,,,1 hr. 34 min.,PG-13 - Teens 13 or older,7.59,#1606,#3217,"52,635",74,16172,"Haruka Nanase has reconciled with his rival Rin Matsuoka, and they have re-established their friendship, determined to race each other again. Now Haruka, along with Makoto Tachibana, Rei Ryuugazaki, and Nagisa Hazuki, prepare for their upcoming tournaments, determined to compete wholeheartedly and achieve victory as a team. At Samezuka Academy, Rin resolves to do the same. Further, the seniors near graduation, and Rin has decided his future plans. However, Haruka and Makoto remain uncertain, and they begin to feel the pressure of having to choose their own paths. [Written by MAL Rewrite]","['Sequel (Movie) Free! Movie 2: Timeless Medley - Yakusoku', '']",Free! Movie 1: Timeless Medley - Kizuna,['Sports'],['School'],,
244,劇場版『名探偵コナン から紅の恋歌』,Detective Conan Movie 21: The Crimson Love Letter,Detektiv Conan FIlm 21: Der purpurrote Liebesbrief,Detective Conan Película 21: La Carta de Amor escarlata,Detective Conan Film 21: La Lettre d'Amour Ecarlate,['Movie'],1,Finished Airing,"Apr 15, 2017",,,"None found,",['Discotek Media'],['TMS Entertainment'],['Manga'],"['Action', 'Drama', 'Mystery', 'Romance']","['Detective', 'Historical']",,1 hr. 51 min.,PG-13 - Teens 13 or older,7.68,#1348,#4076,"33,821",41,18337,"A bombing case at Nichiuri TV in autumn. The Satsuki Cup, which crowns the winner of Japan's Hyakunin Isshu, is currently being filmed inside the facility. The incident results in a big commotion and, while the building is burning to ashes, the only people left inside are Heiji and Kazuha. They get rescued just in time by Conan, who rushes to the scene. Both the identity and purposes of the bomber are unknown. While confusion takes over due to the explosion, Conan meets a mysterious beautiful girl who claims she is ""Heiji's fiancée"". Her name is Momiji Ooka and she is the Kyoto High School champion of the Karuta game. As fate would have it, Kazuha is going to face Momiji in the Hyakunin Isshu, so she begins to train with the help of Heiji's mother, Shizuka, who is a skilled Karuta player. At the same time, in a Japanese house in Arashiyama, Kyoto's outskirts, the reigning Satsuki Cup champion is murdered. Pictures of the crime scene reveal Momji's presence. Additionally, several Karuta cards were spread around the victim. Conan and Heiji, along with the Osaka and Kyoto police departments, begin their investigation on the Satsuki Cup and the related murder case. As the inquiry goes on, they come across a secret connected with the Hyakunin Isshu. (Source: Detective Conan Wiki)","['Adaptation (Manga) Meitantei Conan: Karakurenai no Love Letter', '']",Meitantei Conan Movie 21: Karakurenai no Love Letter,,,,
245,進撃の巨塔,Attack on Skytree,,,,['Movie'],1,Finished Airing,"Apr 10, 2017",,,['Kodansha'],"None found,","None found,",['Manga'],"['Action', 'Fantasy']",,['Shounen'],7 min.,PG-13 - Teens 13 or older,6.38,#7767,#4572,"26,556",86,7557,"A special anime featuring a battle against the Colossal Titan screened at the Tokyo Skytree. In the short, the characters from Shingeki no Kyojin are part of the Sky Survey Corps, protecting the Wall Skytree, a section of the walled city that contains the Skytree. The Sky Survey Corps find that the Wall Skytree is under attack by an army of titans, including a giant 350 meter-class titan that has suddenly appeared next to the Skytree and remains motionless. (Source: Anime Now!)",[],Shingeki no Kyotou,,,"Shingeki no Kyojin: Attack on Skytree, Attack on Titan",
246,CHAOS;CHILD SILENT SKY,ChäoS;Child: Silent Sky,"Chaos;Child, Folge 13 & 14 Silent Sky",ChäoS;Child: Silent Sky. Episodios 13 y 14,ChäoS;Child: Épisode 13 und 14 Silent Sky,['Movie'],1,Finished Airing,"Jun 17, 2017",,,"None found,","None found,",['SILVER LINK.'],Visual novel,"['Mystery', 'Sci-Fi', 'Supernatural']",,,50 min.,PG-13 - Teens 13 or older,6.50,#7065,#4633,"25,616",39,8939,"Silent Sky is a combination of the additional episodes 13 and 14. It consists of the story in the future, three months after the incident that was similar to ""New Generation Madness"" and the disease Chaos Child Syndrome that brought by the past earthquake in Shibuya.","['Prequel (TV) ChäoS;Child', '']",ChäoS;Child: Silent Sky,,['Psychological'],"Chaos Child: Silent Sky, Chaos Child Episode 13, Chaos Child Episode 14",
247,バイオハザード ヴェンデッタ,Resident Evil: Vendetta,Resident Evil: Vendetta,Resident Evil: Vendetta,Resident Evil: Vendetta,['Movie'],1,Finished Airing,"May 27, 2017",,,"None found,","None found,",['Marza Animation Planet'],Game,"['Action', 'Horror', 'Sci-Fi']",,,1 hr. 37 min.,R - 17+ (violence & profanity),6.96,#4540,#4786,"23,805",66,13551,"Chris Redfield enlists the help of Leon S. Kennedy and Rebecca Chambers to stop a death merchant, with a vengeance, from spreading a deadly virus in New York. (Source: IMDB)","['Prequel (Movie) Biohazard: Damnation', 'Sequel (Movie) Biohazard: Death Island']",Biohazard: Vendetta,,,,
248,進撃の巨人 IN THE DOME -兵士たちの星空-,Attack on Titan in the Dome: Soldiers' Starry Sky,,,,['Movie'],1,Finished Airing,"May 20, 2017",,,"None found,","None found,","None found,",['Manga'],,"['Military', 'Space']",['Shounen'],20 min.,R - 17+ (violence & profanity),7.31,#2767,#4891,"22,459",27,4194,"A planetarium film screened originally at the Konica Minolta Planetarium ""Tenku"" in the Tokyo Sky Tree and then later on May 27th at the Konica Minolta Planetarium ""Manten"" in Sunshine City (a commercial building complex in Ikebukuro). The film is entirely CG and was done through the game engine Unity.","['Adaptation (Manga) Shingeki no Kyojin', '']",Shingeki no Kyojin in the Dome: Heishi-tachi no Hoshizora,,,,
249,結城友奈は勇者である -鷲尾須美の章- 第２章「たましい」,,,,,['Movie'],1,Finished Airing,"Apr 15, 2017",,,['Pony Canyon'],"None found,",['Studio Gokumi'],['Light novel'],"['Drama', 'Slice of Life']",,,47 min.,PG-13 - Teens 13 or older,7.77,#1114,#5687,"15,327",27,5894,The second movie in the Washio Sumi no Shou trilogy.,"['Prequel (Movie) Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 1 - Tomodachi', 'Sequel (Movie) Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 3 - Yakusoku']",Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 2 - Tamashii,,['Mahou Shoujo'],Yuki Yuna Is A Hero: Washio Sumi Chapter 2 - Spirit,
250,COCOLORS（コカラス）,,,,,['Movie'],1,Finished Airing,"May 5, 2017",,,['Nishiki Studio'],"None found,",['Kamikaze Douga'],Original,,,,45 min.,PG-13 - Teens 13 or older,6.63,#6298,#6938,"9,396",16,2372,"There is a world in which an endless rain of dark ash fills the sky, and covers the earth. Humanity, fearing the ash that burns and melts away human flesh, had no choice but to cover themselves in protective suits, and their faces with gigantic masks. Bundled up in their suits and hidden away behind their masks, the people have fled deep within the underground. This is the story of the children growing up in this fearful world. (Source: Official site)",[],Cocolors,['Sci-Fi'],,,
251,劇場版 Free!-Timeless Medley- 絆 キャラクター舞台挨拶,,,,,['Movie'],4,Finished Airing,"Apr 22, 2017",,,"None found,","None found,",['Kyoto Animation'],Original,,,,4 min. per ep.,PG-13 - Teens 13 or older,6.85,#5111,#7555,"7,552",6,1930,Character Stage Greeting Manner Special's shown before main movie. Later included on the movie Blu-ray and DVD release.,[],Free! Movie 1: Timeless Medley - Kizuna - Character Butai Aisatsu,['Comedy'],,Timeless Medley - Kizuna: Photo Session,
252,KING OF PRISM -PRIDE the HERO-,,,,,['Movie'],1,Finished Airing,"Jun 10, 2017",,,['Avex Pictures'],"None found,",['Tatsunoko Production'],Original,,"['Idols (Male)', 'Music']",,1 hr. 9 min.,PG - Children,6.86,#5048,#8813,"5,190",13,1502,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (Movie) King of Prism by Pretty Rhythm', 'Sequel (Movie) King of Prism: Shiny Seven Stars I - Prologue x Yukinojou x Taiga']",King of Prism: Pride the Hero,['Sports'],,,
253,結城友奈は勇者部所属,,,,,['Movie'],1,Finished Airing,"Apr 15, 2017",,,"None found,","None found,",['W-Toon Studio'],['4-koma manga'],,,,7 min.,PG-13 - Teens 13 or older,6.48,#7238,#9628,"3,980",1,1358,"The story takes place in the era of the gods, year 300. Yuuna Yuuki lives an ordinary life as a second year middle school student, but she's also a member of the ""Hero Club,"" where club activities involve dealing with a mysterious being called ""Vertex."" (Source: ANN) Aired along side Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou Movie 2 - Tamashii.","['Prequel (Movie) Yuuki Yuuna wa Yuushabu Shozoku', 'Sequel (Movie) Yuuki Yuuna wa Yuushabu Shozoku 3', 'Adaptation (Manga) Yuuki Yuuna wa Yuusha-bu Shozoku', '']",Yuuki Yuuna wa Yuushabu Shozoku 2,['Comedy'],,"Yuuki Yuuna is a Hero Club Member, Washio Sumi wa Yuusha de Aru",
254,映画クレヨンしんちゃん　襲来!! 宇宙人シリリ,Crayon Shin-chan: Invasion!! Alien Shiriri,,,,['Movie'],1,Finished Airing,"Apr 15, 2017",,,"None found,","None found,",['Shin-Ei Animation'],['Manga'],"['Adventure', 'Comedy', 'Sci-Fi']",,['Seinen'],1 hr. 45 min.,G - All Ages,6.94,#4646,#9715,"3,885",3,1946,"The film's story begins when Shiriri, an alien, arrives and turns Hiroshi and Misae into children. To turn them back, Shinnosuke must travel the length of Japan with Shiriri hidden in his butt. Meanwhile, Shiriri's father is moving forward with a huge conspiracy. (Source: ANN)","['Prequel (Movie) Crayon Shin-chan Movie 24: Bakusui! Yumemi World Dai Totsugeki', 'Sequel (Movie) Crayon Shin-chan Movie 26: Bakumori! Kung Fu Boys - Ramen Tairan']",Crayon Shin-chan Movie 25: Shin-chan Shuurai! Uchuujin Shiriri,,,,
