,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genre,Theme,German,Spanish,Demographics,French
230,Mr. Osomatsu,おそ松さん~魂のたこ焼きパーティーと伝説のお泊り会~,,['Movie'],1,Finished Airing,"Jul 21, 2023",,,"['Rakuonsha', 'Avex Pictures']","None found,",['Pierrot'],Original,,,,58 min.,R - 17+ (violence & profanity),6.96,#4568,#11494,"2,257",4,433,"Second of two new anime installments commemorating the anime's sixth anniversary, which will screen in theaters in Japan on a limited basis in 2023. (Source: MAL News)","['Prequel (Movie) Osomatsu-san: Hipipo-Zoku to Kagayaku Kajitsu', '']",Osomatsu-san: Tamashii no Takoyaki Party to Densetsu no Otomarikai,['Comedy'],['Parody'],,,,
231,Shin Jigen! Crayon Shin-chan the Movie: Chounouryoku Daikessen - Tobe Tobe Temakizushi,しん次元! クレヨンしんちゃんTHE MOVIE 超能力大決戦 ~とべとべ手巻き寿司~,,['Movie'],1,Finished Airing,"Aug 4, 2023",,,"None found,","None found,","['Shirogumi', 'Shin-Ei Animation']",['Manga'],"['Adventure', 'Comedy']",,['Seinen'],1 hr. 34 min.,G - All Ages,7.08,#3995,#12110,"1,878",13,489,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (Movie) Crayon Shin-chan Movie 30: Mononoke Ninja Chinpuuden', 'Sequel (Movie) Crayon Shin-chan Movie 32: Ora-tachi no Kyouryuu Nikki', 'Adaptation (Manga) Crayon Shin-chan', '']",Crayon Shin-chan Movie 31: Chounouryoku Daikessen - Tobe Tobe Temakizushi,,,,,,
232,Chang An,长安三万里,"30,000 Miles From Chang'an",['Movie'],1,Finished Airing,"Jul 8, 2023",,,"None found,","None found,",['Light Chaser Animation Studios'],Original,,,,2 hr. 47 min.,None,6.88,#4952,#17640,444,6,116,"A few years after the Anshi Rebellion, the Tibetan army invaded the southwest and the Tang dynasty military commander Gao Shi suffered a defeat in battle. Chang'an was in imminent danger. Gao Shi, who was trapped in the besieged city, recalled his past experiences with Li Bai to the eunuch who served as the military supervisor.",[],Chang An San Wan Li,,['Historical'],,,,
233,,幽暗小徑的鬼,Ghost of the Dark Path,['Movie'],1,Finished Airing,"Aug 1, 2023",,,"None found,","None found,","None found,",Original,,,,20 min.,PG-13 - Teens 13 or older,[],#16095,#21239,213,0,,"During the White Terror era, Shi Shuifang, a woman who advocated ideas bravely in the underground political organization, seemed to be a light that illuminated the times. The agent of the surveillance organization was influenced by Shi Shuifang and thus fell in love with her. However, under all kinds of unfavorable circumstances, he could only watch her hopelessly suffer through various injuries. (Source: IMDB)",[],Youan Xiao Jing de Gui,['Drama'],['Historical'],,,,
234,,我是哪吒2之英雄归来,I Am Nezha 2,['Movie'],1,Finished Airing,"Sep 29, 2023",,,"None found,","None found,","None found,",Unknown,,,['Kids'],1 hr. 25 min.,PG-13 - Teens 13 or older,[],#15325,#21087,223,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (Movie) Wo Shi Na Zha', '']",Wo Shi Na Zha 2: Yingxiong Guilai,['Fantasy'],,,,,
235,,雪域少年,Warrior King,['Movie'],1,Finished Airing,"Aug 19, 2023",,,"None found,","None found,","None found,",Original,"['Action', 'Drama', 'Fantasy']",,,1 hr. 50 min.,PG-13 - Teens 13 or older,[],#15934,#21734,188,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Xue Yu Shaonian,,,,,,
236,Dragon Ball,龙珠寻游记,,['Movie'],1,Finished Airing,"Sep 4, 2023",,,"None found,","None found,","None found,",Original,"['Action', 'Adventure', 'Fantasy']",,,1 hr. 20 min.,PG - Children,[],#17390,#21871,180,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Longzhu Xun Youji,,,,,,
237,,飞向月球,Journey to the Moon,['Movie'],1,Finished Airing,"Aug 13, 2023",,,"None found,","None found,","None found,",Original,,,,1 hr. 28 min.,G - All Ages,[],#20561,#22649,147,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Fei Xiang Yueqiu,['Sci-Fi'],['Space'],,,,
238,,극장판 슈퍼윙스: 맥시멈 스피드,Super Wings: Maximum Speed,['Movie'],1,Finished Airing,"Jul 20, 2023 to ?",,,"None found,","None found,","None found,",Original,,,['Kids'],1 hr. 29 min.,PG - Children,[],#14612,#22802,141,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Super Wings the Movie: Maximum Speed,['Adventure'],['Racing'],,,,
239,,超级英雄美猴王：齐天儿,The First Superhero: Monkey King,['Movie'],1,Finished Airing,"Jul 29, 2023",,,"None found,","None found,","None found,",Unknown,"['Action', 'Fantasy']",,,1 hr. 41 min.,G - All Ages,[],#19854,#22871,139,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Chaoji Yingxiong Mei Hou Wang: Qi Tianer,,['Super Power'],,,,
240,,王牌二哈,,['Movie'],1,Finished Airing,"Aug 19, 2023",,,"None found,","None found,","None found,",Original,"['Comedy', 'Mystery']",,,1 hr. 33 min.,G - All Ages,[],#15216,#23042,134,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Wangpai Erha,,,,,,
241,,火凤重天,Phoenix in Fire,['Movie'],1,Finished Airing,"Sep 18, 2023",,,"None found,","None found,","None found,",Book,"['Drama', 'Romance']",,,1 hr. 45 min.,PG-13 - Teens 13 or older,[],#21399,#22983,136,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Huo Feng Zhong Tian,,['Historical'],,,,
242,,贝肯熊：火星任务,Backkom Bear: Mars Mission,['Movie'],1,Finished Airing,"Sep 28, 2023",,,"None found,","None found,","None found,",Unknown,"['Action', 'Comedy', 'Sci-Fi']",,['Kids'],1 hr. 36 min.,G - All Ages,[],#19527,#23056,133,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (Movie) Bei Ken Xiong 2: Jinpai Tegong', '']",Bei Ken Xiong: Huoxing Renwu,,,,,,
243,,萌鼠大冒险,,['Movie'],1,Finished Airing,"Jul 21, 2023",,,"None found,","None found,","None found,",Novel,,,['Kids'],1 hr. 34 min.,G - All Ages,[],#17670,#23456,123,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Meng Shu Da Maoxian,['Adventure'],['Anthropomorphic'],,,,
244,,小美人鱼之大海怪传说,The Little Mermaid and the Sea Monster,['Movie'],1,Finished Airing,"Sep 29, 2023",,,"None found,","None found,","None found,",Unknown,"['Adventure', 'Fantasy']",,['Kids'],1 hr. 20 min.,G - All Ages,[],#15561,#23434,123,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (Movie) Xiao Meirenyu de Qihuan Maoxian', '']",Xiao Meirenyu: Dahai Guai Chuanshuo,,,,,,
245,Hero of Robots Movie,機甲英雄劇場版 我與我等於無限大,,['Movie'],1,Finished Airing,"Aug 4, 2023",,,['Stay Luck'],"None found,",['Asahi Production'],Game,,,['Kids'],1 hr. 22 min.,PG - Children,[],#16521,#23385,124,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Jijia Yingxiong Movie: Wo Yu Wo Dengyu Wuxian Da,['Action'],['Mecha'],,,,
246,,ダメだよ,,['Movie'],1,Finished Airing,"Aug 11, 2023",,,"None found,","None found,","None found,",['Manga'],"['Avant Garde', 'Comedy', 'Supernatural']",,,3 min.,G - All Ages,[],#20153,#23058,133,0,,"A short film by Atsushi Wada for the Kitaro Expo, which celebrated the 100 year anniversary of Shigeru Mizuki's birth.",[],Dame da yo,,['Mythology'],,,,
247,Leonningmaen: Libenjyeoseu,런닝맨: 리벤져스,Running Man: Revengers,['Movie'],1,Finished Airing,"Aug 10, 2023 to ?",,,"None found,","None found,",['Locus Corporation'],Original,"['Action', 'Adventure']",,['Kids'],1 hr. 13 min.,G - All Ages,[],#18966,#23586,120,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Running Man: Revengers,,,,,,
248,,百变马丁：怪兽大作战,Martin Morning The Movie,['Movie'],1,Finished Airing,"Jul 22, 2023 to ?",,,"None found,","None found,","None found,",Original,"['Adventure', 'Fantasy']",,['Kids'],1 hr. 27 min.,PG - Children,[],#19354,#23681,117,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Bai Bian Mading: Guaishou Da Zuozhan,,,,,,
249,,茶啊二中,Oh My School!,['Movie'],1,Finished Airing,"Jul 14, 2023",,,"None found,","None found,","None found,",Original,,,['Kids'],1 hr. 30 min.,G - All Ages,[],#19787,#23742,116,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Cha A Er Zhong Movie,['Comedy'],['School'],,,,
250,,潜艇总动员：环游地球80天,,['Movie'],1,Finished Airing,"Aug 12, 2023",,,"None found,","None found,","None found,",Original,,,['Kids'],1 hr. 20 min.,PG - Children,[],#18734,#23721,116,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (Movie) Qian Ting Zong Dong Yuan 8: Di Xin Youji', 'Sequel (Movie) Qian Ting Zong Dong Yuan: Xun Long']",Qian Ting Zong Dong Yuan: Huan You Diqiu 80 Tian,['Adventure'],,,,,
251,,棉花糖和云朵妈妈1宝贝芯计划,Happy Mom and Girl 1: Sweetheart On Mission,['Movie'],1,Finished Airing,"Jul 1, 2023",,,"None found,","None found,","None found,",Original,"['Adventure', 'Comedy']",,['Kids'],1 hr. 28 min.,G - All Ages,[],#17731,#23860,113,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Mianhua Tang He Yunduo Mama: Baobei Xin Jihua,,,,,,
252,,欢乐丛林之外星人大冒险,,['Movie'],1,Finished Airing,"Jul 15, 2023",,,"None found,","None found,","None found,",Original,"['Adventure', 'Comedy', 'Fantasy']",,['Kids'],1 hr. 26 min.,PG - Children,[],#21364,#23986,111,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Huanle Conglin: Wai Xīng Renda Maoxian,,['Anthropomorphic'],,,,
253,,功夫王之萌虎上山,,['Movie'],1,Finished Airing,"Sep 29, 2023",,,"None found,","None found,","None found,",Unknown,"['Action', 'Fantasy']",,['Kids'],1 hr. 22 min.,PG - Children,[],#17187,#24365,103,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Kung Fu Wang: Meng Hu Shangshan,,['Anthropomorphic'],,,,
254,,핑크퐁 시네마 콘서트 3: 진저브레드맨을 잡아라,Pinkfong Sing-Along Movie 3: Catch the Gingerbread Man,['Movie'],1,Finished Airing,"Sep 9, 2023",,,['Pinkfong'],"None found,","None found,",Original,,"['Anthropomorphic', 'Music']",['Kids'],1 hr. 5 min.,PG - Children,[],#18558,#27612,63,0,,Get ready for some sing-along fun with Pinkfong and Hogi as they go on a musical adventure to find a tasty treat and make the best ice cream ever! (Source: Netflix),"['Prequel (Movie) Pinkfong Cinema Concert 2: Wonderstar Concert Daejagjeon', '']",Pinkfong Cinema Concert 3: Gingerbread Man-eul Jab-ala,,,,,,
255,Mushoku Tensei Ⅱ: Isekai Ittara Honki Dasu Episode 0,無職転生Ⅱ ～異世界行ったら本気だす～ 第0話「守護術師フィッツ」,"Mushoku Tensei: Jobless Reincarnation Season 2 - Episode 0 ""Guardian Fitz""",['TV Special'],1,Finished Airing,"Jul 3, 2023",,,"['Frontier Works', 'TOHO', 'TOHO animation', 'Hakuhodo DY Music & Pictures', 'BS11', 'Egg Firm', 'Kadokawa', 'GREE Entertainment']","None found,",['Studio Bind'],['Light novel'],"['Adventure', 'Drama', 'Fantasy', 'Ecchi']","['Isekai', 'Reincarnation']",,24 min.,R - 17+ (violence & profanity),7.53,#1853,#1223,"210,893",344,131794,"In the immediate aftermath of the mana calamity, Sylphiette finds herself teleported to the heart of the Asura Kingdom: the royal palace. Her sudden appearance accidentally saves the life of second princess Ariel Anemoi Asura, who has her sights set on becoming the ruler of the realm. Witnessing Sylphiette's talent with combat magic firsthand, Ariel recruits her as her bodyguard and right-hand woman, commencing their journey to power—which proves far more treacherous than first imagined. [Written by MAL Rewrite]","['Prequel (TV) Mushoku Tensei: Isekai Ittara Honki Dasu Part 2', 'Sequel (TV) Mushoku Tensei II: Isekai Ittara Honki Dasu', 'Adaptation (Manga) Mushoku Tensei: Isekai Ittara Honki Dasu', 'Adaptation (Manga) Mushoku Tensei: Isekai Ittara Honki Dasu - Shitsui no Majutsushi-hen']",Mushoku Tensei II: Isekai Ittara Honki Dasu - Shugo Jutsushi Fitz,,,,,,
256,Fate/strange Fake Episode 0,Fate/strange Fake -Whispers of Dawn-,Fate/strange Fake: Whispers of Dawn,['TV Special'],1,Finished Airing,"Jul 2, 2023",,,"['Aniplex', 'Notes']",['Aniplex of America'],['A-1 Pictures'],['Light novel'],"['Action', 'Fantasy']",,,55 min.,R - 17+ (violence & profanity),8.19,#404,#2343,"91,587",369,46083,"In the American city of Snowfield, a new Holy Grail War is about to erupt. Such ruthless confrontations pit against each other magic experts known as magi, who ascend to the status of Master by summoning Servants—heroic spirits of the past. The winner is thought to have any one of their wishes granted. However, it appears that the organization behind the present situation has merely managed to create an imperfect copy of the Third Holy Grail War. As the unusual ritual catches the attention of the Mage's Association in London, Flatt Escardos, the young apprentice of Lord El-Melloi II—a former participant of the Fourth Holy Grail War—travels to Snowfield and, to the great dismay of his teacher, joins the ranks of the Masters. In this fake conflict where the line between Masters and Servants is blurred, the different factions will have a hard time preventing the city of Snowfield from plunging into total chaos. [Written by MAL Rewrite]","['Sequel (TV) Fate/strange Fake', 'Adaptation (Light Novel) Fate/strange Fake']",Fate/strange Fake: Whispers of Dawn,,['Urban Fantasy'],,,,
257,,五等分の花嫁∽,The Quintessential Quintuplets~,['TV Special'],2,Finished Airing,"Sep 2, 2023 to Sep 9, 2023",,,"None found,","None found,",['Shaft'],['Manga'],"['Comedy', 'Romance']","['Harem', 'School']",['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,7.96,#720,#2511,"81,882",555,29410,Featuring stories from the manga not adapted in the main anime.,"['Adaptation (Novel) Anime 5-toubun no Hanayome Novelize', 'Adaptation (Manga) 5-toubun no Hanayome']",5-toubun no Hanayome∽,,,,,,
258,Jujutsu Kaisen Season 2 + Movie Recap,呪術廻戦,Jujutsu Kaisen Season 2 Recaps,['TV Special'],2,Finished Airing,"Aug 11, 2023 to Aug 18, 2023",,,['TOHO animation'],"None found,",['MAPPA'],['Manga'],"['Action', 'Supernatural']",,['Shounen'],24 min. per ep.,R - 17+ (violence & profanity),7.66,#1380,#4429,"28,286",195,12656,"Recap episodes of Jujutsu Kaisen, Jujutsu Kaisen 0, and the first five episodes of Jujutsu Kaisen 2nd Season.",[],Jujutsu Kaisen 2nd Season Recaps,,['School'],,,,
259,,はたらく魔王さま！！,The Devil is a Part-Timer! Season 2: Recap Special From Sasazuka to Ente Isla!,['Special'],1,Finished Airing,"Jul 6, 2023",,,"None found,","None found,",['Studio 3Hz'],['Light novel'],"['Comedy', 'Fantasy']","['Mythology', 'Workplace']",,23 min.,PG-13 - Teens 13 or older,6.07,#9594,#6715,"10,134",12,3484,Narrated recap of the first season of Hataraku Maou-sama!!.,[],Hataraku Maou-sama!! Recap,,,,,,
