,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genre,Theme,German,Spanish,Demographics,French
165,"Overwatch 2: Kiriko Short Animation ""Protector""",Protector,Protector,['ONA'],1,Finished Airing,"Nov 18, 2022",,,"None found,","None found,",['Enishiya'],Game,,,,45 sec.,PG-13 - Teens 13 or older,5.96,#10147,#16285,584,0,252,"A short animation depicting Kiriko's past, exclusively released in Japan.",[],Protector,['Action'],['Music'],,,,
166,,腐男子召喚〜異世界で神獣にハメられました〜 4th,,['ONA'],3,Finished Airing,"Dec 9, 2022 to Dec 23, 2022",,,"None found,","None found,",['AQUA ARIS'],['Web manga'],"['Boys Love', 'Fantasy']",,,2 min. per ep.,PG-13 - Teens 13 or older,5.81,#10894,#16404,569,0,179,Fourth season of Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita.,"['Prequel (ONA) Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita 3rd Season', 'Sequel (ONA) Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita 5th Season', 'Adaptation (Manga) Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita', '']",Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita 4th Season,,['Isekai'],,,,
167,,ハロウィン・パジャマ,,['ONA'],1,Finished Airing,"Oct 31, 2022",,,"None found,","None found,","None found,",['Manga'],,,,7 min.,PG-13 - Teens 13 or older,6.25,#8590,#16547,552,2,170,Short anime by Yasuhiro Irie based on his self-published manga Halloween Pajama.,[],Halloween Pajama,['Supernatural'],['Music'],,,,
168,The Shape of the Wind: Siam Era,风姿物语 仙罗篇,,['ONA'],20,Finished Airing,"Oct 3, 2022 to Feb 6, 2023",,,"None found,","None found,","None found,",Web novel,"['Action', 'Adventure', 'Fantasy']",,,20 min. per ep.,PG-13 - Teens 13 or older,[],#20614,#16733,530,2,,The second season of Fengzi Wuyu.,"['Prequel (ONA) Fengzi Wuyu: Yinhe Pian', '']",Fengzi Wuyu: Xian Luo Pian,,,,,,
169,,ゴジラVSガイガンレクス,Godzilla vs. Gigan Rex,['ONA'],1,Finished Airing,"Nov 3, 2022",,,"None found,","None found,","None found,",Other,"['Action', 'Sci-Fi']",,,6 min.,PG-13 - Teens 13 or older,6.85,#5114,#16858,517,1,252,"The hordes of Gigans that appeared in the previous movie attacked the earth again. In addition, a red-colored Gigan called ""Gigan Rex"", that rules the other Gigans has just appeared. Will Godzilla be able to defeat the Gigan Rex, which boasts of its outstanding fighting ability? (Source: YouTube)","['Prequel (ONA) G vs. G', '']",Godzilla vs. Gigan Rex,,,,,,
170,,【FEH】アスク王国 定点カメラ（エイルの1日）,Fire Emblem Heroes: Askr Ambience - A Day With Eir,['ONA'],1,Finished Airing,"Nov 12, 2022",,,"None found,","None found,",['Volca'],Game,"['Fantasy', 'Slice of Life']",,,35 min.,G - All Ages,5.82,#10816,#17787,433,1,158,Enjoy the ambience as Eir and some other Fire Emblem Heroes go about their day.,[],Fire Emblem Heroes: Askr Oukoku Teiten Camera (Eir no 1-nichi),,['Iyashikei'],,,,
171,,晶翠仙尊 下,The Tale of The Spirit Stone,['ONA'],10,Finished Airing,"Nov 2, 2022 to Dec 1, 2022",,,"None found,","None found,",['Suoyi Technology'],Original,"['Action', 'Adventure', 'Fantasy']",,,10 min. per ep.,PG-13 - Teens 13 or older,[],#16545,#18098,411,0,,Second half of Jing Cui Xian Zun.,"['Prequel (ONA) Jing Cui Xian Zun', '']",Jing Cui Xian Zun Part 2,,['Martial Arts'],,,,
172,Fire Emblem Heroes - Book VI Ending Movie,ふたりの約束,Princesses' Pledge,['ONA'],1,Finished Airing,"Nov 28, 2022",,,"None found,","None found,","None found,",Game,,,,1 min.,PG-13 - Teens 13 or older,5.91,#10388,#18178,405,1,164,"Princess Sharena and Princess Veronica are enjoying a nice, relaxing tea break in a garden in full bloom. Perhaps the gods of their two countries are also watching over them...",[],Futari no Yakusoku,['Fantasy'],['CGDCT'],,,,
173,Kiyo Neko,きよねこっ,,['ONA'],10,Finished Airing,"Dec 4, 2022 to Apr 9, 2023",,,"None found,","None found,",['Makaria'],Other,,,,10 min. per ep.,PG-13 - Teens 13 or older,[],#16975,#18450,384,1,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Kiyoneko,['Comedy'],,,,,
174,,城郭合体オシロボッツ,Castle Combiner Oshirobots,['ONA'],1,Finished Airing,"Dec 17, 2022",,,"None found,","None found,","None found,",Original,,,,2 min.,PG-13 - Teens 13 or older,[],#16638,#19225,329,0,,"The project reimagines the historical castles in Japan as giant robots that transform and combine. In particular, the above short features the Kumamoto, Takamatsu, and Aizu-Wakamatsu Castles. A group of children and the Shirodama (the castles' souls, who are actually historical army commanders) join forces to pilot the castles. (Source: ANN)",[],Joukaku Gattai Oshirobots,['Action'],['Mecha'],,,,
175,Rolypi,ROLY POLY PEOPLES,Roly Poly Peoples,['ONA'],30,Finished Airing,"Oct 21, 2022 to Jun 16, 2023",,,"['TV Tokyo', 'Kodansha', 'Movic', 'King Records', 'Hakuhodo DY Media Partners', 'Hakuhodo', 'Stay Luck']","None found,",['Lesprit'],Original,,,,3 min. per ep.,G - All Ages,[],#18930,#19357,320,0,,Short animation about pill bugs.,[],Roly Poly Peoples,['Comedy'],['Anthropomorphic'],,,,
176,,간 전문의 새로구미,,['ONA'],1,Finished Airing,"Oct 14, 2022",,,"None found,","None found,",['STUDIOK110'],Other,"['Comedy', 'Fantasy']",,,5 min.,G - All Ages,5.86,#10620,#19299,323,0,141,Soju Saero commercial by Lotte Chilsung featuring Eunji Jung.,[],Liver Specialist Saegumi,,,,,,
177,,BT21 ORIGINAL STORY,,['ONA'],5,Finished Airing,"Aug 26, 2022 to Dec 22, 2022",,,"None found,","None found,","None found,",Other,"['Fantasy', 'Slice of Life']",,,3 min. per ep.,G - All Ages,[],#19666,#21045,224,0,,The second season of BT21 Original Story.,"['Prequel (ONA) BT21 Original Story', '']",BT21 Original Story 2nd Season,,['Anthropomorphic'],,,,
178,"辣糖甜心, La Tang Tianxin",スパイシーキャンディ,,['ONA'],Unknown,Currently Airing,"Dec 3, 2022 to ?",,,"['Toei Animation', 'REALCOFFEE ENTERTAINMENT']","None found,",['Fever Creations'],Original,,,,1 min.,G - All Ages,[],#14556,#21086,221,0,,"Spicy is a young, sharp-tongued girl who sings about everyday trivial things, and lives with her black cat named Candy. (Source: ANN)",[],Spicy Candy,,['Music'],,,,
179,,ペンぺとピンピ,,['ONA'],12,Finished Airing,"Oct 9, 2022 to Mar 26, 2023",,,['Masaka'],"None found,","None found,",Original,,,,1 min. per ep.,G - All Ages,[],#18519,#21373,207,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (ONA) Penpe to Pinpi Season 2', '']",Penpe to Pinpi,['Slice of Life'],,,,,
180,,健幸宝船 SUKOYAKA 7,,['ONA'],4,Finished Airing,"Oct 14, 2022",,,"None found,","None found,","None found,",Original,"['Comedy', 'Fantasy']",,,2 min. per ep.,G - All Ages,[],#16893,#21606,195,0,,"The self-described ""slightly surreal masterpiece anime"" follows the ""Sukoyaka 7,"" a group based on the Seven Lucky Gods of Japanese mythology. The anime explains issues related to Japan's health insurance system in a comedic way. (Source: ANN)",[],Kenkou Takarabune Sukoyaka 7,,['Educational'],,,,
181,Liang Bu Yi 2nd Season Miniseries,两不疑 第二季小剧场,No Doubt In Us 2nd Season Small Theater,['ONA'],24,Finished Airing,Oct 2022 to Apr 2023,,,"None found,","None found,","None found,",Unknown,,,,45 sec. per ep.,None,[],#17314,#21520,200,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Liang Bu Yi Small Theater', '']",Liang Bu Yi 2nd Season Small Theater,['Comedy'],['Historical'],,,,
182,,如果历史是一群喵 第九季,,['ONA'],12,Finished Airing,"Oct 30, 2022 to Jan 8, 2023",,,"None found,","None found,","None found,",['Web manga'],,"['Educational', 'Historical']",['Kids'],8 min. per ep.,G - All Ages,[],#18958,#21972,174,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Ruguo Lishi Shi Yiqun Miao 8th Season', 'Sequel (ONA) Ruguo Lishi Shi Yiqun Miao 10th Season']",Ruguo Lishi Shi Yiqun Miao 9th Season,['Comedy'],,,,,
183,,느린 장마,,['ONA'],10,Finished Airing,"Nov 26, 2022",,,"None found,","None found,",['Laftel'],['Web manga'],"['Drama', 'Romance']",,,4 min. per ep.,PG-13 - Teens 13 or older,[],#13930,#22082,170,0,,"Trying new things is never easy. Ohran Lim is an ex-boxer who never managed to go pro. Now, she spends her days working at the local convenience store, wondering where it all went wrong. But after she meets young couple Woon and Baram, she slowly begins to change her outlook on life. ""I need to find what makes me happy."" (Source: Manta)",[],Season of Change,,,,,,
184,,阿衰 第九季,,['ONA'],34,Finished Airing,"Nov 11, 2022 to Oct 13, 2023",,,"None found,","None found,","None found,",['Manga'],,,['Kids'],3 min. per ep.,G - All Ages,[],#19276,#22249,163,0,,Ninth season of Ashuai.,"['Prequel (ONA) Ashuai 8th Season', '']",Ashuai 9th Season,['Comedy'],['School'],,,,
185,,守护联萌ROY6之森林里的迷你你,,['ONA'],16,Finished Airing,"Oct 23, 2022 to Feb 5, 2023",,,"None found,","None found,","None found,",Other,,,,3 min. per ep.,PG - Children,[],#14290,#22591,149,0,,"Animated adaptation of ROY6, a series of goodies from Line Friends in collaboration with Roy Wang.","['Prequel (ONA) Shouhu Lian Meng ROY6: Baobao Senlin de Maoxian', '']",Shouhu Lian Meng ROY6: Senlin Li de Minini,['Slice of Life'],['Anthropomorphic'],,,,
186,,今天少主不在家,,['ONA'],7,Finished Airing,"Dec 17, 2022 to Jan 28, 2023",,,"None found,","None found,","None found,",Game,"['Comedy', 'Fantasy']",,,6 min. per ep.,PG-13 - Teens 13 or older,[],#16587,#23327,125,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Jintian Shao Zhu Bu Zaijia,,,,,,
187,Xiaolan Friends,小蓝和他的朋友,,['ONA'],13,Finished Airing,"Oct 5, 2022 to Dec 21, 2022",,,"None found,","None found,","None found,",Original,,,,3 min. per ep.,PG-13 - Teens 13 or older,[],#15676,#23947,112,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Xiaolan He Ta De Pengyou,['Comedy'],,,,,
188,,ポールプリンセス‼ 自己紹介ムービー,,['ONA'],7,Finished Airing,"Dec 9, 2022 to Mar 10, 2023",,,"None found,","None found,",['Tatsunoko Production'],Original,,,,48 sec. per ep.,PG-13 - Teens 13 or older,[],#18600,#24556,100,0,,Self-introductions for each character posted to the official YouTube Channel.,[],Pole Princess!! Self Introduction,,['Performing Arts'],,,,
189,,梦幻书院之国家安全篇,,['ONA'],4,Finished Airing,"Nov 1, 2022 to Dec 15, 2022",,,"None found,","None found,","None found,",Game,"['Comedy', 'Fantasy']",,,3 min. per ep.,PG-13 - Teens 13 or older,[],#17684,#26758,71,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Menghuan Shuyuan: Guojia Anquan Pian,,['Educational'],,,,
190,,いとしいいとしいいとしのパン編,,['ONA'],1,Finished Airing,"Dec 16, 2022",,,"None found,","None found,",['dwarf'],Picture book,,,['Kids'],59 sec.,G - All Ages,[],#16417,#26102,77,0,,"Introducing the ""Bread Thief'', a great thief who searches for delicious bread! (Source: KADOKAWA Children's Book Channel, translated)",[],Itoshii Itoshii Itoshi no Pan-hen,['Gourmet'],['Anthropomorphic'],,,,
191,The Tagged Seals,씰룩,,['ONA'],Unknown,Currently Airing,"Dec 1, 2022 to ?",,,['Pinkfong'],"None found,",['Million Volt'],Original,,,,1 min.,G - All Ages,[],#13928,#27560,63,0,,"Centering on the tagged seals observed in a wildlife sanctuary, each episode spotlights different seals navigating life's silly challenges through fun and heartwarming ways. (Source: WelCon)",[],Sealook,['Comedy'],,,,,
192,,喜羊羊与灰太狼之羊羊趣冒险2,Pleasant Goat and Big Big Wolf: Mighty Goat Squad 2,['ONA'],26,Finished Airing,"Nov 26, 2022 to ?",,,"None found,","None found,","None found,",Original,"['Adventure', 'Comedy']",,['Kids'],13 min. per ep.,PG - Children,[],#15439,#27918,48,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Xi Yangyang Yu Hui Tailang: Yangyang Qu Maoxian', '']",Xi Yangyang Yu Hui Tailang: Yangyang Qu Maoxian 2,,,,,,
193,Enjo Kouhai,○○交配,Assisted Mating,['OVA'],10,Finished Airing,"Jan 31, 2020 to Sep 27, 2024",,,"None found,","None found,",['Majin'],['Manga'],"['Fantasy', 'Hentai']","['Harem', 'Mythology']",,16 min. per ep.,Rx - Hentai,7.27,N/A,#6102,"12,758",110,5255,"A special governmental program has been introduced to counteract the declining birth rates of demi-human races suffering due to a lack of male members. Through a so-called ""assistance system,"" randomly selected humans are required to mate with designated partners—be it elves, sirens, or even dragons. Iris Thea Eaderlindt, an elven princess known for her open-mindedness and friendly attitude towards humans, is transferred to the Ark Metropolitan Academy. Coincidentally, her new teacher has been selected as her mating partner. Anxious yet determined to fulfill her duty of securing the future of her race, she starts partaking in sexual activities with him. To her surprise, Iris discovers that her partner's ancestors were orcs, well known for their extraordinary sexual prowess. As more demi-human students join the class and find out about their teacher's ""side job,"" it becomes increasingly difficult for Iris to keep her partner's attention solely on her. [Written by MAL Rewrite]","['Adaptation (Doujinshi) Enjo Kouhai', '']",** Kouhai,,,,,,
194,I Summoned a Succubus and My Stepmom Appeared!?,サキュバス喚んだら義母が来た!?,,['OVA'],2,Finished Airing,"Nov 4, 2022",,,['Lune-Pictures'],"None found,",['T-Rex'],['Manga'],,,,16 min. per ep.,Rx - Hentai,7.60,N/A,#6574,"10,622",148,4777,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Succubus Yondara Gibo ga Kita!?,['Hentai'],,,,,
195,Boku ni SeFri ga Dekita Riyuu,僕にセフレが出来た理由,,['OVA'],6,Finished Airing,"Oct 7, 2022 to Feb 3, 2023",,,['Lune-Pictures'],"None found,",['T-Rex'],['Manga'],,,,16 min. per ep.,Rx - Hentai,7.26,N/A,#7623,"7,369",50,2917,"Having recently moved with his family, Nanashi is trying to adjust to his new environment. However, this change has a positive aspect: his next-door neighbor is an endearing housewife named Hitomi Rinmuro, who brightens his day every morning. Any interaction with her only arouses Nanashi's sexual fantasies, and he develops a fetish for married women. By chance, Nanashi secretly spies on his neighbor from the balcony while she undresses. The very next day, Rinmuro confronts Nanashi about the incident—but it only leads them to form an indecent sex-friend relationship. [Written by MAL Rewrite]",[],Boku ni Sexfriend ga Dekita Riyuu,['Hentai'],,,,,
196,,メスダチ The Animation,,['OVA'],2,Finished Airing,"Nov 25, 2022 to Jan 27, 2023",,,['Showten'],"None found,",['Blue bread'],['Manga'],,,,17 min. per ep.,Rx - Hentai,7.04,N/A,#8127,"6,325",18,2564,"High school student Takumi Kusuki works as a wood seller in a remote village. One day, he receives a visit from Satsuki Satonaka, his tomboyish childhood friend who once excelled at basketball. When an accident ended her ambitions prematurely, Kusuki was the one who rescued Satsuki, earning him lifelong gratitude from her and her family. After discovering Kusuki's porn magazine collection, Satsuki teases him about it. But when her provocations do not elicit the desired response, she starts to act more lasciviously until Kusuki cannot resist her any longer. [Written by MAL Rewrite]","['Adaptation (Doujinshi) Mesudachi', '']",Mesudachi The Animation,['Hentai'],,,,,
197,,異世界来たのでスケベスキルで全力謳歌しようと思う THE ANIMATION,,['OVA'],Unknown,Currently Airing,"Dec 27, 2022 to ?",,,['Pink Pineapple'],"None found,",['Shion'],['Manga'],,,,20 min.,Rx - Hentai,7.27,N/A,#8396,"5,852",50,1780,"Tatsuo is a skilled masturbator who suddenly dies from masturbating too much. After dying, his soul was transferred to an isekai. An isekai goddess grant him a wish, then Tatsuo told him that he wanted a super cock that could make all women sigh with pleasure and make all women unable to live without it. He wants to make a harem with women who are already addicted to his super cock. (Source: Nekopoi, translated)","['Adaptation (Manga) Isekai Kita no de Sukebe Skill de Zenryoku Ouka Shiyou to Omou', '']",Isekai Kita no de Sukebe Skill de Zenryoku Ouka Shiyou to Omou The Animation,['Hentai'],,,,,
198,,ママ喝っ,,['OVA'],3,Finished Airing,"Dec 23, 2022 to Jan 31, 2025",,,"None found,","None found,",['Nur'],Original,,,,24 min. per ep.,Rx - Hentai,6.74,N/A,#9085,"4,738",27,1526,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Mama Katsu: Midareru Mama-tachi no Himitsu,['Hentai'],,,,,
199,,Abandon -100ヌキしないと出られない不思議な教室-,,['OVA'],2,Finished Airing,"Mar 11, 2022 to Nov 18, 2022",,,['Mary Jane'],"None found,",['Rabbit Gate'],['Manga'],,,,16 min. per ep.,Rx - Hentai,6.22,N/A,#9452,"4,201",10,1317,A mobile app that fulfills a guy's wish to be a porn film director. And the actors will be their own classmates.,[],Abandon: 100 Nuki Shinai to Derarenai Fushigi na Kyoushitsu,['Hentai'],,,,,
200,,エロリーマン2,,['OVA'],2,Finished Airing,"Oct 28, 2022 to Dec 23, 2022",,,"None found,","None found,",['PoRO'],Visual novel,,,,24 min. per ep.,Rx - Hentai,6.29,N/A,#10351,"3,158",4,1037,"A single man uses a dating site for his kids, especially with high school students, but what he didn't expect is for one of the girls to be his niece.","['Prequel (OVA) Eroriman', '']",Eroriman 2,['Hentai'],,,,,
201,"Hoshi of Girls' Garden, Hoshi of the Garden of Girls, The Star of Girls' Garden",女の園の星,,['OVA'],1,Finished Airing,"Dec 8, 2022",,,"None found,","None found,",['Lapin Track'],['Manga'],"['Comedy', 'Slice of Life']","['School', 'Workplace']",['Josei'],24 min.,PG-13 - Teens 13 or older,6.47,#7299,#10423,"3,102",4,283,"Hoshi-sensei, a Japanese language teacher at an all-girls school, is at the mercy of his students and colleagues. Students challenge him to their shiritori word games illustrated in their daily notes, convince him to bring a dog into the classroom, and seek his advice on becoming a manga artist, while colleagues drag him along on their rounds to the pub. Matter-of-fact interactions between a cast of unique characters make for an offbeat comedy. (Source: Japan Media Arts Festival, edited)","['Adaptation (Manga) Onna no Sono no Hoshi', '']",Onna no Sono no Hoshi,,,,,,
202,,妻ネトリ3～快楽に堕ちた淫汁教師たち～,,['OVA'],1,Finished Airing,"Oct 28, 2022",,,['ZIZ Entertainment (ZIZ)'],"None found,",['Teatro Nishi Tokyo Studio'],Visual novel,,,,28 min.,Rx - Hentai,5.96,N/A,#10573,"2,964",12,1149,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (OVA) Tsuma Netori: Ikumi to Shizuka', 'Sequel (OVA) Tsuma Netori Kan: Bijutsu Kyoushi no Baai']",Tsuma Netori 3: Kairaku ni Ochita Injiru Kyoushi-tachi,['Hentai'],,,,,
203,,雷光神姫アイギスマギア ―PANDRA saga 3rd ignition― The Animation,,['OVA'],2,Finished Airing,"Oct 28, 2022 to Dec 23, 2022",,,['Showten'],"None found,",['BreakBottle'],['Manga'],,,,16 min. per ep.,Rx - Hentai,5.58,N/A,#10674,"2,889",4,966,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (OVA) Shinkyoku no Grimoire The Animation', 'Adaptation (Manga) Raikou Shinki Aigis Magia: Pandra Saga 3rd Ignition']",Raikou Shinki Aigis Magia: Pandra Saga 3rd Ignition - The Animation,['Hentai'],,,,,
204,"Christia, a Magical College Student Who's an Exhibitionist",露出系魔法女子大生クリスティア,,['OVA'],2,Finished Airing,"Dec 23, 2022 to Feb 24, 2023",,,"None found,","None found,",['Majin'],Game,,,,20 min. per ep.,Rx - Hentai,5.75,N/A,#11047,"2,579",3,799,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Roshutsu-kei Mahou Joshi Daisei Christhea,['Hentai'],,,,,
205,Suzume's Door-Locking,すずめの戸締まり,Suzume,['Movie'],1,Finished Airing,"Nov 11, 2022",,,"['Aniplex', 'TOHO', 'JR East Marketing & Communications', 'Kadokawa', 'voque ting', 'STORY', 'Lawson Entertainment']",['Crunchyroll'],['CoMix Wave Films'],Original,"['Adventure', 'Supernatural']",,,2 hr. 1 min.,PG-13 - Teens 13 or older,8.27,#310,#571,"426,170","5,086",230700,"On her way to school one day, Suzume Iwato stumbles upon Souta Munakata, a young man searching for abandoned areas. The high school girl directs Souta to a nearby ruin, but out of pure curiosity, she herself decides to head to the same destination. Once there, Suzume discovers an isolated door with a dreamlike universe lying beyond it—a place that she can see and feel, but not enter. A strange stone rests on the ground nearby, but it turns into a cat-like creature and scurries away when Suzume lifts it. Suddenly afraid, she heads back toward her school, not realizing that her act of leaving the door open will have consequences. With the ""keystone"" released, the evil within the other universe can now freely escape and wreak havoc throughout Japan. Intending to correct her dangerous mistake, Suzume joins Souta—whose true goal is to prevent evil from festering—in finding and locking all open doors before the country is destroyed. [Written by MAL Rewrite]","['Adaptation (Novel) Shousetsu Suzume no Tojimari', 'Adaptation (Manga) Suzume no Tojimari']",Suzume no Tojimari,,['Mythology'],,,,
206,,かぐや様は告らせたい -ファーストキッスは終わらない-,Kaguya-sama: Love is War -The First Kiss That Never Ends-,['Movie'],1,Finished Airing,"Dec 17, 2022",,,"['Aniplex', 'Mainichi Broadcasting System', 'Shueisha', 'JR East Marketing & Communications']",['Aniplex of America'],['A-1 Pictures'],['Manga'],"['Comedy', 'Drama', 'Romance']",,['Seinen'],1 hr. 36 min.,PG-13 - Teens 13 or older,8.74,#49,#816,"315,370","2,126",175183,"After their first kiss, Kaguya Shinomiya and Miyuki Shirogane are left unsure where their relationship stands. The troubling uncertainty of whether they could be considered an official couple unleashes newfound problems as both Kaguya and Shirogane struggle to sort out their feelings. While the lovestruck student council officers fret, the Christmas season rolls around, and romance is in the air. In the face of widespread tenderness, Kaguya and Shirogane must endure their affectionate battle of wits once more. Should they reconcile their feelings for one another, they may find themselves within reach of what they have both been longing for so long: true love. [Written by MAL Rewrite]","['Prequel (TV) Kaguya-sama wa Kokurasetai: Ultra Romantic', 'Adaptation (Manga) Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen']",Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,,['School'],,,,
207,"TenSura, That Time I Got Reincarnated as a Slime Movie",劇場版 転生したらスライムだった件 紅蓮の絆編,That Time I Got Reincarnated as a Slime: The Movie - Scarlet Bond,['Movie'],1,Finished Airing,"Nov 25, 2022",,,"None found,","None found,",['8bit'],['Manga'],"['Action', 'Comedy', 'Fantasy']","['Isekai', 'Reincarnation']",['Shounen'],1 hr. 48 min.,PG-13 - Teens 13 or older,7.62,#1523,#1149,"226,370","1,338",97532,"In Raja, a small country located to the west of Tempest. Rimuru and his companions get involved in a long-running conspiracy that swirls around the mysterious power of the queen. Rimuru and his commander Benimaru also encounter another ogre survivor named Hiiro, a man that used to be the brother of Benimaru. (Source: ANN)",[],Tensei shitara Slime Datta Ken Movie: Guren no Kizuna-hen,,,,,,
208,,劇場版 ソードアート・オンライン -プログレッシブ- 冥き夕闇のスケルツォ,Sword Art Online the Movie: Progressive - Scherzo of Deep Night,['Movie'],1,Finished Airing,"Oct 22, 2022",,,['Aniplex'],['Aniplex of America'],['A-1 Pictures'],['Light novel'],"['Action', 'Adventure', 'Fantasy', 'Romance']",,,1 hr. 40 min.,PG-13 - Teens 13 or older,7.69,#1320,#1836,"129,223",475,50236,"After vanquishing another boss and stepping through the gates of the fifth floor, the misfit duo Kazuto ""Kirito"" Kirigaya and Asuna Yuuki are greeted with a beautiful landscape of crumbling ruins and catacombs steeped in mystery. This idyllic adventure is short-lived, however. Tensions between the Dragon’s Knights Brigade and the Aincrad Liberation Squad—the two leading guilds focused on clearing Sword Art Online—continue to rise and threaten the fragile stability of the frontline raiding group. Kirito and Asuna are forced to act quickly, making a desperate gamble and gathering a small number of allies for a dangerous mission. As a result, Asuna and Misumi ""Mito"" Tozawa must come to terms with their relationship after the near-tragedy that forced them apart on the first floor. [Written by MAL Rewrite]","['Prequel (Movie) Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria', 'Adaptation (Manga) Sword Art Online: Progressive - Kuraki Yuuyami no Scherzo', 'Adaptation (Light Novel) Sword Art Online: Progressive', '']",Sword Art Online: Progressive Movie - Kuraki Yuuyami no Scherzo,,['Video Game'],,,,
209,To All of You That I Loved,僕が愛したすべての君へ,To Every You I've Loved Before,['Movie'],1,Finished Airing,"Oct 7, 2022",,,"None found,",['Crunchyroll'],['Bakken Record'],Novel,"['Romance', 'Sci-Fi']",,,1 hr. 42 min.,PG-13 - Teens 13 or older,7.49,#1996,#2061,"111,619",434,35944,"A world where it has been established that people routinely swing between slightly different parallel worlds... Koyomi Takasaki, who lives with his mother following his parents' divorce, enrolls in a local university prep school. Due to the atmosphere concentrated on studies and his social awkwardness, Koyomi is unable to make friends. One day, he is suddenly approached by his classmate Kazune Takigawa, who tells him that she has travelled from the 85th world where she and Koyomi are lovers. (Source: MAL News)","['Adaptation (Novel) Boku ga Aishita Subete no Kimi e', '']",Boku ga Aishita Subete no Kimi e,,,,,,
210,To the Only Me Who Loved You,君を愛したひとりの僕へ,"To Me, The One Who Loved You",['Movie'],1,Finished Airing,"Oct 7, 2022",,,"None found,",['Crunchyroll'],['TMS Entertainment'],Novel,"['Romance', 'Sci-Fi']",,,1 hr. 38 min.,PG-13 - Teens 13 or older,7.43,#2238,#2173,"103,003",450,35003,"With the divorce of his parents, seven-year-old Koyomi Hidaka makes the important decision to live with his father. As a researcher at the Japanese Institute of Virtual Science, Koyomi's father is involved in the investigation of the phenomenon of parallel worlds. Through his father's job, the young boy meets Shiori Satou, the daughter of another divorced researcher. Soon becoming friends, the two spend much of their childhood together. As Koyomi and Shiori grow closer together over the years, the two intend to marry in the future. However, their plan comes to a halt when their parents decide to marry each other. Now fated to being step-siblings, the two friends refuse to accept their new reality. Using their parents' research, Koyomi and Shiori escape to a parallel world to start their lives anew together, only to face repercussions that will put the very futures they strove for in danger. [Written by MAL Rewrite]","['Adaptation (Novel) Kimi wo Aishita Hitori no Boku e', '']",Kimi wo Aishita Hitori no Boku e,,,,,,
211,,THE FIRST SLAM DUNK,,['Movie'],1,Finished Airing,"Dec 3, 2022",,,['Shueisha'],['GKIDS'],"['Toei Animation', 'DandeLion Animation Studio']",['Manga'],"['Award Winning', 'Sports']","['School', 'Team Sports']",['Shounen'],2 hr. 4 min.,PG-13 - Teens 13 or older,8.73,#53,#3007,"60,075",864,26840,"Shohoku's ""speedster"" and point guard, Ryouta Miyagi, always plays with brains and lightning speed, running circles around his opponents while feigning composure. Born and raised in Okinawa, Ryouta had a brother who was three years older. Following in the footsteps of his older brother, who was a famous local player from a young age, Ryouta also became addicted to basketball. In his second year of high school, Ryouta plays with the Shohoku High School basketball team along with Sakuragi, Rukawa, Akagi, and Mitsui as they take the stage at the Inter-High School National Championship. And now, they are on the brink of challenging the reigning champions, Sannoh Kogyo High School. (Source: GKIDS, edited)","['Adaptation (Manga) Slam Dunk', '']",The First Slam Dunk,,,,,,
