,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,German,French,Genre,Themes,Demographic,Spanish,Demographics
21,"Lupin the Third: The Woman Called Fujiko Mine, Lupin III, Lupin III~Mine Fujiko to Iu Onna~",LUPIN the Third ～峰不二子という女～,Lupin the Third: The Woman Called Fujiko Mine,['TV'],13,Finished Airing,"Apr 5, 2012 to Jun 28, 2012",['Spring 2012'],Thursdays at 01:29 (JST),"['Tohokushinsha Film Corporation', 'Po10tial', 'Nippon Television Network']","['Funimation', 'Discotek Media']",['TMS Entertainment'],['Manga'],"['Action', 'Adventure', 'Award Winning', 'Comedy', 'Ecchi']",,22 min. per ep.,R+ - Mild Nudity,7.76,#1138,#2843,"66,639",501,24876,"Many people are falling prey to a suspicious new religion. Lupin III infiltrates this group, hoping to steal the treasure their leader keeps hidden. There he lays eyes on the beautiful, bewitching woman who has the leader enthralled. This is the story of how fashionable female thief Fujiko Mine first met Lupin III, the greatest thief of his generation. (Source: ANN)","['Sequel (Movie) Lupin the IIIrd: Jigen Daisuke no Bohyou', '']",Lupin the Third: Mine Fujiko to Iu Onna,Lupin the Third: The Woman Called Fujiko Mine,Lupin III : Une femme Nommée Fujiko Mine,,"['Adult Cast', 'Samurai']",['Seinen'],,
22,AKB0048: First Stage,AKB0048,AKB0048,['TV'],13,Finished Airing,"Apr 29, 2012 to Jul 22, 2012",['Spring 2012'],Unknown,"['Starchild Records', 'Magic Capsule', 'GANSIS']",['Sentai Filmworks'],['Satelight'],Original,,,23 min. per ep.,PG-13 - Teens 13 or older,7.35,#2561,#2921,"63,431",687,29273,"After an interplanetary war at the beginning of the 21st century, planet Earth has been left in ruins, with much of its ecosystem completely destroyed. Because it was no longer possible to live a normal life on this planet, the inhabitants are forced to move on to other planets where life will, hopefully, be more comfortable. The Deep Galactic Trade Organization, a totalitarian government that affects many of the newly inhabited planets, has somehow come to the conclusion that music is a source of evil, and that it must be banned and destroyed for good. The talent group AKB0048 is soon formed, based on the original AKB48 members that once lived on Earth. Even though their music is now considered universally illegal, they make it their mission to bring their music back to life by travelling from one planet to another and holding as many concerts as they possibly can. They must undergo a whole new set of training methods in order to become the best that they can possibly be, while also avoiding the constant danger of being arrested because of their music. Join interplanetary popstars AKB0048 as they try to save the world－with music!","['Sequel (TV) AKB0048: Next Stage', '']",AKB0048,,,['Sci-Fi'],"['Idols (Female)', 'Music']",,,
23,,イナズマイレブンGO クロノ・ストーン,Inazuma Eleven Go: Chrono Stones,['TV'],51,Finished Airing,"Apr 18, 2012 to May 1, 2013",['Spring 2012'],Wednesdays at 19:00 (JST),"None found,","None found,",['OLM'],Game,,,23 min. per ep.,G - All Ages,7.28,#2938,#2937,"63,049",381,37764,"Inazuma Eleven Go: Chrono Stone is set after the Holy Road Soccer Tournament. The hero of of the moment, Tenma Matsukaze, traveled all over Japan to teach soccer to kids. He returns to Raimon Junior High School after completing his mission, but to his surprise, it's no longer the same Raimon Junior High that he remembers. The soccer club is non-existent, and the members of the champion team in the Holy Road Soccer Tournament have no recollection of taking part in the tournament. They neither remember Tenma nor the game of soccer they loved. As Tenma is baffled by this twist, Alpha, the leader of the Route Agents and captain of Protocol Omega team, suddenly appears before him. Alpha declares that he and his team are responsible for wiping out passion for soccer in Raimon along with the memories of the soccer club members: and Tenma himself is next. That's when a strange boy named Fei Rune appears just in time to save him. Just who is Fei, and why does Alpha want to eliminate soccer for good? Tenma knows that he needs to do everything in his power to emerge victorious. It's a battle that could seal the fate of soccer forever.","['Prequel (TV) Inazuma Eleven Go', 'Sequel (TV) Inazuma Eleven Go: Galaxy']",Inazuma Eleven Go: Chrono Stone,,,['Sports'],"['Super Power', 'Team Sports', 'Time Travel']",,,
24,Saint Seiya Ω,聖闘士星矢Ω,,['TV'],97,Finished Airing,"Apr 1, 2012 to Mar 30, 2014",['Spring 2012'],Sundays at 06:30 (JST),"['Dentsu', 'TV Asahi']","None found,",['Toei Animation'],['Manga'],"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",['Mythology'],23 min. per ep.,PG-13 - Teens 13 or older,6.29,#8366,#3272,"51,171",138,25563,"The god of war and guardian of his namesake planet, Mars, was once sealed away by Seiya, but time has passed and his revival is at hand. Meanwhile, Saori Kido (Athena) is raising the boy Kouga, whose life Seiya saved, and he's been training every day to become a Saint in order to prepare for the coming crisis... Unaware of his destiny, when Kouga awakens to the power of his Cosmo hidden inside him, the curtain will rise upon the legend of a new Saint. (Source: ANN)","['Prequel (Movie) Saint Seiya: Tenkai-hen Josou - Overture', 'Adaptation (Manga) Saint Seiya Omega: New Cross Tanjou-hen']",Saint Seiya Omega,,,,,['Shounen'],,
25,"Phi Brain: Kami no Puzzle Dai 2 Series, Phi Φ Brain: Kami no Puzzle Second Season, Phi Brain: Kami no Puzzle 2nd Season",ファイ・ブレイン ～神のパズル オルペウス・オーダー編,Phi-Brain ~ Puzzle of God: The Orpheus Order,['TV'],25,Finished Airing,"Apr 8, 2012 to Sep 23, 2012",['Spring 2012'],Sundays at 17:30 (JST),['NHK'],['Sentai Filmworks'],['Sunrise'],Original,"['Action', 'Mystery', 'Suspense']",,24 min. per ep.,PG-13 - Teens 13 or older,7.25,#3121,#3332,"49,684",45,22187,"The puzzles get tougher and even more deadly as Kaito Daimon continues his battle against the power hungry Givers of the POG. And with one team member already switching sides, will Kaito have what it takes to keep solving the deadly puzzle traps put before him and reach the fabled Puzzle of God? More importantly, will he be able to solve the puzzles AND maintain his sanity? (Source: Sentai Filmworks)","['Prequel (TV) Phi Brain: Kami no Puzzle', 'Sequel (TV) Phi Brain: Kami no Puzzle - Shukuteki! Rätsel-hen']",Phi Brain: Kami no Puzzle - Orpheus Order-hen,Phi Brain Staffel 2,Phi Brain Saison 2,,"['High Stakes Game', 'Strategy Game']",,Phi Brain Temporada 2,
26,Shining Hearts: Bread of Happiness,シャイニング・ハーツ 〜幸せのパン〜,,['TV'],12,Finished Airing,"Apr 13, 2012 to Jun 30, 2012",['Spring 2012'],Unknown,"['Avex Entertainment', 'Sega', 'DAX Production', 'Volks']",['Sentai Filmworks'],['Production I.G'],Game,"['Action', 'Fantasy', 'Gourmet']",,23 min. per ep.,PG-13 - Teens 13 or older,6.12,#9282,#3461,"46,498",52,17613,"One day, a mysterious girl named Kaguya was washed ashore the island of Wyndaria after a great storm. She encounters Rick, a swordsman who wound up working at the island's bakery. Apparently, Kaguya is suffering from having lost her memories and emotions. In addition, the usually peaceful Wyndaria is now swarming with pirates who came seeking for the special spirit stone that is worn around Kaguya's neck. Knowing the situation, Rick and his co-workers, Nellis, Amyl, and Aerie decided to bring back peace to island and help Kaguya regain her lost memories and emotions. (Source: Wikipedia)",[],Shining Hearts: Shiawase no Pan,,,,"['Isekai', 'Workplace']",,,
27,,クイーンズブレイド リベリオン,,['TV'],12,Finished Airing,"Apr 3, 2012 to Jun 19, 2012",['Spring 2012'],Unknown,"['Genco', 'Media Factory', 'AT-X', 'Hobby Japan']","['Sentai Filmworks', 'NYAV Post']",['Arms'],Other,"['Action', 'Adventure', 'Fantasy', 'Ecchi']",,24 min. per ep.,R+ - Mild Nudity,6.25,#8545,#3514,"45,280",72,14583,"Power corrupts, and it when it appears that the once noble Queen Claudette's ways have turned to oppression and heretical persecution, it's up to a new generation of warriors to step up to the plate armor to bear arms and bare their naked fury in open rebellion! The odds may seem unfairly stacked in favor of the Amazonian ranks of the queen, doubly supported by her power of writ and assassins. But the incredible wits and assets of the dazzling array of daring damsels willing to risk their gorgeous skins and put their lithesome bodies on line against her, might just expose a few unexpected weaknesses in the queen's support! (Source: Sentai Filmworks)","[""Prequel (OVA) Queen's Blade OVA"", 'Prequel (OVA) Vanquished Queens', ""Sequel (OVA) Queen's Blade: Unlimited"", ""Adaptation (Light Novel) Queen's Blade Rebellion: Kedakaki Chikai""]",Queen's Blade: Rebellion,,Queen's Blade Rebellion,,,,Queen's Blade Rebellion,
28,Natsuiro Kiseki,夏色キセキ,A Summer-Colored Miracle,['TV'],12,Finished Airing,"Apr 6, 2012 to Jun 29, 2012",['Spring 2012'],Fridays at 02:25 (JST),"['Aniplex', 'Lantis', 'Mainichi Broadcasting System', 'Atelier Musa', 'MusicRay’n']","None found,",['Sunrise'],Original,"['Slice of Life', 'Supernatural']",['School'],24 min. per ep.,PG-13 - Teens 13 or older,7.01,#4373,#3525,"45,066",101,16120,"Throughout life, people come and go, eventually departing with a goodbye. For childhood friends Natsumi Aizawa, Yuka Hanaki, and Rinko Tamaki, they are confronted with this harsh reality when they are told their group's fourth member, Saki Mizukoshi, is moving away at the end of summer. With this news threatening their friendship, the four girls seek out a magic stone from local folklore—hoping to use its rumored wish-granting powers to keep them together. After following the steps of the supposed legend, they are surprised to discover that the magic is real. While the summer's end looms over the horizon, Natsumi and the others use the stone to ensure they have no lingering regrets until the end. But regardless of what the future might bring, these four friends will never forget the colorful miracles they experience during what could be their final summer together. [Written by MAL Rewrite]","['Sequel (OVA) Natsu-iro Kiseki: 15-kaime no Natsuyasumi', 'Adaptation (Manga) Natsu-iro Kiseki']",Natsu-iro Kiseki,,,,,,,
29,Saki Achiga-hen: Episode of Side-A,咲-Saki-阿知賀編 episode of side-A,Saki Episode of Side A,['TV'],12,Finished Airing,"Apr 9, 2012 to Jul 2, 2012",['Spring 2012'],Mondays at 01:05 (JST),"['TV Tokyo', 'Square Enix', 'Sotsu', 'Lantis', 'Pony Canyon']","None found,",['Studio Gokumi'],['Manga'],,,24 min. per ep.,PG-13 - Teens 13 or older,7.31,#2806,#3826,"38,664",133,16740,"The Achiga Girls' Academy in Nara once defeated regional mahjong powerhouse Bansei High School. It advanced into the national team semifinals but lost to the eventual champion, and the mahjong club was later disbanded. Six years later, elementary school student Shizuno Takakamo befriends transfer student Nodoka Haramura. The two eventually enter Achiga Girls', but Nodoka transfers out of the school in the second year. When Shizuno sees Nodoka on television the following year as the national middle school individual mahjong champion, she decides to revive Achiga's mahjong club.","['Sequel (Special) Saki Achiga-hen: Episode of Side-A Specials', 'Adaptation (Manga) Saki: Achiga-hen - Episode of Side-A']",Saki Achiga-hen: Episode of Side-A,Saki Episode of Side A,,['Slice of Life'],"['School', 'Strategy Game']",,Saki Episode of Side A,
30,"Recorder and Backpack Re, Recorder and Satchel Re, Recorder and Randsell Re, Recorder and Ransel Re, Recorder to Randsell Re, Recorder to Ransel Re",リコーダーとランドセル レ♪,Recorder and Randsell Re,['TV'],13,Finished Airing,"Apr 4, 2012 to Jun 27, 2012",['Spring 2012'],Unknown,['Takeshobo'],"None found,",['Seven'],['4-koma manga'],"['Comedy', 'Slice of Life']",['School'],3 min. per ep.,PG-13 - Teens 13 or older,6.80,#5362,#4240,"30,919",8,17544,Second season.,"['Prequel (TV) Recorder to Randoseru Do♪', 'Sequel (OVA) Recorder to Randoseru', 'Adaptation (Manga) Recorder to Randoseru', '']",Recorder to Randoseru Re♪,,,,,['Seinen'],,
31,,銀河へキックオフ!!,Victory Kickoff!!,['TV'],39,Finished Airing,"Mar 26, 2012 to Feb 26, 2013",['Spring 2012'],Unknown,"['NHK', 'Nihon Ad Systems', 'NHK Enterprises']","None found,",['TYO Animations'],Novel,,['Team Sports'],25 min. per ep.,PG - Children,7.20,#3357,#4425,"28,376",148,12852,"The story follows a boy who was in a soccer team, but it was disbanded due to not enough players. However, after the boy meets a female professional soccer player, he aims to bring his soccer team back. (Source: AniDB)","['Adaptation (Manga) Ginga e Kickoff!!', '']",Ginga e Kickoff!!,,Victory Kickoff,['Sports'],,,,
32,Cardfight!! Vanguard: Asia Circuit Chapter,カードファイト!! ヴァンガード アジアサーキット編,Cardfight!! Vanguard Asia Circuit,['TV'],39,Finished Airing,"Apr 8, 2012 to Jan 2, 2013",['Spring 2012'],Sundays at 10:00 (JST),"['TV Tokyo', 'Dentsu', 'Sotsu', 'Bushiroad']","None found,",['TMS Entertainment'],Original,,['Strategy Game'],24 min. per ep.,PG-13 - Teens 13 or older,6.79,#5399,#4539,"26,949",36,14843,"Following their intense battle in the national tournament, Team Q4 disbands, with everyone returning to their regular lives. While paying a visit to Card Capital, Aichi Sendou notices an unfamiliar customer in the shop. After teaching the secretive boy about Cardfight Vanguard, he realizes that his usual deck has become entirely different. Although it contains a variety of units Aichi has never seen before, everyone insists that the cards are the same ones that he has always been using. Moreover, the strange boy disappears without a trace, leaving Aichi further puzzled. As Aichi gets accustomed to the new bizarre deck, he aims to unravel the mystery behind the incident and the peculiar boy. [Written by MAL Rewrite]","['Prequel (TV) Cardfight!! Vanguard', 'Sequel (TV) Cardfight!! Vanguard: Link Joker-hen', 'Adaptation (Manga) Cardfight!! Vanguard', '']",Cardfight!! Vanguard: Asia Circuit-hen,Cardfight!! Vanguard Asia Circuit,Cardfight!! Vanguard Asia Circuit,['Action'],,,Cardfight!! Vanguard Asia Circuit Temporada 2,
33,Parallel World Samurai,戦国コレクション,Sengoku Collection,['TV'],26,Finished Airing,"Apr 6, 2012 to Sep 28, 2012",['Spring 2012'],Fridays at 01:45 (JST),"['TV Tokyo', 'Nihon Ad Systems', 'ZERO-A']",['Nozomi Entertainment'],"[""Brain's Base""]",Game,"['Comedy', 'Fantasy']",,24 min. per ep.,PG-13 - Teens 13 or older,6.40,#7686,#4611,"25,957",31,7665,"Sengoku Collection revolves around many samurai who are accidentally removed from a parallel universe inhabited by well-known historic characters. Unlike the historical war period known to us, all inhabitants in this unique world look like high school girls. Coming from the medieval era and finding themselves totally amazed by everything they encounter in modern day Tokyo, the girls become best friends through their adventures. (Source: Crunchyroll)",[],Sengoku Collection,,,,"['Parody', 'Samurai']",,Sengoku Collection (Parallel World Samurai),
