,Synonyms,Japanese,English,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genre,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Theme,Genres,German,Demographics
199,"Naka no Hito Genome [Jikkyouchuu] OVA, The Ones Within OVA",ナカノヒトゲノム【実況中】KNOTS OF MEMORIES,,,,['OVA'],1,Finished Airing,"Feb 27, 2020",,,"None found,","None found,",['SILVER LINK.'],['Web manga'],,,,24 min.,PG-13 - Teens 13 or older,6.82,#5217,#5353,"17,774",37,5904,An original story included with volume 10 of the Nakanohito Genome [Jikkyouchuu] manga.,[],Nakanohito Genome [Jikkyouchuu]: Knots of Memories,['Video Game'],"['Adventure', 'Drama', 'Mystery']",,
200,,クイーンズブレイドUNLIMITED,,,,['OVA'],2,Finished Airing,"Jul 13, 2018 to Feb 28, 2020",,,"None found,","None found,","None found,",Other,,,,26 min. per ep.,R+ - Mild Nudity,5.82,#10841,#6046,"12,946",26,1759,"Queen's Blade, a four-yearly life-threatening fighting event where beauty fighters from all over the world gather. The strongest women dominate everything on this continent, following the tradition initiated by the first queen. The winner of an official match in the presence of an angel can give any order to the loser. You can take away your proud weapons, serve as a slave, and even defeat the current Queen and take her place! Elina, the daughter of a remote aristocrat, set out on her own pursuit of her beloved sister, Reina, who had abandoned everything and became a beautiful warrior.","[""Prequel (TV) Queen's Blade: Rebellion"", '']",Queen's Blade: Unlimited,,"['Action', 'Adventure', 'Fantasy', 'Ecchi']",,
201,Enjo Kouhai,○○交配,Assisted Mating,,,['OVA'],10,Finished Airing,"Jan 31, 2020 to Sep 27, 2024",,,"None found,","None found,",['Majin'],['Manga'],,"['Harem', 'Mythology']",,16 min. per ep.,Rx - Hentai,7.27,N/A,#6099,"12,691",109,5233,"A special governmental program has been introduced to counteract the declining birth rates of demi-human races suffering due to a lack of male members. Through a so-called ""assistance system,"" randomly selected humans are required to mate with designated partners—be it elves, sirens, or even dragons. Iris Thea Eaderlindt, an elven princess known for her open-mindedness and friendly attitude towards humans, is transferred to the Ark Metropolitan Academy. Coincidentally, her new teacher has been selected as her mating partner. Anxious yet determined to fulfill her duty of securing the future of her race, she starts partaking in sexual activities with him. To her surprise, Iris discovers that her partner's ancestors were orcs, well known for their extraordinary sexual prowess. As more demi-human students join the class and find out about their teacher's ""side job,"" it becomes increasingly difficult for Iris to keep her partner's attention solely on her. [Written by MAL Rewrite]","['Adaptation (Doujinshi) Enjo Kouhai', '']",** Kouhai,,"['Fantasy', 'Hentai']",,
202,,妖魔娼館へようこそ,,,,['OVA'],2,Finished Airing,"Feb 7, 2020 to Mar 6, 2020",,,['Lune-Pictures'],"None found,",['T-Rex'],Visual novel,,,,16 min. per ep.,Rx - Hentai,6.71,N/A,#6948,"9,285",53,3730,"The protagonist (interpreted by the spectators in a subjective view) shows up at the Palace of the Mystic Courtesans to savor strong pleasures, choosing from a wide variety of courtesans of various species. The protagonist will be guided by Marina of the receptionist to find the right courtesans who can satisfy him.",[],Youma Shoukan e Youkoso,,"['Fantasy', 'Hentai']",,
203,,色情教団,,,,['OVA'],2,Finished Airing,"Mar 6, 2020 to Apr 3, 2020",,,"['Lune-Pictures', 'Antechinus']","None found,",['T-Rex'],Visual novel,['Hentai'],,,16 min. per ep.,Rx - Hentai,6.88,N/A,#7013,"9,061",72,4055,"A middle-aged man who has lost his job and home because of his arrogant nature. Leading a vagrant lifestyle, he became embittered and aggressive towards society. One day he meets a mysterious beauty Shima Itski, who invites him to become the founder of the sex cult ""Ishin No Kai"" and in addition to this, she offers him a huge amount of money, a house, and a car. Of course, our hero just could not refuse the sultry beauty and now he has become the ""Lord"" of a mad sex cult with unimaginably depraved rituals…",[],Shikijou Kyoudan,,,,
204,,姫様LOVEライフ!,Princess Love Life!,,,['OVA'],4,Finished Airing,"May 31, 2019 to Jun 26, 2020",,,"None found,","None found,",['PoRO'],Visual novel,['Hentai'],,,23 min. per ep.,Rx - Hentai,6.68,N/A,#7109,"8,790",21,3188,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Himesama Love Life!,,,,
205,Kandagawa Jet Girls OVA,神田川JET GIRLS ここから始まる東京ガールズプロモーション,,,,['OVA'],1,Finished Airing,"Jan 24, 2020",,,"None found,",['Sentai Filmworks'],['TNK'],Mixed media,,,,22 min.,PG-13 - Teens 13 or older,5.63,#11666,#7122,"8,740",6,3390,OVA which was released as a tie-in to the Kandagawa Jet Girls video game for PlayStation 4.,[],Kandagawa Jet Girls: Koko kara Hajimaru Tokyo Girls Promotion,['Racing'],"['Sci-Fi', 'Ecchi']",,
206,,お兄ちゃん朝までずっとギュッてして!,,,,['OVA'],4,Finished Airing,"Mar 6, 2020 to Sep 3, 2021",,,['Mary Jane'],"None found,",['Studio 1st'],Visual novel,['Hentai'],,,17 min. per ep.,Rx - Hentai,6.78,N/A,#7241,"8,399",48,3301,"The four daughters of the Onami household—Sora, Akane, Kohaku, and Sumi—have set some ""rules"" for their brother to follow when hugging them. He must make sure that each hug is: at least 10 seconds long; accompanied with a sniff; and, most importantly, done with lots of affection. Of course, these stipulations apply not only to mere hugging, but also to even more intimate acts. [Written by MAL Rewrite]",[],Oniichan Asa made Zutto Gyutte Shite!,,,,
207,My Next Door Neighbor Anette-san The Animation,となりの家のアネットさん THE ANIMATION,,,,['OVA'],3,Finished Airing,"Jan 31, 2020 to Oct 25, 2024",,,['Pink Pineapple'],"None found,",['Seven'],['Manga'],['Hentai'],,,26 min. per ep.,Rx - Hentai,6.73,N/A,#7337,"8,135",43,3550,"The protagonist's life takes a drastic turn when his new huge-breasted neighbor, Anette-san, introduces herself. Because he is a man of no shame and blatant frankness, he begs Anette to fulfill his lifelong dream, to have sex with her. As a meek woman, Anette can hardly say no, and he wastes no time in deflowering her. As he becomes aware of his advantageous position, he reveals himself to be sexually unsatisfiable and reveals his intent to impregnate Anette. (Source: AniDB)","['Adaptation (Manga) Tonari no Ie no Anette-san', '']",Tonari no Ie no Anette-san The Animation,,,,
208,Chii-chan's Development Diary,ちーちゃん開発日記,,,,['OVA'],2,Finished Airing,"Jan 31, 2020 to Feb 7, 2020",,,['Lune-Pictures'],"None found,",['T-Rex'],['Manga'],['Hentai'],,,15 min. per ep.,Rx - Hentai,6.35,N/A,#7702,"7,148",23,2947,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Adaptation (Doujinshi) Chii-chan Kaihatsu Nikki', '']",Chii-chan Kaihatsu Nikki,,,,
209,,自宅警備員2,,,,['OVA'],8,Finished Airing,"Mar 27, 2020 to Jul 30, 2021",,,"None found,","None found,",['Suzuki Mirano'],Visual novel,['Hentai'],,,16 min. per ep.,Rx - Hentai,6.51,N/A,#7768,"6,981",11,2666,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Jitaku Keibiin 2,,,,
210,"淫毛, Inmou",淫毛 ー淫毛一ションー,Inmou: The Inmoution,,,['OVA'],2,Finished Airing,"Mar 27, 2020",,,['Pink Pineapple'],"None found,",['Seven'],['Manga'],['Hentai'],,,18 min. per ep.,Rx - Hentai,5.91,N/A,#8279,"5,986",28,2543,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Adaptation (Manga) Inmou', '']",Inmou,,,,
211,"Tenchi Muyo! Ryo-Ohki 5th Season, Tenchi Muyou! Ryououki Dai Go-ki",天地無用! 魎皇鬼 第伍期,,Tenchi Muyou! Ryo-Ohki Temporada 5,Tenchi Muyo! Ryo-Ohki Saison 5,['OVA'],6,Finished Airing,"Feb 28, 2020 to May 28, 2021",,,"['A-Line', 'Pony Canyon Enterprises', 'Happinet', 'AIC RIGHTS']","None found,",['AIC'],Original,,"['Harem', 'Space']",,28 min. per ep.,PG-13 - Teens 13 or older,6.51,#7033,#8326,"5,908",13,1738,"Masaki Tenchi was a completely ordinary boy, other than being the successor of the Masaki Shrine. But he ends up breaking the seal that was meant to keep a ""demon"" banished away inside a small shrine in the back, and is then forced to fight the revived Ryoko (demon)! Realizing that her nemesis Ryoko has been revived, Ayeka comes to earth as well... And this is how Tenchi's involvement with the rulers of the galaxy, the Jurai clan, began! (Source: Crunchyroll)","['Prequel (OVA) Tenchi Muyou! Ryououki 4th Season', '']",Tenchi Muyou! Ryououki 5th Season,,"['Action', 'Comedy', 'Sci-Fi']",Tenchi Muyo! Ryo-Ohki Staffel 5,
212,"Archangel of Love, Love Mary, Holy Angel of Love Love Mary: Wicked Conception",愛聖天使ラブメアリー ~悪性受胎~ THE ANIMATION,Holy Angel Love Mary: Malignant Conception,,,['OVA'],2,Finished Airing,"Feb 28, 2020 to Jun 26, 2020",,,['Pink Pineapple'],"None found,",['Studio 1st'],['Manga'],['Hentai'],,,25 min. per ep.,Rx - Hentai,5.72,N/A,#8378,"5,827",22,2283,"When a magical girl fighting for justice falls into the waiting arms of the concubine of a fallen god… She fights to protect the people as she is violated with tentacles and manipulated, raped and filled with the seed of demons. (Source: YureiHen)",[],Aisei Tenshi Love Mary: Akusei Jutai - The Animation,,,,
213,Special Crime Investigation Unit - Special 7 OVA,警視庁 特務部 特殊凶悪犯対策室 第七課 -トクナナ- OVA File.0.5「一年前、二条クジャクの憂い」,Special 7: Special Crime Investigation Unit Episode 0.5,,,['OVA'],1,Finished Airing,"Jan 24, 2020",,,"None found,","None found,",['Anima&Co.'],Original,,"['Detective', 'Urban Fantasy', 'Vampire']",,23 min.,None,6.09,#9443,#9095,"4,676",2,1645,"The OVA will be focus on when Kujaku Nijou first entering group, which occurs one year before the main anime begins.","['Sequel (TV) Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana', '']","Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana - Ichinen Mae, Nijou Kujaku no Urei",,"['Action', 'Fantasy', 'Mystery']",,
214,,テニスの王子様 BEST GAMES!!,The Prince of Tennis: Best Games!!,,,['OVA'],4,Finished Airing,"Aug 24, 2018 to Nov 15, 2019",,,"['Production I.G', 'TV Tokyo', 'Bandai Visual', 'Nihon Ad Systems', 'Marvelous AQL', 'Shueisha']","None found,","['Tezuka Productions', 'M.S.C']",['Manga'],['Sports'],"['School', 'Team Sports']",['Shounen'],34 min. per ep.,PG-13 - Teens 13 or older,6.67,#6077,#9890,"3,622",9,359,"Tezuka vs. Atobe In the first round of the Kanto Regionals, the Singles 1 matchup between Hyoutei Academy and Seishun Academy pits team captains Keigo Atobe and Kunimitsu Tezuka against each other. After an intense back and forth from both sides, the fate of Seishun's advancement in the competition rests on the shoulders of their team captain. Refusing to let Hyoutei be defeated this early in the tournament, Atobe is determined to defeat Tezuka by exposing and exploiting his weakness. Inui-Kaidou vs. Shishido-Ootori / Oishi-Kikumaru vs. Niou-Yagyuu Emboldened by their invigorated efforts, Sadaharu Inui and Kaoru Kaidou compete with Hyoutei's Ryou Shishido and Choutarou Ootori as Seishun's newly formed doubles pair. Prior to the match, Inui proposes to Kaidou that they team up in order to elevate their playstyle and go beyond what they are currently capable of. Meanwhile, Shishido, who had just managed to get back onto the regular team, is resolved to prove that he deserves his position and must win no matter the cost. Known as Seishun's ""Golden Pair,"" Eiji Kikumaru and Shuichiro Oishi face off against Rikkai University-Affiliated Middle School's Masaharu Niou and Hiroshi Yagyuu at the Kanto Regional Finals. While the game starts off smoothly for Seishun, Niou and Yagyuu begin to employ various strategies that make the game progressively harder to win. As the Golden Pair struggle against their opponents, the history behind the duo begins to unfold. Fuji vs. Kirihara In the Singles 2 event at the Kanto Regional finals, Seishun's ""Genius"" Shuusuke Fuji contends with Rikkai's second-year ace Akaya Kirihara. Kirihara boldly declares he will win the match within 13 minutes, a statement which Fuji cannot help but scoff at. As the match begins to draw out longer than anticipated, Kirihara resorts to a more violent playstyle. Backed into a corner, Fuji must quickly adapt if he wants to claim victory over Kirihara. [Written by MAL Rewrite]","['Adaptation (Manga) Tennis no Oujisama', '']",Tennis no Oujisama: Best Games!!,,,,
215,"Sousaku no, Ima!!: Baja",バジャのスタジオ~バジャのみた海~,,,,['OVA'],1,Finished Airing,"Feb 21, 2020",,,"None found,","None found,",['Kyoto Animation'],Original,['Fantasy'],,['Kids'],27 min.,G - All Ages,6.83,#5169,#11897,"1,973",4,893,"Living in an animation studio fawned over by its staff, Baja and his best friend Ga-chan have all sorts of fun every day. While working on a particularly stressful project, the studio's head director, Kanako, wishes that she could take a trip to the sea. This makes Baja wonder what sort of place the sea might be and if he and Ga-chan could use magic to experience it as well. [Written by MAL Rewrite]","['Prequel (OVA) Baja no Studio', '']",Baja no Studio: Baja no Mita Umi,,,,
216,,おジャ魔女どれみ ほのぼの劇場,Ojamajo Doremi: Heartwarming Theater,,,['OVA'],5,Finished Airing,"Jan 10, 2020 to Dec 3, 2021",,,['Nanibito'],"None found,","None found,",Picture book,['Comedy'],,,5 min. per ep.,G - All Ages,6.76,#5527,#15580,674,0,191,"This series features an original character, Ayumi, who appears in each episode, who will share deep interactions with Doremi and her friends, leading to heartwarming moments that are a familiar theme in the Ojamajo Doremi series. Ojamajo Doremi: Heartwarming Theater is a five episode Flash animation spin-off series produced for the Ojamajo Doremi 20th Anniversary Thanks Festival crowdfunding campaign in 2020. The story is based off Ojamajo Doremi Story Picture Book: The Best Present. This mini-series was exclusively released to Camp-fire crowdfunding backers on Blu-ray, distributed early March 2021. (Source: Majopedia)",[],Ojamajo Doremi: Honobono Gekijou,,,,
217,,涼海ひよりの『LIP×LIP』取材リポート！,"""LIP×LIP"" Interview Report by Hiyori Suzumi!",,,['OVA'],1,Finished Airing,"Jan 15, 2020",,,"None found,","None found,","None found,",Music,,"['Idols (Male)', 'School']",,18 min.,PG-13 - Teens 13 or older,5.88,#10550,#16515,546,0,154,"An animated short bundled with first limited edition of HoneyWorks fifth studio album ""Sukisugite Yabai. ~Kokuhaku Jikkou Iinkai Character Song Collection~"".",[],"Suzumi Hiyori no ""LIP×LIP"" Shuzai Report!",,,,
218,,マルコと銀河竜,Marco and Galaxy Dragon,,,['OVA'],2,Finished Airing,"Feb 28, 2020",,,"None found,","None found,",['Uguisu Kobo'],Game,,,,5 min. per ep.,None,[],#17421,#16768,518,2,,Bundled as a bonus Blu-ray disc with the physical release of the game.,[],Marco to Ginga Ryuu,,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,
219,"Gekijouban Made in Abyss: Fukaki Tamashii no Reimei, Made in Abyss: Dawn of the Deep Soul",劇場版メイドインアビス 深き魂の黎明,Made in Abyss: Dawn of the Deep Soul,,Made in Abyss : L'Aurore de L’Âme des Profondeurs,['Movie'],1,Finished Airing,"Jan 17, 2020",,,"['AT-X', 'Takeshobo', 'Kadokawa Media House', 'Cygames', 'Kanetsu Investment', 'Kadokawa', 'Global Solutions', 'Sony Music Solutions', 'IRMA LA DOUCE']",['Sentai Filmworks'],['Kinema Citrus'],['Web manga'],,,,1 hr. 45 min.,R - 17+ (violence & profanity),8.61,#93,#481,"493,277","3,796",275986,"After bonding over a tragic loss, the long-suffering Nanachi joins Riko and Reg on their journey into the depths of the Abyss. Awaiting the children is the Sea of Corpses—the Abyss's fifth layer, and the deepest level from which a traveler can return without losing their human form. The masked sadist Bondrewd stands between the children and the rest of their adventure. Bondrewd's horrific laboratory serves as a final checkpoint for those wishing to traverse deeper into the Abyss, and the sociopathic scientist has no desire to allow Riko's party to pass through at no cost. Deeply scarred by Bondrewd's impact on their childhood, Nanachi is engulfed in turmoil over his resurgence in their life. Bondrewd's only apparent weakness is Prushka, a brash child who claims to be his daughter. Riko, Reg, and Nanachi befriend Prushka and work with the girl to overcome her father's machinations and breach the Abyss's sixth layer. [Written by MAL Rewrite]","['Prequel (TV) Made in Abyss', 'Prequel (Movie) Made in Abyss Movie 2: Hourou Suru Tasogare', 'Sequel (TV) Made in Abyss: Retsujitsu no Ougonkyou', 'Adaptation (Manga) Made in Abyss']",Made in Abyss Movie 3: Fukaki Tamashii no Reimei,['Gore'],"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",Made in Abyss: Seelen der Finsternis,
220,,ゴブリンスレイヤー -GOBLIN'S CROWN-,Goblin Slayer: Goblin's Crown,,Goblin Slayer : Goblin's Crown,['Movie'],1,Finished Airing,"Feb 1, 2020",,,"['Sony Pictures Entertainment', 'Frontier Works', 'AT-X', 'Bushiroad', 'Hakuhodo DY Music & Pictures', 'Good Smile Film', 'SB Creative']",['Funimation'],['White Fox'],['Light novel'],,,,1 hr. 25 min.,R - 17+ (violence & profanity),7.26,#3031,#851,"305,182",482,149977,"Goblin Slayer and his party head up to the snowy mountains in the north after receiving a request from the Sword Maiden. A small village gets attacked, they encounter a mysterious chapel, and something about how these goblins are acting bothers the Goblin Slayer. (Source: Crunchyroll)","['Prequel (TV) Goblin Slayer', 'Sequel (TV) Goblin Slayer II', 'Adaptation (Manga) Goblin Slayer', 'Adaptation (Manga) Goblin Slayer: Brand New Day']",Goblin Slayer: Goblin's Crown,['Gore'],"['Action', 'Adventure', 'Fantasy']",Goblin Slayer The Movie: Goblin's Crown,
221,White Box Movie,劇場版 SHIROBAKO,,,,['Movie'],1,Finished Airing,"Feb 29, 2020",,,"['Sotsu', 'Infinite', 'Imagine']",['Eleven Arts'],['P.A. Works'],Original,,"['Adult Cast', 'Otaku Culture', 'Workplace']",,2 hr.,PG-13 - Teens 13 or older,7.66,#1388,#3193,"53,194",72,15156,"Four years after the production of Daisan Hikou Shoujotai, the once renowned Musashino Animation—commonly known as ""Musani""—is in a dire state. The abrupt cancellation of an ambitious project left the company in financial turmoil, causing most of the staff members to resign. Since then, Musani has failed to create any remarkable works and gradually lost its luster. Despite her wavering optimism, producer Aoi Miyamori is unwilling to let this situation continue. Luckily, her opportunity comes in the form of SIVA, an original feature film scheduled to release in 10 months. Meanwhile, Aoi's friends are also facing problems with their own professions: animation supervisor Ema Yasuhara is struggling to keep up with her tight schedule; reporter and voice actress Shizuka Sakaki is discontent with the lack of anime roles; screenwriter Midori Imai has been unable to find inspiration since her previous failure; and 3D artist Misa Toudou is concerned that her excessive passion hinders her career. While the anime industry is one full of setbacks and uncertainties, the five girls are all hellbent on persevering through the arduous path ahead—which just might bring them a step closer to accomplishing their shared dream. [Written by MAL Rewrite]","['Prequel (TV) Shirobako', '']",Shirobako Movie,,"['Comedy', 'Drama']",,
222,,デジモンアドベンチャー LAST EVOLUTION 絆,,Digimon Adventure la Película: Last Evolution Kizuna,,['Movie'],1,Finished Airing,"Feb 21, 2020",,,['Toei Animation'],['Shout! Factory'],['Yumeta Company'],Original,,,,1 hr. 34 min.,PG-13 - Teens 13 or older,8.17,#440,#3404,"47,175",331,20485,"As the Chosen Children and their partner Digimon live happily together in the human world, Taichi Yagami and Yamato Ishida, alongside their friends, dedicate themselves to maintaining this hard-earned peace. Though united by this innate responsibility, each one has already started to take their first steps toward a future beyond being a Chosen Child. However, this new journey is interrupted by the appearance of Menoa Bellucci, an American professor specializing in Digimon research. She bears news of several Chosen Children from around the world being found comatose, with their partner Digimon nowhere to be found. Menoa's investigations indicate that a new breed of Digimon is behind the alarming phenomenon: Eosmon, who hides within the internet's depths. To succeed in this mission, the team must endeavor through the growing distance between them and band together one last time. [Written by MAL Rewrite]","['Prequel (ONA) Digimon Adventure: 20-shuunen Memorial Story', 'Sequel (Movie) Digimon Adventure 02: The Beginning', 'Adaptation (Manhua) Digimon Adventure', '']",Digimon Adventure: Last Evolution Kizuna,,"['Action', 'Adventure', 'Comedy', 'Drama']",,
223,,囀る鳥は羽ばたかない The clouds gather,Twittering Birds Never Fly,,,['Movie'],1,Finished Airing,"Feb 15, 2020",,,['Blue Lynx'],['Sentai Filmworks'],['GRIZZLY'],['Manga'],,,,1 hr. 25 min.,R+ - Mild Nudity,7.38,N/A,#3668,"41,382",346,15939,"Yashiro, the ruthlessly efficient leader of the yakuza group Shinsekai, is also a brazen sexual deviant and masochist. Having been hurt by the only person he had ever fallen in love with, he now engages in strictly physical relationships. One day, Yashiro's superior assigns Chikara Doumeki, a recently released prisoner, to the role of Yashiro's new bodyguard. The stoic and observant Doumeki is also clumsy and impotent, much to Yashiro's dismay. Although Yashiro has a personal policy to not get involved with his subordinates, he finds himself strangely drawn to Doumeki, who keeps denying his advances. Despite his refusals, Doumeki finds Yashiro beautiful and wishes to stay by his side, yet he knows that he will never be able to satisfy his boss. As the two grow closer, their complicated pasts slowly begin to reveal themselves. Will their histories get in the way of their emergent feelings? [Written by MAL Rewrite]","['Sequel (Movie) Saezuru Tori wa Habatakanai: The Storm Breaks', 'Adaptation (Manga) Saezuru Tori wa Habatakanai']",Saezuru Tori wa Habatakanai: The Clouds Gather,['Organized Crime'],"['Boys Love', 'Drama', 'Erotica']",,
224,Marulk's Everyday,マルルクちゃんの日常,Marulk's Daily Life,,,['Movie'],4,Finished Airing,"Jan 17, 2020 to Feb 7, 2020",,,"None found,","None found,",['Kinema Citrus'],['Manga'],,,,3 min. per ep.,PG-13 - Teens 13 or older,6.77,#5507,#4504,"27,117",16,12155,Shorts played before Made in Abyss Movie 3: Fukaki Tamashii no Reimei in Japan's theatrical screenings.,[],Marulk-chan no Nichijou,,"['Adventure', 'Fantasy']",,
225,Sekai'ichi Hatsukoi 2: Propose Hen,世界一初恋~プロポーズ編~,,,,['Movie'],1,Finished Airing,"Feb 21, 2020",,,"None found,","None found,",['Studio Deen'],['Manga'],['Boys Love'],"['Adult Cast', 'Workplace']",,21 min.,PG-13 - Teens 13 or older,7.47,#2080,#4506,"27,094",100,8721,"Even at their colleagues' wedding, the sparkling members of Marukawa Publishing's Emerald Department stand out. Having been invited to assist in providing entertainment for the guests, Masamune Takano, Ritsu Onodera, Yoshiyuki Hatori, Shouta Kisa, Kanade Mino, as well as Takafumi Yokozawa enjoy the festivities as much as their work allows. As love blossoms between two individuals, marriage marks a momentous occasion fit for self-reflection. Whether they like it or not, the men of Marukawa need to consider where their own relationships are headed. [Written by MAL Rewrite]","['Prequel (TV) Sekaiichi Hatsukoi 2', 'Adaptation (Manga) Sekaiichi Hatsukoi: Onodera Ritsu no Baai']",Sekaiichi Hatsukoi: Propose-hen,,,,
226,,劇場版 巨蟲列島,The Island of Giant Insects Movie,The Island of Giant Insects La Película,The Island of Giant Insects,['Movie'],1,Finished Airing,"Jan 10, 2020",,,"['Nihon Ad Systems', 'KlockWorx', 'Docomo Anime Store', 'Akita Shoten', 'Crunchyroll', 'GARNET']","None found,",['Passione'],['Web manga'],,"['Gore', 'Survival']",,1 hr. 16 min.,R+ - Mild Nudity,4.58,#13560,#4579,"26,182",23,12166,"After an airplane crash during a school trip, Oribe Mutsumi and her classmates were stranded on a seemingly deserted island. Mutsumi found the other survivors, and used her wilderness knowledge to help them. She expects that they will be rescued in about three days, which doesn't seem so long to endure. However, she didn't account for the fact that the island is populated with gigantic killer insects. Her knowledge of butterflies, wasps, and more may be the only thing that will help any of her classmates survive to be rescued! (Source: MangaHelpers)","['Adaptation (Manga) Kyochuu Rettou', '']",Kyochuu Rettou Movie,,"['Horror', 'Suspense']",The Island of Giant Insects,
227,Haifuri Movie,劇場版 ハイスクール・フリート,,,,['Movie'],1,Finished Airing,"Jan 18, 2020",,,['Aniplex'],"None found,",['A-1 Pictures'],Original,['Action'],"['Military', 'School']",,1 hr. 43 min.,PG-13 - Teens 13 or older,7.62,#1497,#5290,"18,450",78,6689,"Yokosuka Girls' Marine High School is bustling as they welcome other all-girls maritime high schools for interschool competitive games. Full of excitement, students from different years gather and interact with one another as the festivals and tournaments commence. In the meantime, mixed feelings fill Akeno Misaki—captain of the distinguished Harekaze class—and her executive officer Mashiro Munetani when their instructor informs them of an opportunity for Mashiro to lead the Hiei class. As a result, Mashiro needs to make the difficult decision soon, and Akeno needs to confront the state of the situation. The pair face another challenge after Yokosuka finds itself in another pinch. A group of pirates has captured a water purification plant and sea fortress, threatening the safety of the sea. Akeno and Mashiro now must command the Harekaze class in the midst of a dire predicament—all while dealing with their own difficulties. [Written by MAL Rewrite]","['Prequel (OVA) High School Fleet OVA', '']",High School Fleet Movie,,,,
228,,音楽,On-Gaku: Our Sound,,,['Movie'],1,Finished Airing,"Jan 11, 2020",,,"None found,",['GKIDS'],"[""Rock'n Roll Mountain""]",['Manga'],,,,1 hr. 11 min.,PG-13 - Teens 13 or older,7.60,#1572,#5835,"14,252",164,5282,"Kenji, Asakura, and Oota are an apathetic trio of school friends, notorious for often beating up fellow delinquents without reason. Tired of the mundane fights that once provided the group with temporary adrenaline, Kenji looks for an alternative source by starting a band on a whim. Enlisting the rest of his gang, he picks up the bass, with Oota on the guitar and Asakura on the drums. Despite having no prior experience playing musical instruments, their first session far exceeds their expectations. Ongaku is the raw depiction of three teenage boys from the moment they discover the beauty of making music to their first live performance that turns a simple cure for boredom into a fiery expression of passion. [Written by MAL Rewrite]","['Adaptation (Manga) Ongaku to Manga', '']",Ongaku,['Music'],"['Award Winning', 'Slice of Life']",,
229,"G-Reco Movie 2, Gekijouban Gundam G no Reconguista 2, Gundam: G no Reconguista Movie 2 - Bellri Advances",劇場版 ガンダム Ｇのレコンギスタ Ⅱ ベルリ 撃進,Gundam Reconguista in G II: Bellri's Fierce Charge,,,['Movie'],1,Finished Airing,"Feb 21, 2020",,,"None found,","None found,",['Sunrise'],Original,,"['Mecha', 'Space']",,1 hr. 34 min.,PG-13 - Teens 13 or older,6.47,#7265,#10098,"3,386",4,1417,"In an attempt to rescue Bellri and the others, Dellensen launches an attack on the pirate corps' Megafauna. Bellri, forced into space combat in Earth orbit, fails to realize he is facing his former instructor and shoots him down with the G-Self. Meanwhile, the Capital Army demands the return of the G-Self and Raraiya Monday, and deploys first the Mask team's Elf Bullocks and then Becker's Wuxia team. Behind the scenes, a crisis is developing which will drive them all to violate the taboos of SU-Cordism–the existence of a threat from space. (Source: AllTheAnime)","['Prequel (Movie) Gundam: G no Reconguista Movie I - Ike! Core Fighter', 'Sequel (Movie) Gundam: G no Reconguista Movie III - Uchuu kara no Isan']",Gundam: G no Reconguista Movie II - Bellri Gekishin,,"['Action', 'Sci-Fi']",,
230,,名探偵コナン 灼熱の銀河鉄道,Detective Conan: The Burning Galactic Railway,,,['Movie'],1,Finished Airing,"Feb 1, 2020",,,"None found,","None found,",['D & D Pictures'],['Manga'],,,['Kids'],30 min.,PG-13 - Teens 13 or older,6.87,#4977,#11798,"2,032",4,386,"Ran, Sonoko, Conan, and the detective boys board the galactic railway train of Ihatov World, a theme park that reproduces the world of Kenji Miyazawa. While they are enjoying the fantastic starry sky, suddenly a notice from Kid arrives. It's time for a battle for treasure with Kid! But there was an unexpected trap...",[],Meitantei Conan: Shakunetsu no Ginga Tetsudou,,"['Adventure', 'Mystery']",,
231,,KING OF PRISM ALL STARS -プリズムショー☆ベストテン-,,,,['Movie'],1,Finished Airing,"Jan 10, 2020",,,"None found,","None found,",['Tatsunoko Production'],Original,,"['Idols (Male)', 'Music']",,1 hr. 5 min.,PG-13 - Teens 13 or older,6.25,#8534,#14189,"1,003",1,165,A collection of the lives from the King of Prism franchise. The best ten live scenes were chosen by the fans out of twenty-eight scenes. Also includes a new scene from King of Prism: Shiny Seven Stars.,"['Prequel (TV) King of Prism: Shiny Seven Stars', 'Prequel (Movie) King of Prism: Shiny Seven Stars IV - Louis x Shin x Unknown']",King of Prism All Stars: Prism Show☆Best Ten,,,,
