,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genre,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genres,Synonyms,Theme,Demographics
10,ぼくたちは勉強ができない！,We Never Learn: BOKUBEN Season 2,We Never Learn Staffel 2,We Never Learn!: Bokuben Temporada 2,We Never Learn: Bokuben Saison 2,['TV'],13,Finished Airing,"Oct 6, 2019 to Dec 29, 2019",['Fall 2019'],Sundays at 00:30 (JST),"['Aniplex', 'Movic', 'Magic Capsule', 'Shueisha', 'BS11', 'ADK']",['Aniplex of America'],"['Silver', 'Arvo Animation']",['Manga'],,"['Harem', 'School']",['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,7.33,#2691,#828,"312,885",732,176583,"Under Nariyuki Yuiga's devoted tutelage, his classmates Rizu Ogata, Fumino Furuhashi, and Uruka Takemoto are finally pulling average test scores on their worst subjects. But time is ticking, and there is still a long way to go before the three geniuses of Ichinose Academy are ready for their upcoming university exams. Meanwhile, the girls still struggle to balance the pursuit of their dreams with their growing affections for their unsuspecting tutor. Joining them are Mafuyu Kirisu, a teacher with strong views about education and talent because of her past as a rising figure skater, and Asumi Kominami, a graduate from their school aiming to attend a national medical university. With these two additions, the group of six is livelier than ever before. Completely caught up in hilarious antics with his new friends, Yuiga finds that his last year of high school now includes a lot more than just going to class and studying. [Written by MAL Rewrite]","['Prequel (TV) Bokutachi wa Benkyou ga Dekinai', 'Adaptation (Manga) Bokutachi wa Benkyou ga Dekinai']",Bokutachi wa Benkyou ga Dekinai!,"['Comedy', 'Romance']","BokuBen 2, We Never Learn! 2, We Can't Study, Bokutachi wa Benkyou ga Dekinai! 2nd Season",,
11,Fate/Grand Order -絶対魔獣戦線バビロニア-,Fate/Grand Order: Absolute Demonic Front - Babylonia,Fate/Grand Order: Absolute Demonic Front - Babylonia,Fate/Grand Order: Absolute Demonic Front: Babylonia,Fate/Grand Order: Absolute Demonic Front - Babylonia,['TV'],21,Finished Airing,"Oct 5, 2019 to Mar 21, 2020",['Fall 2019'],Saturdays at 23:30 (JST),"['Aniplex', 'Notes', 'Delightworks']",['Aniplex of America'],['CloverWorks'],Game,,,,23 min. per ep.,PG-13 - Teens 13 or older,7.94,#749,#887,"296,062","2,620",140289,"A.D. 2016, the foundations of humanity have been incinerated by the Mage King Solomon. Chaldea, a secret mages organization with the mission to preserve humanity's future, foresaw mankind's extinction in 2015. Thus commenced the operation to repair the Singularities in history caused by Holy Grails dispersed across time and space—Operation Grand Order. Using the Rayshift time travel technology, Chaldea's last master Ritsuka Fujimaru and his demi-servant Mash Kyrielight have traveled to and resolved six Singularities. Now, they depart for their most dangerous destination yet: a civilization in the Age of Gods, B.C. 2655 Mesopotamia. Ritsuka and Mash soon discover that Demonic Beasts roam the land, attacking people and towns. Amidst chaos and terror lies humanity's last defense—Uruk, a fortress city that acts as the frontline for the battle against the beasts. The battlefront is commanded by none other than King Gilgamesh, the King of Heroes, who sought aid from Heroic Spirits and took on the role of a mage to protect his city. Along with Gilgamesh and the summoned servants, Ritsuka and Mash must protect Uruk against the magical beasts' onslaught and defeat the Three Goddess Alliance who aims to eradicate humankind; all the while, a greater threat looms over Uruk, preparing for its awakening. [Written by MAL Rewrite]","['Prequel (Special) Fate/Grand Order: Zettai Majuu Sensen Babylonia - Initium Iter', 'Prequel (Movie) Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 2 - Paladin; Agateram', 'Sequel (Movie) Fate/Grand Order: Shuukyoku Tokuiten - Kani Jikan Shinden Solomon', '']",Fate/Grand Order: Zettai Majuu Sensen Babylonia,"['Action', 'Fantasy']",,['Isekai'],
12,超人高校生たちは異世界でも余裕で生き抜くようです！,CHOYOYU!: High School Prodigies Have It Easy Even in Another World!,High School Prodigies Have It Easy Even in Another World!,High School Prodigies Have It Easy Even in Another World!,High School Prodigies Have It Easy Even in Another World!,['TV'],12,Finished Airing,"Oct 3, 2019 to Dec 19, 2019",['Fall 2019'],Thursdays at 21:00 (JST),"['Sotsu', 'MediaNet', 'Pony Canyon', 'AT-X', 'KlockWorx', 'BS Fuji', 'Tokyo MX', 'Bit Promotion', 'Happinet', 'Dream Shift', 'SB Creative']","None found,",['Project No.9'],['Light novel'],,,,23 min. per ep.,PG-13 - Teens 13 or older,6.36,#7910,#902,"287,541",553,146741,"Seven Japanese high school students enjoy international renown for their remarkable talents. One day, these friends survive a plane crash only to find themselves in the medieval fantasy world of Freyjagard, where two human races live side by side in a feudal society: the byuma, who have animal features and formidable strength, and the hyuma, who have a small chance of magical aptitude. After being rescued by the byuma Winona and her adopted elven daughter Lyrule, the group pledges to use their advanced skills and knowledge to pay back the people of Elm Village for their hospitality and find a way to return back home. Tsukasa Mikogami, the prime minister of Japan, acts as the leader of these young geniuses and organizes their efforts to intervene in Freyjagard and gather the information and resources necessary for achieving their goals. Believing that there is a connection between their current situation and an ancient legend about seven heroes from another world who defeated an evil dragon, Tsukasa directs the others to learn about the culture around them and search for any clues leading them back to Earth. But he also gives another instruction: to take it nice and easy, lest they ruin this world by giving it their all. [Written by MAL Rewrite]","['Adaptation (Manga) Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!', 'Adaptation (Light Novel) Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!']",Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,"['Action', 'Adventure', 'Fantasy']","Super Human High Schoolers Are in Another World, But Seem to be Living in Comfort!",['Isekai'],
13,PSYCHO-PASS サイコパス 3,Psycho-Pass 3,Psycho-Pass 3 First Inspector (Staffel 3),Psycho Pass Temporada 3,Psycho-Pass 3 Premier Inspecteur (Saison 3),['TV'],8,Finished Airing,"Oct 25, 2019 to Dec 13, 2019",['Fall 2019'],Fridays at 00:55 (JST),"['Dentsu', 'Fuji TV', 'Nitroplus', 'Sony Music Entertainment', 'TOHO animation', 'MAGNET']","None found,",['Production I.G'],Original,,"['Adult Cast', 'Detective', 'Gore', 'Psychological']",,45 min. per ep.,R - 17+ (violence & profanity),7.44,#2201,#910,"283,743",544,92148,"Thanks to the Sibyl System, the mental states of society can now be measured on a numerical scale. Using these ""crime coefficients,"" a culprit can be apprehended before they ever commit a crime. But is it a perfect system? For Inspectors Kei Mikhail Ignatov and Arata Shindou, that remains to be seen, as their career with the Public Safety Bureau's Crime Investigation Department has only just begun. Shindou and Ignatov are assigned to investigate the crash of a ship carrying immigrants, but they begin to suspect that it was no mere accident. Meanwhile, a mysterious group called Bifrost is observing them from the shadows, but they are not the only ones who have taken an interest in the two new Inspectors. [Written by MAL Rewrite]","['Prequel (Movie) Psycho-Pass Movie: Providence', 'Sequel (ONA) Psycho-Pass 3: First Inspector', 'Adaptation (Manga) Psycho-Pass 3', 'Adaptation (Novel) Psycho-Pass 3']",Psycho-Pass 3,"['Action', 'Mystery', 'Sci-Fi', 'Suspense']",,,
14,星合の空,Stars Align,,,,['TV'],12,Finished Airing,"Oct 11, 2019 to Dec 27, 2019",['Fall 2019'],Fridays at 01:58 (JST),"['TBS', 'Movic', 'Magic Capsule', 'flying DOG']",['Funimation'],['8bit'],Original,,,,24 min. per ep.,PG-13 - Teens 13 or older,7.59,#1611,#1225,"210,722","2,355",87688,"Constantly outperformed by the girls' club, the boys' soft tennis club faces disbandment due to their poor skills and lack of positive results in matches. In desperate need of members, Touma Shinjou is looking to recruit capable players, but he fails to scout anyone. Enter Maki Katsuragi, a new transfer student who demonstrates great reflexes when he catches a stray cat in his classroom, instantly capturing Touma's attention. With his interest piqued, Touma ambitiously asks Maki to join the boys' team but is quickly rejected, as Maki doesn't wish to join any clubs. Touma refuses to back down and ends up persuading Maki—only under the condition that Touma will pay him for his participation and cover other club expenses. Maki joins the team, and his incredible form and quick learning allow him to immediately outshine the rest of the team. Although this gives rise to conflict among the boys, Maki challenges and pushes his fellow team members to not only keep up with his seemingly natural talent, but also drive them to devote themselves to the game they once neglected. As the members of the boys' soft tennis club discover their own capabilities, they endure personal hardships and deal with the darker side of growing up in middle school. [Written by MAL Rewrite]",[],Hoshiai no Sora,"['Drama', 'Sports']",,['School'],
15,旗揚! けものみち,Kemono Michi: Rise Up,,,,['TV'],12,Finished Airing,"Oct 2, 2019 to Dec 18, 2019",['Fall 2019'],Wednesdays at 22:00 (JST),"['AT-X', 'Nippon Columbia', 'Sammy', 'Kadokawa Media House', 'Kadokawa', 'CA-Cygames Anime Fund']",['Funimation'],['ENGI'],['Manga'],,"['Anthropomorphic', 'Isekai']",['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,6.59,#6543,#1236,"208,635",278,100203,"Professional wrestler Genzou Shibata sports the body of a mountain, but beneath his hulking appearance is a man with an extreme affection for animals. Facing off his opponents in the ring as the legendary ""Animal Mask,"" Genzou wins the hearts of crowds everywhere with his iconic tiger persona. During the bout for the title of World Champion against his greatest rival, the Macadamian Ogre, Genzou is suddenly summoned to a fantasy world by a princess. With her kingdom being threatened by a monster infestation, she pleads the wrestler for assistance—to which he answers by knocking her out with a German suplex! Escaping the castle and finding himself stranded in a mysterious land, Genzou decides to begin his career as a beast hunter to capture and befriend creatures far and wide. Joined by the wolf-girl Shigure, the dragon-girl Hanako, and the vampire Carmilla Vanstein, the professional wrestler pursues all kinds of dangerous requests for the sake of fulfilling his dream as a pet shop owner. [Written by MAL Rewrite]","['Adaptation (Manga) Kemono Michi', '']",Hataage! Kemono Michi,"['Comedy', 'Fantasy']",,,
16,あひるの空,,,,,['TV'],50,Finished Airing,"Oct 2, 2019 to Sep 30, 2020",['Fall 2019'],Wednesdays at 17:55 (JST),"['TV Tokyo', 'Kodansha', 'AT-X', 'King Records', 'DMM pictures']",['Sentai Filmworks'],['Diomedéa'],['Manga'],['Sports'],"['School', 'Team Sports']",['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,7.26,#3022,#1244,"206,840",857,90842,"Lacking what is considered the most important asset in basketball, Sora Kurumatani has struggled with his short height since the inception of his love for the game. Despite missing this beneficial aspect, Sora's unwavering drive never allowed his small stature to dictate his ability to play, believing strongly in trying his hardest and persistently practicing to prove his capability. In hopes of satisfying his mother's wishes, Sora enters Kuzuryuu High School to become a member of the basketball club and compete wholeheartedly in tournaments. However, Sora is disappointed to find out that the boy's basketball team is nothing but a retreat for punks who have no interest in the sport. Sora also comes to learn that brothers Chiaki and Momoharu Hanazono—whom he becomes acquainted with—have also lost their once spirited motivation to play. Determined to revive the basketball team, Sora challenges the boys to a match against him, where his quick feet and swift movements overwhelm the group. Gradually affected by Sora's impressive skills, sheer effort, and tireless devotion to basketball, the boys unexpectedly find their burnt-out passion for the game rekindling once again. [Written by MAL Rewrite]","['Adaptation (Manga) Ahiru no Sora', '']",Ahiru no Sora,,,,
17,私、能力は平均値でって言ったよね!,Didn't I Say to Make My Abilities Average in the Next Life?!,Didn't I Say To Make My Abilities Average In The Next Life?,Didn't I Say to Make My Abilities Average in the Next Life?!,Didn't I Say to Make My Abilities Average in the Next Life?!,['TV'],12,Finished Airing,"Oct 7, 2019 to Dec 23, 2019",['Fall 2019'],Mondays at 23:30 (JST),"['AT-X', 'Earth Star Entertainment', 'Avex Pictures', 'TV Aichi', 'ABC Animation', 'MAGNET']","None found,",['Project No.9'],['Light novel'],,"['Isekai', 'Reincarnation']",,23 min. per ep.,PG-13 - Teens 13 or older,6.74,#5653,#1258,"203,922",470,103749,"Having stood out from others most of her life due to her exceptional character, Misato Kurihara has lived without neither the joy of having close friends nor the experience of having a regular life. However, after a sudden death, she was transported to a divine realm to be reincarnated—and granted one wish to top it off. Thinking about the ordinary life that she had always wanted, she wished to be born as a normal person, with abilities that are average for the world she will resurrect in. Reborn as Adele von Ascham—the daughter of a noble—she possesses magic powers completely exceeding what one would label average. Still desiring to carry out the life she wanted, she leaves her home and enrolls at a hunter school in a faraway kingdom using ""Mile"" as an alias. However, try as she might to hide her overpowering potential, attaining her goal will be difficult—especially when facing against the crazy situations that ensue! [Written by MAL Rewrite]","['Adaptation (Manga) Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!', 'Adaptation (Light Novel) Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!']","Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!","['Adventure', 'Comedy', 'Fantasy']",Noukin,,
18,ノー・ガンズ・ライフ,No Guns Life,,,,['TV'],12,Finished Airing,"Oct 11, 2019 to Dec 27, 2019",['Fall 2019'],Fridays at 01:28 (JST),"['Sony Pictures Entertainment', 'TBS', 'AT-X', 'Hakuhodo DY Music & Pictures', 'BS11', 'Egg Firm', 'Good Smile Film']",['Funimation'],['Madhouse'],['Manga'],,,['Seinen'],24 min. per ep.,PG-13 - Teens 13 or older,6.86,#5059,#1269,"201,625",329,77537,"The technology to create powerful cyborg soldiers has been released for public use by the Berühren Corporation. Those outfitted with robotic parts are known as the Extended. Juuzou Inui, one such Extended, was created as a soldier and has no memories of his former life. But now, after the war, he runs a business that takes care of Extended-related incidents around the city. Rumors of a renegade Extended that kidnapped a child reach his ears; lo and behold, as Juuzo returns to his office, a giant robotic man with a boy on his back crashes in, asking for help. While Juuzou could just turn the guy in and be done with it, something about this situation is too fishy to ignore. It seems that everyone wants hold of this kid and, whether he likes it or not, Juuzou must find out why this Extended is on the run, how it connects to the Berühren Corporation, and just how far the treachery runs in this city. [Written by MAL Rewrite]","['Sequel (TV) No Guns Life 2nd Season', 'Adaptation (Manga) No Guns Life']",No Guns Life,"['Action', 'Drama', 'Sci-Fi']",,,
19,この音とまれ！,Kono Oto Tomare!: Sounds of Life Season 2,Kono Oto Tomare!: Sounds of Life Staffel 2,Kono Oto Tomare!: Sounds of Life Temporada 2,Kono Oto Tomare!: Sounds of Life Saison 2,['TV'],13,Finished Airing,"Oct 6, 2019 to Dec 29, 2019",['Fall 2019'],Sundays at 01:00 (JST),"['WOWOW', 'Movic', 'KlockWorx', 'Memory-Tech', 'King Records', 'Shueisha', 'Pony Canyon Enterprises']",['Funimation'],['Platinum Vision'],['Manga'],['Drama'],"['Music', 'School']",['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,8.42,#181,#1352,"189,379","1,774",100521,"The Tokise High School Koto Club has courageously pushed through their fractured and unsynchronized performance at the Kanto Region Traditional Japanese Music Festival. Club members Chika Kudou, Satowa Houzuki, Takezou Kurata, Hiro Kurusu, Kouta Mizuhara, Saneyasu Adachi, and Michitaka Sakai are devastated to learn the negative results of their performance, leaving them crushed. Nonetheless, the group recognizes their potential and enthusiastically agree to collectively sharpen their skills, improve their flaws, and develop higher caliber playing to succeed in the upcoming national qualifiers in winter. With the help of their now willing club advisor Suzuka Takinami, the group's goal gradually becomes achievable as they begin to grasp the foundations of good music and refine their koto-playing abilities, with the suggestion of performing more often to gain what they lack most—experience. However, as their journey to nationals is underway, the koto club members face challenges that obstruct their focus and progress. Not only does the threat of other powerhouse schools and musicians remain, but the high school issues of budding romance and soon-to-be-graduating seniors also begin to push the limits of the determined group of teenagers and the future of the koto club. [Written by MAL Rewrite]","['Prequel (TV) Kono Oto Tomare!', 'Adaptation (Manga) Kono Oto Tomare!']",Kono Oto Tomare! Part 2,,"Kono Oto Tomare! 2nd Season, Stop This Sound! 2nd Season",,
20,アズールレーン THE ANIMATION,Azur Lane the Animation,,,,['TV'],12,Finished Airing,"Oct 3, 2019 to Mar 20, 2020",['Fall 2019'],Thursdays at 23:30 (JST),"['Frontier Works', 'Sotsu', 'Nitroplus', 'TOHO animation', 'i0+', 'Yostar Pictures', 'Stray Cats']",['Funimation'],['Bibury Animation Studios'],Game,,"['Anthropomorphic', 'Military']",,23 min. per ep.,R+ - Mild Nudity,6.29,#8330,#1411,"178,643","1,028",64299,"When the ""Sirens,"" an alien force with an arsenal far surpassing the limits of current technology, suddenly appeared, a divided humanity stood in complete solidarity for the first time. Four countries—Eagle Union, Royal Navy, Sakura Empire, and Iron Blood—formed Azur Lane, paving the way for the improvement of modern warfare, which led to an initial victory against the common threat. However, this tenuous union was threatened by opposing ideals, dividing the alliance into two. Sakura Empire and Iron Blood broke away and formed the Red Axis, and humanity became fragmented once again. As a seasoned and experienced fighter, the ""Grey Ghost"" Enterprise shoulders Azur Lane's hope for ending the war. But behind her stoic persona hides a frail girl, afraid of the ocean. Even so, she continues to fight as she believes that it's the only purpose for her existence. Meanwhile, Javelin, Laffey, and Unicorn—three ships from the union—stumble upon Ayanami, a spy from the Red Axis. Strange as it may seem, they try to befriend her, but as enemies, their efforts are for naught. Still, they persevere in hopes of succeeding one day. Amidst the neverending conflict within humankind, the keys that could unite a fragmented race might exist: a soldier coming to terms with her mysterious personality and camaraderie between those with different ideals. [Written by MAL Rewrite]","['Adaptation (Manga) Azur Lane the Animation: Anata no Aoki Kouro ni Shukufuku wo', '']",Azur Lane,"['Action', 'Sci-Fi']",Azur Lane,,
21,バビロン,Babylon,,,,['TV'],12,Finished Airing,"Oct 7, 2019 to Jan 28, 2020",['Fall 2019'],Mondays at 22:00 (JST),"['Fujipacific Music', 'Twin Engine']",['Sentai Filmworks'],['Revoroot'],Novel,,"['Adult Cast', 'Detective', 'Psychological']",,24 min. per ep.,R - 17+ (violence & profanity),6.74,#5668,#1541,"163,363",707,57068,"In the newly formed Shiniki district of Tokyo, Zen Seizaki is a diligent public prosecutor at the Tokyo District Public Prosecutors Office. Assigned to a case involving false advertisement, Zen—along with his assistant officer, Atsuhiko Fumio—investigate Japan Supiri, a pharmaceutical company that had provided fabricated clinical research on the company's new drug. While investigating the file of Shin Inaba, an anesthesiologist connected to the crime, the case takes a dark turn when Zen finds a page stained with a mixture of blood, hair and skin, along with the letter ""F"" scribbled all across the sheet. As he investigates further, the case goes beyond Zen's imagination and becomes vastly complex, challenging his sense of justice and his knowledge of the truth. Digging deeper into the investigation, Zen begins to uncover a concealed plot behind the ongoing mayoral election and ties to many people of interest involved in the election and those closer than he thinks. The case grows more severe and propels Zen into an unforeseen hurricane of corruption and deceit behind the election, the establishment of the Shiniki district, and the mysterious woman associated with it all. [Written by MAL Rewrite]","['Adaptation (Manga) Babylon', 'Adaptation (Novel) Babylon']",Babylon,"['Mystery', 'Suspense']",,,
22,ちはやふる 3,,,,Chihayafuru Saison 3,['TV'],24,Finished Airing,"Oct 23, 2019 to Mar 25, 2020",['Fall 2019'],Wednesdays at 01:29 (JST),"['Kodansha', 'Nippon Television Network', 'TC Entertainment', 'Nippon Television Music', 'FBC']",['Sentai Filmworks'],['Madhouse'],['Manga'],,"['Love Polygon', 'School', 'Strategy Game']",['Josei'],22 min. per ep.,PG-13 - Teens 13 or older,8.46,#161,#1658,"148,286","1,626",66568,"Winning the high school team tournament was a great accomplishment for the Mizusawa members. Each of them has made great strides in improving themselves, and the victory symbolizes how far they have come. But after accomplishing one goal, their individual aims are within reach. Chihaya Ayase has her sights set on Shinobu Wakamiya and the title of Queen, and now that Taichi Mashima has made it into Class A, he can finally compete against Arata Wataya. Everyone in Mizusawa wants to get better, and there is no telling what the future holds if they keep trying. [Written by MAL Rewrite]","['Prequel (TV) Chihayafuru 2', 'Adaptation (Manga) Chihayafuru']",Chihayafuru 3,"['Drama', 'Sports']",Chihayafull 3,,
23,ハイスコアガール II,Hi Score Girl II,High Score Girl Staffel 2,High Score Girl Temporada 2,High Score Girl Saison 2,['TV'],9,Finished Airing,"Oct 26, 2019 to Dec 21, 2019",['Fall 2019'],Saturdays at 01:05 (JST),"['Square Enix', 'Mainichi Broadcasting System', 'Magic Capsule', 'Warner Bros. Japan', 'KlockWorx', 'Good Smile Company']","None found,",['J.C.Staff'],['Manga'],,"['Love Polygon', 'School', 'Video Game']",['Seinen'],23 min. per ep.,PG-13 - Teens 13 or older,7.94,#750,#1700,"143,782",857,84480,"The year is 1996, and second-year high school students Haruo Yaguchi, Akira Oono, and Koharu Hidaka live their lives as passionately about video games as they were five years ago. Brought together by arcade games, what began as a healthy rivalry and friendship has turned into something more. As they endeavour towards understanding their unfamiliar feelings, they work with allies, navigate high school, and find that, although life has its many challenges, there's always a game or two they can rely on. [Written by MAL Rewrite]","['Prequel (OVA) High Score Girl: Extra Stage', 'Adaptation (Manga) High Score Girl']",High Score Girl II,"['Comedy', 'Romance']",High Score Girl 2,,
24,ラディアン 第2シリーズ,RADIANT Season 2,Radiant Staffel 2,Radiant Temporada 2,Radiant Saison 2,['TV'],21,Finished Airing,"Oct 2, 2019 to Feb 26, 2020",['Fall 2019'],Wednesdays at 19:25 (JST),"['Ankama', 'NHK Enterprises']",['Funimation'],['Lerche'],Other,,,,24 min. per ep.,PG-13 - Teens 13 or older,7.56,#1731,#2016,"115,234",259,46354,"After fleeing from Rumble Town, Seth, Doc and Melie are back at the Artemis Institute. Thanks to Alma, Seth learns more about Piodon, his mysterious brother. But the quest for the Nemeses mythical nest Radiant has already waited too long, so the Horned Boy and his friends head to the island-continent of the Wizard Knights. This location may be a new city for audiences, but it's a decaying world that's falling apart! Not only must Seth deal with these hardships, but he must also face a personal phenomenon where visions are invading his mind a little more each day. (Source: monstersandcritics)","['Prequel (TV) Radiant', '']",Radiant 2nd Season,"['Action', 'Adventure', 'Fantasy']",,,
25,戦×恋（ヴァルラヴ）,,,,,['TV'],12,Finished Airing,"Oct 5, 2019 to Dec 21, 2019",['Fall 2019'],Saturdays at 23:00 (JST),"['Square Enix', 'Sotsu', 'AT-X', 'Tokyo MX', 'Avex Pictures', 'Docomo Anime Store', 'BS11', 'GYAO!', 'A-Sketch', 'MAGNET', 'entama']",['Sentai Filmworks'],['Hoods Entertainment'],['Manga'],,"['Harem', 'School']",['Shounen'],23 min. per ep.,R - 17+ (violence & profanity),5.90,#10435,#2179,"102,829",168,37265,"Valkyries—legendary female warriors from the land of gods, Asgard—are sent by Odin to protect Earth against the growing threat of demons. To overcome these threats, nine valkyries under the guise of the Saotome sisters will have to level up by performing a variety of romantic acts with their official lover, Einherjar. Meanwhile, the socially anxious Takuma Akutsu learns that Odin has chosen him as the valkyries' lover. Despite his utter horror, however, he agrees to let the sisters stay in his big yet empty house to help them in their war against demons. With nine beautiful women sharing his roof, will Takuma manage to prevail over his fear of society and become someone worthy of saving the world? [Written by MAL Rewrite]","['Adaptation (Manga) Val x Love', '']",Val x Love,"['Comedy', 'Fantasy', 'Romance', 'Ecchi']","Vallove, Ikusa x Koi",,
26,ポケットモンスター(2019),Pokémon Journeys: The Series,,Pokémon Viajes Serie,,['TV'],136,Finished Airing,"Nov 17, 2019 to Dec 16, 2022",['Fall 2019'],Fridays at 18:55 (JST),"['TV Tokyo', 'Shogakukan-Shueisha Productions', 'MediaNet']",['The Pokemon Company International'],['OLM'],Game,,,['Kids'],23 min. per ep.,PG - Children,7.55,#1785,#2286,"95,767",654,40383,"On a new day in the Kanto region, Satoshi gets invited by Professor Yukinari Ookido over to Professor Sakuragi's lab-opening ceremony in Vermillion City. During the ceremonial speech, Professor Sakuragi receives an alert of a possibly rare Pokémon appearing in Vermillion City's harbor, leading Satoshi and the other trainers to rush to the area in hopes of finding the mysterious Pokémon. At the harbor, they find Lugia—a Legendary Pokémon—engaged in combat with other trainers. Noticing the other trainers' tactics, Satoshi has his partner, Pikachu, strike Lugia with a Thunderbolt attack. Unfazed, Lugia flees, but not before Satoshi determinedly leaps onto its back. To Satoshi's surprise, he meets another boy, Gou, who leapt onto Lugia's back as well. The two ride on Lugia's back as it brings them along on a bizarre adventure across the seas. As it lets the two back on the ground, Satoshi and Gou bid their farewells to Lugia and return to Sakuragi Institute. Impressed by Gou's findings and Satoshi's insight taken during their encounter, Sakuragi requests for the duo to be his new research partners. And so the duo's journey begins, traveling across multiple regions to meet many new Pokémon—including ones that have the ability to Gigantamax! [Written by MAL Rewrite]","['Prequel (TV) Pokemon Sun & Moon', 'Sequel (TV) Pokemon: Mezase Pokemon Master', 'Adaptation (Manga) Pocket Monsters: Satoshi to Gou no Monogatari!', '']",Pokemon (2019),"['Action', 'Adventure', 'Comedy', 'Fantasy']","Pocket Monsters, Pokemon 2019, Pokémon",,
