,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genre,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genres,Theme,Demographics
266,Kuroko's Basketball Movie 3: Winter Cup Highlights - Crossing the Door,劇場版「黒子のバスケ」ウインターカップ総集編～扉の向こう～,Winter Cup Highlights Episode 3 – Winter Cup Highlights -Crossing the Door-,,,Kuroko's Basket Film 3 - Winter Cup Highlights Partie 3 : Franchir le Pas,['Movie'],1,Finished Airing,"Dec 3, 2016",,,"None found,","None found,",['Production I.G'],['Manga'],,,['Shounen'],1 hr. 28 min.,PG-13 - Teens 13 or older,7.82,#1000,#3499,"45,652",38,17264,"The Winter Cup finals have arrived, and the Seirin High School basketball team braces itself for the game against its indomitable opponent, Rakuzan High School. With the former Generation of Miracles leader Seijuurou Akashi as their captain, Rakuzan has established itself as the unyielding emperor of the court. Akashi's innate ability, known as the Emperor Eye, allows him to predict his enemies' next move and meticulously dismantle each play, further cementing his absolute authority over the court. Seirin's ""light and shadow"" duo, Taiga Kagami and Tetsuya Kuroko, now find themselves given the ultimate test of teamwork in which they must play with the strongest synergy possible to break through Akashi's omniscience. [Written by MAL Rewrite]","['Prequel (Movie) Kuroko no Basket Movie 2: Winter Cup - Namida no Saki e', 'Sequel (Movie) Kuroko no Basket Movie 4: Last Game']",Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou,"['Comedy', 'Sports']",['Team Sports'],
267,"Kankore Movie, Gekijouban Kantai Collection, Fleet Girls Collection KanColle Movie Sequence",劇場版 艦これ,KanColle Movie,,,,['Movie'],1,Finished Airing,"Nov 26, 2016",,,"None found,","None found,",['Diomedéa'],Game,,"['Anthropomorphic', 'Military']",,1 hr. 32 min.,PG-13 - Teens 13 or older,7.47,#2071,#3649,"42,259",181,17782,"The alien Abyssal Fleet continues to threaten humanity, and the Kanmusu—girls endowed with the spirits of Japanese warships—are mankind's last hope. With their ongoing struggles, the Kanmusu are almost certain to sink below the waves into their demise. The Mutsuki-class destroyer Kisaragi is one of the unfortunate ships to meet such a fate. However, following a successful night raid, the Eighth Fleet's Kanmusu spot Kisaragi alive but unconscious, floating to the sea surface. But the anomalous situation and Kisaragi's strange behavior leave Kanmusu cautious of her. Furthermore, the other ships start to hear mysterious voices and come across crimson waters that damage their equipment. Strangely, Fubuki, the lead ship of the Fubuki-class destroyers, appears unaffected. As Fubuki and the other Kanmusu tackle the unusual occurrences around them, the harsh reality of their existence and the Abyssal Fleet begins to unravel. Even so, the girls must keep facing forward to liberate the sea and protect those they cherish the most. [Written by MAL Rewrite]","['Prequel (TV) Kantai Collection: KanColle', '']",KanColle Movie,"['Action', 'Drama', 'Sci-Fi']",,
268,Kuroko's Basketball Movie 2: Winter Cup Highlights - Beyond the Tears,劇場版「黒子のバスケ」ウインターカップ総集編～涙の先へ～,Winter Cup Highlights Episode 2 – Winter Cup Highlights -Beyond the Tears-,,,Kuroko's Basket Film 2 - Winter Cup Highlights Partie 2 : Au-delà des Larmes,['Movie'],1,Finished Airing,"Oct 8, 2016",,,"None found,","None found,",['Production I.G'],['Manga'],['Sports'],"['School', 'Team Sports']",['Shounen'],1 hr. 27 min.,PG-13 - Teens 13 or older,7.76,#1136,#3749,"40,230",30,15319,"Seirin High School's quarterfinal opponent in the Winter Cup is the highly defensive Yousen High School. Much of their ""Shield of Aegis"" defense is thanks to Atsushi Murasakibara, one of Tetsuya Kuroko's former ""Generation of Miracles"" teammates, and Tatsuya Himuro, a skilled player who has a history with Taiga Kagami. Unable to settle their previous score, Kagami and Himuro resolve to use this high-stakes match to determine the superior player. At the same time, Kuroko's past gripes with his former teammate make the atmosphere on the court even more intense. If they manage to make it past Yousen, Seirin's old rivals at Kaijou High await them in the semifinals, including another of Kuroko's former teammates, Ryouta Kise. Figuring out how to dismantle Kise's ""Perfect Copy"" will be the key to Seirin's victory, but this may be a tall order when they realize that Kaijou's star has learned to copy the other Miracles' playstyles. [Written by MAL Rewrite]","['Prequel (Movie) Kuroko no Basket Movie 1: Winter Cup - Kage to Hikari', 'Sequel (Movie) Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou']",Kuroko no Basket Movie 2: Winter Cup - Namida no Saki e,,,
269,Hello!! Kiniro Mosaic Special,きんいろモザイク Pretty Days,,,,,['Movie'],1,Finished Airing,"Nov 12, 2016",,,"['Genco', 'Showgate']",['Sentai Filmworks'],"['Studio Gokumi', 'AXsiZ']",['4-koma manga'],['Slice of Life'],"['CGDCT', 'School']",['Seinen'],50 min.,PG-13 - Teens 13 or older,7.51,#1909,#4576,"26,464",39,11385,The episode is set during a school festival where Shinobu is assigned to write a script and make outfits for her class play. Youko and Alice notice that Shinobu is sleepy every morning and are worried that she might be getting tired of all the work. Will Shinobu be able to successfully complete all her tasks in time? (Source: MAL News),"['Prequel (TV) Hello!! Kiniro Mosaic', 'Sequel (Movie) Kiniro Mosaic: Thank You!!', 'Adaptation (Manga) Kiniro Mosaic', '']",Kiniro Mosaic: Pretty Days,,,
270,,チェインクロニクル〜ヘクセイタスの閃（ひかり）〜 第１章,Chain Chronicle: The Light of Haecceitas Part 1,Chain Chronicle: The Light of Haecceitas Film 1,Chain Chronicle: The Light of Haecceitas Parte 1,Chain Chronicle: The Light of Haecceitas Film 1,['Movie'],1,Finished Airing,"Dec 3, 2016",,,"['Sotsu', 'flying DOG', 'Slow Curve', 'Showgate', 'Sound Team Don Juan', 'Pazzy Entertainment']","None found,","['Telecom Animation Film', 'Graphinica']",Game,,,,1 hr. 26 min.,PG-13 - Teens 13 or older,6.98,#4461,#4674,"25,080",21,7659,"Set in the land of Yuguto, the people thought that the land they live is the size of the world, but it’s actually divided into several areas, each with a respective king. Even though there were small wars among areas, the kings had roundtable meetings to maintain peace and balance. It was until a dark group of dark monsters appeared... (Source: MAL News)","['Sequel (Movie) Chain Chronicle: Haecceitas no Hikari Part 2', '']",Chain Chronicle: Haecceitas no Hikari Part 1,"['Action', 'Adventure', 'Fantasy']",,
271,,カゲロウデイズ-in a day's-,,,,,['Movie'],1,Finished Airing,"Nov 4, 2016",,,"['Aniplex', '1st PLACE', 'KDDI']","None found,",['Jumonji'],Mixed media,,,,23 min.,PG-13 - Teens 13 or older,6.14,#9172,#5434,"17,274",24,3280,"Shintarou Kisaragi—a NEET who shut himself inside his room for 2 years—has been living his life normally until he met a cyber girl named Ene, who appeared in his computer screen when someone anonymously sent him a mysterious e-mail one year ago. One day, Ene had been messing with Shintaro's PC, which causes him have to go to the outside world for first time in two years. (Source: Official site)","['Adaptation (Manga) Kagerou Daze', 'Adaptation (Light Novel) Kagerou Daze']",Kagerou Daze: In a Day's,"['Comedy', 'Romance', 'Sci-Fi', 'Slice of Life', 'Supernatural']",,
272,"Poppin Q, file(N):project PQ",ポッピンQ,,,,,['Movie'],1,Finished Airing,"Dec 23, 2016",,,"None found,","None found,",['Toei Animation'],Original,['Fantasy'],"['Isekai', 'Music']",,1 hr. 36 min.,PG - Children,6.18,#8949,#6139,"12,587",15,2609,"The story begins the day before the graduation ceremony. Five middle school girls each are preoccupied with their real everyday lives. These girls meet each other in a fantasy world after being sent there through a sudden occurrence. There, they learn about the impending crisis that this world is facing. The way to avert this crisis is for the five to collaborate and bring their five hearts together as one through dance. However, the five cannot come to love the world, and cannot tell their true feelings to one another, so their hearts are unable to unite. The time limit is fast approaching. Can the dance of the five girls save the world? And will they be able to graduate? (Source: ANN)","['Adaptation (Manga) Pop in Q Reverse', '']",Pop in Q,,,
273,"The Great Tongari Island Treasure Hunting Adventure, Treasure Hunting: Tongari Shima no Daibouken",東京ワンピースタワー トンガリ島の大秘宝,Tokyo One Piece Tower: The Great Treasure of Tongari Island,,,,['Movie'],1,Finished Airing,"Nov 1, 2016",,,"None found,","None found,","None found,",['Manga'],,,['Shounen'],10 min.,G - All Ages,6.56,#6687,#7333,"8,194",8,2095,"A Tokyo One Piece Tower exclusive film. It's a tie-in to a real treasure hunting event in collaboration with Takarush Corp. for a limited time called Treasure Hunting: Tongari Shima no Daibouken. During this you’ll decipher the mysteries of ancient documents found by Luffy, Usopp, and Chopper, and then set out to find the nest of the mysterious animal known as Tongari Ton! The film itself begins at the end of your treasure hunting adventure at the Tokyo One Piece Tower, where the Straw Hat Crew are tricked into opening a chest in a cave thinking it's where the Tongari Island treasure is. (Source: Otakumode)",[],Tokyo One Piece Tower: Tongari Shima no Dai Hihou,"['Action', 'Adventure']",,
274,Gekijouban Ginga Kikoutai Majestic Prince,劇場版 銀河機攻隊 マジェスティックプリンス 覚醒の遺伝子,Majestic Prince The Movie: Genetic Awakening,,,,['Movie'],1,Finished Airing,"Nov 4, 2016",,,['Sotsu'],['Sentai Filmworks'],"['Orange', 'Seven Arcs Pictures']",['Manga'],,"['Mecha', 'School', 'Space']",['Seinen'],1 hr. 17 min.,PG-13 - Teens 13 or older,7.12,#3827,#7661,"7,307",5,2603,"The alien Wulgaru's last assault against humanity was foiled by the heroic actions of the genetically enhanced humans known as the Evolved Children in their advanced AHSMB battle armor, but now a new attack has been launched against Earth under an even deadlier champion, Diorna, created from the fusion of DNA from two Wulgaru Royals. Unfortunately, Izuru Hitachi, the leader of Team Rabbits who defeated the Wulgaru Royal Jiart, is still out of action and recovering, so the task of marshalling the Majestic Princes and stopping Diorna falls upon the unready shoulders of Toshikazu Asagi. Together with the remaining members of Team Rabbits and the recently created Team Fawn, it’s up to Asagi to hold the line against the most ruthless adversary yet. (Source: Anilist)","['Prequel (Special) Ginga Kikoutai Majestic Prince: Mirai e no Tsubasa', '']",Ginga Kikoutai Majestic Prince Movie: Kakusei no Idenshi,"['Action', 'Sci-Fi']",,
275,"Kidou Keisatsu Patlabor Reboot, Mobile Police Patlabor Reboot",機動警察パトレイバーREBOOT,Mobile Police Patlabor: Reboot,,,,['Movie'],1,Finished Airing,"Oct 15, 2016",,,"None found,","None found,",['Khara'],Original,,"['Adult Cast', 'Mecha', 'Workplace']",,7 min.,PG-13 - Teens 13 or older,6.51,#7003,#7866,"6,862",4,2243,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Kidou Keisatsu Patlabor: Reboot,"['Action', 'Comedy', 'Sci-Fi']",,
276,,CYBORG009 CALL OF JUSTICE 第1章,,,,,['Movie'],1,Finished Airing,"Nov 25, 2016",,,"['Production I.G', 'Ishimori Pro']","None found,","['OLM Digital', 'Signal.MD']",['Manga'],,,['Shounen'],2 hr.,PG-13 - Teens 13 or older,6.21,#8764,#8019,"6,522",4,2394,"The story will depict Joe Shimamura and the other cyborgs' struggle with the Bresudo, a group of people who possess superhuman powers and intellect, and have manipulated human history since ancient times. Their goals are unknown, and they cast a dark shadow over the world. Though few people believe in the Bresdo's existence, one American journalist named Lucie Davenport heads to Texas to contact a certain family, and she meets the cyborgs. The cyborgs themselves have been freed from their duty of protecting humanity ever since the establishment of the UN Guardian troops, and they now live quiet lives of peace.","['Prequel (Movie) 009 Re:Cyborg', 'Sequel (Movie) Cyborg 009: Call of Justice 2', 'Adaptation (Manga) Cyborg 009', 'Adaptation (Manga) Cyborg 009: Call of Justice']",Cyborg 009: Call of Justice 1,"['Action', 'Adventure', 'Sci-Fi']",,
277,Monster Strike The Movie: Beginnings,モンスターストライク THE MOVIE はじまりの場所へ,Monster Strike The Movie: To The Place of Beginnings,,,,['Movie'],1,Finished Airing,"Dec 10, 2016",,,"['Warner Bros. Japan', 'XFLAG', 'XFLAG Pictures']","None found,","['Ultra Super Pictures', 'LIDENFILMS']",Game,,,,1 hr. 44 min.,PG-13 - Teens 13 or older,6.72,#5779,#9026,"4,841",1,1004,The Monster Strike film will feature a character named Lucifer.,"['Sequel (ONA) Monster Strike', '']",Monster Strike The Movie: Hajimari no Basho e,"['Action', 'Fantasy']",['Video Game'],
278,CYBORG009 CALL OF JUSTICE 3,,,,,,['Movie'],1,Finished Airing,"Dec 9, 2016",,,"['Production I.G', 'Ishimori Pro']","None found,","['OLM Digital', 'Signal.MD']",['Manga'],,,['Shounen'],2 hr.,PG-13 - Teens 13 or older,6.34,#8044,#9073,"4,759",3,1941,"The story will depict Joe Shimamura and the other cyborgs' struggle with the Bresudo, a group of people who possess superhuman powers and intellect, and have manipulated human history since ancient times. Their goals are unknown, and they cast a dark shadow over the world. Though few people believe in the Bresdo's existence, one American journalist named Lucie Davenport heads to Texas to contact a certain family, and she meets the cyborgs. The cyborgs themselves have been freed from their duty of protecting humanity ever since the establishment of the UN Guardian troops, and they now live quiet lives of peace.","['Prequel (Movie) Cyborg 009: Call of Justice 2', 'Adaptation (Manga) Cyborg 009', 'Adaptation (Manga) Cyborg 009: Call of Justice', '']",Cyborg 009: Call of Justice 3,"['Action', 'Adventure', 'Sci-Fi']",,
279,Maho Girls PreCure! the Movie: The Miraculous Transformation! Cure Mofurun!,映画魔法つかいプリキュア！奇跡の変身！キュアモフルン！,,,,,['Movie'],1,Finished Airing,"Oct 29, 2016",,,"['ABC Animation', 'Kinoshita Group Holdings']","None found,",['Toei Animation'],Original,,"['Mahou Shoujo', 'School']",,1 hr. 4 min.,G - All Ages,7.46,#2126,#9221,"4,552",3,1931,Toei Animation has announced that a movie for Mahoutsukai! Precure will premiere in October 2016.,[],Mahoutsukai Precure! Movie: Kiseki no Henshin! Cure Mofurun!,"['Action', 'Slice of Life']",,
280,CYBORG009 CALL OF JUSTICE 2,,,,,,['Movie'],1,Finished Airing,"Dec 2, 2016",,,"['Production I.G', 'Ishimori Pro']","None found,","['OLM Digital', 'Signal.MD']",['Manga'],,,['Shounen'],2 hr.,PG-13 - Teens 13 or older,6.34,#8043,#9238,"4,526",0,1845,"The story will depict Joe Shimamura and the other cyborgs' struggle with the Bresudo, a group of people who possess superhuman powers and intellect, and have manipulated human history since ancient times. Their goals are unknown, and they cast a dark shadow over the world. Though few people believe in the Bresdo's existence, one American journalist named Lucie Davenport heads to Texas to contact a certain family, and she meets the cyborgs. The cyborgs themselves have been freed from their duty of protecting humanity ever since the establishment of the UN Guardian troops, and they now live quiet lives of peace.","['Prequel (Movie) Cyborg 009: Call of Justice 1', 'Sequel (Movie) Cyborg 009: Call of Justice 3', 'Adaptation (Manga) Cyborg 009', 'Adaptation (Manga) Cyborg 009: Call of Justice']",Cyborg 009: Call of Justice 2,"['Action', 'Adventure', 'Sci-Fi']",,
281,Zegapain Adaptation,ゼーガペイン ADP,,,,,['Movie'],1,Finished Airing,"Oct 15, 2016",,,"None found,","None found,",['Sunrise'],Original,,,,1 hr. 57 min.,PG-13 - Teens 13 or older,5.80,#10954,#10018,"3,522",1,383,Animation studio Sunrise has announced at AnimeJapan 2016 that its 2006 mecha anime series Zegapain will be re-edited into a movie titled Zegapain ADP. The movie will also include new scenes not present in the TV anime. (Source: MAL News),[],Zegapain ADP,"['Action', 'Romance', 'Sci-Fi']",['Mecha'],
282,Senior Class,졸업반,The Senior Class,,,,['Movie'],1,Finished Airing,"Dec 29, 2016",,,"None found,","None found,",['Studio Dadashow'],Unknown,,"['Adult Cast', 'Visual Arts']",,1 hr. 21 min.,R+ - Mild Nudity,5.65,#11592,#11793,"2,061",3,409,"Joo-hee, a perfect student and the hottest girl in school, is majoring in pure arts and dreams of going to France. She's a role model for everyone as she is beautiful and talented. Jeong-woo, her fellow schoolmate and a web-toon writer wannabe, and has a crush on Joo-hee but he doesn't dare approach her. One day, Jeong-woo finds out that Joo-hee is a student by day, but a ""ten-pro"" call girl at night. They become close now that they share a secret. Materially and emotionally, Jeong-woo helps Joo-hee as she wants to graduate with lots of money and with high grades. However, Jeong-woo's first girlfriend, Dong-hwa, also finds out about Joo-hee's secret, leading to all sorts of rumors and X-files about Joo-hee spreading. (Source: AniDB)",[],Joleobban,"['Drama', 'Romance']",,
283,Jump Festa 2016 Theater Manners,,,,,,['Movie'],1,Finished Airing,"Nov 27, 2016",,,"None found,","None found,","None found,",['Manga'],['Comedy'],,,2 min.,PG-13 - Teens 13 or older,6.73,#5706,#11721,"2,119",6,702,Short animation for Jump Festa 2016 regarding theater etiquette.,[],Saiki Kusuo no Ψ-nan Manner Movie,,['Educational'],
284,"Eiga Youkai Watch 3, Youkai Watch: the Movie: The Flying Whale and the Grand Adventure of the Double Worlds, Meow!",映画 妖怪ウォッチ 空飛ぶクジラとダブル世界の大冒険だニャン！,,,,,['Movie'],1,Finished Airing,"Dec 17, 2016",,,"None found,","None found,",['OLM'],Game,,,['Kids'],1 hr. 30 min.,G - All Ages,6.31,#8217,#11993,"1,950",3,708,When a giant flying whale suddenly appears over Sakura New Town and its sound is heard the Yo-Kai undergo a transformation. The characters soon realize that as a result they have become corporeal and exist in a material world. This is the third film in the Yok-Kai Watch series based on the hit game. (Source: IMDb),"['Prequel (Movie) Youkai Watch Movie 2: Enma Daiou to Itsutsu no Monogatari da Nyan!', 'Sequel (Movie) Youkai Watch Movie 4: Shadow Side - Oni-ou no Fukkatsu']",Youkai Watch Movie 3: Soratobu Kujira to Double Sekai no Daibouken da Nyan!,"['Comedy', 'Supernatural']",,
285,,キュアミラクルとモフルンの魔法レッスン,Cure Miracle and Cure Mofurun's Magic Lesson,,,,['Movie'],1,Finished Airing,"Oct 29, 2016",,,['Kinoshita Group Holdings'],"None found,","None found,",Original,,,,6 min.,G - All Ages,5.90,#10443,#12756,"1,517",0,628,Short screened alongside the Mahoutsukai Precure! Movie.,[],Cure Miracle to Mofurun no Mahou Lesson,"['Action', 'Fantasy', 'Slice of Life']",['School'],
286,,よい子のれきしアニメ おおきなカブ(株),,,,,['Movie'],1,Finished Airing,"Nov 23, 2016",,,['Sound Team Don Juan'],"None found,",['Khara'],['Manga'],['Comedy'],,,8 min.,G - All Ages,5.91,#10420,#14613,910,0,389,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Adaptation (One-shot) Yoiko no Rekishi Ehon: Ookina Kabu (Kabu)', '']",Yoiko no Rekishi Anime: Ookina Kabu (Kabu),,['Parody'],
287,Chain Chronicle Gakuen,ちぇんくろ学園,,,,,['Movie'],3,Finished Airing,"Dec 3, 2016 to Feb 11, 2017",,,"None found,","None found,",['Studio PuYUKAI'],Game,['Comedy'],"['Parody', 'School']",,3 min. per ep.,G - All Ages,5.45,#12259,#14792,865,0,161,"Each of the three Chain Chronicle: Haecceitas no Hikari films will run with a ""Chen-Kuro Gakuen"" (Chen-Kuro Academy) short. ""Chen-Kuro"" is a diminutive way of shortening Chain Chronicle in Japanese. (Source: ANN)",[],Chen-Kuro Gakuen,,,
288,Chain Chronicle CMs,キネパス劇場,,,,,['Movie'],3,Finished Airing,"Nov 26, 2016 to 2016",,,"None found,","None found,",['Studio PuYUKAI'],Game,['Comedy'],,,46 sec. per ep.,G - All Ages,5.56,#11926,#15511,703,0,118,"The T-Joy theater chain will also screen three ""Kine-Pass Gekijou"" (Kine-Pass Theater) commercials to promote its Kine-Pass ticket sales app using the chibified Chen-Kuro Gakuen characters. (Source: ANN)",[],Kine-Pass Gekijou,,['Parody'],
289,,我是哪吒,I Am Nezha,,,,['Movie'],1,Finished Airing,"Oct 1, 2016",,,"None found,","None found,","None found,",Unknown,['Fantasy'],,['Kids'],1 hr. 22 min.,PG-13 - Teens 13 or older,6.31,#8214,#16099,612,0,137,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (Movie) Wo Shi Na Zha 2: Yingxiong Guilai', '']",Wo Shi Na Zha,,,
290,,怪物学抄,Notes on Monstropedia,,,,['Movie'],1,Finished Airing,Nov 2016,,,"None found,","None found,","['Yamamura Animation, Inc.']",Original,['Avant Garde'],,,6 min.,G - All Ages,5.71,#11306,#16303,584,0,219,"An animated archive of imaginary monsters written by a fictitious monsterologist in Medieval Europe. This work depicts the habits of monsters using movement inspired by short phrases such as “Taste of Tears”, “Tamed Wildness”, etc. (Source: Yamamura Animation)",[],Kaibutsu Gakushou,,,
291,,こんぷれっくす×コンプレックス,Complex x Complex,,,,['Movie'],1,Finished Airing,"Oct 8, 2016",,,"None found,","None found,","None found,",Original,['Award Winning'],,,24 min.,PG-13 - Teens 13 or older,[],#17413,#17089,495,0,,"The story follows the protagonist girl Yui Kotani, a second-year junior high school student who is obsessed with men's underarm hair, and the relationship with her male classmate Masato Takeo who has the thickest underarm hair in the class. (Source: Crunchyroll)",[],Complex x Complex,,['School'],
292,The Snack World Short Movie 2,The SNACK WORLD 人嫌いのレニー,Snack World: Lenny the Misanthrope,,,,['Movie'],1,Finished Airing,"Dec 17, 2016",,,['Level-5'],"None found,","['OLM', 'OLM Digital']",Mixed media,,,['Kids'],10 min.,G - All Ages,[],#14833,#18246,401,0,,The Snack World follows a ragtag group of friends who embark on an adventure together. They live in a land similar to traditional fantasy settings but with certain modern twists like cell phones and convenience stores.,[],The Snack World: Hitogirai no Renny,"['Adventure', 'Comedy', 'Fantasy']",,
293,Arithmetic Girl,算法少女,,,,,['Movie'],1,Finished Airing,"Dec 24, 2016",,,"None found,","None found,","None found,",Novel,,,['Kids'],1 hr. 37 min.,G - All Ages,[],#13901,#20311,268,1,,"An adaptation of a children's novel of the same name published in 1973. Endo Hiroko is the author, who was inspired to write the story from a tale her father told her as a child. It follows a 13 year old girl named Aki. During a pilgrimage to Sensou-ji (a Buddhist temple located in Asakusa, Tokyo), she found a mistake in the sangaku. News spread quickly of her intellect and eventually landed upon Arima Yoriyuki, the lord of the Kurume Domain (he himself was famous for finding the rational approximation of pi). He hired Aki to become an arithmetic teacher for the region's princess, but hired others as well. In a math competition, Aki fought against other geniuses and prodigies, all for the hopes of earning a wage so that she may one day open a school for poor children so that she can teach them arithmetic as well.",[],Sanpou Shoujo,,['Historical'],
294,PochiHana,ぽちはな,,,,,['Movie'],1,Finished Airing,"Dec 2, 2016",,,['Kobe Design University'],"None found,","None found,",Original,['Slice of Life'],,,3 min.,G - All Ages,6.13,#9211,#20537,255,0,111,A story about a young girl named Hana and her dog Pochi. Ayaka Miyamoto made it as her graduation project while a student in the Department of Image Arts at Kobe Design University. (Source: AniList),[],Pochi Hana,,,
295,,白色隧道,White Tunnel,,,,['Movie'],1,Finished Airing,"Nov 7, 2016",,,"None found,","None found,","None found,",Original,['Drama'],,,22 min.,PG-13 - Teens 13 or older,[],#16764,#22469,155,0,,"There is an April day with inconsistent weather. A taxi driver, four passengers, sisters and brother are going to visit their mother. As strangers. Chaos is in silence, in their minds, on the road... (Source: IMDB)",[],Baise Suidao,,['Adult Cast'],
296,,巴特,Bart,,,,['Movie'],1,Finished Airing,"Nov 7, 2016",,,"None found,","None found,","None found,",Original,['Drama'],,,17 min.,PG-13 - Teens 13 or older,[],#16875,#23756,116,0,,"Bart is deserted when people escape from the cruel mayor. She recycles trans and makes a wish to bring her dolls made of trash to life. Upon discovering this, the mayor decides to burn Bart and her dolls. Her brother is lost in the struggle and Bart, too, becomes a refugee. (Source: IMDB)",[],Bate,,,
297,"Kungfu Heroes, Gongfu Si Xia",功夫四侠,Four Warriors,,,,['Movie'],1,Finished Airing,"Dec 17, 2016",,,"None found,","None found,","None found,",Original,,"['Anthropomorphic', 'Martial Arts']",['Kids'],1 hr. 30 min.,PG - Children,[],#19664,#24289,106,1,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (Movie) Kung Fu Si Xia: Yong Chuang Digong', '']",Kung Fu Si Xia,"['Adventure', 'Fantasy']",,
298,,新东方神娃,,,,,['Movie'],1,Finished Airing,"Oct 4, 2016",,,"None found,","None found,","None found,",Other,['Adventure'],,['Kids'],1 hr. 20 min.,G - All Ages,[],#15776,#24592,100,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Xindongfang Shen Wa (Movie),,['Mythology'],
299,,疯狂丑小鸭,The Ugly Duckling,,,,['Movie'],1,Finished Airing,"Oct 3, 2016",,,"None found,","None found,","None found,",Original,,,['Kids'],1 hr. 24 min.,PG - Children,[],#17963,#24728,98,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Fengkuang Chou Xiao Ya,"['Adventure', 'Fantasy']",,
300,,超级幼儿园,Super Kindergarten,,,,['Movie'],1,Finished Airing,"Dec 31, 2016",,,"None found,","None found,","None found,",Original,,,['Kids'],1 hr. 15 min.,PG - Children,[],#17225,#25140,93,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Chaoji Youeryuan,,,
301,,PlayHouse,,,,,['Movie'],1,Finished Airing,"Dec 10, 2016",,,"None found,","None found,","None found,",Original,['Drama'],,,2 min.,PG-13 - Teens 13 or older,[],#21070,#24967,95,0,,"The whole family is waiting for the father to come home for dinner. Yet when the father finally gets home, he focuses on nothing else but the screen he holds, until he sees another family's picture... (Source: Vimeo)",[],Play House,,,
302,Lei Feng Man,热血雷锋侠之激情营救,,,,,['Movie'],1,Finished Airing,"Oct 21, 2016",,,"None found,","None found,","None found,",Unknown,['Fantasy'],,,1 hr. 24 min.,PG-13 - Teens 13 or older,[],#21355,#25502,88,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Rexue Lei Feng Xia: Jiqing Yingjiu,,['Super Power'],
303,Crossing Chishui He for Four Times,四渡赤水,,,,,['Movie'],1,Finished Airing,"Oct 14, 2016",,,"None found,","None found,","None found,",Unknown,,"['Historical', 'Military']",,1 hr. 25 min.,G - All Ages,[],#14398,#25633,86,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Si Du Chishui,,,
304,,Jungle Taxi,,,,,['Movie'],1,Finished Airing,"Nov 4, 2016",,,"None found,","None found,",['STUDIO 8 DOGS'],Original,,,,7 min.,PG-13 - Teens 13 or older,[],#19142,#27744,61,0,,"The taxi driver picks up an unwelcome fare in the jungle. He does as he's told and takes his customer to fetch the man close to death on the beach. Arrived at the destination, the cabbie reaches inside his jacket for a gun. (Source: YouTube)",[],Jungle Taxi,"['Avant Garde', 'Drama']",,
305,,Fate/Grand Order -First Order-,Fate/Grand Order -First Order-,Fate/Grand Order -First Order-,Fate/Grand Order -First Order-,Fate/Grand Order -First Order-,['TV Special'],1,Finished Airing,"Dec 31, 2016",,,"['Aniplex', 'Notes']",['Aniplex of America'],['Lay-duce'],Game,,,,1 hr. 12 min.,PG-13 - Teens 13 or older,6.73,#5736,#1130,"230,670",349,133727,"In 2015, the Chaldea Security Organization draws on experts of both the magical and mundane fields to observe the future of mankind for possible extinction events. Humanity's survival seems assured for the next century—until the verdict suddenly changes, and now eradication of the species awaits at the end of 2016. The cause is unknown, but appears to be linked with the Japanese town of Fuyuki and the events of 2004 during the Fifth Holy Grail War. In response, Chaldea harnesses an experimental means of time travel, the Rayshift technology. With it, Ritsuka Fujimaru, a young man newly recruited to the organization, and the mysterious girl Mash Kyrielight, can travel back to 2004 and discover how to save humanity. A grand order to fight fate has been declared—an order to change the past and restore the future. [Written by MAL Rewrite]",[],Fate/Grand Order: First Order,"['Action', 'Fantasy']",['Time Travel'],
306,,無彩限のファントム・ワールド 水玉の奇跡,Myriad Colors Phantom World Special,,,,['Special'],1,Finished Airing,"Oct 5, 2016",,,"['Lantis', 'Pony Canyon']",['Funimation'],['Kyoto Animation'],['Light novel'],,"['School', 'Urban Fantasy']",,23 min.,PG-13 - Teens 13 or older,6.80,#5357,#2920,"63,477",46,28873,A special unaired episode of Musaigen no Phantom World bundled with the series' seventh DVD/BD volume.,"['Prequel (TV) Musaigen no Phantom World', '']",Musaigen no Phantom World: Mizutama no Kiseki,"['Action', 'Comedy', 'Fantasy', 'Ecchi']",,
