,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Themes,Genre,Demographics
214,,スナッフフィルム,,,,,['Movie'],1,Finished Airing,"Apr 12, 2015",,,['Tamabi'],"None found,","None found,",Original,,['Music'],,6 min.,PG-13 - Teens 13 or older,[],#14445,#21139,221,0,,"Directed and key animated by Yukiko Kai, music by Urban Garde. Graduation work in Tama Art University Department of Graphic Design.",[],Snuff Film,,['Avant Garde'],
215,,病態建築症候群,Sick Building Syndrome,,,,['Movie'],1,Finished Airing,"May 13, 2015",,,"None found,","None found,","None found,",Original,"['Avant Garde', 'Horror']",,,4 min.,None,[],#16965,#22904,139,0,,"Film about the ''Sick building syndrome'', it won multiple awards including the 2015 Urban Nomad Film Festival's Best Animation award. It is a city without memories, but a growing maze with construction sites, skyscrapers, advertising billboards that keeps taking over or being taken over their domains. Citizens wander around and eventually get lost in vain, and the Mô-sîn-á is the only one to lead their way. (Source: Creator's Vimeo account)",[],Bingtai Jianzhu Zhengouqun,,,
216,,阿里巴巴大盗奇兵,Alibaba and The Thief,,,,['Movie'],1,Finished Airing,"May 23, 2015",,,"None found,","None found,","None found,",Unknown,"['Adventure', 'Fantasy']",,['Kids'],1 hr. 16 min.,PG - Children,[],#16541,#24098,109,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (Movie) Alibaba 2: Solomon Fengyin', '']",Alibaba Dadao Qibing,,,
217,Super Rabbit,超能兔战队,Rabbit Hero,,,,['Movie'],1,Finished Airing,"May 30, 2015",,,"None found,","None found,","None found,",Original,"['Adventure', 'Fantasy', 'Sci-Fi']",,['Kids'],1 hr. 21 min.,PG - Children,[],#17193,#24102,109,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Chao Neng Tu Zhandui,,,
218,,潜艇总动员5：时光宝盒,Happy Little Submarine: Magic Box of Time,,,,['Movie'],1,Finished Airing,"May 29, 2015",,,['Global Digital Creations'],"None found,","None found,",Unknown,,,['Kids'],1 hr. 14 min.,PG - Children,[],#21210,#24432,103,0,,"The small submarine Ali went to the depths of the sea to perform a mission and encountered an unprecedented accident. The little shark Meisha refuses to be a submarine king like his father's one-eyed shark, and she dreams of becoming a submarine hero like Ali. The mysterious treasure box she got accidentally changed her father's one-eyed shark back to his childhood appearance. When the treasure box disappeared strangely, a mysterious monster appeared in the underwater playground...","['Prequel (Movie) Qian Ting Zong Dong Yuan 4: Zhangyu Giyu Ji', 'Sequel (Movie) Qian Ting Zong Dong Yuan: Haidi Liang Wanli']",Qian Ting Zong Dong Yuan 5: Shi Guang Bao He,,['Adventure'],
219,Shaoshan Youths: The Story of Chairman Mao,少年毛泽东,Teenage Mao Zedong,,,,['Movie'],1,Finished Airing,"Apr 30, 2015",,,"None found,","None found,","None found,",Unknown,,['Historical'],['Kids'],1 hr. 16 min.,G - All Ages,[],#14053,#24647,99,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Shaonian Mao Zedong,,,
220,,特功明星,Kung Fu Style,,,,['Movie'],1,Finished Airing,"Apr 10, 2015",,,['Gorilla Pictures'],"None found,","None found,",Unknown,,,,1 hr. 30 min.,G - All Ages,[],#14774,#24870,96,0,,"The plot follows Kung Fu kid Dodo Lee, who dreams of being a star at Oscar Lei's studio but is stuck as a puppeteer in his never satisfied father's show. When Dodo encounters super star Kitty Mo, dream and reality clash and the pair find themselves in a fight between good and evil orchestrated by the power crazed Oscar. (Source: IMDb)",[],Te Gong Mingxing,,,
221,The Three Pigs and The Lamp,三只小猪与神灯,,,,,['Movie'],1,Finished Airing,"Jun 27, 2015",,,"None found,","None found,","None found,",Original,"['Adventure', 'Fantasy']",['Anthropomorphic'],['Kids'],1 hr. 20 min.,PG - Children,[],#13888,#25184,92,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (Movie) San Zhi Xiao Zhu Yu Kung Fu Panda', '']",San Zhi Xiao Zhu Yu Shen Deng,,,
222,,夺宝幸运星大电影之金箍棒传奇2:沙僧的逆袭,,,,,['Movie'],1,Finished Airing,"May 29, 2015",,,"None found,","None found,","None found,",Novel,,['Historical'],['Kids'],1 hr. 27 min.,PG - Children,[],#17834,#25452,88,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (Movie) Duo Bao Xingyun Xing Da Dianying: Jin Gu Bang Chuanqi', '']",Duo Bao Xingyun Xing Da Dianying: Jin Gu Bang Chuanqi 2 - Sha Seng De Ni Xi,,['Fantasy'],
223,The Adventures of Little Piglet Banna,小猪班纳大电影之梦想大“帽”险,,,,,['Movie'],1,Finished Airing,"Jun 27, 2015",,,"None found,","None found,","None found,",Original,"['Adventure', 'Fantasy']",['Anthropomorphic'],['Kids'],1 hr. 30 min.,PG - Children,[],#15667,#25415,89,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],"Xiao Zhu Banna Da Dianying: Mengxiang Da ""Mao"" Xian",,,
224,"Angel Beats!: Stairway to Heaven, Angel Beats!: Hell's Kitchen",エンジェルビーツ,,,,,['Special'],2,Finished Airing,"Dec 22, 2010 to Jun 24, 2015",,,"['Aniplex', 'Visual Arts']",['Sentai Filmworks'],['P.A. Works'],Original,"['Comedy', 'Fantasy']",['School'],,27 min. per ep.,PG-13 - Teens 13 or older,7.55,#1758,#931,"277,165",322,162330,"As the Shinda Sekai Sensen (SSS) continue their vindictive rebellion against God, their leader, Yuri Nakamura, comes up with an ingenious plan to escape the afterlife. Her subordinates prepare to carry out ""Operation High Tension Syndrome"" to deceive Kanade Tachibana, student council president and alleged associate of God, into thinking that they are ready to pass on. With a week's worth of food on the line and with Heaven as the ultimate prize, will the SSS members be able to fool the inscrutable Kanade? [Written by MAL Rewrite]",[],Angel Beats! Specials,,,
225,Le Labyrinthe de la Grisaia,グリザイアの迷宮 カプリスの繭0,The Labyrinth of Grisaia: The Cocoon of Caprice 0,The Labyrinth of Grisaia,The Labyrinth of Grisaia: El Capullo del Deseo,The Labyrinth of Grisaia: Interlude,['TV Special'],1,Finished Airing,"Apr 12, 2015",,,"['Frontier Works', 'Magic Capsule', 'NBCUniversal Entertainment Japan', 'Front Wing']",['Sentai Filmworks'],['8bit'],Visual novel,,,,47 min.,R+ - Mild Nudity,7.82,#993,#1084,"239,601",719,140884,"Having attended Mihama Academy for about a year, Yuuji Kazami has seemingly found his place within the school, but he suddenly decides to pursue a promotion in CIRS. After consulting JB about his intentions, they both thoroughly examine Yuuji's documents and dissect the events of his upbringing to determine if the job is fit for him. Meanwhile, unbeknownst to the two, the girls of Mihama uncover some torn documents in Yuuji's room. After restoring the papers, they discover the story that has formed—or perhaps broken—Yuuji into the man he is today. However, what was thought to be history has haunted him to the present, and the chains of the past begin to drag him back into the darkness... [Written by MAL Rewrite]","['Prequel (TV) Grisaia no Kajitsu', 'Sequel (TV) Grisaia no Rakuen', 'Adaptation (Manga) Grisaia no Meikyuu: Sanctuary Fellows', '']",Grisaia no Meikyuu: Caprice no Mayu 0,,['Drama'],
226,"Amagi Brilliant Park Episode 14, Amagi Brilliant Park Tokubetsu-hen",甘城ブリリアントパーク 「のんびりしている暇がない!」,Amagi Brilliant Park: No Time to Take It Easy!,,,,['Special'],1,Finished Airing,"Jun 26, 2015",,,"None found,",['Sentai Filmworks'],['Kyoto Animation'],['Light novel'],"['Comedy', 'Supernatural']",['Workplace'],,23 min.,PG-13 - Teens 13 or older,7.21,#3323,#2192,"102,554",34,57429,"Amagi Brilliant Park is a place where everyone takes on the role that is perfect for them. But every once in a while, situations arise that will force staff members to step out of their comfort zone and take on a new role. The goofball employees are soon to realize just how difficult this can be. [Written by MAL Rewrite]","['Prequel (TV) Amagi Brilliant Park', '']",Amagi Brilliant Park: Nonbirishiteiru Hima ga Nai!,,,
227,"Owari no Seraph Omake, Owari no Seraph: Owaranai Seraph",終わらないセラフ,Seraph of the Endless,,,,['Special'],9,Finished Airing,"Jun 24, 2015 to Sep 26, 2015",,,"None found,",['Funimation'],['Wit Studio'],['Manga'],"['Comedy', 'Supernatural']",['Vampire'],['Shounen'],2 min. per ep.,PG-13 - Teens 13 or older,7.34,#2647,#2273,"96,824",340,41783,Specials included in the Blu-ray and DVD releases.,[],Owaranai Seraph,,,
228,"Le Fruit de la Grisaia Specials, The Fruit of Grisaia Specials",グリザイアの果実,,,,,['Special'],6,Finished Airing,"Dec 25, 2014 to May 27, 2015",,,"None found,","None found,",['8bit'],Visual novel,,,,3 min. per ep.,R+ - Mild Nudity,6.89,#4880,#2466,"84,463",57,44722,Short specials added to Blu-ray/DVD volumes.,"['Sequel (Special) Grisaia no Meikyuu: Caprice no Mayu 0 - Takizono Basketball Club no Nama Cream Party!', '']",Grisaia no Kajitsu Specials,,['Ecchi'],
229,,新妹魔王の契約者〈テスタメント〉,The Testament of Sister New Devil Specials,,,,['Special'],6,Finished Airing,"Mar 27, 2015 to Aug 28, 2015",,,"None found,",['Funimation'],['Production IMS'],['Light novel'],"['Comedy', 'Supernatural', 'Ecchi']",,,4 min. per ep.,R+ - Mild Nudity,6.72,#5797,#3361,"48,795",40,20552,Specials included on the Blu-ray/DVD volumes. Chibi versions of Mio and Maria narrate Basara's various erotic encounters.,[],Shinmai Maou no Testament Specials,,,
230,,黒子のバスケ3期 NG集,,,,,['Special'],9,Finished Airing,"Apr 24, 2015 to Dec 24, 2015",,,['Bandai Visual'],"None found,",['Production I.G'],['Manga'],"['Comedy', 'Sports']",['Team Sports'],,2 min. per ep.,PG-13 - Teens 13 or older,7.66,#1385,#3442,"46,751",82,19189,Animated bloopers included with the Blu-ray/DVD releases of the Kuroko no Basket 3rd Season.,[],Kuroko no Basket 3rd Season NG-shuu,,,
231,"Gintama: Jump Festa 2014 Special, Gintama OAD, Gintama OVA",銀魂 〜布団に入ってから拭き残しに気付いて寝るに寝れない時もある〜,,,,,['Special'],1,Finished Airing,"Apr 3, 2015",,,"None found,","None found,",['Sunrise'],['Manga'],"['Action', 'Comedy', 'Sci-Fi']",,['Shounen'],24 min.,PG-13 - Teens 13 or older,8.12,#494,#3624,"42,838",72,19141,"Bundled with limited edition of the 58th Gintama manga volume. The tagline for the bundled anime reads, ""It's time for all the Yorozuya members ...to wake up just one more time."" (Source: MAL News, edited)",[],Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,"['Gag Humor', 'Historical', 'Parody', 'Samurai']",,
232,Kekkai Sensen 10.5,血界戦線 #10.5特別編「それさえも最低で最高な日々」,Blood Blockade Battlefront: Even These Are the Worst and Best Days Ever,Blood Blockade Battlefront - Trotz Allern: Die Besten und Schlechtesten Zeiten,,,['Special'],1,Finished Airing,"Jun 14, 2015",,,['TOHO animation'],['Funimation'],['Bones'],['Manga'],"['Action', 'Fantasy']",,['Shounen'],24 min.,R - 17+ (violence & profanity),6.83,#5194,#3651,"42,219",32,18880,A recap episode of episodes 1 through 10 of Kekkai Sensen. Leonardo Watch reflects on his experiences at Libra.,[],Kekkai Sensen: Soresaemo Saitei de Saikou na Hibi,"['Super Power', 'Urban Fantasy', 'Vampire']",,
233,Hibike! Euphonium Specials,響け！ユーフォニアム「吹奏楽部の日常」,Sound! Euphonium Specials,,,,['Special'],7,Finished Airing,"Jun 17, 2015 to Dec 16, 2015",,,"None found,","None found,",['Kyoto Animation'],Original,,,,2 min. per ep.,PG-13 - Teens 13 or older,6.86,#5041,#3915,"36,677",23,16914,Short specials included in the Blu-ray/DVD releases.,[],Hibike! Euphonium: Suisougaku-bu no Nichijou,"['Music', 'Performing Arts', 'School']",['Comedy'],
234,,コードギアス 亡国のアキト 第3章 輝くもの天より堕つ,Code Geass: Akito the Exiled - The Brightness Falls Picture Drama,,,,['Special'],1,Finished Airing,"Jun 26, 2015",,,"None found,","None found,",['Sunrise'],Original,,['Military'],,6 min.,PG-13 - Teens 13 or older,6.74,#5677,#6249,"12,017",20,3482,Picture drama included in the Code Geass: Boukoku no Akito 3 Blu-ray/DVD release.,[],Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu Picture Drama,,['Comedy'],
235,Eto Tamashii Specials,えとたま（干支魂）TV未公開ショートエピソード,,,,,['Special'],6,Finished Airing,"May 13, 2015 to Jul 1, 2015",,,"None found,","None found,","['Shirogumi', 'Encourage Films']",Original,"['Action', 'Comedy', 'Fantasy']",,,1 min. per ep.,PG-13 - Teens 13 or older,6.46,#7358,#7253,"8,434",4,3470,Unaired short specials included in the second through fifth Blu-ray and DVD volumes Etotama.,[],Etotama Specials,,,
236,Inferno Cop Sequel,インフェルノコップ,,,,,['Special'],3,Finished Airing,"Jun 13, 2015 to Jul 2, 2017",,,"None found,","None found,",['Trigger'],Original,"['Action', 'Comedy']",,,2 min. per ep.,PG-13 - Teens 13 or older,6.01,#9900,#8775,"5,246",3,1794,"Three special episodes of Inferno Cop. The first features cameos of characters from Little Witch Academia. The third episode involves Inferno Cop traveling to New Jersey, where he comes across Donald Trump.",[],Inferno Cop Specials,,,
237,"Hoopa's Appearance! Operations, Pocket Monsters XY Movie 18 TV Special: Fuupa no Odemashi Daisakusen, Pocket Monsters XY: Fuupa no Odemashi Daisakusen!!",フーパのおでまし大作戦！！,,,,,['TV Special'],6,Finished Airing,"Apr 23, 2015 to May 28, 2015",,,['TV Tokyo'],"None found,",['OLM'],Game,"['Comedy', 'Fantasy']",,['Kids'],40 sec. per ep.,PG - Children,6.12,#9288,#8825,"5,173",0,2037,A short series featuring the mythical Pokemon Hoopa.,[],Pokemon XY: Hoopa no Odemashi Daisakusen!!,,,
238,Gunslinger Stratos The Animation Episode 12.5,ガンスリンガー ストラトス -THE ANIMATION-: 分岐／二つの未来,,,,,['Special'],1,Finished Airing,"Jun 27, 2015",,,"None found,","None found,",['A-1 Pictures'],Unknown,"['Action', 'Sci-Fi']",,,23 min.,PG-13 - Teens 13 or older,6.07,#9587,#9953,"3,588",2,807,A special show explaining how the TV and web versions are different throughout the series. Also shows the Kikan/Kaze no Yukue ending.,[],Gunslinger Stratos The Animation: Bunki/Futatsu no Mirai,,,
239,"Mahou Shoujo Lyrical Nanoha ViVid Recap, Magical Girl Lyrical Nanoha ViVid Recap, Mahou Shoujo Lyrical Nanoha ViVid 12.5, Magical Girl Lyrical Nanoha ViVid 12.5",魔法少女リリカルなのはViVid スペシャルプログラム,,,,,['TV Special'],1,Finished Airing,"Jun 26, 2015",,,"None found,","None found,",['A-1 Pictures'],['Manga'],,,,25 min.,PG-13 - Teens 13 or older,6.10,#9376,#10255,"3,261",3,937,Recap of the Mahou Shoujo Lyrical Nanoha ViVid TV anime.,[],Mahou Shoujo Lyrical Nanoha ViVid: Special Program,"['Mahou Shoujo', 'Martial Arts']",['Action'],
240,Gonna be the Twin-Tail!! Recap,俺、ツインテールになります。特別編,,,,,['TV Special'],1,Finished Airing,"Apr 5, 2015",,,"None found,","None found,",['Production IMS'],['Light novel'],"['Action', 'Comedy', 'Fantasy', 'Romance']",,,24 min.,PG-13 - Teens 13 or older,5.87,#10608,#10543,"3,003",1,690,"A recap episode of Ore, Twintail ni Narimasu. that aired exclusively on BS-TBS. It starts with a chibi Souji and Aika speaking to the viewer before delving into the body of the recap where they comment about the events of the TV anime. The voice actors of Souji and Aika both represent themselves and the characters they voice flipping between sounding like their characters and speaking casually as real people. The recaps ends with chibi Souji and Aika thanking the viewer and then talking about how fun the Ore, Twintail ni Narimasu. live-event was (which clips are shown of) and asking viewers to visit the official site to find news about future events.","['Adaptation (Manga) Ore, Twintail ni Narimasu. π', 'Adaptation (Light Novel) Ore, Twintail ni Narimasu.']","Ore, Twintail ni Narimasu. Recap","['Magical Sex Shift', 'School']",,
